Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3月10日,10月16日,16-3P,3P,2P,0-3,3月10日,10月16日,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,#
2018-19,22,ORL,NBA,PG,39,559,0.399,13,0.754,0.29,0.152,0.065,0.246,0.246,0.423,0.625,0.429,0.111,0.265,0.324,0.205,0.909,0.014,2,0.324,0.273,0,0
