Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3月10日,10月16日,16-3P,3P,2P,0-3,3月10日,10月16日,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,#
2020-21,20,POR,NBA,SF,30,192,0.379,16.4,0.485,0.242,0.091,0.076,0.076,0.515,0.563,0.75,0,0.6,0.6,0.206,0.444,0.714,0.045,3,0.176,0.5,0,0
2021-22,21,POR,NBA,SF,58,1174,0.393,13.4,0.591,0.312,0.169,0.075,0.036,0.409,0.462,0.615,0.231,0.478,0.182,0.294,0.631,0.973,0.036,10,0.317,0.225,1,0
