PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Reggie Williams,NOP,6,3,69.2,0.78,2.3,0.5,2.5,20,26.7
Luke Babbitt,MIA,68,2.8,60.7,1.12,3.1,1.1,2.7,40.5,57.6
Brandon Rush,MIN,47,2.6,55.2,0.92,2.4,0.8,2.4,35.1,48.6
Patrick Patterson,TOR,65,3.8,54.3,1.06,4,1.4,3.5,40,55.6
Lance Thomas,NYK,46,3.4,53.2,1.05,3.6,1.2,2.9,42.2,52.6
Dorian Finney-Smith,DAL,81,2.6,52.1,0.86,2.2,0.8,2.4,33.2,45.1
Jonas Jerebko,BOS,78,2.1,50.8,0.96,2,0.7,1.8,40.1,52.5
Alan Anderson,LAC,30,1.6,50,1,1.6,0.5,1.4,38.1,47.6
Davis Bertans,SAS,67,2,49.3,1.19,2.4,0.8,1.8,43.9,61.4
Wesley Johnson,LAC,68,1.6,48.7,0.79,1.3,0.5,1.5,29.8,40.4
Dante Cunningham,NOP,66,2.9,48.1,1.05,3.1,1.1,2.8,39.3,54.6
Anthony Tolliver,SAC,65,3.3,47.9,1.13,3.7,1.2,3,41.7,58.3
Hollis Thompson,PHI,31,2.7,47.2,0.95,2.6,0.9,2.5,37.2,48.7
Anthony Morrow,OKC,40,2.8,46.5,0.95,2.6,0.9,2.7,35.5,46.3
Al-Farouq Aminu,POR,61,4.6,45.9,0.88,4.1,1.3,3.8,35.2,46.7
Danny Green,SAS,68,3.6,45.8,1.03,3.7,1.3,3.2,39,55
Paul Pierce,LAC,25,1.6,45.1,0.93,1.5,0.5,1.4,38.2,51.5
Hollis Thompson,NOP,9,2.3,44.7,0.86,2,0.7,2.2,30,42.5
Richard Jefferson,CLE,79,2.5,44.2,1.04,2.6,0.8,2.2,36.8,49.7
Trey Lyles,UTA,71,3.4,44.2,0.82,2.8,1,2.9,34.4,44.3
Dragan Bender,PHX,43,2,44.1,0.81,1.6,0.6,1.7,32.4,45.9
Alex Abrines,OKC,68,2.5,43.9,1.14,2.9,1,2.5,39.3,56.3
Paul Zipser,CHI,44,2.8,43.6,0.9,2.5,0.9,2.4,38.1,50
Mirza Teletovic,MIL,70,2.9,43.3,0.92,2.7,0.9,2.8,33.7,47.7
DeMarre Carroll,TOR,72,3.9,43.2,0.91,3.6,1.2,3.6,31.9,45.2
Marvin Williams,CHA,76,4.6,42.5,0.97,4.5,1.6,4.3,36.9,48.8
Nikola Mirotic,CHI,70,4.6,42.1,1.01,4.6,1.6,4.1,37.7,52.6
Jason Terry,MIL,74,1.6,41.9,1.3,2.1,0.7,1.5,48.7,68.1
Nemanja Bjelica,MIN,65,2.8,41.5,0.92,2.6,0.9,2.5,36,47.9
P.J. Tucker,TOR,24,2.6,41.3,1.18,3,1,2.3,44.6,64.3
Luc Mbah a Moute,LAC,80,2.4,41.1,1.14,2.7,1,2.1,47.6,59.3
Rashad Vaughn,MIL,41,1.7,40.9,0.77,1.3,0.5,1.6,30.8,40.8
KJ McDaniels,BKN,20,2.7,40.6,0.93,2.5,0.9,2.4,37.5,47.9
Trevor Ariza,HOU,80,4.7,40.2,1.03,4.8,1.6,4.3,37.1,53.2
Tony Snell,MIL,80,3.1,39.9,1.17,3.6,1.2,2.9,42.9,60.8
Channing Frye,CLE,74,3.3,39.8,1.27,4.1,1.5,3.1,47,65.1
Solomon Hill,NOP,80,3.1,39.8,0.98,3,1,2.8,35,50.5
Darrell Arthur,DEN,40,2.5,39.6,1.14,2.9,1,2.3,43.5,59.8
Corey Brewer,HOU,58,1.9,39.6,0.82,1.6,0.6,1.7,32.7,42.6
Alex Poythress,PHI,6,4,39.3,1.25,5,1.7,3.7,45.5,59.1
Rodney McGruder,MIA,78,2.7,39.2,0.93,2.5,0.9,2.5,34,47.7
JR Smith,CLE,41,3.7,39.2,0.92,3.4,1.1,3.6,31.5,47
Sam Dekker,HOU,77,2.5,38.9,0.86,2.2,0.8,2.3,33.3,44.7
Juancho Hernangomez,DEN,62,1.8,38.5,1.1,2,0.6,1.5,38,56
