PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Luke Babbitt,MIA,13,2.6,66.7,0.62,1.6,0.5,2.5,21.9,32.8
James Webb III,BKN,10,1.8,64.3,0.44,0.8,0.3,1.6,18.8,25
Omari Johnson,MEM,4,3.5,58.3,1.14,4,1.5,3.5,42.9,57.1
Terrance Ferguson,OKC,61,1.7,56.5,0.91,1.6,0.5,1.6,33.3,47
DeAndre Liggins,MIL,31,1.4,55,0.98,1.4,0.5,1.3,39,51.2
Josh Huestis,OKC,69,1.7,53.9,0.6,1,0.3,1.4,23.2,34.3
Jamil Wilson,LAC,15,3.3,53.8,1.04,3.4,1.2,3.1,38.3,54.3
Mirza Teletovic,MIL,10,3.4,53.1,1.06,3.6,1.2,3,40,60
Okaro White,MIA,5,2,52.6,1.2,2.4,0.8,1.6,50,68.8
Andrew White III,ATL,15,2.9,52.4,0.86,2.5,0.9,2.6,33.3,46.2
Davis Bertans,SAS,77,2.8,51.3,1.05,2.9,1,2.6,39.1,52.7
P.J. Tucker,HOU,82,3.3,50.1,1.01,3.3,1.1,3,37.6,54.3
Anthony Tolliver,DET,79,3.7,49.7,1.31,4.8,1.5,3.2,46.4,66.3
Jonas Jerebko,UTA,74,2.6,49.1,1.12,2.9,1,2.4,42.1,57
Alex Abrines,OKC,75,2.2,49.1,1.08,2.4,0.7,2,37.3,55.3
Treveon Graham,CHA,63,2.1,48.9,1.01,2.1,0.7,1.8,38.1,50.9
Juancho Hernangomez,DEN,25,1.7,48.9,0.72,1.2,0.4,1.6,24.4,36.6
Luke Babbitt,ATL,37,2.5,47.9,1.26,3.1,1.1,2.4,47.1,64.9
Semi Ojeleye,BOS,73,1.5,47.8,0.81,1.2,0.4,1.4,30.7,44.1
Al-Farouq Aminu,POR,69,4.8,47.3,0.95,4.5,1.5,4.3,35.1,49.5
Malachi Richardson,SAC,25,2,47.2,0.67,1.4,0.4,1.7,21.4,28.6
O.G. Anunoby,TOR,74,2.7,47.1,1.04,2.8,0.9,2.3,40.1,56.7
Paul Zipser,CHI,54,2.5,47.1,0.94,2.4,0.8,2.3,36.9,50.4
Wesley Johnson,LAC,74,2.8,46.7,0.95,2.7,1,2.6,37.5,49.2
Travis Wear,LAL,17,2.2,46.3,1.13,2.5,0.8,2,38.2,57.4
Danny Green,SAS,70,4.4,46.1,0.99,4.3,1.5,4,38,51.1
Bruno Caboclo,SAC,10,1.6,45.7,0.56,0.9,0.3,1.4,21.4,32.1
Dante Cunningham,NOP,51,2.3,45,0.97,2.2,0.8,2.2,34.8,49.6
Lance Thomas,NYK,73,2,44.3,1.03,2.1,0.7,1.8,38.8,52.2
Quincy Acy,BKN,70,2.9,44.2,1,2.9,1,2.5,38.1,55.1
Jared Dudley,PHX,48,1.5,44,1.21,1.8,0.6,1.4,44.6,62.3
Luc Mbah a Moute,HOU,61,3.3,43.9,0.88,2.9,1,2.7,36.6,49.4
Dragan Bender,PHX,82,3.3,43.7,0.97,3.2,1.1,3,36.7,52.7
Patrick Patterson,OKC,82,1.7,43.6,1.07,1.8,0.6,1.6,37.5,53.9
Jaylen Morris,ATL,6,2.7,43.2,0.75,2,0.8,2.5,33.3,40
Jason Terry,MIL,51,1.5,43.1,0.99,1.5,0.5,1.4,36.6,52.8
Bryn Forbes,SAS,79,3,42.8,1.02,3.1,1.1,2.7,40.6,51.9
Vince Carter,SAC,58,2.4,42.3,0.97,2.4,0.8,2.2,36,49.6
Channing Frye,CLE,44,1.8,42.2,1.09,2,0.7,1.8,41.8,55.1
Tony Snell,MIL,75,2.7,41.9,1.17,3.2,1.1,2.5,44.1,60.6
Darius Miller,NOP,82,2.9,41.6,1.22,3.5,1.2,2.6,45.4,62.3
Nemanja Bjelica,MIN,67,2.7,41.5,1.11,3,1.1,2.5,43.1,58.4
Aaron Harrison,DAL,9,3.7,41.3,0.73,2.7,1,3.4,29,37.1
Sindarius Thornwell,LAC,73,1.8,41.1,0.93,1.7,0.6,1.5,38.9,47.7
Arron Afflalo,ORL,53,1.5,40.5,0.99,1.5,0.5,1.4,38.4,50.7
Ryan Arcidiacono,CHI,24,1,40.4,0.87,0.8,0.3,0.9,31.8,45.5
CJ Miles,TOR,70,3.9,40.3,1.18,4.6,1.5,3.6,41.3,58.1
Abdel Nader,BOS,48,1.6,39.7,0.66,1.1,0.4,1.3,28.1,39.8
Channing Frye,LAL,9,2.1,39.6,1.53,3.2,1.1,2,55.6,75
Trevor Ariza,HOU,67,4.3,39,1.08,4.6,1.5,3.9,38.8,55.6
Alec Peters,PHX,20,1.6,39,1.03,1.6,0.6,1.5,36.7,55
C.J. Williams,LAC,38,2.3,38.8,0.93,2.2,0.9,2.1,43.2,50.6
Jamel Artis,ORL,15,2.4,38.7,0.89,2.1,0.8,2.3,34.3,44.3
DeMarre Carroll,BKN,73,5.2,38.6,1.02,5.3,1.8,4.5,39,52.1
Sterling Brown,MIL,53,1.8,38.6,0.88,1.5,0.5,1.6,34.5,45.2
Tyler Cavanaugh,ATL,39,1.7,38.3,1.13,1.9,0.7,1.7,40,56.9
Corey Brewer,OKC,18,3.7,38.2,1.23,4.5,1.5,3.3,45.8,63.6
Timothe Luwawu-Cabarrot,PHI,52,2.4,38.1,0.94,2.3,0.8,2.3,33.3,47.9
Jonathan Isaac,ORL,27,2.6,37.9,0.77,2,0.7,2.2,33.3,44.2
Myke Henry,MEM,20,2.5,37.9,1.04,2.6,0.9,2.4,37.5,53.1
Glenn Robinson III,IND,23,1.6,37.9,1.36,2.1,0.8,1.5,51.4,70
Ryan Anderson,HOU,66,3.2,37.8,1.04,3.3,1.1,2.8,38.8,53.5
Jae Crowder,CLE,53,3.3,37.7,1.01,3.3,1.1,2.9,37.4,50.6
Thabo Sefolosha,UTA,38,2.9,37.4,1.03,3,1,2.7,38.6,50.5
Marvin Williams,CHA,78,3.2,37.2,1.12,3.6,1.2,3,41.8,58
Jalen Jones,DAL,12,2.4,37.2,1.07,2.6,0.9,2.2,42.3,53.8
Pat Connaughton,POR,82,2,36.9,0.89,1.8,0.6,1.8,34.2,46.6
Kelly Oubre Jr.,WAS,81,4.4,36.7,0.98,4.4,1.4,4,35.9,48.5
Serge Ibaka,TOR,76,4.4,36.7,1.01,4.5,1.6,3.9,42.2,53.9
Nigel Hayes,SAC,5,2.2,36.7,0.27,0.6,0.2,2,10,15
Royce O'Neale,UTA,68,2,36.3,0.99,2,0.7,1.7,40,52.2
Jae Crowder,UTA,27,4.7,36.3,1.03,4.9,1.7,4.2,40.4,53.5
Noah Vonleh,CHI,21,2.8,36.2,1,2.8,1,2.7,39.3,50
Devin Harris,DEN,27,2.9,36.1,1.1,3.2,1.1,2.6,42,55.1
Robert Covington,PHI,80,4.6,36,1.06,4.8,1.6,4.2,39.2,54.5
Dante Cunningham,BKN,22,2.6,35.8,1.1,2.9,1,2.5,39.3,57.1
Solomon Hill,NOP,12,1.6,35.8,0.37,0.6,0.2,1.3,12.5,18.8
Michael Kidd-Gilchrist,CHA,74,3.3,35.7,0.81,2.7,1.3,3.1,42.5,42.5
Justin Jackson,SAC,68,2.5,35.7,0.94,2.3,0.8,2.2,36.2,49.3
Pascal Siakam,TOR,81,2.6,34.9,0.82,2.1,0.8,2.2,37.2,43.9
Josh Hart,LAL,63,2.6,34.7,1.15,2.9,1,2.4,41.3,58.7
Luke Kornet,NYK,20,2.5,34.5,0.76,1.9,0.6,2.3,28.3,40.2
Dwayne Bacon,CHA,53,1.5,34.2,0.84,1.2,0.5,1.3,36.2,42.8
Frank Kaminsky,CHA,79,3.7,34.1,0.94,3.5,1.2,3.3,36,45.8
Mario Hezonja,ORL,75,3.4,33.7,1.05,3.5,1.3,3,42.2,55.4
Joe Harris,BKN,78,3.2,33.5,1.19,3.8,1.4,2.8,49.1,63.1
Jerryd Bayless,PHI,40,2.8,33.5,0.94,2.6,0.9,2.5,35,48.5
Derrick Jones Jr.,MIA,14,1.5,33.3,0.62,0.9,0.3,1.3,22.2,30.6
Milton Doyle,BKN,10,1.8,33.3,0.5,0.9,0.3,1.8,16.7,25
Justin Holiday,CHI,72,4.3,33.2,1.07,4.6,1.5,3.9,39.8,55.4
Zach Collins,POR,66,1.8,33.2,0.79,1.4,0.5,1.7,30.7,40.4
Gerald Green,HOU,41,3.8,33.1,1.14,4.3,1.4,3.6,39.2,55.7
Justin Anderson,PHI,38,2.1,33.1,0.92,1.9,0.7,1.8,35.7,48.6
Dorian Finney-Smith,DAL,21,2.3,33.1,0.84,2,0.7,2.1,31.1,43.3
Chandler Parsons,MEM,36,2.5,32.6,1.04,2.6,0.9,2.1,43.4,59.9
Nik Stauskas,BKN,35,1.7,32.6,1.23,2.1,0.7,1.5,45.3,66
Stanley Johnson,DET,69,3.3,32.3,0.82,2.7,0.9,3,31.3,42.8
Maurice Harkless,POR,59,2,32.1,1.26,2.5,0.8,1.8,46.7,65.4
Dirk Nowitzki,DAL,77,3.5,31.9,1.21,4.3,1.6,3.4,45.8,60.4
Marreese Speights,ORL,52,2.5,31.9,1.06,2.7,0.9,2.4,38.7,55.2
Norman Powell,TOR,70,2.1,31.8,0.87,1.8,0.6,1.8,34.4,46.1
Jarell Martin,MEM,73,2.8,31.7,0.81,2.2,0.9,2.4,35.4,42.1
Dario Saric,PHI,78,4.6,31.6,1.11,5,1.7,4.1,41.6,58.1
Gorgui Dieng,MIN,79,2,31.3,0.96,1.9,0.8,1.8,44.8,49.7
Joe Johnson,UTA,32,2.6,31.2,0.94,2.4,0.9,2.5,38,49.4
Davon Reed,PHX,21,1.4,31.2,0.97,1.3,0.5,1.2,40,52
Wesley Matthews,DAL,63,4.1,31.1,1.04,4.2,1.4,3.8,37.7,53.1
Doug McDermott,DAL,26,2.5,31.1,1.15,2.9,0.9,2,44.2,59.6
Marquese Chriss,PHX,72,2.8,30.8,0.79,2.2,0.7,2.5,29.4,40.6
Damyean Dotson,NYK,44,1.3,30.8,1.05,1.4,0.5,1.2,43.4,55.7
Justise Winslow,MIA,68,2.8,30.6,0.97,2.7,1,2.5,40.2,52.4
Terrence Ross,ORL,24,3,30.6,0.82,2.5,0.8,2.7,31.3,42.2
Allen Crabbe,BKN,75,3.9,30.5,1.22,4.7,1.7,3.5,46.8,64
Torrey Craig,DEN,39,1.4,30.3,1.02,1.4,0.5,1.2,37.5,53.1
Patrick Beverley,LAC,11,4.2,30.3,1.02,4.3,1.5,4,36.4,53.4
Wes Iwundu,ORL,62,1.3,30.1,0.63,0.8,0.3,1.2,28.4,32.4
Maxi Kleber,DAL,72,1.5,29.9,1.05,1.6,0.6,1.4,39.4,54.8
James Ennis III,MEM,45,2,29.9,0.97,1.9,0.6,1.7,33.8,48.1
Mike Muscala,ATL,53,2.2,29.8,1.13,2.4,0.8,1.9,43,61.5
Danuel House Jr.,PHX,23,2,29.8,0.76,1.5,0.4,1.8,24.4,34.1
Ben McLemore,MEM,56,2.4,29.7,1.05,2.6,0.9,2.2,41.5,55.3
Tyus Jones,MIN,82,1.5,29.7,0.98,1.5,0.5,1.4,36.9,50.9
E'Twaun Moore,NOP,82,3.5,29.6,1.08,3.7,1.4,3.3,42.2,56.3
Rodney McGruder,MIA,18,1.3,29.6,1,1.3,0.5,1.3,37.5,50
Trey Lyles,DEN,73,2.7,29.4,1.1,3,1.1,2.4,44.1,57.1
JR Smith,CLE,80,2.5,29.4,1,2.5,0.8,2.4,34.4,50
Joe Johnson,HOU,23,2,29.2,0.87,1.8,0.6,2,31.1,42.2
Doug McDermott,NYK,55,2,29,1.12,2.3,0.8,1.9,43.1,58.8
Nick Young,GSW,80,2,28.7,1.02,2,0.6,1.8,35.4,50.3
