PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
James Nunnally,HOU,2,5.5,84.6,0.82,4.5,1.5,5.5,27.3,40.9
Treveon Graham,BKN,35,4,64.7,0.98,3.9,1.4,3.6,38.9,51.6
Gary Clark,HOU,50,2.1,63.6,0.82,1.7,0.5,2,27.6,40.8
Deng Adel,CLE,19,1.4,57.8,0.89,1.2,0.4,1.3,33.3,43.8
Davis Bertans,SAS,76,3.8,55.4,1.21,4.6,1.5,3.5,42.4,59.7
Anthony Tolliver,MIN,65,2.6,53.8,0.95,2.5,0.8,2.3,33.3,48
P.J. Tucker,HOU,82,3.8,51.3,1.02,3.9,1.3,3.6,36.5,53
Jared Dudley,BKN,59,2.6,50.8,1.07,2.8,1,2.3,43.7,57.4
Abdel Nader,OKC,60,2,49.2,0.88,1.8,0.7,1.8,36.4,46.4
Thabo Sefolosha,UTA,50,1.8,49.2,1,1.8,0.6,1.6,41,56.4
Wesley Johnson,WAS,12,2,49,0.79,1.6,0.5,1.9,26.1,34.8
Royce O'Neale,UTA,82,2.6,48.8,0.98,2.5,0.9,2.1,42,56.2
Iman Shumpert,HOU,20,2.8,48.7,0.76,2.1,0.8,2.7,27.8,38.9
Danuel House Jr.,HOU,39,3.9,48.3,1.22,4.8,1.5,3.4,43.3,60.8
Lance Thomas,NYK,46,2.5,48.1,0.76,1.9,0.7,2.3,30.5,38.1
Bruno Caboclo,MEM,34,4,47.9,1.14,4.6,1.6,3.7,43.7,58.3
Al-Farouq Aminu,POR,81,4.3,47,0.94,4.1,1.4,3.8,36.4,48.7
Terrance Ferguson,OKC,73,3.2,47,1.03,3.3,1.1,2.8,37.2,53.4
Timothe Luwawu-Cabarrot,CHI,29,3.3,46.8,0.9,2.9,0.9,3.1,30,41.7
Wilson Chandler,LAC,15,2.3,46.1,0.83,1.9,0.7,2.1,32.3,45.2
Semi Ojeleye,BOS,56,1.6,45.9,0.79,1.3,0.4,1.4,30.4,41.8
Mike Scott,PHI,27,3.6,45.1,1.17,4.1,1.4,3.4,41.8,61
Dante Cunningham,SAS,64,1.3,44.7,1.07,1.4,0.5,1.1,41.1,59.6
Jalen Jones,CLE,15,2.5,44.6,1,2.5,0.8,2.1,38.7,54.8
Jae Crowder,UTA,80,5.3,43.9,1.07,5.7,1.9,4.8,39.4,53.3
Vince Carter,ATL,76,3.1,43.8,1.19,3.6,1.3,2.9,42.4,59.6
Henry Ellenson,NYK,17,2.6,43.3,0.84,2.2,0.8,2.3,33.3,46.2
Gerald Green,HOU,73,3.9,43.1,1.09,4.2,1.5,3.6,40.4,57
Jodie Meeks,TOR,8,2.1,42.5,1,2.1,0.8,2.1,35.3,50
Alex Abrines,OKC,31,2.4,42.4,1.07,2.6,0.9,2.3,37.5,54.2
Justin Jackson,DAL,29,3,42.3,1.15,3.5,1.2,2.7,45.6,59.5
Maxi Kleber,DAL,71,2.8,42.1,1.06,3,1,2.6,39.9,55.2
