PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Paul Watson,OKC,9,2.9,65,0.69,2,0.8,2.6,30.4,39.1
Tony Snell,POR,38,1.8,63.3,0.96,1.7,0.6,1.7,33.8,50
Aleem Ford,ORL,5,3,62.5,0.53,1.6,0.6,2.8,21.4,28.6
Tony Snell,NOP,15,3.1,58.2,1.15,3.5,1.2,2.8,42.9,63.1
Georges Niang,PHI,76,4.9,57.9,1.11,5.4,1.9,4.5,41.4,57.2
Haywood Highsmith,MIA,9,1.7,57.7,1,1.7,0.6,1.6,35.7,53.6
Kevin Knox II,NYK,10,2.7,57.4,0.78,2.1,0.7,2.4,29.2,41.7
Gary Clark,NOP,37,1.6,56.2,1.14,1.8,0.6,1.5,41.1,58.9
Robert Covington,POR,48,4.8,55.7,0.98,4.7,1.6,4.4,37,50.9
Theo Pinson,DAL,9,1.8,55.2,0.75,1.3,0.4,1.7,26.7,40
Danny Green,PHI,62,3.3,55.1,1.13,3.7,1.3,3.1,40.5,59
Malcolm Hill,CHI,16,1.8,54.9,0.96,1.7,0.6,1.6,36,48
Aaron Nesmith,BOS,52,2.3,54.1,0.86,2,0.7,2.1,32.4,43.2
JT Thor,CHA,23,1.5,53.8,1.06,1.6,0.5,1.3,41.4,53.4
Chaundee Brown Jr.,ATL,3,5,53.6,0.87,4.3,1.3,4.7,28.6,39.3
Royce O'Neale,UTA,77,3.7,52.9,1.09,4.1,1.4,3.3,41.9,58.9
Wes Iwundu,ATL,3,3.7,52.4,1.18,4.3,1.3,3,44.4,61.1
Dorian Finney-Smith,DAL,80,5.3,52,1.08,5.7,2,4.8,41.7,58.1
Dylan Windler,CLE,30,1.5,51.8,1.16,1.7,0.5,1.2,43.2,63.5
Trevor Ariza,LAL,24,2.5,51.7,0.56,1.4,0.5,2.3,22.2,31.5
Maurice Harkless,SAC,47,2.5,51.6,0.97,2.4,0.8,2.3,36.4,49.5
Killian Tillie,MEM,36,2.1,51.4,1.07,2.2,0.8,2,37.5,54.9
Quentin Grimes,NYK,46,3,51.1,1.2,3.6,1.2,2.8,43.4,63.2
Danuel House Jr.,UTA,25,3.2,51,1.22,3.8,1.1,2.8,40,57.9
Justin Anderson,IND,13,3.8,51,0.78,3,1.1,3.7,29.2,37.5
Matt Thomas,CHI,40,1.9,50.7,1.21,2.3,0.8,1.8,47.9,63.4
