PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Maurice Harkless,MIA,11,1.1,70.6,1,1.1,0.4,0.9,40,60
Gary Clark,ORL,35,2.6,60.9,0.84,2.2,0.7,2.6,27.8,41.1
Georges Niang,UTA,72,3.9,59.7,1.19,4.6,1.6,3.5,45.5,62.7
Isaac Bonga,WAS,40,1.6,59.4,0.65,1,0.4,1.4,25.9,36.1
Semi Ojeleye,BOS,56,2.6,57.4,1.01,2.7,0.9,2.3,37.4,53.4
Solomon Hill,ATL,71,2.8,55.7,0.99,2.8,0.9,2.6,35.8,50.8
P.J. Tucker,HOU,32,2.9,53.5,0.95,2.7,0.9,2.5,35.8,51.9
P.J. Tucker,MIL,20,1.4,52.7,1.03,1.5,0.5,1.4,34.5,51.7
Tyler Johnson,BKN,39,2.8,52.4,1.08,3,1,2.7,38.1,53.8
Royce O'Neale,UTA,71,3.7,52,1.02,3.7,1.3,3.1,40.4,56.5
Killian Tillie,MEM,18,1.8,51.6,0.94,1.7,0.6,1.7,36.7,46.7
Maxi Kleber,DAL,50,3.3,51.4,1.13,3.8,1.3,3.2,41.1,58.9
Robert Covington,POR,70,4.4,51.2,1.01,4.5,1.5,4.1,37.1,53
Cameron Johnson,PHX,60,4.7,51,1.1,5.1,1.7,4.4,39.6,55.1
Tony Snell,ATL,47,2.1,50.8,1.61,3.4,1.1,1.9,61.4,86.4
KZ Okpala,MIA,37,1.6,50.8,0.8,1.3,0.5,1.5,30.4,40.2
Mike Scott,PHI,51,2.3,50.4,0.82,1.9,0.6,2.1,29.4,43.1
Jae Crowder,PHX,60,4.8,50.3,1.21,5.8,1.9,4.5,41.4,60.4
Josh Hart,NOP,47,4.6,50.2,0.96,4.4,1.4,4,35.8,48.7
Kevin Knox II,NYK,42,2,50,1.11,2.2,0.8,1.9,41,57.1
Matt Thomas,TOR,5,2,50,1.2,2.4,0.8,1.8,44.4,66.7
Matisse Thybulle,PHI,65,2.1,49.8,0.83,1.8,0.6,2,32.3,44.1
Andre Iguodala,MIA,63,2.6,49.7,0.98,2.6,0.9,2.5,35.7,51
Dorian Finney-Smith,DAL,60,4.4,49.4,1.1,4.8,1.6,4.1,39.8,56.7
Luka Samanic,SAS,14,2.3,49.2,0.84,1.9,0.6,1.9,34.6,50
Nicolo Melli,DAL,23,2,49,0.96,2,0.6,1.8,33.3,47.6
Nicolas Batum,LAC,67,3.6,48.8,1.18,4.2,1.4,3.4,42.7,60.1
Isaiah Joe,PHI,28,1.8,48.6,0.9,1.6,0.5,1.8,30.6,44.9
DaQuan Jeffries,SAC,18,1.8,48.5,0.88,1.6,0.6,1.5,37,50
Langston Galloway,PHX,40,2,48.2,1.2,2.4,0.8,1.9,43.2,58.8
Patrick Patterson,LAC,38,2.3,48.1,1.01,2.4,0.8,2.2,36.9,53
Max Strus,MIA,39,2.5,48,1.05,2.6,0.8,2.4,35.9,53.3
Mychal Mulder,GSW,60,2.3,47.6,1.02,2.4,0.8,2.2,36.6,52.6
Robert Franks,ORL,7,2.4,47.2,0.94,2.3,0.7,2.1,33.3,46.7
Abdel Nader,PHX,24,3,47,1.01,3,1.1,2.4,45.6,56.1
Patrick Beverley,LAC,37,3.5,46.5,1.16,4,1.4,3.3,41.3,59.1
Jevon Carter,PHX,60,1.9,46.5,1.21,2.3,0.8,1.8,45.3,63.7
Damion Lee,GSW,57,2.6,46.4,1.19,3.1,1.1,2.4,44.6,61.2
