PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Briante Weber,MEM,5,2.2,34.4,0.64,1.4,0.6,1.8,33.3,33.3
Corey Brewer,OKC,18,3.2,33.5,1.14,3.7,1.6,2.8,56,58
Josh Hart,LAL,63,2.3,31.5,1.19,2.7,1,1.7,55.5,62.3
Corey Brewer,LAL,54,1.4,31.1,0.89,1.2,0.5,0.9,50,50
Sterling Brown,MIL,53,1.4,30.3,0.94,1.3,0.5,1.2,41.9,49.2
David Nwaba,CHI,70,2.5,29.7,1.03,2.6,1,1.7,58.5,58.5
Shaquille Harrison,PHX,23,2.1,29.4,1.25,2.6,1.1,1.8,63.4,63.4
Tyrone Wallace,LAC,30,3.2,29.1,1.01,3.2,1.1,2.2,52.3,53.1
Elfrid Payton,ORL,44,4.1,28.7,1.06,4.3,1.8,2.8,64.2,65.9
Sindarius Thornwell,LAC,73,1.3,28.5,0.89,1.1,0.5,0.8,55,56.7
Troy Williams,NYK,17,2.1,27.9,1.22,2.6,0.9,1.4,66.7,68.8
Markelle Fultz,PHI,14,2.7,27.5,0.68,1.9,0.9,2.3,37.5,37.5
E'Twaun Moore,NOP,82,3.2,27.4,1.13,3.6,1.5,2.8,53.5,61.6
Trevor Ariza,HOU,67,2.9,26.6,1.31,3.8,1.4,2.7,53.6,66.9
Antonio Blakeney,CHI,19,2.4,26.5,1.2,2.8,1.1,2.1,53.8,60.3
Jason Terry,MIL,51,0.9,26.5,1.02,1,0.4,0.8,41.9,54.7
Robert Covington,PHI,80,3.3,26.3,1.11,3.7,1.3,2.9,46.1,58.4
Thabo Sefolosha,UTA,38,2,26.2,1.34,2.7,1,1.6,66.1,72
Andre Iguodala,GSW,64,1.7,26.1,1.07,1.9,0.8,1.1,68.5,70.5
Josh Jackson,PHX,77,4,26,0.99,4,1.5,2.8,53.7,55.3
Bojan Bogdanovic,IND,80,3.4,25.9,1.27,4.3,1.5,2.9,54.1,65.9
Norman Powell,TOR,70,1.7,25.8,0.86,1.4,0.6,1.4,41.7,47.4
Danuel House Jr.,PHX,23,1.7,25.8,1.36,2.3,0.9,1.2,71.4,76.8
Jerryd Bayless,PHI,40,2.1,25.6,1.06,2.2,0.8,1.7,43.5,59.4
Kentavious Caldwell-Pope,LAL,74,3.3,25.5,1.16,3.9,1.4,2.7,51.3,62.2
Royce O'Neale,UTA,68,1.4,25.5,1.12,1.6,0.5,1,47.9,54.2
Michael Kidd-Gilchrist,CHA,74,2.4,25.4,1.11,2.6,1,1.7,55.9,55.9
Shaun Livingston,GSW,72,1.5,25.4,0.97,1.4,0.6,1.1,57.5,57.5
Derrick Rose,MIN,9,1.8,25.4,1.06,1.9,0.8,1.3,58.3,58.3
Shabazz Muhammad,MIL,11,1.7,25.3,1.47,2.5,1.1,1.5,70.6,70.6
Ish Smith,DET,82,3,25.2,1.04,3.1,1.3,2.3,59.1,60.8
Tony Allen,NOP,22,1.4,25,1.1,1.5,0.7,1,65.2,65.2
Darren Collison,IND,69,2.8,24.9,1.17,3.3,1.2,2.2,54.7,62
Stanley Johnson,DET,69,2.5,24.8,1.02,2.6,0.9,1.8,49.6,54.7
James Ennis III,DET,27,1.8,24.7,1.16,2.1,0.8,1.4,55.3,57.9
Ryan Arcidiacono,CHI,24,0.6,24.6,0.79,0.5,0.2,0.4,44.4,55.6
Solomon Hill,NOP,12,1.1,24.5,0.92,1,0.3,0.8,40,50
John Wall,WAS,41,5.5,24.3,0.95,5.2,1.7,3.5,49,54.5
Pascal Siakam,TOR,81,1.8,24.3,1.27,2.3,1,1.5,68.6,69.4
Jaylen Brown,BOS,70,3.5,24.2,1.02,3.6,1.3,2.6,51.4,57.9
DeMarre Carroll,BKN,73,3.3,24.1,0.99,3.2,1,2.4,40.7,49.7
Tyus Jones,MIN,82,1.2,24,1.14,1.4,0.5,0.9,55.6,60.4
O.G. Anunoby,TOR,74,1.4,23.9,1.04,1.4,0.5,1.1,50,55.6
Kyle Kuzma,LAL,77,3.9,23.6,0.98,3.8,1.5,3.1,47.9,53.8
Rodney McGruder,MIA,18,1.1,23.5,1.47,1.6,0.6,0.9,64.7,79.4
Sam Dekker,LAC,73,1,23.3,1.2,1.2,0.5,0.8,63.2,64
Derrick Rose,CLE,16,2.6,23.3,1,2.6,0.9,1.8,48.3,50
Russell Westbrook,OKC,80,6.7,23.2,1.01,6.8,2.6,4.7,55.2,56.4
Will Barton,DEN,81,3.6,23.2,1.16,4.2,1.6,3,52.9,60.6
Tim Hardaway Jr.,NYK,59,4,23,1.06,4.2,1.6,3.3,47.7,55.8
Luc Mbah a Moute,HOU,61,1.7,23,1.25,2.2,0.8,1.4,60.7,67.9
Wes Iwundu,ORL,62,1,23,1.02,1,0.4,0.8,50,51
Gary Payton II,LAL,11,1,22.9,0.73,0.7,0.3,0.6,42.9,50
Buddy Hield,SAC,80,3.1,22.8,1.08,3.4,1.3,2.6,51.2,59.7
De'Aaron Fox,SAC,73,3.3,22.8,0.98,3.2,1.2,2.5,49.2,50.3
Tony Snell,MIL,75,1.5,22.8,1.24,1.8,0.6,1.3,49.5,63.9
James Ennis III,MEM,45,1.5,22.4,1.42,2.1,0.8,1.1,70,73
T.J. Warren,PHX,65,4.3,22.3,1.28,5.5,2.3,3.5,65.4,65.6
Eric Bledsoe,MIL,71,4.1,22.3,1.1,4.5,1.7,2.9,58.5,63.8
Isaiah Thomas,LAL,17,4.1,22.3,1.01,4.1,1.2,3.2,38.9,48.1
Giannis Antetokounmpo,MIL,75,5.6,22.2,1.2,6.7,2.3,3.5,64.4,64.8
Quinn Cook,GSW,33,2,22.2,1.17,2.3,0.9,1.7,51.8,58.9
Kobi Simmons,MEM,32,1.7,22,1.02,1.7,0.8,1.3,59.5,60.7
Avery Bradley,LAC,6,2.3,21.9,1,2.3,1.2,2.2,53.8,53.8
Rodney Hood,CLE,21,2.3,21.8,1.23,2.8,1.1,2,53.5,60.5
Terrance Ferguson,OKC,61,0.7,21.5,1.23,0.8,0.3,0.6,50,59.2
DeAndre' Bembry,ATL,26,1.6,21.5,0.85,1.3,0.5,1.1,48.3,48.3
Eric Bledsoe,PHX,3,4,21.4,0.5,2,0.7,3,22.2,22.2
Timothe Luwawu-Cabarrot,PHI,52,1.4,21.3,1,1.4,0.4,1.1,41.8,50.9
Damion Lee,ATL,15,2.5,21.3,1.16,2.9,1.1,2.1,53.1,56.3
Rodney Purvis,ORL,16,1.6,21.3,1.08,1.8,0.7,1.4,50,56.8
Brandon Jennings,MIL,14,1.4,21.3,0.75,1.1,0.4,1.1,37.5,46.9
Justin Anderson,PHI,38,1.3,21.2,1.36,1.8,0.7,1.2,55.6,64.4
Jared Dudley,PHX,48,0.7,21.1,0.69,0.5,0.2,0.5,32,38
LeBron James,CLE,82,5.5,21,1.19,6.5,2.3,3.7,62.7,66
Kyle Lowry,TOR,78,3.3,21,1.16,3.8,1.3,2.5,51.5,64.6
Kevin Durant,GSW,68,4.9,20.9,1.11,5.4,1.9,3.5,53.6,60.2
Dejounte Murray,SAS,81,2.1,20.9,0.95,2,0.8,1.4,53,53
Rajon Rondo,NOP,66,2.1,20.9,0.82,1.7,0.8,1.5,51.5,53.5
Jawun Evans,LAC,48,1.4,20.9,0.75,1,0.4,1,36,38
Frank Mason III,SAC,52,2,20.7,0.92,1.8,0.6,1.5,42.1,45.4
Trevor Booker,PHI,33,0.9,20.7,1.37,1.2,0.5,0.6,76.2,76.2
Travis Wear,LAL,17,1,20.7,0.65,0.6,0.2,0.9,26.7,30
Victor Oladipo,IND,75,4.7,20.6,1.16,5.5,2.1,3.4,60.7,65.8
Jeff Green,CLE,78,2.1,20.6,1.17,2.4,0.7,1.3,51.9,53.8
Jae Crowder,CLE,53,1.8,20.5,0.97,1.7,0.5,1.2,42.2,48.4
Dante Exum,UTA,14,1.8,20.5,1.08,1.9,0.4,0.9,46.2,46.2
Jon Leuer,DET,8,1.3,20.4,1.2,1.5,0.5,0.8,66.7,66.7
Aaron Gordon,ORL,58,3.7,20.1,0.96,3.6,1.3,2.8,47.3,52.7
Andre Roberson,OKC,39,1.1,20.1,1.07,1.2,0.5,0.8,67.7,67.7
Sean Kilpatrick,CHI,9,3,20.1,0.93,2.8,1.1,2.2,50,52.5
Damyean Dotson,NYK,44,0.8,20,1.03,0.9,0.3,0.7,46.9,48.4
Torrey Craig,DEN,39,0.9,20,0.71,0.6,0.2,0.5,35,37.5
Sean Kilpatrick,BKN,16,1.4,20,0.68,0.9,0.3,0.9,35.7,35.7
Montrezl Harrell,LAC,76,1.8,19.9,1.4,2.6,1,1.5,71.2,71.6
Ian Clark,NOP,74,1.5,19.9,0.95,1.5,0.6,1.3,43.4,50
Lonzo Ball,LAL,52,2.8,19.9,0.74,2.1,0.8,2,40.8,46.1
Nikola Mirotic,NOP,30,2.9,19.9,1.16,3.4,1.2,2.5,47.4,57.2
Devin Booker,PHX,54,5,19.8,1.06,5.4,1.7,3.7,46.5,54.5
Rondae Hollis-Jefferson,BKN,68,2.9,19.8,0.98,2.8,1,2,50,50.7
Draymond Green,GSW,70,2.5,19.8,0.88,2.2,0.8,1.5,51.9,55.2
Delon Wright,TOR,69,1.6,19.5,1.26,2,0.8,1.2,61.9,68.5
Alex Caruso,LAL,37,0.9,19.5,0.97,0.9,0.2,0.4,56.3,62.5
Julius Randle,LAL,82,3.1,19.4,1.11,3.4,1.3,2.1,62.4,62.7
Ben Simmons,PHI,81,3.4,19.3,1.01,3.4,1.4,2.2,66.1,66.1
Jayson Tatum,BOS,80,2.5,19.2,1.22,3.1,1,1.8,57.2,64.5
Wesley Johnson,LAC,74,1.2,19.2,0.85,1,0.4,0.9,40.6,45.3
Klay Thompson,GSW,73,3.5,19.1,1.33,4.7,1.8,3.2,55.4,71.2
Jrue Holiday,NOP,81,3.7,19.1,1.01,3.7,1.5,2.8,52,57.6
Nick Young,GSW,80,1.3,19.1,1.49,2,0.7,1.2,54.6,75.3
Gary Harris,DEN,67,3.1,19,1.27,3.9,1.5,2.5,60.5,70.7
Kelly Oubre Jr.,WAS,81,2.3,19,1.31,3,1,1.9,54.6,64.1
Mario Hezonja,ORL,75,1.9,19,1.06,2,0.8,1.5,54.1,57.3
Tomas Satoransky,WAS,73,1.3,19,1.14,1.5,0.6,1,60.8,66.2
Gerald Green,HOU,41,2.1,18.9,1.18,2.5,0.8,1.9,43.4,59.2
Justin Jackson,SAC,68,1.3,18.9,1.12,1.5,0.6,1.2,50.6,58.2
Joe Young,IND,53,0.8,18.8,0.59,0.5,0.2,0.6,30,30
DeAndre Liggins,MIL,31,0.5,18.8,0.4,0.2,0.1,0.4,27.3,27.3
Jarell Martin,MEM,73,1.6,18.7,0.98,1.6,0.6,1.2,51.6,53.3
Malcolm Brogdon,MIL,48,2.4,18.7,0.99,2.3,0.9,2.1,44.6,51
Omri Casspi,GSW,53,1,18.7,1.39,1.3,0.5,0.8,70,72.5
Stephen Curry,GSW,51,4.2,18.6,1.07,4.4,1.3,2.8,46.9,59
Denzel Valentine,CHI,77,2,18.6,1.09,2.2,0.8,1.7,48.1,60.2
Fred VanVleet,TOR,76,1.6,18.6,1.19,1.9,0.6,1.3,50.5,59.8
Jabari Parker,MIL,31,2.4,18.6,1.16,2.8,1.2,1.9,63.8,68.1
C.J. Williams,LAC,38,1.1,18.5,0.91,1,0.4,1,36.8,43.4
Courtney Lee,NYK,76,2.1,18.4,1.23,2.6,1,1.9,53.5,64.6
Cameron Payne,CHI,25,1.9,18.3,1.23,2.3,0.9,1.4,61.1,75
Terrence Ross,ORL,24,1.8,18.3,1.05,1.9,0.7,1.4,48.5,62.1
Davon Reed,PHX,21,0.8,18.3,0.59,0.5,0.1,0.6,16.7,25
Khris Middleton,MIL,82,3.5,18.2,1.06,3.8,1.3,2.6,50.5,57.4
T.J. McConnell,PHI,76,1.3,18.2,0.89,1.2,0.5,0.9,60.3,62.5
Myke Henry,MEM,20,1.2,18.2,0.54,0.7,0.3,0.8,31.3,34.4
Jae Crowder,UTA,27,2.4,18.1,1.09,2.6,1,2.1,50,55.4
Taurean Prince,ATL,82,2.7,18,1.02,2.7,1,2,51.5,58.8
JR Smith,CLE,80,1.6,18,1.3,2,0.7,1.4,51.8,71.8
Marco Belinelli,PHI,28,2.2,18,1.03,2.3,0.8,1.9,41.5,55.7
