PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Troy Williams,SAC,21,2,36.8,1.05,2.1,1,1.8,54.1,58.1
Robert Covington,PHI,13,3.8,33.8,1.26,4.8,1.7,3.5,47.8,65.2
Josh Hart,LAL,67,2.7,33.1,1.08,3,1.1,2.2,50,56.8
Corey Brewer,PHI,7,2.9,31.7,1.05,3,1.1,2.1,53.3,53.3
Corey Brewer,SAC,24,1.3,31.3,1.26,1.6,0.4,0.7,56.3,62.5
Yuta Watanabe,MEM,15,1.3,30.6,0.68,0.9,0.3,1,33.3,33.3
James Ennis III,HOU,40,2,30.4,1.23,2.4,0.8,1.5,54.1,62.3
Hamidou Diallo,OKC,51,1.2,30.3,1.18,1.5,0.6,0.9,64.4,65.6
Jaylen Brown,BOS,74,3.9,29.7,1.06,4.2,1.6,3,54.1,57.4
Eric Bledsoe,MIL,78,4.6,29.2,1.04,4.8,1.8,3.4,52.3,57.2
Garrett Temple,LAC,26,1.5,29.1,1.21,1.8,0.6,1.1,55.2,63.8
Jeremy Lin,TOR,23,2.5,28.6,0.98,2.4,0.9,2,42.6,46.8
Josh Okogie,MIN,74,2.5,28.3,0.94,2.3,0.8,1.8,44.8,49.3
Terrance Ferguson,OKC,73,1.9,28.3,1.22,2.3,0.9,1.7,52.9,65.3
De'Aaron Fox,SAC,81,5.2,28.1,1.04,5.5,2,3.7,53,55.8
Danny Green,TOR,80,2.5,27.8,1.2,3,1,2.2,47.2,65.3
David Nwaba,CLE,51,1.8,27.8,1.16,2.1,0.8,1.2,65.1,65.1
Stanley Johnson,DET,48,2.5,27.7,0.95,2.3,0.9,1.9,46.1,50.6
Patrick McCaw,TOR,26,0.8,27.6,1.52,1.2,0.4,0.5,83.3,95.8
Frank Mason III,SAC,38,1.7,27.3,0.91,1.5,0.5,1.1,44.2,47.7
Robert Covington,MIN,22,3.6,27.1,1.05,3.8,1.3,3.1,42.6,52.2
Tyrone Wallace,LAC,62,1.2,26.8,0.75,0.9,0.4,0.8,44.2,44.2
Wesley Johnson,NOP,26,1,26.2,0.96,1,0.3,0.8,45,55
Buddy Hield,SAC,82,5,26.1,1.21,6,2.2,4.4,51,62
Ben Simmons,PHI,79,4.7,26.1,0.94,4.4,1.8,3,61.2,61.2
Trevor Ariza,WAS,43,3.8,26.1,1.15,4.3,1.5,3,48.1,59.5
Royce O'Neale,UTA,82,1.4,26,1.29,1.8,0.7,1.1,64.1,73.4
Justin Jackson,SAC,52,1.7,26,1.33,2.3,0.8,1.4,56,69.3
Kenrich Williams,NOP,46,1.8,25.8,1.01,1.8,0.8,1.7,46.1,53.3
Pascal Siakam,TOR,80,3.9,25.7,1.26,5,2,2.9,69.3,71.9
Omri Casspi,MEM,36,1.5,25.7,1.48,2.2,0.9,1.2,76.7,82.6
Giannis Antetokounmpo,MIL,72,6.4,25.6,1.14,7.3,2.5,3.9,64,64.9
Russell Westbrook,OKC,72,7,25.5,0.87,6,2.3,4.6,50.2,52.6
Cam Reynolds,MIN,19,1.2,25.3,1.46,1.7,0.6,1.1,57.1,73.8
DeMarre Carroll,BKN,67,2.9,25.2,1.06,3,0.9,2.1,44.1,56.3
Donte DiVincenzo,MIL,27,1.4,25,1.03,1.4,0.6,1.2,50,57.8
Kelly Oubre Jr.,WAS,29,3.2,24.9,1.13,3.6,1.3,2.4,52.1,56.3
Wes Iwundu,ORL,68,1.3,24.9,1.08,1.4,0.4,0.9,46,48.4
James Ennis III,PHI,18,1.4,24.8,0.77,1.1,0.4,1.1,36.8,42.1
Malik Beasley,DEN,81,2.5,24.6,1.33,3.3,1.3,2.1,59.5,70.2
Iman Shumpert,SAC,42,2.4,24.5,1.04,2.5,0.9,2,44.2,57
Tim Frazier,NOP,47,1.4,24.5,0.76,1.1,0.4,0.9,44.2,47.7
Damion Lee,GSW,32,1.1,24.5,1.08,1.2,0.4,0.9,43.3,58.3
Danuel House Jr.,HOU,39,2,24.3,1.36,2.7,0.9,1.5,59.3,72.9
Sterling Brown,MIL,58,1.6,24.1,1.18,1.8,0.7,1.3,55.4,64.2
Kentavious Caldwell-Pope,LAL,82,2.6,24,1.15,2.9,1,2.2,47.3,58.5
De'Anthony Melton,PHX,50,1.6,23.9,0.71,1.2,0.5,1.2,41.9,42.7
Mike Muscala,LAL,17,1.3,23.9,1.27,1.6,0.6,1.2,50,65
Mikal Bridges,PHX,82,2,23.8,1.17,2.3,0.9,1.7,50.7,59.8
Yogi Ferrell,SAC,71,1.4,23.7,1.09,1.5,0.5,1.1,45.7,58
Ray Spalding,PHX,13,1.1,23.7,1.21,1.3,0.6,0.8,80,80
Abdel Nader,OKC,60,1,23.6,1.09,1.1,0.4,0.7,50,58.3
Torrey Craig,DEN,75,1.3,23.3,1.21,1.6,0.6,1,58.1,64.2
Delon Wright,TOR,49,1.7,23.3,1.17,2,0.7,1.4,50.7,57.7
Kyle Kuzma,LAL,70,4.4,23.1,1.03,4.5,1.7,3.3,50.4,56
Kyle Lowry,TOR,65,3.5,23.1,0.96,3.4,1,2.4,43.6,53.8
Allonzo Trier,NYK,64,2.6,23,1.05,2.8,1,1.9,49.6,52.8
Semi Ojeleye,BOS,56,0.8,23,1.02,0.8,0.3,0.6,54.5,62.1
Tim Frazier,MIL,12,1.7,23,1.1,1.8,0.7,1.2,57.1,67.9
Lonzo Ball,LAL,47,2.8,22.9,0.94,2.6,1.1,2.1,53.6,61.3
Tyreke Evans,IND,69,2.8,22.8,0.98,2.8,1,1.9,50.8,52.7
Wilson Chandler,PHI,36,1.6,22.8,1.16,1.9,0.7,1.3,52.1,63.5
Courtney Lee,NYK,12,1.1,22.8,0.69,0.8,0.3,0.7,37.5,37.5
Andre Iguodala,GSW,68,1.3,22.7,1.26,1.6,0.6,0.9,71.7,75.8
Jabari Parker,WAS,25,3.5,22.7,1.07,3.8,1.6,2.3,67.2,68.1
T.J. Warren,PHX,43,3.7,22.5,1.27,4.7,1.9,3.1,59.7,65.7
Taurean Prince,ATL,54,3.1,22.5,1.02,3.1,1.1,2.5,44,55.6
Will Barton,DEN,43,2.9,22.5,1.03,3,1.2,2.4,50,57.7
Keita Bates-Diop,MIN,30,1.3,22.5,1.18,1.5,0.6,1.1,55.9,60.3
Isaiah Thomas,DEN,12,2.4,22.5,1,2.4,0.8,2,41.7,52.1
DeAndre' Bembry,ATL,81,2.2,22.4,0.89,2,0.8,1.5,52.4,54.8
E'Twaun Moore,NOP,53,2.6,22.4,1.1,2.9,1.1,2.2,49.2,59.3
Norman Powell,TOR,60,1.9,22.4,1.19,2.2,0.9,1.5,58.4,66.3
Frank Jackson,NOP,61,1.9,22.4,1.09,2.1,0.9,1.5,58.5,62.8
Chandler Hutchison,CHI,44,1.3,22.4,1.26,1.6,0.7,1,65.2,66.3
Sam Dekker,CLE,9,1.4,22.4,1.46,2.1,0.9,1.2,72.7,72.7
Wilson Chandler,LAC,15,1.1,22.4,1.06,1.2,0.5,1,46.7,53.3
Wayne Selden,MEM,31,1.4,22.2,1.04,1.5,0.6,1.1,54.5,60.6
Kelly Oubre Jr.,PHX,40,3.8,22.1,0.99,3.7,1.5,3,49.6,52.1
Shaun Livingston,GSW,64,0.9,22.1,0.87,0.8,0.3,0.7,43.5,43.5
Dwayne Bacon,CHA,43,1.5,22,1.37,2.1,0.7,1.2,60.4,68.9
Glenn Robinson III,DET,47,1,22,1.13,1.1,0.4,0.8,55.6,59.7
Darren Collison,IND,76,2.5,21.9,1.03,2.6,1,2,49.3,53.3
CJ Miles,TOR,40,1.3,21.9,1.26,1.7,0.6,1.2,48.9,66
Svi Mykhailiuk,LAL,39,0.9,21.9,0.86,0.8,0.3,0.7,35.7,46.4
Jeremy Lin,ATL,51,2.4,21.8,1.24,3,1,1.7,59.1,67.6
Kyle Anderson,MEM,43,1.8,21.7,1.17,2.1,0.9,1.4,65.6,66.4
Bonzie Colson,MIL,8,1.3,21.7,1.2,1.5,0.5,1,50,56.3
Dennis Smith Jr.,DAL,32,3.3,21.6,0.84,2.8,1.1,2.2,50,53.6
Bruce Brown,DET,74,1.1,21.6,0.96,1.1,0.4,0.9,48.5,49.3
Thabo Sefolosha,UTA,50,0.8,21.6,1.27,1,0.4,0.6,62.5,71.9
Dario Saric,PHI,13,2.8,21.6,1,2.8,1.1,2.5,43.8,54.7
LeBron James,LAL,55,5.7,21.4,1.14,6.5,2.4,3.7,64.9,66.6
Malcolm Brogdon,MIL,64,3,21.4,1.23,3.7,1.4,2.6,54.9,61
Kevin Huerter,ATL,74,2.2,21.4,0.99,2.2,0.9,1.9,44.7,56
Trevor Ariza,PHX,26,2.3,21.4,1.02,2.3,0.8,2,38.5,51
Luol Deng,MIN,22,1.4,21.4,1.32,1.9,0.8,1.2,65.4,67.3
Khris Middleton,MIL,77,3.9,21.3,1.04,4.1,1.4,3.1,47.2,55.1
Rodions Kurucs,BKN,63,1.9,21.3,0.82,1.6,0.6,1.4,45.5,48.9
Tony Snell,MIL,74,1.1,21.3,1.16,1.3,0.5,1,46.8,58.4
