PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Corey Brewer,LAL,24,2.1,33.8,1.16,2.5,1,1.6,65.8,65.8
Derrick Jones Jr.,PHX,32,1.4,30.1,0.96,1.4,0.6,1,56.3,56.3
Omri Casspi,SAC,22,1.9,28.9,1.32,2.5,1,1.5,65.6,73.4
Corey Brewer,HOU,58,1.4,28.4,0.73,1,0.4,0.9,40.4,41.3
David Nwaba,LAL,20,1.6,28.4,1.29,2,0.8,1.1,69.6,69.6
Brandon Jennings,WAS,23,1.7,28.4,0.79,1.3,0.5,1.3,36.7,45
Kyle Singler,OKC,32,0.9,28.4,1,0.9,0.4,0.8,48.1,51.9
Anthony Brown,NOP,9,1.4,28.3,0.85,1.2,0.6,1.4,38.5,42.3
Trevor Ariza,HOU,80,3.2,27.8,1.14,3.7,1.3,2.9,46.1,58.6
Troy Williams,MEM,24,1.8,27,1.14,2,0.8,1.4,60.6,62.1
Sam Dekker,HOU,77,1.7,26.6,1.17,2,0.8,1.4,60.4,64.6
DeMarre Carroll,TOR,72,2.4,26.1,1.09,2.6,0.9,2,46.2,57.3
Mike Dunleavy,CLE,23,1.2,25.5,1,1.2,0.4,1.1,40,52
Solomon Hill,NOP,80,1.9,25,0.86,1.7,0.6,1.4,40.7,48.7
DeAndre Liggins,CLE,61,0.8,24.9,0.85,0.7,0.2,0.5,46.9,51.6
Andre Iguodala,GSW,76,1.7,24.6,1.21,2,0.8,1.2,66.7,69.4
Buddy Hield,NOP,57,2.3,24.6,0.9,2.1,0.8,2.1,38.3,46.3
Derrick Williams,CLE,25,1.4,24.5,1.56,2.1,0.7,1,75,85.4
Troy Williams,HOU,6,2.2,24.1,1.08,2.3,0.8,1.7,50,60
C.J. Watson,ORL,62,1.2,23.8,1.04,1.3,0.4,0.9,44.8,55.2
Ish Smith,DET,81,2.6,23.6,0.91,2.4,1,2,52.2,53.4
Hollis Thompson,NOP,9,1.2,23.4,0.46,0.6,0.1,1,11.1,16.7
Victor Oladipo,OKC,67,3.9,23.3,1.05,4.1,1.6,3.1,50.5,56.6
Shabazz Muhammad,MIN,78,2.2,23.2,1.26,2.8,1,1.6,66.1,67.8
LeBron James,CLE,74,5.6,22.5,1.21,6.8,2.5,3.6,71.2,73.7
Kevin Durant,GSW,62,4.8,22.5,1.36,6.5,2.2,3.5,62.4,69.5
Robert Covington,PHI,67,3.2,22.5,1,3.2,1.1,2.4,44.2,53.7
Andre Roberson,OKC,79,1.6,22.5,1.1,1.8,0.8,1.3,59,60.5
Caris LeVert,BKN,57,1.9,22.5,1.21,2.3,0.9,1.4,62,69
John Wall,WAS,78,5.7,22.4,1.12,6.3,2.2,4,56.5,60
Norman Powell,TOR,76,1.9,22.1,1.15,2.2,0.8,1.5,53,58.7
Kelly Oubre Jr.,WAS,79,1.5,22.1,1.28,1.9,0.8,1.2,63.5,67.2
Elfrid Payton,ORL,82,3.2,22,1.05,3.3,1.4,2.3,61,61.8
Buddy Hield,SAC,25,3.2,21.8,1.2,3.8,1.4,2.4,55.7,70.5
Giannis Antetokounmpo,MIL,80,4.8,21.7,1.28,6.2,2,2.9,67.2,68.1
Stephen Curry,GSW,79,5,21.7,1.2,6,2,3.9,51.8,65.5
Brandon Jennings,NYK,58,2.2,21.5,0.96,2.1,0.7,1.6,43.6,53.7
T.J. Warren,PHX,67,3,21.4,1.25,3.7,1.7,2.6,63.1,63.9
Lance Stephenson,NOP,6,2.5,21.4,0.87,2.2,1,1.7,60,60
Eric Gordon,HOU,75,3.4,21.3,1.11,3.8,1.3,2.9,44.5,57.7
Kris Dunn,MIN,78,1.2,21.2,0.69,0.8,0.3,0.8,40.3,40.3
Isaiah Canaan,CHI,40,1.1,21.2,1.04,1.1,0.4,0.9,44.4,50
