PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
David Nwaba,BKN,20,1.5,32.3,1.2,1.8,0.6,1,63.2,65.8
Josh Hart,NOP,65,3.3,32.2,1.1,3.6,1.3,2.4,51.6,60.1
Edmond Sumner,IND,31,1.8,32.2,1.25,2.3,1,1.6,60,64
DeMarre Carroll,HOU,9,1.9,31.5,1.12,2.1,0.8,1.3,58.3,62.5
CJ Miles,WAS,10,2.2,31.4,0.95,2.1,0.6,1.7,35.3,47.1
DeMarre Carroll,SAS,13,1.2,31.3,0.67,0.8,0.5,0.5,50,50
Lonnie Walker IV,SAS,61,2.2,30.8,0.89,1.9,0.7,1.7,42.5,45.8
Eric Bledsoe,MIL,61,4.6,30,1.02,4.7,1.7,3.5,49.5,54.9
Isaac Bonga,WAS,66,1.5,29.9,1.1,1.6,0.5,0.9,59,60.7
Ben Simmons,PHI,57,5.1,29.7,0.97,5,2,3.2,61.4,61.4
Trevor Ariza,POR,21,2.9,29.6,1.29,3.8,1.2,2.2,55.3,62.8
Norman Powell,TOR,52,4.2,29.3,1.22,5.1,1.7,3,57.3,65.9
Kyle Lowry,TOR,58,5.5,28.6,1.04,5.8,1.8,3.9,45.4,55.1
Josh Jackson,MEM,22,2.7,28.6,1.1,3,1.1,1.7,63.2,68.4
De'Anthony Melton,MEM,60,2.5,28.1,1.03,2.6,0.9,1.9,47.7,53.6
Gary Payton II,WAS,29,1.3,28.1,1.15,1.6,0.7,1.1,65.6,68.8
Frank Mason III,MIL,9,2.1,27.9,1.1,2.3,0.9,1.3,66.7,66.7
Giannis Antetokounmpo,MIL,63,7.3,26.7,1.14,8.3,3,5,60.9,63
Kentavious Caldwell-Pope,LAL,69,2.3,26.5,1.19,2.8,1,2,51.9,60.7
Glenn Robinson III,PHI,14,1.8,26.3,1.36,2.4,1,1.4,73.7,76.3
DaQuan Jeffries,SAC,13,0.9,26.1,1.75,1.6,0.6,0.8,72.7,86.4
James Ennis III,PHI,49,1.5,26,1.15,1.7,0.7,1.2,54.2,64.4
Mario Hezonja,POR,53,1.4,25.8,1.28,1.8,0.6,1,61.1,67.6
Cameron Payne,PHX,8,2.6,25.6,1.24,3.3,1.3,2.1,58.8,76.5
Chris Chiozza,WAS,10,1.1,25.6,1,1.1,0.4,1,40,55
Danuel House Jr.,HOU,63,2.6,25.5,1.28,3.3,1.2,2.1,55.6,66.5
Danny Green,LAL,68,2.1,25.5,1.11,2.3,0.8,1.9,42,58
Grayson Allen,MEM,38,2,25.1,1.04,2.1,0.8,1.7,47.6,57.1
Fred VanVleet,TOR,54,4.5,25,1.11,5,1.8,3.6,50,57
Jae Crowder,MEM,45,2.7,25,0.94,2.6,0.9,2.1,42.6,50
John Konchar,MEM,18,0.6,25,0.73,0.4,0.2,0.6,40,40
Terence Davis,TOR,72,1.8,24.7,1.09,2,0.7,1.4,51.9,62
Matisse Thybulle,PHI,65,1.3,24.7,1.15,1.4,0.6,1.1,53.6,64.5
O.G. Anunoby,TOR,69,2.4,24.6,1.27,3.1,1.3,2.1,60.8,65.7
Russell Westbrook,HOU,57,7.3,24.5,1.01,7.4,2.9,5.2,55.4,56.6
Ish Smith,WAS,68,3,24.5,0.97,2.9,1.1,2.3,49.7,52.9
James Ennis III,ORL,20,2.1,24.4,0.98,2.1,0.8,1.7,47.1,50
Hamidou Diallo,OKC,46,2,24.3,0.93,1.8,0.8,1.6,50,50
Allonzo Trier,NYK,24,1.5,24.2,1.25,1.9,0.5,0.9,59.1,70.5
Donte DiVincenzo,MIL,66,2.3,24.1,1.08,2.5,0.9,1.8,52.1,61.1
Josh Okogie,MIN,62,2.2,23.9,0.98,2.2,0.7,1.4,51.7,55.6
Caleb Martin,CHA,18,1.4,23.9,0.73,1.1,0.3,1.1,31.6,39.5
Shaquille Harrison,CHI,43,1.1,23.7,1.14,1.3,0.6,1,61,63.4
Sterling Brown,MIL,52,1.4,23.6,0.61,0.9,0.3,1.1,31,36.2
Luguentz Dort,OKC,36,1.7,23.3,1,1.7,0.6,1.3,43.8,51
Brad Wanamaker,BOS,71,1.6,23.2,1.27,2.1,0.7,1.2,62.7,63.9
Royce O'Neale,UTA,71,1.5,23.2,1.03,1.5,0.6,1.2,46,54.6
Davis Bertans,WAS,55,3,23.1,1.36,4.1,1.3,2.6,49.7,70.3
