PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Edmond Sumner,IND,53,2.7,38.2,1.31,3.5,1.3,2.1,63.1,69.4
Jordan Nwora,MIL,6,2.3,35,0.86,2,0.8,1.7,50,50
Torrey Craig,MIL,18,0.9,30.8,1,0.9,0.3,0.7,46.2,57.7
David Nwaba,HOU,30,2.7,30.4,1.11,3,1.2,2.2,55.4,56.2
Danny Green,PHI,69,2.7,29.7,1.12,3,1,2.3,42.6,62
Oshae Brissett,IND,21,2.6,29.1,1.15,3,0.9,1.8,51.4,56.8
Ben Simmons,PHI,58,4.3,28.3,1,4.3,1.6,2.6,61.6,61.9
Charlie Brown Jr.,OKC,9,1.7,28.3,0.67,1.1,0.2,1.1,20,20
Chandler Hutchison,WAS,18,1.7,28.2,0.9,1.6,0.6,1.2,50,52.3
Josh Hart,NOP,47,2.6,28.1,1.16,3,1.1,2,55.8,60.5
Ish Smith,WAS,44,2.2,27.9,0.97,2.2,0.9,1.8,53.2,55.8
Terence Davis,SAC,27,3,27.5,1.14,3.4,1.3,2.6,50.7,59.4
Mikal Bridges,PHX,72,3,27.4,1.39,4.1,1.7,2.5,66.7,75.3
Grayson Allen,MEM,50,2.7,27.4,1.15,3.1,1.1,2.4,47.5,61.3
John Konchar,MEM,43,1.1,26.7,1,1.1,0.4,0.8,54.3,57.1
Jay Scrubb,LAC,4,3,26.7,0.42,1.3,0.5,2.8,18.2,18.2
Naji Marshall,NOP,32,2.3,26.6,0.88,2,0.7,1.5,43.8,44.8
Giannis Antetokounmpo,MIL,62,6.6,26.4,1.23,8.2,2.8,4.4,63.6,67.3
Troy Brown Jr.,CHI,13,1.2,26.2,1.25,1.5,0.6,1.2,53.3,60
Kentavious Caldwell-Pope,LAL,67,2.4,25.9,1.2,2.9,1,1.9,52,62.4
DeAndre' Bembry,TOR,51,1.6,25.8,1.18,1.9,0.8,1.2,66.7,68.3
Norman Powell,TOR,42,4.3,25.4,1.21,5.2,1.9,3.5,53.1,61.9
De'Anthony Melton,MEM,52,2.3,25.3,1.03,2.4,0.9,1.9,49.5,59.6
Taurean Prince,BKN,12,2,25.3,1.04,2.1,0.6,1.3,46.7,53.3
Matisse Thybulle,PHI,65,1.1,25.1,1.21,1.3,0.6,1,56.1,63.6
Jake Layman,MIN,45,1.2,25.1,1.2,1.5,0.6,1,62.2,65.6
Hamidou Diallo,OKC,32,3.2,24.9,1.11,3.5,1.4,2.2,62.9,62.9
Danuel House Jr.,HOU,36,2.3,24.9,1.05,2.4,0.9,1.9,45.6,54.4
Garrison Mathews,WAS,64,1.1,24.6,1.26,1.4,0.3,0.9,38.6,53.5
Cody Martin,CHA,52,1.2,24.6,1.13,1.3,0.5,1,56,58
Brad Wanamaker,GSW,39,1.4,24.2,1.02,1.5,0.4,0.9,44.4,48.6
Gary Harris,DEN,19,2.3,24,0.95,2.2,0.8,1.9,41.7,41.7
Glenn Robinson III,SAC,23,1.3,24,0.9,1.1,0.4,1,39.1,43.5
Ben McLemore,HOU,32,2,23.9,0.97,1.9,0.7,1.7,41.8,52.7
Wes Iwundu,DAL,23,0.7,23.8,1.07,0.7,0.3,0.5,50,50
Terence Davis,TOR,35,1.7,23.7,0.9,1.5,0.6,1.3,42.6,48.9
Royce O'Neale,UTA,71,1.7,23.6,1.19,2,0.7,1.4,51,64.8
Deni Avdija,WAS,54,1.6,23.4,1.08,1.7,0.7,1.4,52.1,58.9
Carsen Edwards,BOS,18,1.1,23.2,1.53,1.6,0.7,1,66.7,77.8
Paul Watson,TOR,27,0.8,23.2,1.36,1.1,0.4,0.8,47.6,69
Monte Morris,DEN,47,2.2,23.1,1.04,2.3,0.9,1.8,46.5,54.7
Bryn Forbes,MIL,70,1.9,22.9,1.18,2.3,0.8,1.8,45.5,61.8
Stanley Johnson,TOR,61,1.2,22.9,0.86,1,0.3,0.8,42.9,48
Jeff Teague,MIL,21,1.5,22.9,1.06,1.6,0.6,1.2,48,58
Wes Iwundu,NOP,18,0.9,22.9,1.63,1.4,0.5,0.5,100,105.6
Terance Mann,LAC,67,1.5,22.8,1.3,1.9,0.7,1.1,61.1,67.4
R.J. Hampton,ORL,26,2.8,22.8,1.2,3.4,1.4,2.2,63.8,66.4
Caleb Martin,CHA,53,1.4,22.8,1.14,1.5,0.6,1,56.4,64.5
Russell Westbrook,WAS,65,6,22.5,0.94,5.6,2.1,3.9,52.9,53.7
Josh Jackson,DET,62,3.4,22.5,0.92,3.1,1,2.3,44.8,49.7
Svi Mykhailiuk,OKC,30,2.6,22.5,1,2.6,1.1,2.3,48.5,52.9
Jaylen Brown,BOS,58,5.3,22.4,1.14,6.1,2.3,4,57.3,63.2
Rui Hachimura,WAS,57,3.1,22.4,1.32,4.1,1.6,2.5,64.8,68.3
Kent Bazemore,GSW,67,1.7,22.4,1.11,1.9,0.7,1.3,52.9,61.8
Desmond Bane,MEM,68,1.9,22.3,1.17,2.2,0.8,1.7,50.4,61.1
Raul Neto,WAS,64,1.9,22.3,1.21,2.3,0.8,1.5,55.7,62.4
Kyle Lowry,TOR,46,3.8,22.2,1.11,4.2,1.4,2.8,51.6,61.3
Jarred Vanderbilt,MIN,64,1.2,22.2,1.3,1.5,0.6,0.8,77.1,77.1
DaQuan Jeffries,SAC,18,0.8,22.1,1.2,1,0.4,0.7,61.5,69.2
Terry Rozier,CHA,69,4.3,22,1.2,5.1,2,3.6,54.2,64.1
Bruce Brown,BKN,65,1.8,22,1.29,2.3,1,1.4,67.4,67.4
Davis Bertans,WAS,57,2.1,22,1.2,2.5,0.8,1.9,40.5,57.2
Kyle Anderson,MEM,69,2.6,21.9,1.08,2.8,1,2,48.9,56.4
Justin Holiday,IND,72,2.2,21.9,1.08,2.3,0.8,1.8,45,57.3
Michael Porter Jr.,DEN,61,3.4,21.8,1.37,4.7,1.8,2.9,60.1,70.5
Aaron Holiday,IND,67,1.7,21.8,1.01,1.8,0.6,1.3,47.7,54.7
Al-Farouq Aminu,ORL,17,1.5,21.7,0.85,1.3,0.5,1.1,42.1,44.7
Yuta Watanabe,TOR,50,0.9,21.6,1.09,1,0.4,0.8,51.2,59.8
Jevon Carter,PHX,60,0.9,21.6,0.83,0.7,0.3,0.8,36.2,44.7
LaMelo Ball,CHA,51,3.7,21.5,0.93,3.5,1.2,2.5,46.9,53.1
Svi Mykhailiuk,DET,36,1.6,21.5,0.9,1.5,0.5,1.3,39.6,51
Victor Oladipo,MIA,4,3.5,21.5,1.14,4,1,1.8,57.1,64.3
Darius Bazley,OKC,55,3.5,21.4,0.98,3.4,1.2,2.5,47.8,53.3
Isaac Okoro,CLE,67,2.3,21.4,1.1,2.5,0.9,1.6,53.2,57.3
Donte DiVincenzo,MIL,66,2.4,21.4,0.93,2.2,0.8,1.9,45.5,54.1
Kevin Knox II,NYK,42,0.9,21.4,1.19,1,0.4,0.7,51.7,63.8
Chris Chiozza,BKN,22,1.1,21.4,1.25,1.4,0.5,0.9,63.2,71.1
Garrett Temple,CHI,56,1.7,21.3,1.1,1.9,0.7,1.4,49.4,57.4
Brad Wanamaker,CHA,22,1.7,21.3,0.82,1.4,0.5,1.1,41.7,41.7
Shaquille Harrison,DEN,17,0.9,21.1,1.53,1.4,0.5,0.7,75,75
T.J. Warren,IND,4,3,21.1,1.42,4.3,2,2.5,80,80
