PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
JJ Redick,PHI,76,5.2,32.4,1.1,5.7,2,4.5,44.9,56.4
Jamal Murray,DEN,75,2.9,15.4,0.97,2.8,1.1,2.5,45.1,50.3
Gary Harris,DEN,57,3.6,26.6,0.98,3.5,1.4,3.1,44.3,49.4
Damian Lillard,POR,80,2.6,10.9,0.93,2.5,0.8,2,38.4,48.2
Josh Richardson,MIA,73,2.4,14.1,1.01,2.4,0.8,2,39.6,49.7
CJ McCollum,POR,70,2.4,11.7,1.04,2.5,1,2.2,45.4,53.3
Kemba Walker,CHA,82,2,7.8,0.94,1.9,0.7,1.7,42.1,50
Evan Fournier,ORL,81,1.9,12.1,0.95,1.8,0.8,1.7,44.9,50.4
Donovan Mitchell,UTA,77,2.1,8.3,0.92,1.9,0.7,1.7,39.8,46.5
Andrew Wiggins,MIN,73,2.1,10.1,0.93,1.9,0.7,1.7,40.2,48
Langston Galloway,DET,80,1.6,19.2,1.1,1.7,0.6,1.4,46.4,52.7
Buddy Hield,SAC,82,1.5,8.1,1.07,1.7,0.7,1.5,45.5,55
Bradley Beal,WAS,82,1.6,6.4,1.04,1.6,0.6,1.3,47.1,51.9
Kyrie Irving,BOS,67,2,8.9,0.98,2,0.7,1.6,45.4,53.2
Zach LaVine,CHI,63,1.9,8.1,1.03,2,0.8,1.5,51.5,58.8
Joe Ingles,UTA,82,1.5,12.1,0.98,1.5,0.6,1.2,51,58
Marco Belinelli,SAS,79,1.6,15.4,1,1.6,0.5,1.3,40.6,48.5
Tim Hardaway Jr.,NYK,46,2.9,14.9,0.87,2.5,0.9,2.5,37.7,44.7
Kyle Korver,UTA,54,2,22.9,1.06,2.1,0.6,1.6,39.8,52.8
Reggie Bullock,DET,44,2.5,21.8,1.02,2.6,0.9,2.2,40.6,52.6
Jrue Holiday,NOP,67,1.9,8.5,0.91,1.7,0.6,1.4,43.2,48.9
Ricky Rubio,UTA,68,1.8,12.5,0.9,1.7,0.7,1.5,44.6,47.5
Terrence Ross,ORL,81,1.6,11.2,0.86,1.4,0.5,1.4,37.6,42.7
Jordan Clarkson,CLE,81,1.6,9.5,0.84,1.4,0.5,1.3,39.4,44
Trae Young,ATL,80,1.7,8.1,0.8,1.4,0.5,1.2,38.4,43.9
Mike Conley,MEM,70,1.5,7.4,1.03,1.5,0.5,1.2,41.9,45.3
