PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Duncan Robinson,MIA,73,2.5,23.5,1.38,3.5,1.1,2.2,49.4,72.6
Bradley Beal,WAS,57,2.9,9.8,1.02,3,0.9,2.1,44.3,53.7
Dillon Brooks,MEM,73,2.4,13.9,0.9,2.2,0.8,2.2,38.4,45.9
Jamal Murray,DEN,59,2.9,15.4,0.93,2.7,1.1,2.4,46.1,50.4
Devin Booker,PHX,71,2,8.2,1.01,2.1,0.7,1.6,44.6,50.9
Evan Fournier,ORL,66,2,11.7,1.01,2,0.8,1.7,47.8,54
Zach LaVine,CHI,60,2.3,8.8,0.96,2.2,0.8,1.8,43.4,52.8
Gary Harris,DEN,56,2.6,23.9,0.87,2.3,0.9,2.3,39.2,43.1
Joe Harris,BKN,69,1.8,13.8,1,1.8,0.7,1.5,45.7,54.3
Kendrick Nunn,MIA,67,1.8,11.5,1,1.8,0.7,1.5,44.7,51.5
Doug McDermott,IND,69,1.9,21.5,0.94,1.8,0.7,1.7,40.9,48.7
Donovan Mitchell,UTA,69,1.5,6.2,1.18,1.8,0.7,1.3,49.5,59.7
JJ Redick,NOP,60,1.9,14.5,1.07,2,0.6,1.6,40.4,54.8
Tyler Herro,MIA,55,2.2,16.1,0.97,2.2,0.9,2,44.4,51.4
Goran Dragic,MIA,59,2,12.2,0.97,2,0.7,1.6,43.2,50
Trae Young,ATL,60,2.1,7.2,0.85,1.8,0.5,1.4,37.2,43
Bryn Forbes,SAS,63,1.5,14.1,1.13,1.7,0.6,1.4,41.9,52.3
Terrence Ross,ORL,69,1.3,9.4,1.14,1.5,0.5,1.1,43.2,58.8
Andrew Wiggins,MIN,42,2.5,10.5,1.01,2.5,0.9,2,47.6,55.5
Patty Mills,SAS,66,1.4,13.4,1.11,1.6,0.5,1.2,40.7,52.5
Luka Doncic,DAL,61,1.6,5.4,1.03,1.6,0.5,1.1,48.5,58.3
Tobias Harris,PHI,72,1.4,7.2,1,1.4,0.6,1.2,44.9,50
Damian Lillard,POR,66,1.3,5,1.09,1.5,0.4,1,41.8,54.5
Bojan Bogdanovic,UTA,63,1.7,8.6,0.9,1.5,0.5,1.2,40.5,47.3
Kyle Korver,MIL,58,1.3,20.6,1.25,1.6,0.5,1.1,47.6,64.3
Alec Burks,GSW,48,1.6,9.7,1.21,1.9,0.5,1.2,43.9,54.4
CJ McCollum,POR,70,1.3,5.8,0.99,1.3,0.5,1.1,48,56.7
Jrue Holiday,NOP,61,1.4,6.8,1.03,1.5,0.6,1.2,47.9,55.6
Brandon Ingram,NOP,62,1.3,5.6,1.1,1.4,0.6,1.1,51.5,57.4
Kelly Oubre Jr.,PHX,56,1.7,9.4,0.92,1.6,0.6,1.4,39.2,43
Dennis Schroder,OKC,65,1.3,6.9,1.02,1.3,0.6,1.1,55.1,58
Bogdan Bogdanovic,SAC,61,1.4,9.7,0.98,1.4,0.5,1.2,42.7,52.7
Josh Richardson,PHI,55,1.7,11.8,0.88,1.5,0.5,1.4,40,42.7
Darius Garland,CLE,59,1.4,9.7,0.98,1.4,0.6,1.2,47.9,53.5
Terry Rozier,CHA,63,1.5,8.3,0.86,1.3,0.5,1.2,42.3,50
Buddy Hield,SAC,72,1.2,6.2,0.93,1.1,0.4,1,41.7,52.1
Kevin Huerter,ATL,56,1.7,13.3,0.81,1.4,0.5,1.4,37,44.4
Collin Sexton,CLE,65,1.6,7.5,0.77,1.2,0.4,1.1,33.8,40.1
Khris Middleton,MIL,62,1,5.1,1.25,1.2,0.5,0.9,55.6,64.8
Jayson Tatum,BOS,66,1.4,6.1,0.81,1.1,0.5,1.2,38.5,40.4
T.J. Warren,IND,67,1,5.6,1.14,1.1,0.4,0.8,56.6,58.5
Tim Hardaway Jr.,DAL,71,0.8,5.6,1.24,1,0.4,0.8,49.1,60
Cam Reddish,ATL,58,1.5,12.3,0.82,1.2,0.4,1.1,36.5,42.1
