PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Duncan Robinson,MIA,79,2.3,22.8,1.04,2.4,0.8,2.2,37.1,53.5
Desmond Bane,MEM,76,2.1,12.4,1.01,2.1,0.8,1.9,43.1,53.5
Patty Mills,BKN,81,1.9,17.1,1.02,1.9,0.7,1.7,40.9,54
Jordan Poole,GSW,76,2.2,12.4,0.92,2,0.7,1.8,37.4,48.9
Stephen Curry,GSW,64,2.5,10.3,0.93,2.3,0.7,2,35.2,46
Harrison Barnes,SAC,77,1.6,10.8,1.11,1.7,0.6,1.2,46.2,57.5
Evan Fournier,NYK,80,1.5,11.1,1.04,1.6,0.5,1.4,38.2,52.7
Tyler Herro,MIA,66,2.2,10.3,0.9,1.9,0.8,1.8,43.8,51.2
Garrison Mathews,HOU,65,1.7,20,1.06,1.8,0.4,1.4,30.4,45.1
Terrence Ross,ORL,63,2.1,19.9,0.86,1.8,0.6,1.7,35.2,43.1
Gary Trent Jr.,TOR,70,1.6,9.1,1,1.6,0.6,1.5,42.5,52.4
Fred VanVleet,TOR,65,1.8,8.9,0.94,1.7,0.6,1.6,40.6,49.5
LaMelo Ball,CHA,75,1.6,7.6,0.89,1.4,0.6,1.4,41.3,47.1
Anthony Edwards,MIN,72,1.5,7,0.97,1.5,0.5,1.3,41.8,51.6
Monte Morris,DEN,75,1.2,10.3,1.14,1.4,0.6,1.1,52.3,58.1
Miles Bridges,CHA,80,1.2,6.3,1.06,1.3,0.5,1,47,57.2
Luke Kennard,LAC,70,1.5,14.9,0.94,1.4,0.5,1.4,37,48
Kelly Oubre Jr.,CHA,76,1.3,9.3,0.99,1.3,0.4,1.1,39.1,49.4
Gary Harris,ORL,61,1.7,15.7,0.96,1.6,0.6,1.4,43.2,51.7
Terry Rozier,CHA,73,1.5,8.1,0.93,1.4,0.5,1.3,41.3,47.8
Kevin Durant,BKN,55,1.7,6.4,1.04,1.8,0.6,1.2,51.5,57.4
Luka Doncic,DAL,65,1.4,4.8,1.03,1.5,0.5,1,49.3,61.2
Keldon Johnson,SAS,75,1.5,9.6,0.83,1.3,0.5,1.3,33.7,38.1
Jalen Green,HOU,67,1.4,8.1,0.97,1.4,0.5,1.1,44.6,54.1
Jalen Brunson,DAL,79,1.1,7.2,1.06,1.2,0.5,0.9,52.7,53.4
Doug McDermott,SAS,51,1.5,14.6,1.18,1.8,0.7,1.4,50.7,62.3
Justin Holiday,IND,49,1.8,17.1,0.98,1.8,0.6,1.7,38.3,51.2
Franz Wagner,ORL,79,1.3,8.9,0.82,1.1,0.4,1.1,36.1,41
RJ Barrett,NYK,70,1.1,5,1.12,1.2,0.5,0.9,51.6,61.7
Devin Vassell,SAS,71,1.2,10.1,0.97,1.2,0.5,1,45.2,52.1
