RANKING,PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE,POSS
154,Jarrett Allen,BKN,20,72,25,47,20,104.1,108.2,-4.1,5.5,0.6,8.2,9.6,15.7,12.7,13.8,59.6,63.6,16.2,100.01,10.8,2993
154,Justin Holiday,CHI,29,72,24,48,31.5,104.2,108.2,-4,9.7,1.65,14,1.3,11.4,6.2,8.5,47.4,51.3,17.7,100.42,6.9,4742
154,Marquese Chriss,PHX,20,72,19,53,21.2,100.8,109.2,-8.4,8.1,0.78,11.2,4.6,20,12.1,14.5,48.2,50.9,17.6,102.86,7.5,3261
154,Maxi Kleber,DAL,26,72,20,52,16.8,101.8,105.3,-3.6,6.6,1.7,12.3,5.5,13.7,9.5,7.2,55.3,57.6,13.5,97.78,8,2436
154,Tyler Johnson,MIA,26,72,39,33,28.5,105.5,104.5,1,12.3,2.04,16.3,1.6,10.5,6,8,51.8,54.9,18,97.65,8.7,4177
163,Caris LeVert,BKN,23,71,25,46,26.2,101.8,108.2,-6.4,26.5,1.95,23.7,2.6,10.4,6.5,12.1,49.3,52.5,21.6,102.25,9.9,3965
163,Devin Harris,DEN,35,71,33,38,18.9,109.4,105.3,4.1,16.5,2,20.2,0.9,8.5,4.7,10.1,49.9,56.3,19.4,100.08,7.6,2788
163,Enes Freedom,NYK,26,71,27,44,25.8,106.6,111.5,-4.9,9.1,0.86,10.3,14.6,27.9,21.2,12,59.2,63,21.2,97.96,16.1,3733
163,Kosta Koufos,SAC,29,71,22,49,19.6,98.8,106.8,-8,10,1.78,15.6,10,23.6,16.5,8.8,57.1,56.6,15,95.86,12.4,2777
163,Shaun Livingston,GSW,32,71,49,22,15.9,108.1,102.2,5.8,16.9,2.41,24.8,3.3,8,5.9,10.3,50.1,53.3,16.5,100.22,7.5,2346
163,Tyler Ulis,PHX,22,71,20,51,23.4,101.4,110,-8.6,28.2,2.45,30,1.4,6.1,3.7,12.3,42.6,46.5,18.4,100.85,7.3,3477
169,CJ Miles,TOR,31,70,50,20,19.1,109.8,101.8,8,6.1,1.41,7.6,1.3,9.7,5.5,5.4,51.6,54.5,21.4,99.99,7.7,2807
169,Danny Green,SAS,31,70,40,30,25.6,105.1,102.7,2.4,8.9,1.49,14.2,2.2,11.5,6.8,9.6,49,50.9,16.3,95.83,7.3,3577
169,David Nwaba,CHI,25,70,26,44,23.5,103.9,109.7,-5.8,9.4,1.35,14.9,5,14.2,9.5,11.1,49.9,54.2,15.3,99.65,7.5,3398
169,Draymond Green,GSW,28,70,48,22,32.7,111.9,105.2,6.7,28.6,2.51,36.1,3.6,18.3,11.7,14.4,51.6,55.6,16.8,102.64,11.7,4882
169,JJ Redick,PHI,34,70,45,25,30.2,109.4,102.4,7,14.9,2.04,16.6,0.4,7.1,4,8.1,56.9,61.4,20.6,103.62,10.8,4563
169,Jaylen Brown,BOS,21,70,47,23,30.7,109,101.3,7.7,8.1,0.92,10,3,12.4,7.8,10.9,54,56.2,20.8,97.62,8.9,4378
169,Jeff Teague,MIN,30,70,41,29,33,112.7,110,2.7,29.8,2.78,31.4,1.1,8.1,4.6,11.3,49.9,55.3,20.1,98.11,10.5,4729
169,Norman Powell,TOR,25,70,51,19,15.2,104.8,106.7,-1.9,12.2,1.35,16.4,1.3,10,5.6,12.1,47.2,49.2,18.5,99.41,5.6,2210
169,Quincy Acy,BKN,27,70,26,44,19.4,104.8,106.7,-1.9,6.1,0.95,11.2,2.8,15.3,9.1,11.7,49.6,52.5,14.3,100.89,5.8,2856
178,Al-Farouq Aminu,POR,27,69,40,29,30,109.6,104.4,5.2,5.6,1.06,10.8,4.5,19.8,12.1,10.1,50.3,52.2,14.5,98.47,9,4250
178,Alex Len,PHX,25,69,20,49,20.2,101.8,110.4,-8.6,9.3,1.05,12.8,11.6,22.8,17.2,12.2,56.7,61.2,16.4,103.1,12.9,2997
178,Bam Adebayo,MIA,20,69,34,35,19.8,101.9,102.6,-0.6,11.5,1.53,17.2,8.6,19.4,14,11.3,51.2,57,15.7,96.29,11.1,2738
178,Darren Collison,IND,30,69,39,30,29.3,110,107.5,2.6,25.7,4.28,32,1.9,7.2,4.6,7.5,57.1,61,17,97.97,11.4,4130
178,Delon Wright,TOR,26,69,49,20,20.8,110,102.7,7.3,20.2,2.56,26.4,3.1,10.7,6.9,10.3,53,57.4,16.9,97.96,11.6,2934
178,Dennis Smith Jr.,DAL,20,69,22,47,29.7,102.4,110.1,-7.6,30.1,1.85,21.6,2.3,10.6,6.3,11.7,44.6,47.3,28,98.16,8.7,4188
178,Eric Gordon,HOU,29,69,55,14,31.2,116.4,103.5,13,11.3,1.18,11.4,1.1,6.5,3.9,9.6,54,57.8,23.8,99.89,9,4485
178,Ersan Ilyasova,PHI,31,69,36,33,25.1,107,106.1,0.9,7.8,1.25,10.8,6.7,16.1,11.4,8.6,52.6,55.8,18.3,100.17,9.9,3605
178,J.J. Barea,DAL,34,69,23,46,23.2,107.5,106.8,0.7,42.6,3.03,33.1,0.9,12,6.4,10.9,52.2,54.5,24.3,97.92,13.3,3268
178,Jonathon Simmons,ORL,28,69,21,48,29.4,104.6,111.4,-6.9,13.1,1.17,14.5,3,8.7,5.9,12.4,51.1,55.5,21.5,99.75,7.7,4214
178,Josh Huestis,OKC,26,69,43,26,14.2,109.2,103.2,6,2.7,0.77,8.5,4.2,11.7,8,11,42,41.7,9.5,96.83,3.2,1976
178,Royce O'Neale,UTA,25,69,43,26,16.7,106.3,97.6,8.7,12.2,1.73,20.3,2.2,17.5,10.1,11.8,49.6,54,14,98.08,9.2,2344
178,Shelvin Mack,ORL,28,69,21,48,19.8,103.1,105.7,-2.7,30.8,3.06,33.2,1.6,10.2,5.9,10.9,48.8,51.8,17.5,97.72,10.3,2776
178,Stanley Johnson,DET,22,69,33,36,27.4,104.6,105.2,-0.6,8.6,1.45,13.7,1.7,11.5,6.5,9.4,43.5,48,16.1,97.81,5.9,3848
178,Zaza Pachulia,GSW,34,69,47,22,14.1,116.5,107.1,9.4,14.1,1.51,22.5,10,22.3,16.7,14.8,56.4,61.2,16.5,101.95,10.6,2065
193,Justin Jackson,SAC,23,68,21,47,22.2,101.2,108.8,-7.6,7.1,1.85,13.6,1.8,10.9,6.2,7.3,51,52.1,13.9,97.42,6.4,3054
193,Justise Winslow,MIA,22,68,33,35,24.7,103.8,102.9,1,13.4,1.92,19.6,3.7,17.8,10.7,10.2,47.4,49.6,15.8,97.72,9.2,3417
193,Kevin Durant,GSW,29,68,49,19,34.2,115.9,108.9,7,24.3,1.77,18.7,1.5,16.9,9.9,10.6,58.6,64,29.3,102.24,16.8,4954
193,Lauri Markkanen,CHI,21,68,23,45,29.7,101.5,110.5,-9,6.4,0.95,7.3,3.7,21.7,12.3,7.6,51.8,55.2,21.5,99.49,11.4,4183
193,Rondae Hollis-Jefferson,BKN,23,68,26,42,28.2,105.9,109.6,-3.7,14.3,1.38,14.6,5,17.5,11.3,10.6,48.1,54.8,21.7,101.18,11.9,4033
193,Trevor Booker,IND,30,68,36,32,17,105,105.7,-0.7,10.6,1.39,15.6,9.7,17.2,13.4,11.3,52.8,55.7,15.9,101.57,10,2448
199,Dennis Schroder,ATL,24,67,21,46,31,105.2,111.8,-6.7,35.2,2.28,22.5,2.1,8.1,5,9.9,46.9,51.5,29.9,98.94,11.6,4287
199,Dwyane Wade,MIA,36,67,37,30,22.9,106.4,105.1,1.3,24.5,1.63,20.1,3.2,12.4,7.9,12.4,46.2,50,25.1,100.71,10.4,3215
199,Eric Moreland,DET,26,67,32,35,12,100.3,99.3,1.1,14.1,1.9,30.8,9.6,24.3,16.8,16.2,54.1,53.1,9.7,96.25,10.3,1608
199,Gary Harris,DEN,23,67,37,30,34.4,111.7,108.2,3.5,12.8,1.63,15,1.6,6.1,3.9,9.2,57,59.7,20.4,98.41,9.8,4729
199,George Hill,CLE,32,67,28,39,27,108.5,111.8,-3.3,14.5,2.11,22,2.3,8.1,5.1,10.4,54.3,58,16.1,96.27,7.9,3633
199,Isaiah Taylor,ATL,23,67,18,49,17.4,103.2,103.9,-0.8,27.2,2.45,27.7,1.8,5.8,3.9,11.3,44.4,49.2,19.5,101.8,6.9,2467
199,Nemanja Bjelica,MIN,30,67,38,29,20.5,107.8,107.8,0,8.8,1.65,16.2,3.9,16.4,10.1,9.8,56.3,58.1,13.9,99.42,8.2,2843
199,Trevor Ariza,HOU,33,67,51,16,33.9,113.9,105.6,8.3,6.6,2.02,12.5,1.4,11.6,6.5,6.2,54.2,56.7,14.1,99,7.7,4674
207,Kevon Looney,GSW,22,66,45,21,13.8,110.7,104.6,6.1,6.2,1.35,14,9.4,13.5,11.6,10.3,58.3,58.8,12.1,100.71,7.9,1912
207,Larry Nance Jr.,CLE,25,66,32,34,21.5,104.9,103.9,1,8.5,1.61,13.5,10.7,19.9,15.2,8.4,58.4,60.5,15.5,101.03,12.8,2984
207,Mario Chalmers,MEM,32,66,21,45,21.5,102.3,104.8,-2.5,21.4,1.68,24.1,0.9,10.4,5.5,14.3,43.9,50.3,18.6,99.62,7.2,2956
207,Ryan Anderson,HOU,30,66,52,14,26.1,113.8,106.9,6.9,5,1.43,9.6,5.4,13.9,9.6,6.7,56.8,59.2,14.1,99.5,7.7,3579
207,Tyler Zeller,MIL,28,66,27,39,16.8,106.8,106,0.8,6.3,1,10.2,9.4,16.8,13.1,10.2,57.5,59.8,15.7,100.25,9.6,2318
207,Zach Collins,POR,20,66,41,25,15.8,107.6,106.3,1.3,7,0.9,12.5,4.4,16.3,10.5,13.9,45.8,47.5,15.3,96.46,5.2,2096
213,Garrett Temple,SAC,32,65,23,42,24.8,100.7,108.1,-7.4,11.5,1.57,17.4,1.3,8.4,4.7,11.1,51.2,53.6,16,96.56,6.5,3238
213,JaVale McGee,GSW,30,65,45,20,9.5,110.5,107.9,2.6,8,1.22,11,10.1,16.6,13.6,9,62.1,64.1,18.3,102.49,11.8,1316
213,Kent Bazemore,ATL,28,65,19,46,27.5,104.5,108.9,-4.5,19.9,1.45,19.9,1.4,12.4,6.9,13.7,50,54.7,22.1,99.1,9.9,3696
213,Manu Ginobili,SAS,40,65,39,26,20,107.7,105.6,2.1,19.3,1.55,20.7,1.5,9.3,5.4,13.4,50.3,55.3,20.5,98.67,8.5,2678
213,Myles Turner,IND,22,65,39,26,28.2,108.3,105.3,3,7.1,0.91,9.5,5.2,17.4,11.4,10.5,52.3,56.7,19.9,97.74,10,3739
213,Rajon Rondo,NOP,32,65,41,24,26.2,107.5,106.8,0.8,40.6,3.53,44.5,1.8,12.4,7.4,12.6,51.8,52.2,16.4,103.59,11.5,3675
213,T.J. Warren,PHX,24,65,18,47,33,103.3,112.2,-9,6.9,1,6.3,5.5,9.3,7.4,6.3,50.7,54.1,24.3,101.69,10.7,4526
220,Alec Burks,UTA,26,64,37,27,16.5,104.3,105.3,-1,10.4,1.12,11.3,1.9,16.8,9.4,10.1,46.7,52.7,22.1,98.03,10.1,2167
220,Andre Iguodala,GSW,34,64,46,18,25.4,109.1,101.3,7.9,16.9,3.13,33.1,3.3,10.9,7.4,10.6,51.4,53.6,11.2,101.15,8.1,3422
220,Brandon Paul,SAS,27,64,38,26,9,98.8,98.5,0.3,9.6,1.28,17.5,1.1,10.9,6,13.7,49.2,50.4,13.1,100.57,5.1,1200
220,Emmanuel Mudiay,NYK,22,64,29,35,19.4,102,111.5,-9.5,25.4,1.82,22.9,1.9,9.9,5.8,12.6,43.3,47.4,23.1,101.46,8,2622
220,Nicolas Batum,CHA,29,64,27,37,31,109.2,109.6,-0.4,25.5,2.66,29.6,2.8,12.4,7.5,11.1,48.6,52.3,17.8,100.07,10.4,4140
220,Robin Lopez,CHI,30,64,23,41,26.4,101.6,107.7,-6.1,11.9,1.16,13.6,7.4,9.3,8.3,11.7,53.3,55.2,20.3,99,8.7,3491
226,Daniel Theis,BOS,26,63,44,19,14.9,103.1,101.9,1.2,9.9,1,14.7,9.2,18.9,14.1,14.7,57.9,61.6,15,98.06,10.5,1901
226,Ekpe Udoh,UTA,31,63,36,27,12.9,103.6,100.3,3.3,9.3,2.65,24.4,8.6,10.5,9.5,9.2,50,56,8.9,99.21,7.2,1677
226,Elfrid Payton,PHX,24,63,13,50,28.7,103.9,115.6,-11.7,32.8,2.34,30.3,3.3,11.7,7.4,13,51.6,53.8,21.1,101.47,10.8,3818
226,Joel Embiid,PHI,24,63,41,22,30.4,110.6,98.9,11.7,18.2,0.85,11.7,7.8,25.5,17.3,13.8,51.4,57.3,33,101.09,17.7,4034
226,Josh Hart,LAL,23,63,27,36,23.2,106.4,108.3,-1.9,7.6,1.7,14.7,2.8,14.3,8.6,8.6,57.3,59.6,13.3,100.37,8.8,3047
226,Malik Monk,CHA,20,63,26,37,13.5,100.8,112.6,-11.8,17.8,1.86,15.6,0.8,6.9,3.7,8.4,45.8,47.7,24.1,101.57,6.3,1816
226,Treveon Graham,CHA,24,63,28,35,16.7,103.4,108,-4.6,8.2,2.19,17.7,3.6,7.9,5.6,8.1,52.5,55.3,11.2,99.36,4.7,2174
226,Wesley Matthews,DAL,31,63,20,43,33.8,103.8,111,-7.2,12.5,2.07,17.3,1.3,8.5,4.7,8.3,51.6,54.1,17.3,97.12,7.1,4307
234,Dewayne Dedmon,ATL,28,62,18,44,24.9,103.2,108.3,-5.1,9,1.06,13.2,6.5,24.9,15.8,12.4,57.7,59.9,16.6,99.61,11.9,3203
234,Deyonta Davis,MEM,21,62,16,46,15.2,101,109.3,-8.3,6.8,1.25,11,7.8,18.2,13,8.8,60.8,62.1,14.4,99.98,10.8,1965
234,Jarrett Jack,NYK,34,62,26,36,25,108.2,109,-0.7,30.2,3.03,37.1,1.4,10.6,6.1,12.2,45.5,48.9,16.4,98.12,8.9,3167
234,Malik Beasley,DEN,21,62,34,28,9.4,104.3,105.3,-1,7.7,1.29,12.6,2.3,9.5,5.8,9.8,48.9,50.9,15.1,102.96,6,1243
234,Reggie Bullock,DET,27,62,32,30,27.9,107.5,106.9,0.6,8.1,2.02,13.4,1.5,7.2,4.3,6.6,60.3,61.5,15.3,98.41,8.4,3551
234,Wes Iwundu,ORL,23,62,18,44,16.5,100.3,104.9,-4.6,8.4,1.9,17.5,3.3,10,6.5,9.2,44.7,48,11.4,97.62,5.3,2070
240,Austin Rivers,LAC,25,61,30,31,33.7,110,111.6,-1.7,17.9,2.22,19.8,1.3,5.8,3.5,8.9,50.8,52.6,20.6,97.78,7.3,4192
240,Cedi Osman,CLE,23,61,35,26,11,111.8,107.9,3.9,8.4,1.28,14.7,2.8,14.9,8.9,11.5,57,57.7,15.1,100.14,6.7,1394
240,Luc Mbah a Moute,HOU,31,61,52,9,25.6,111.4,101.7,9.7,5.2,0.81,10.8,1.5,10.2,6,13.4,57.2,59.5,12.8,98.83,6.7,3216
240,Salah Mejri,DAL,32,61,21,40,11.9,105.1,103.1,2,7.1,0.9,14.5,11.3,21.6,16.5,16.1,64.2,64.4,12.6,96.86,10.3,1466
240,Terrance Ferguson,OKC,20,61,37,24,12.5,104.9,109.4,-4.5,3.5,1.73,9.3,2.3,3.8,3,5.4,53.3,54.5,10.4,97.5,2.8,1543
245,Kyrie Irving,BOS,26,60,41,19,32.2,110,104.3,5.6,28.2,2.2,18.7,1.7,9.6,5.7,8.5,56.8,61,29.8,98.22,16.5,3968
245,Rodney Hood,CLE,25,60,29,31,26.9,106.6,108.9,-2.3,9.7,1.36,9.8,1.4,9.1,5.2,7.2,51.3,54.6,24,98.22,9,3309
245,Skal Labissiere,SAC,22,60,19,41,20.7,104.5,108.8,-4.3,8.8,0.99,11.1,7.8,15.7,11.7,11.2,46.7,51.3,20.4,97.64,8.4,2519
248,Brandon Ingram,LAL,20,59,27,32,33.5,104.7,107.5,-2.7,17.7,1.54,18.2,2.7,12.1,7.4,11.8,49.7,53.6,21.8,101.47,9.6,4168
248,Jimmy Butler,MIN,28,59,37,22,36.7,114.7,106.4,8.3,20.4,2.67,19.3,3.8,11.2,7.5,7.2,51.2,59,24.5,95.76,15.1,4325
248,Kevin Love,CLE,29,59,37,22,28,112.7,111.3,1.4,9.9,1.14,9.9,6.5,27.4,17.2,8.7,55.2,61.4,24.8,98.75,15,3410
248,Maurice Harkless,POR,25,59,36,23,21.4,105.3,105.5,-0.2,6.1,1.33,12.7,3.6,9,6.3,9.6,57.7,59.6,12.3,98.71,7.2,2605
248,Tim Frazier,WAS,27,59,31,28,14.2,102.4,108,-5.5,32.7,3.4,44.4,2.1,12.1,7,13,44.5,47.5,12.5,98.02,8.5,1715
248,Zach Randolph,SAC,36,59,18,41,25.6,102.5,114.7,-12.2,14.6,1.09,12.1,6.3,21.5,13.5,11.1,50.7,52.9,27,96.17,12.2,3028
254,Aaron Gordon,ORL,22,58,19,39,32.9,106.3,108.3,-2,11.1,1.27,11.3,4.4,19.1,11.6,8.9,50,53,23.8,100.43,11.3,3989
254,Blake Griffin,DET,29,58,28,30,34,108.9,107,1.9,28.6,2.02,20.4,3.6,17.5,10.6,10.1,49.3,54.4,28.5,98.54,14.4,4036
254,Chris Paul,HOU,33,58,50,8,31.8,116.6,103.3,13.2,38.9,3.57,31,2,15.1,8.6,8.7,55,60.4,24.1,98.6,16.6,3792
254,DeAndre Liggins,NOP,30,58,34,24,12.5,98,111.2,-13.2,9.1,2.4,27.3,1,10,5.4,11.4,46.7,46.7,7.9,98.48,3.5,1477
254,Langston Galloway,DET,26,58,28,30,14.9,101.8,97.6,4.2,10.5,3.22,13.4,1.4,8.9,5.1,4.2,48.1,50.3,18.8,98.17,8.6,1767
254,Vince Carter,SAC,41,58,20,38,17.7,103.4,106.7,-3.3,9.9,1.92,17.1,1.7,13,7.1,8.9,50.4,52.3,14.4,95.91,7.3,2050
260,Evan Fournier,ORL,25,57,20,37,32.2,107.1,110.3,-3.2,13.8,1.74,14.6,1.2,8.4,4.8,8.4,53.8,57.7,22.6,101.32,9.3,3881
260,Jordan Bell,GSW,23,57,43,14,14.2,113.2,104.3,8.9,16.6,2,28.6,8.2,16.2,12.6,14.3,62.7,64.1,13.4,101.77,11.1,1718
260,Jose Calderon,CLE,36,57,33,24,16,110.9,107.7,3.2,17.5,2.85,32.9,1.7,7.9,4.9,11.5,62.4,64.3,11.8,97.51,6.7,1860
260,Nikola Vucevic,ORL,27,57,17,40,29.5,106.1,107.5,-1.3,18.4,1.75,16.2,5.9,24.9,15.3,9.2,51.3,53.3,25.2,101.48,13.9,3565
260,Patrick McCaw,GSW,22,57,41,16,16.9,106.4,109.8,-3.5,11.3,1.98,22.4,1.7,6.5,4.2,11.4,45.1,47.7,12.5,100.58,4.6,2007
260,Rudy Gay,SAS,31,57,36,21,21.6,106.4,103.9,2.5,9.7,0.94,9.7,6,17.5,11.7,10.4,50.6,54.5,23.7,97.08,12.5,2499
260,Tim Hardaway Jr.,NYK,26,57,19,38,33.1,107.9,109.8,-1.9,12.3,1.68,13.1,1.6,9.9,5.7,7.8,49.6,53.3,22.9,99.13,9.1,3893
267,Andrew Harrison,MEM,23,56,17,39,23.7,101.3,108.5,-7.3,22.2,2.19,23.4,1.7,8.5,5.1,10.7,47.7,53.4,19.5,94.79,8.3,2614
267,Ben McLemore,MEM,25,56,7,49,19.5,97.9,111.4,-13.5,7.8,0.84,10,3,10.1,6.4,11.9,49.5,52.6,18.2,97.99,5.6,2219
267,Rudy Gobert,UTA,26,56,37,19,32.4,107.7,98.3,9.4,6.8,0.75,10.5,9.3,23.4,16.5,14.1,62.2,65.7,16.3,97.87,14.7,3700
267,Tyler Dorsey,ATL,22,56,15,41,17.4,101.5,108.7,-7.1,12.8,2.14,15.1,1.6,11.2,6.4,7.1,47.1,49.4,19.3,100.73,7,2043
271,Cristiano Felicio,CHI,25,55,13,42,17.8,94.8,111.2,-16.4,9.3,1.02,15.3,7.6,15.8,11.4,15,59.1,61.4,13.3,98.9,8.2,2012
271,JaMychal Green,MEM,28,55,11,44,28,102.5,110.5,-8,8.2,1.04,11.4,9.6,21.8,15.5,11,50.1,53,17.8,95.25,10.1,3057
271,Joe Johnson,HOU,37,55,35,20,21.9,101.3,104.9,-3.6,10.9,1.69,16.2,1.1,13,7,9.6,46.1,49,15.7,98.17,7,2468
271,Joffrey Lauvergne,SAS,26,55,30,25,9.7,100.5,106.3,-5.8,12.1,1.24,14.3,11.8,20.7,16.2,11.5,51.6,53.6,19.2,100.56,11.9,1118
271,Miles Plumlee,ATL,29,55,19,36,16.7,99.1,106.4,-7.3,7.4,0.71,14.2,8.2,16,12.1,19.9,58.3,57.4,12.7,100.64,7.1,1916
271,Nikola Mirotic,NOP,27,55,34,21,27.2,109.6,105.4,4.2,7.9,1.29,9,3.8,21.3,12.7,7,54.6,57.7,22.3,103.04,13,3214
271,Tony Parker,SAS,36,55,32,23,19.5,104.5,105.8,-1.2,28.2,2.87,28.4,0.7,8.3,4.5,9.9,47.2,49.8,20.1,96.93,9.4,2170
278,Devin Booker,PHX,21,54,16,38,34.5,102.9,112.2,-9.3,23.3,1.3,15.5,1.3,11.2,6.2,11.9,50.1,56.1,30.1,103.68,12.3,4036
278,Hassan Whiteside,MIA,29,54,30,24,25.3,102.1,105,-2.8,6.8,0.59,6.8,12.1,31.7,21.8,11.5,54.2,57.3,23.5,98.25,17.6,2792
278,Malcolm Delaney,ATL,29,54,16,38,18.8,101.9,106.4,-4.5,24.4,2.47,29.4,0.9,9,4.9,11.9,46.3,51.9,16.6,99.77,8.1,2104
278,Marcus Morris Sr.,BOS,28,54,34,20,26.7,106,105.3,0.7,8.2,1.11,8.9,2.9,16.6,9.7,8,49.9,54.1,22.2,98.49,10.6,2959
278,Marcus Smart,BOS,24,54,38,16,29.9,105.8,99.6,6.2,23.4,2.01,26.9,2.6,8.5,5.6,13.4,44,47.9,18.7,99.07,7.5,3334
278,Noah Vonleh,CHI,22,54,24,30,16.2,102.5,104.6,-2.1,5.9,1.1,10.5,7.4,26.5,16.7,9.5,48.7,50.9,14.2,98.37,10.8,1794
278,Paul Zipser,CHI,24,54,17,37,15.3,97.7,109.9,-12.2,8.6,1.07,13.7,1.5,14.7,7.8,12.8,42.5,44.5,15.6,96.96,4.2,1658
278,Shane Larkin,BOS,25,54,39,15,14.3,99,98.6,0.5,21,2.97,26.6,1.9,10.1,5.9,9,45.4,49.1,15.3,96.81,8.4,1565
278,Sterling Brown,MIL,23,54,26,28,14.4,102.5,105,-2.5,4.9,1,9.4,3.5,14.7,9.1,9.4,47.8,50.3,13.5,97.83,6.3,1578
278,Tyler Ennis,LAL,23,54,22,32,12.7,101.2,103,-1.7,23.4,2.76,27.6,2.6,10.1,6.5,10,45.1,47.3,16.9,101.29,8.1,1444
288,Arron Afflalo,ORL,32,53,16,37,12.9,100.9,107.6,-6.8,6.6,1.43,13.3,0.6,8.2,4.6,9.3,48.5,51.6,12.7,97.79,4.2,1388
288,Channing Frye,LAL,35,53,28,25,13.1,111.9,103.7,8.2,7.7,1.81,13.7,1.9,16.4,9.7,7.6,58.3,59.9,15.1,100.41,9.2,1451
288,Dwayne Bacon,CHA,22,53,25,28,13.5,104.6,104.7,-0.2,7.7,1.65,14.6,0.5,15.8,8.1,8.8,40.4,43.1,13,101.49,5.8,1514
288,Joe Young,IND,26,53,28,25,10.5,99.9,106.7,-6.8,10.3,1.5,14.9,2,9.1,5.5,9.9,49.7,52.1,16.9,98.73,7,1160
288,Mike Muscala,ATL,26,53,14,39,20,103.5,107.9,-4.4,7.4,1.21,11.8,4.9,15.2,10,9.7,55.8,59.7,14.9,102.51,9.6,2275
288,Omri Casspi,GSW,30,53,40,13,14,106.5,103.4,3.2,9.9,1.38,15.7,4.4,20.5,13.2,11.4,60.4,63.2,15.7,102.01,11.9,1577
288,T.J. Leaf,IND,21,53,31,22,8.7,101.4,113.1,-11.7,2.8,0.9,5.6,5.8,11.9,8.7,6.2,53.7,54.5,13.6,100.13,6.1,972
288,Tristan Thompson,CLE,27,53,27,26,20.2,107.7,113.2,-5.5,4.3,0.92,9.8,11.3,21,16.1,10.7,56.2,56.9,12.1,99.74,8.5,2221
296,Cheick Diallo,NOP,21,52,29,23,11.2,102.7,110,-7.4,4.8,0.68,7.6,7.9,26.2,17.3,11.2,58,61.9,16.8,103.07,11.8,1241
296,Frank Mason III,SAC,24,52,17,35,18.9,103.7,105.4,-1.7,23.3,2.26,22.9,3,10.7,6.7,10.1,42,48,22.6,94.37,9.1,1934
296,Kris Dunn,CHI,24,52,19,33,29.3,102.5,110.6,-8,31.9,2.07,26.3,1.5,13.1,7.1,12.7,46.2,48.8,24.5,100.45,9.5,3182
296,Lonzo Ball,LAL,20,52,24,28,34.2,104.7,105.3,-0.6,28.8,2.76,34,3.6,15.3,9.5,12.3,44,44.4,16.9,102.97,9.8,3821
296,Marreese Speights,ORL,30,52,15,37,13,104.9,103.4,1.6,10.4,1,8.8,3,15.2,9.3,8.8,51.9,53.9,26.5,99.52,8.9,1401
296,Michael Carter-Williams,CHA,26,52,23,29,16.1,103.5,106.9,-3.5,21.4,2.23,26.4,4,13.1,8.1,11.8,36.2,44.6,16.6,97.75,7,1699
296,Nene,HOU,35,52,42,10,14.6,115.2,98.1,17.1,9.3,1.18,12.3,7.4,15.6,11.6,10.4,56.9,59.4,18.3,102.06,9.2,1607
296,Sean Kilpatrick,CHI,28,52,22,30,12.3,101.7,110.3,-8.6,12.1,1.21,11.2,0.7,13.1,6.6,9.3,45.2,50.7,24.2,99.97,8.6,1334
296,Timothe Luwawu-Cabarrot,PHI,23,52,29,23,15.5,102.6,102.7,-0.1,9.8,1.42,14,1.7,6.4,4.1,9.9,47.4,51.1,16.8,102.87,4.1,1727
296,Tyreke Evans,MEM,28,52,19,33,30.9,106.5,106.4,0.1,30.4,2.3,21,2.7,13.7,8.3,9.1,52.3,56.1,27.7,95.78,16,3218
306,Greg Monroe,BOS,28,51,21,30,20.4,100.9,110.5,-9.6,18.9,1.21,17.6,10.4,24.4,17.2,14.5,56.5,59.8,21.8,99.86,15.3,2163
306,Jason Terry,MIL,40,51,27,24,16,107,105.5,1.5,9.8,2.36,24.6,0.6,5.6,3.1,10.4,51.3,52.5,9.7,99.4,4.7,1682
306,Stephen Curry,GSW,30,51,41,10,32,120.6,107.7,13,27.2,2.03,21.4,2.4,12.4,7.9,10.6,61.8,67.5,29,104.92,16.5,3575
306,Tarik Black,HOU,26,51,40,11,10.5,97.7,105,-7.3,4.2,0.37,6.5,10.8,18.1,14.4,17.4,59.4,58.2,14.7,101.28,7.3,1136
310,Jameer Nelson,DET,36,50,25,25,20.3,103.1,108.7,-5.7,25.5,2.67,35.9,1.3,8.8,5.2,13.4,47.3,48.9,13.7,100.34,6.5,2124
310,Luke Babbitt,MIA,29,50,15,35,14.3,105.6,108.3,-2.7,6.4,1.63,11.3,1,12.3,6.7,6.9,56.3,57.6,14.7,100.16,6.8,1495
312,Lucas Nogueira,TOR,25,49,36,13,8.5,105.5,96.2,9.3,7.4,1.38,16.9,4.4,16,10.3,12.3,64.4,66.1,11.4,99.77,10.6,872
313,Abdel Nader,BOS,24,48,33,15,10.9,97.1,107.3,-10.3,7.8,0.76,11.5,2.4,11.1,6.7,15,41.3,43.9,16.2,100.46,3.3,1093
313,D'Angelo Russell,BKN,22,48,16,32,25.7,105.2,112.4,-7.2,34.8,1.69,22.2,2.3,12.2,7.2,13.1,48.1,50.9,29.5,103.04,10.9,2652
313,DeMarcus Cousins,NOP,27,48,27,21,36.2,108.5,106.6,1.9,24.1,1.06,16.8,6.5,29.2,18.3,15.8,53,58.3,31.8,100.29,16.7,3634
