RANKING,PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE,POSS
158,DeMarcus Cousins,NOP,26,72,30,42,34.2,108.6,109.5,-0.9,26.2,1.23,14.4,6.4,27.3,16.7,11.6,49.8,56.2,35.9,96.04,17.8,4943
158,DeMarre Carroll,TOR,30,72,44,28,26.1,110.6,107.8,2.8,5.6,1.37,10.1,3.4,11.3,7.4,7.4,49.9,53,15.4,95.62,7.1,3752
158,Enes Freedom,OKC,25,72,43,29,21.3,109.3,108,1.3,7.8,0.54,6.4,12.6,18.5,15.6,11.7,54.9,59.9,27.1,98.44,15.4,3149
158,Gerald Henderson,PHI,29,72,24,48,23.2,100.4,108.8,-8.3,10.8,1.81,14,2,9.2,5.5,7.8,47.8,52.9,17.5,100.25,7.3,3474
158,Jae Crowder,BOS,26,72,48,24,32.4,114.1,106.3,7.8,9.7,1.94,14.8,2.1,14.9,8.7,7.6,57.2,61.3,16.9,98.29,10.3,4773
158,Kyle Anderson,SAS,23,72,53,19,14.2,105.3,96.2,9.1,12.6,2.33,24.9,3.4,16.7,10.3,10.7,48.1,52.5,11.8,97.73,9.8,2072
158,Kyrie Irving,CLE,25,72,47,25,35.1,116.7,110.3,6.4,27.8,2.32,19.6,2,6.8,4.5,8.4,53.5,58,29.5,97.54,13.5,5133
158,LaMarcus Aldridge,SAS,31,72,52,20,32.4,110.5,104.4,6.2,10,1.42,9.8,7.6,15.3,11.5,6.9,48.8,53.2,24.8,93.27,12.2,4533
158,Ryan Anderson,HOU,29,72,50,22,29.4,115.9,107,8.9,4.6,1.24,7.1,5.2,10.3,7.7,5.7,55,58.3,17.8,100.3,7.9,4428
158,Willy Hernangomez,NYK,23,72,27,45,18.4,106.4,107.6,-1.1,11.6,0.96,13.4,12.3,23.7,18.1,14,53.3,56.4,19.9,98.36,13.3,2703
169,Kosta Koufos,SAC,28,71,27,44,20,103,108.5,-5.5,5.3,0.77,8.9,8.4,20.2,14.3,11.6,55.1,56,15.1,95.38,9.3,2820
169,Patrick McCaw,GSW,21,71,57,14,15.1,103,105,-2,9.9,2.14,20.5,1.9,6.9,4.4,9.6,51.6,54,11.6,102.62,5.6,2297
169,Tony Allen,MEM,35,71,36,35,27,105.9,105.1,0.8,8.3,0.98,11.5,8.6,12.3,10.4,11.7,47.3,49.3,17.8,93.33,8,3702
169,Trevor Booker,BKN,29,71,18,53,24.7,100.1,108.2,-8.1,13.1,1.09,15.3,7.9,22.3,15.3,14.1,53.7,55.4,18.5,102.32,12.7,3724
169,Trey Lyles,UTA,21,71,43,28,16.3,103.9,103.1,0.8,9.8,1.08,11.4,4.2,15.8,10.1,10.6,43.6,46.4,20.9,94.4,7.6,2282
169,Willie Reed,MIA,27,71,39,32,14.5,103.8,101.9,1.9,4,0.84,6.8,11.9,19.2,15.5,8.1,57,57.8,15,98.42,10.8,2111
169,Wilson Chandler,DEN,30,71,35,36,30.9,111.1,112.1,-1,9.7,1.24,11.1,4.6,16.2,10.3,9,52,54.5,21.7,99.83,9.8,4573
176,Joffrey Lauvergne,CHI,25,70,41,29,14,103.3,106.9,-3.6,11,1.25,14.2,6.9,18.2,12.4,11.3,49,50.9,18.5,98.73,9.4,2008
176,Mike Muscala,ATL,25,70,36,34,17.7,102.5,105.4,-2.9,12.1,1.73,18.4,5.9,13,9.4,10.7,57.3,59.6,14.5,99.41,9.7,2561
176,Mirza Teletovic,MIL,31,70,36,34,16.2,106.8,103.9,2.9,6.3,1.3,9.2,1,13.2,7.3,7.1,49.8,51.5,18.8,96.16,6.1,2273
176,Nikola Mirotic,CHI,26,70,37,33,24,108.2,102.7,5.4,6.9,0.94,9,3.6,18.6,11.1,9.6,51.6,54.6,19.4,97.85,10.4,3428
176,Sean Kilpatrick,BKN,27,70,14,56,25.1,103.3,109.6,-6.3,14.7,1.16,13.9,1.2,13.6,7.5,12,48.6,54.6,23.2,102.66,9.9,3755
176,Seth Curry,DAL,26,70,30,40,29,105,105.2,-0.2,15.9,2.05,18.5,1.3,8.4,4.7,9,57.8,60.1,19.3,93.62,10.3,3944
176,Zaza Pachulia,GSW,33,70,58,12,18.1,116.7,101,15.7,13.1,1.52,22.6,11.5,20.2,16.1,14.9,53.4,58.8,15,102.01,10,2693
183,Glenn Robinson III,IND,23,69,35,34,20.7,102.9,105.3,-2.4,4.8,1.27,10.4,4.1,12.7,8.5,8.1,54,56.4,12.5,99.17,8.1,2947
183,Jeff Green,ORL,30,69,26,43,22.2,98.5,107.8,-9.2,8.9,1.08,10.3,2.3,10.9,6.5,9.6,44.2,50.5,20,97.82,7.7,3122
183,Manu Ginobili,SAS,39,69,51,18,18.7,109.8,100.3,9.5,19.9,1.91,24,2.2,9.9,6,12.6,49.1,53.2,18.8,101.65,8.7,2734
183,Mike Conley,MEM,29,69,35,34,33.2,109.6,106.2,3.4,32.9,2.78,24.9,1.4,9.5,5.4,9,54.5,60.4,25.6,93.87,16,4499
183,Paul Millsap,ATL,32,69,40,29,34,106.2,103.5,2.7,17.2,1.59,16.1,4.7,17.1,11,10.1,48.1,54.2,24.1,99.39,12.6,4853
183,Rajon Rondo,CHI,31,69,34,35,26.7,105.3,107.4,-2.2,36.1,2.73,38,3.8,15.1,9.4,13.9,45.3,46.1,17.4,96.97,10.6,3732
183,Randy Foye,BKN,33,69,17,52,18.6,102.4,109.9,-7.6,15.3,1.69,23.8,0.7,10.8,5.8,14.1,46.6,50.6,14.3,102.99,5.7,2757
183,Timothe Luwawu-Cabarrot,PHI,22,69,23,46,17.2,101.4,103.4,-2,9.3,1.03,13.3,2.1,10,6.1,12.9,47.1,53.6,17.5,101.78,5.3,2520
183,Ty Lawson,SAC,29,69,25,44,25.1,105,109.4,-4.5,30,2.59,30.9,2.6,7.7,5.2,11.9,48.7,55.1,19,97.68,10.6,3526
192,Al Horford,BOS,31,68,46,22,32.3,112.1,107.2,4.8,23.9,2.93,25.7,4.4,16.2,10.5,8.8,52.7,55.3,19.6,97.71,12.5,4464
192,Alex Abrines,OKC,23,68,37,31,15.5,107.2,107.8,-0.6,5.5,1.21,9.3,1.6,6.6,4,7.6,53.1,56,15.3,100.76,5.2,2222
192,Danny Green,SAS,30,68,51,17,26.6,109.7,101.7,8,9.7,1.63,18.7,1.8,10.4,6.2,11.4,52.3,53.7,13.5,93.9,6.9,3528
192,Darren Collison,SAC,29,68,26,42,30.3,107.6,111.2,-3.6,24.3,2.74,25.9,1.2,6.6,3.9,9.5,52.7,57,19.5,95.26,10,4102
192,David West,GSW,36,68,56,12,12.6,107.1,98.6,8.5,26,1.94,29.8,6.3,16.9,12.1,15.4,54.2,57.1,19.1,97.12,12.3,1715
192,Evan Fournier,ORL,24,68,23,45,32.8,104.4,108.8,-4.4,14.4,1.43,14.6,1.9,7.2,4.5,10.2,50.8,55.5,22.9,97.78,8.5,4552
192,Luke Babbitt,MIA,28,68,35,33,15.7,104.5,104.5,0,4.9,1.44,10.4,1.1,11.6,6.5,7.2,55.7,56.3,13,95.96,5.4,2125
192,Mindaugas Kuzminskas,NYK,27,68,24,44,14.9,105.6,105.4,0.2,10.2,1.35,13.3,4.4,7.5,5.9,9.8,50.1,53.3,18.6,98.69,7.5,2086
192,Sergio Rodriguez,PHI,31,68,24,44,22.3,102,107,-5,34.9,2.69,33.9,1.3,8.8,5.1,12.6,47.8,48.4,18.9,98.76,9.4,3130
192,Wesley Johnson,LAC,29,68,40,28,11.9,100,102.4,-2.4,4.2,1.28,9.3,3.1,18.6,10.9,7.3,43.8,44.8,12.2,99.6,6.7,1673
202,Davis Bertans,SAS,24,67,51,16,12.1,104.8,99.2,5.6,8.4,1.44,14.2,2.7,9.3,6,9.8,58.8,60.9,14.8,98.7,7.7,1672
202,Jrue Holiday,NOP,27,67,32,35,32.7,104.3,103.7,0.7,35.5,2.52,29.6,2,9.2,5.7,11.8,51,53.2,23.2,99.36,12.1,4537
202,Kyle Korver,CLE,36,67,33,34,26.2,105.2,110.8,-5.7,9.3,1.59,15.6,0.4,10,5.3,9.8,62.1,63.5,14.7,99.15,8.1,3638
202,Leandro Barbosa,PHX,34,67,20,47,14.4,104.2,107.2,-3,12.8,1.69,15.1,1.5,9.3,5.4,8.9,48.3,50.9,20.1,100.97,8.3,2024
202,Nene,HOU,34,67,47,20,17.9,110.4,102,8.4,8.8,0.89,10.5,7.4,14.7,11.1,11.8,62.1,63,19.1,104.4,11,2593
202,Patrick Beverley,HOU,28,67,46,21,30.7,114.7,106.3,8.4,18.4,2.81,29.1,4.4,14.4,9.3,10.4,52.1,54.6,14,100.88,8.5,4321
202,Robert Covington,PHI,26,67,27,40,31.6,101.1,104.1,-3,7.5,0.78,9.8,4.1,15.8,9.9,12.6,49.2,53.4,18.8,100.72,9.1,4436
202,Tarik Black,LAL,25,67,24,43,16.3,105,105.9,-0.9,5.2,0.67,8.9,12.3,17.7,14.9,13.3,51.2,56,15.2,99.84,8.5,2255
202,Troy Daniels,MEM,25,67,33,34,17.7,104.9,104.3,0.6,6.5,1.02,7.6,1.7,6.8,4.1,7.4,51.3,53.1,20.3,95.73,6.5,2396
202,Victor Oladipo,OKC,25,67,39,28,33.2,106.7,102.6,4.1,12.2,1.48,13.6,1.7,10.9,6.3,9.2,51,53.4,21,99.77,9.5,4613
212,Al Jefferson,IND,32,66,33,33,14.1,102.2,107.6,-5.4,11.4,1.73,9.5,7.7,22.5,14.8,5.5,49.9,52.6,25.4,97.2,13.3,1886
212,Cristiano Felicio,CHI,24,66,31,35,15.8,103.5,104.1,-0.7,6.1,1.21,11.9,11.4,17.6,14.5,9.8,57.9,60.3,12.4,96.43,10,2080
212,Dante Cunningham,NOP,30,66,28,38,25,105.8,106.6,-0.7,3.1,1.32,8.5,3.4,12.9,8.2,6.4,58.4,58.6,10.7,99.59,6.8,3408
212,Dante Exum,UTA,21,66,40,26,18.6,102.7,102.1,0.6,14.4,1.39,18.9,2.6,8.2,5.5,13.7,48.8,52.1,17.6,94.55,5.4,2411
212,Doug McDermott,OKC,25,66,35,31,22.8,107.3,109.1,-1.8,6,1.53,9.3,1.3,10.5,5.8,6.1,52.4,55.4,16.2,96.64,7.7,3047
212,Eric Bledsoe,PHX,27,66,22,44,33,107.9,111.6,-3.8,30.9,1.87,22.4,2.3,12.4,7.2,12,48.5,56.3,27.5,101.56,14.1,4600
212,Kristaps Porzingis,NYK,21,66,26,40,32.8,106.4,108.7,-2.4,7.3,0.82,7.4,5,15.9,10.5,9,50.7,54.6,24,97.86,10.6,4414
212,T.J. Warren,PHX,23,66,20,46,31,107,113.4,-6.4,5.6,1.32,7.4,5.7,10.3,7.9,5.6,51.1,53.9,18.8,102.13,9.1,4357
220,Aaron Brooks,IND,32,65,36,29,13.7,101.8,103.4,-1.6,21.6,1.89,24.6,1.9,5.6,3.7,13,48.3,50.7,18.6,96.91,6.2,1803
220,Anthony Tolliver,SAC,32,65,26,39,22.7,106.3,110.5,-4.2,7.7,1.38,14.8,3.6,13.2,8.4,10.7,57,59.5,13.3,97.63,7.3,3016
220,Clint Capela,HOU,23,65,44,21,23.9,114.9,107.5,7.4,6.6,0.72,8,11.3,22.2,16.7,11,64.3,63.8,19.9,99.99,13,3220
220,Devin Harris,DAL,34,65,29,36,16.7,105.2,102.5,2.7,19.7,2.39,23,1,11.1,6,9.6,48.4,54.9,19.1,95.99,9.5,2164
220,Evan Turner,POR,28,65,34,31,25.5,103.3,108.8,-5.5,19.6,2.05,22.8,2.1,12.5,7.3,11.1,45.4,49.1,18.2,98.5,8.8,3408
220,Garrett Temple,SAC,31,65,25,40,26.6,105.3,110.6,-5.3,14.6,2.15,23.8,1.9,9,5.5,11,51.9,54.5,13.9,96.77,7.1,3488
220,Jusuf Nurkic,POR,22,65,34,31,21.4,106.3,107.7,-1.4,14.2,0.86,13.8,10.8,21.2,16.1,16,50.7,52.8,23.2,99.19,11.7,2869
220,Mario Hezonja,ORL,22,65,20,45,14.8,95.1,109.2,-14.2,11,1.07,13.1,1.9,13.3,7.3,12.3,42,45,18.7,97.35,5.9,1942
220,Nemanja Bjelica,MIN,29,65,28,37,18.3,104,103.6,0.5,10.2,1.34,15.2,4.7,15.7,10.1,11.3,50.3,52.6,15.9,97.5,7.8,2405
220,Patrick Patterson,TOR,28,65,42,23,24.6,114,103.6,10.4,6.6,2,14.5,4,14.3,9.2,7.2,52.3,54.2,12.3,96.48,7.5,3219
220,Tim Frazier,NOP,26,65,26,39,23.5,104.5,107.1,-2.6,31.2,3.32,37.3,2.2,8.7,5.4,11.2,45.3,50.4,16.1,99.33,8.4,3153
231,Bobby Portis,CHI,22,64,30,34,15.6,102.4,105.9,-3.4,5.9,0.95,7.4,7,22,14.2,7.8,53.1,54.5,19,97.11,11,2019
231,Deron Williams,CLE,33,64,25,39,25.9,105.1,107.5,-2.4,35,2.61,31.7,0.9,8.6,4.6,12.1,50.9,54.1,21.9,94.11,10,3243
231,Derrick Rose,NYK,28,64,26,38,32.5,108.8,113,-4.2,21.6,1.93,18.6,3,8.2,5.6,9.7,47.7,53,25.4,97.69,11.2,4243
231,James Ennis III,MEM,26,64,32,32,23.4,105.4,103.8,1.5,6.7,1.08,13,4.5,12.6,8.5,11.9,53.4,58.1,12.7,94.75,7,2962
231,Jared Dudley,PHX,31,64,17,47,21.3,103.6,105.2,-1.6,12.6,1.66,21.3,2.1,13.4,7.7,12.8,56.5,57.9,13.6,102.22,7.9,2902
231,Justin Hamilton,BKN,27,64,14,50,18.4,98,109.8,-11.7,7.4,1.28,11,5.7,15.2,10.4,8.6,53.2,55,15.8,103.36,9.2,2536
231,Pau Gasol,SAS,36,64,47,17,25.4,110.8,104,6.8,14.3,1.85,16.3,6.9,24.5,15.9,8.8,54.8,57.8,21.3,95.4,14.3,3236
231,Semaj Christon,OKC,24,64,36,28,15.2,102.2,108.5,-6.3,19.3,3.02,31.7,1.9,7.3,4.5,10.5,37.2,38.7,12.3,97.02,4.2,1958
239,D'Angelo Russell,LAL,21,63,21,42,28.7,105.2,114.3,-9.1,26.9,1.72,21.2,1.6,10.8,6,12.3,48.3,51.8,26.4,100.24,9.9,3775
239,Danilo Gallinari,DEN,28,63,31,32,33.9,113.9,110.5,3.4,9,1.65,11.9,1.8,13,7.5,7.2,53.1,62.2,19.8,99.27,11.4,4417
239,Jerian Grant,CHI,24,63,29,34,16.3,107.5,104.8,2.7,17.2,2.75,24.4,1.6,9,5.2,8.9,50.7,55.5,15.9,96.05,8.4,2056
239,Larry Nance Jr.,LAL,24,63,21,42,22.9,104.1,108.2,-4.1,9.6,1.71,17.5,8,18,12.7,10.2,54,56.7,13.3,100.67,10.1,3020
239,Tony Parker,SAS,35,63,46,17,25.2,109.6,103.1,6.5,27.6,3.2,28.7,0.6,6.6,3.7,9,48.6,51.4,20.4,93.02,9.3,3065
244,C.J. Watson,ORL,33,62,20,42,16.3,98.5,107,-8.5,17.4,2.43,26.1,1.5,7.5,4.3,10.8,45.2,50.7,13.9,98.23,6.3,2067
244,Cody Zeller,CHA,24,62,33,29,27.8,110,104.1,6,8.7,1.52,14.3,7.6,15.7,11.6,9.4,57.1,60.4,15.3,96.29,9.6,3463
244,Cole Aldrich,MIN,28,62,23,39,8.6,105.5,107.1,-1.6,6.3,1.47,18.2,9.8,21.2,15.4,12.4,52.3,54.9,9.1,98.34,7.6,1082
244,DeAndre Liggins,DAL,29,62,40,22,12.5,107.8,104.2,3.6,9.7,1.29,21.2,2.6,11.2,6.9,16.5,44.7,47.6,11.3,97.78,4.6,1580
244,Jeremy Lamb,CHA,25,62,27,35,18.4,107.4,108.9,-1.5,11.3,1.88,11.4,2.6,20,11.3,6.1,50.2,55,22.8,95.93,12.4,2281
244,Juancho Hernangomez,DEN,21,62,30,32,13.6,107.9,110.1,-2.2,4.8,0.94,9.2,4.7,17.1,10.7,9.8,55.4,59.2,13.9,101.51,8.6,1783
244,Kevin Durant,GSW,28,62,51,11,33.4,118,102.3,15.7,21.8,2.17,18.5,2,20.7,12.2,8.5,59.4,65.1,27.1,102.86,18.6,4444
244,Thabo Sefolosha,ATL,33,62,32,30,25.7,102.9,104.3,-1.4,9.9,1.84,18,3.3,13.1,8.3,9.8,49.2,51.9,13.1,98.99,8.6,3282
244,Wayne Ellington,MIA,29,62,35,27,24.2,108,105.2,2.7,7,2.33,10.5,1.2,7.6,4.3,4.5,55,56.5,17.4,96.55,8.2,3018
253,Al-Farouq Aminu,POR,26,61,33,28,29.1,108.1,107.1,0.9,8.2,1.05,13.8,4.4,20.4,12.6,13.1,46.8,50.6,15.5,97.64,9.2,3601
253,Arron Afflalo,SAC,31,61,23,38,25.9,104.8,113.2,-8.5,7.7,1.86,13.5,0.6,7.7,4.2,7.3,51.4,55.9,14.3,95.56,5.8,3154
253,Ben McLemore,SAC,24,61,27,34,19.3,102.5,108.4,-5.9,6.8,0.82,9,1.7,9.6,5.7,10.9,50.7,53.8,19.7,96.88,6,2376
253,Blake Griffin,LAC,28,61,40,21,34,116.7,106.2,10.5,23.5,2.11,18.8,5.7,18.1,12.2,8.9,51.3,56.9,27.6,97.3,15.2,4208
253,Chris Paul,LAC,32,61,43,18,31.5,117.3,102.8,14.4,44.4,3.83,35.1,2.2,13.2,8,9.2,55.5,61.4,23.9,96.97,18.2,3889
253,Kenneth Faried,DEN,27,61,29,32,21.2,110.7,112.3,-1.7,6.4,0.93,9,13.5,21.8,17.5,9.6,54.8,58.8,17.9,99.95,12.4,2692
253,Lavoy Allen,IND,28,61,31,30,14.3,102.5,109.3,-6.8,9.3,1.97,21.2,11.6,13.4,12.5,10.8,45.8,48.5,10.3,98.28,6.9,1783
253,Tyler Ulis,PHX,21,61,15,46,18.4,102.9,108.2,-5.3,29.7,2.94,29.3,1.6,6.3,3.9,10,44.5,47.4,19.9,102.97,9.5,2402
261,Dwyane Wade,CHI,35,60,29,31,29.9,104.3,106.1,-1.8,22.1,1.65,15.8,3.3,11.3,7.2,9.6,45.7,50.8,28.9,97.41,12.1,3634
261,Kevin Love,CLE,28,60,40,20,31.4,115.5,107.1,8.4,9.3,0.95,9.4,7.7,26.7,17.2,9.9,51,57.3,25.3,98.17,14.8,3861
261,Kyle Lowry,TOR,31,60,36,24,37.4,114.1,106.4,7.7,29.3,2.41,25.2,2.2,10.9,6.5,10.5,56.9,62.3,24.3,95.46,14.7,4469
261,Nick Young,LAL,32,60,19,41,25.9,106.4,112.6,-6.2,5.7,1.61,7.6,1.5,7.4,4.3,4.7,56.4,58.8,19.2,99.81,7.5,3231
261,Tyus Jones,MIN,21,60,23,37,12.9,110.3,108.3,2,27.6,4.11,39.7,1.3,7.8,4.5,9.7,48.6,52.3,13.2,97.56,9.6,1575
261,Will Barton,DEN,26,60,31,29,28.4,108.8,111,-2.1,18.5,2.12,19.7,3.2,12,7.5,9.3,50.8,54.7,20.7,99.46,10.2,3531
267,Rodney Hood,UTA,24,59,40,19,27,107.2,103.2,4,10.2,1.48,11,1.1,11.7,6.6,7.4,49.4,52.2,22.7,92.76,8.6,3072
267,Spencer Dinwiddie,BKN,24,59,13,46,22.6,102.1,106.8,-4.7,21,2.8,29.9,2,9.7,5.9,10.7,50.7,58.1,14,100.64,8.7,2795
267,Taurean Prince,ATL,23,59,28,31,16.6,98,98.6,-0.6,9.1,0.9,12.4,2.4,12.5,7.5,13.8,45.8,51.3,16.8,99.75,7.4,2031
270,John Henson,MIL,26,58,26,32,19.4,106.3,108.2,-1.9,7.6,1.1,12.2,8.4,17.9,13.2,11.1,51.5,55,16.3,95.61,9.2,2233
270,Montrezl Harrell,HOU,23,58,39,19,18.3,114.3,109,5.3,9.7,1.45,12.9,7.5,12.3,9.9,8.9,65.4,66.2,17,101.57,10.8,2245
272,Caris LeVert,BKN,22,57,15,42,21.7,104.7,107.9,-3.2,13.2,1.86,18.6,1.8,12.4,7.1,10,52.8,55.6,16.1,104.53,8.6,2691
272,Denzel Valentine,CHI,23,57,28,29,17.1,104,104.8,-0.7,9.5,1.29,15.4,1.1,14.3,7.5,12,48.1,49.2,15.3,97.74,5.8,1987
272,Gary Harris,DEN,22,57,29,28,31.3,116.1,113.9,2.2,12.9,2.16,17.6,2.7,7.6,5.1,8.1,58.6,61.1,18.3,99.98,9.1,3713
272,Lucas Nogueira,TOR,24,57,34,23,19.1,111.8,103.2,8.6,5.3,0.91,15.4,7.7,13.9,10.9,16.8,67,68.2,9.3,97.74,8.5,2210
272,Richaun Holmes,PHI,23,57,16,41,20.9,102.4,109.6,-7.2,8.1,1.05,10.2,7.9,17.8,12.9,9.7,59.1,61.1,18.4,100.99,11.6,2487
272,Thon Maker,MIL,20,57,31,26,9.9,105,106.6,-1.6,6.9,1.35,9.5,7.5,14.5,10.9,7,53.6,55.8,18.1,94.13,7.2,1098
272,Tomas Satoransky,WAS,25,57,33,24,12.6,102.7,101.6,1.1,18.3,2.42,31.6,3.6,7.8,5.7,13.1,44.6,47.7,12.2,96.97,6.4,1451
272,Trey Burke,WAS,24,57,35,22,12.3,98.6,108.8,-10.2,23,2.08,24.1,1,5.7,3.4,11.6,51.6,53.2,20,96.68,8.1,1408
280,Kris Humphries,ATL,32,56,31,25,12.3,96.9,101.1,-4.2,7,1.04,9.4,8.3,21.4,14.6,9.1,45.1,51.4,17.6,98.59,10.5,1411
280,Luol Deng,LAL,32,56,18,38,26.5,102.8,108.9,-6.1,7.3,1.72,13.1,4,15.5,9.6,7.6,44.7,47,14.1,99.66,7.7,3082
280,Michael Beasley,MIL,28,56,23,33,16.7,107.5,109.3,-1.9,9.6,0.8,9.3,4.5,16.2,10.5,11.6,55.4,58.4,24.3,97.31,11.6,1892
283,Avery Bradley,BOS,26,55,34,21,33.4,110.4,108.7,1.7,10.7,1.39,11.9,3.5,14.3,9,8.6,53.3,54.8,21.5,97.9,9.9,3745
283,Emmanuel Mudiay,DEN,21,55,25,30,25.6,108.6,113.3,-4.7,22.2,1.76,22.5,2,10.4,6.2,12.7,42.8,48.3,22.2,100.64,7.4,2950
283,Pascal Siakam,TOR,23,55,35,20,15.6,105.3,107.3,-2.1,2.8,0.52,6.3,7.7,14.8,11.2,12.2,50.5,52.3,12.9,97.08,6,1730
283,Shelvin Mack,UTA,27,55,34,21,21.9,105,104.7,0.3,21,1.71,23.4,1.8,8.7,5.3,13.7,49.5,51.8,19.1,93.58,7.9,2354
287,Brandon Knight,PHX,25,54,16,38,21.1,99,112.6,-13.6,19.4,1.48,16,2,8.2,5,10.9,44.1,50.2,24.8,101.83,8.8,2419
287,Dirk Nowitzki,DAL,39,54,23,31,26.4,103.7,105,-1.3,9.9,1.61,9.6,1.6,23.8,12.6,6,49.5,52.9,24.6,97.23,12.4,2897
287,Jakob Poeltl,TOR,21,54,38,16,11.6,100.9,101,-0.1,3,0.41,6.6,11.8,15,13.3,15.9,58.3,58.9,11.7,96.43,5.7,1256
287,Nicolas Brussino,DAL,24,54,18,36,9.7,101.1,111.1,-9.9,14.4,1.81,21.1,4.8,14.8,9.4,11.7,47.2,49.8,14.8,96.44,7.2,1046
287,Spencer Hawes,MIL,29,54,27,27,14.8,99.6,110.7,-11.2,17.4,1.65,18.9,4.6,18.7,11.6,11.4,52.9,56.2,19.3,99.06,10.9,1650
287,Terrence Jones,MIL,25,54,20,34,23.5,102.7,105.5,-2.9,7.5,1.23,8.8,4.8,17.8,11.3,7.2,48.9,51.5,20.9,99.41,11,2640
287,Timofey Mozgov,LAL,30,54,16,38,20.4,101.1,109.8,-8.7,6.1,0.6,9,8.8,14.6,11.6,15.1,51.5,55.3,16.8,98.47,7.2,2265
294,Josh Richardson,MIA,23,53,23,30,30.5,105.2,105.3,-0.1,12.8,2.15,18.7,2.1,8.2,5.1,8.7,46.7,49.3,16.5,96.26,6.9,3242
294,Kevon Looney,GSW,21,53,44,9,8.4,100.1,103.5,-3.4,9.4,1.71,17.4,9.3,16.4,12.9,10.2,53.3,55.3,12.6,102.28,8.5,960
294,Mike Dunleavy,ATL,36,53,34,19,15.9,97.9,102,-4.2,9.7,1.79,15.8,2,10.9,6.5,8.8,54.3,57.3,13.7,98.92,7.7,1751
294,Shabazz Napier,POR,25,53,26,27,9.7,108.1,105.7,2.4,20,1.63,21.6,1.7,10.8,6.4,13.2,49.2,53.3,21.5,96.88,9.4,1030
294,Tyler Ennis,LAL,22,53,28,25,11.1,103.5,103.4,0.1,21.1,1.91,24.7,1.5,6.5,3.9,12.9,49.8,52.1,18.9,100.38,7,1229
299,Brandon Bass,LAC,32,52,29,23,11.1,102,114.5,-12.5,6.3,0.72,7.7,7.6,15,11.3,10.6,57.8,65,19.2,98.19,12.2,1181
299,James Michael McAdoo,GSW,24,52,43,9,8.8,98.5,103,-4.4,6,0.95,10.3,7.2,11.5,9.4,10.9,53.8,54.3,14.5,99.68,7.7,951
299,Joe Harris,BKN,25,52,10,42,21.9,97.9,109.1,-11.2,7.6,0.98,10.9,1.3,10.3,5.8,11.1,54.3,55.8,15.9,104.63,6.1,2479
299,Reggie Jackson,DET,27,52,23,29,27.4,102.8,110.8,-8,30.6,2.37,24.1,1.3,7.2,4,10.2,46.8,51,26.1,96.18,9.2,2856
299,Ron Baker,NYK,24,52,14,38,16.5,104.2,106.5,-2.3,18.8,1.91,26.9,1.4,10,5.6,14.1,43.1,45.6,14.9,96.22,5.7,1710
304,Jabari Parker,MIL,22,51,22,29,33.9,108.1,110.6,-2.5,13.7,1.53,12.4,4.8,13.4,9.2,8.1,53,56.3,25.7,97.28,12.1,3502
304,Jeff Withey,UTA,27,51,33,18,8.5,103.9,106.8,-2.8,2.5,0.5,4.8,12.1,15.9,14,9.6,53.4,58.8,13.9,98.31,9.6,887
304,Nerlens Noel,DAL,23,51,24,27,20.5,102.3,105.6,-3.3,7.8,0.98,10.9,9,19.8,14.3,11.1,59.5,62.2,17.1,99.02,12.6,2154
304,Tyler Zeller,BOS,27,51,32,19,10.3,104.1,104.6,-0.5,12.5,2.1,17.7,7.8,14.3,11.1,8.4,49.4,50.8,15.9,99.49,8.5,1089
308,Derrick Favors,UTA,25,50,33,17,23.7,104.2,101.5,2.6,7.9,0.93,9.6,8.3,18.5,13.5,10.3,49,51.2,20.4,93.52,10.8,2308
308,Derrick Williams,CLE,26,50,16,34,16.1,103.8,108.2,-4.4,5.4,1,8.2,2.4,13.2,7.9,8.2,50.4,53.7,17.5,96.53,7.4,1623
308,Jahlil Okafor,PHI,21,50,15,35,22.7,96.5,110.1,-13.7,9.7,0.64,8.4,6.7,14.5,10.4,13.2,51.4,54.6,24.4,97.93,9.7,2311
308,Ramon Sessions,CHA,31,50,23,27,16.2,102,107.5,-5.5,24,2.8,26.2,1.3,7.1,4.3,9.3,42,49.5,19.2,100.57,7.9,1705
312,Anthony Morrow,CHI,31,49,25,24,14.6,105.6,105.1,0.4,5.2,4.17,8.4,1.5,2.6,2,2,47,50.5,15.8,99.82,5.5,1492
312,George Hill,UTA,31,49,33,16,31.5,109.8,101.3,8.5,22.7,2.4,21,1.6,9.5,5.6,8.7,55.4,59.9,22.9,92.74,12.8,2985
312,KJ McDaniels,BKN,24,49,28,21,10.3,103.6,107.2,-3.6,4,0.45,5.7,3,12.5,7.9,12.7,51.5,55.5,18,100.84,7.6,1059
312,Kevin Seraphin,IND,27,49,23,26,11.4,99.6,109.4,-9.8,6.9,0.79,8.8,7,18.1,12.5,11.2,55.1,55.9,18.4,98.31,9.5,1151
316,James Jones,CLE,36,48,28,20,7.9,97.7,110.6,-12.9,6.2,1.4,11.3,0.8,8.9,4.9,8.1,64.7,65.5,13.3,97.74,6.7,775
