PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
LaMarcus Aldridge,SAS,74,5.8,33.7,1,5.8,2.2,4.5,48.5,48.5
Brook Lopez,BKN,73,6.1,29.8,0.95,5.8,2.2,4.4,50.6,50.6
Dirk Nowitzki,DAL,75,5.2,29.6,1.02,5.3,1.9,4.2,46.5,46.5
Greg Monroe,MIL,79,5.2,33.8,0.86,4.4,1.8,3.9,45.3,45.3
DeMarcus Cousins,SAC,65,5.6,19.4,0.96,5.4,1.8,3.6,49.4,49.4
Carmelo Anthony,NYK,72,5.1,22.2,0.92,4.7,1.7,3.8,43,43
Zach Randolph,MEM,68,5.9,36.2,0.84,5,2.1,4.6,44.3,44.3
Marc Gasol,MEM,52,7.2,40.2,0.89,6.4,2.2,5.3,41.3,41.3
Nikola Vucevic,ORL,65,5.4,28.3,0.93,5,2.2,4.4,50.2,50.2
Kevin Love,CLE,77,4,24.6,0.98,3.9,1.4,2.9,48.2,48.2
Andre Drummond,DET,81,5,27.5,0.73,3.6,1.6,4.1,39.6,39.6
Al Jefferson,CHA,47,6.5,51.8,0.88,5.7,2.5,5.5,44.6,44.6
Jahlil Okafor,PHI,53,5.9,32,0.85,5.1,2.1,4.5,46.9,46.9
Dwight Howard,HOU,71,4.2,30.5,0.82,3.4,1.4,2.9,47.5,47.5
Paul Millsap,ATL,81,2.8,16,1.04,3,1,2,51.8,51.8
Karl-Anthony Towns,MIN,82,3.1,17.4,0.92,2.8,1.2,2.5,46.9,46.9
Robin Lopez,NYK,82,3.1,29.2,0.89,2.8,1.1,2.3,50,50
Pau Gasol,CHI,72,3.7,20.7,0.81,3,1.2,2.8,40.5,40.5
Andrew Wiggins,MIN,81,2.6,12,1,2.6,0.9,1.8,48.3,48.3
Boris Diaw,SAS,76,2.6,38.5,1.05,2.7,1.2,1.9,62.8,62.8
Anthony Davis,NOP,61,4.3,18.4,0.78,3.4,1.1,3.1,35.9,35.9
Derrick Favors,UTA,62,3.7,22.6,0.86,3.2,1.3,3,44.3,44.3
Ryan Anderson,NOP,66,3,17.5,1,3,1.2,2.4,49.7,49.7
Kevin Durant,OKC,72,2.1,8.1,1.24,2.6,1,1.6,60.9,60.9
Russell Westbrook,OKC,80,2.4,9.3,0.95,2.3,0.8,1.7,45.3,45.3
Alex Len,PHX,78,3.3,29.6,0.69,2.3,0.7,2.1,35.2,35.2
LeBron James,CLE,76,2.6,10.6,0.89,2.3,1,2.1,47.8,47.8
Kawhi Leonard,SAS,72,2.4,13,1.02,2.4,0.9,1.9,48.9,48.9
Thaddeus Young,BKN,73,2.6,15.9,0.93,2.4,1.1,2.1,50,50
Jonas Valanciunas,TOR,60,3.3,27.4,0.87,2.8,1.2,2.5,47.7,47.7
Hassan Whiteside,MIA,73,2.9,21.9,0.79,2.3,1,2.2,45.3,45.3
Marcus Morris Sr.,DET,80,2.1,13.8,0.99,2,0.8,1.7,46.6,46.6
Arron Afflalo,NYK,71,2.2,16.9,1.02,2.3,1,1.8,53.1,53.1
Enes Freedom,OKC,82,2.2,19,0.89,1.9,0.8,1.6,48.4,48.4
Kobe Bryant,LAL,66,2.8,13.6,0.85,2.4,1,2.4,40.6,40.6
Al Horford,ATL,82,2.1,13.9,0.89,1.8,0.8,1.6,47,47
Nene,WAS,57,3,31,0.89,2.6,1,2,52.2,52.2
Nikola Jokic,DEN,80,2,19.8,0.94,1.8,0.7,1.5,46.7,46.7
Dwyane Wade,MIA,74,2.2,10.5,0.85,1.9,0.7,1.8,41,41
Taj Gibson,CHI,73,2.1,24.3,0.89,1.9,0.8,1.7,50.8,50.8
Blake Griffin,LAC,35,4.7,21.3,0.84,4,1.5,3.6,42.5,42.5
Jordan Hill,IND,73,2.3,24.1,0.82,1.9,0.9,1.9,45.7,45.7
Kristaps Porzingis,NYK,72,2.3,15,0.82,1.9,0.7,1.8,40.5,40.5
Marcin Gortat,WAS,75,2,15.6,0.9,1.8,0.8,1.7,46.8,46.8
DeMar DeRozan,TOR,78,2,8.5,0.85,1.7,0.6,1.5,37.7,37.7
Jared Sullinger,BOS,81,2,16.3,0.82,1.6,0.6,1.6,41.3,41.3
Tim Duncan,SAS,61,2.5,25.9,0.86,2.1,0.9,2,43,43
Rudy Gay,SAC,70,1.9,10.5,0.95,1.8,0.7,1.5,49,49
David West,SAS,78,1.5,21,1.08,1.6,0.7,1.2,54.8,54.8
Myles Turner,IND,60,2.4,21.9,0.84,2,0.9,2,42.3,42.3
Gorgui Dieng,MIN,82,1.6,15.7,0.9,1.4,0.5,1.1,44.4,44.4
Andrew Nicholson,ORL,56,2.2,32.3,0.94,2.1,0.9,1.8,49.5,49.5
Mirza Teletovic,PHX,79,1.6,13.5,0.91,1.4,0.5,1.1,44,44
Roy Hibbert,LAL,81,2,29.3,0.67,1.3,0.5,1.6,34.4,34.4
Evan Turner,BOS,81,1.3,10.5,0.99,1.3,0.5,1.1,48.8,48.8
James Harden,HOU,82,1.4,4.8,0.91,1.2,0.5,1.1,42,42
Markieff Morris,PHX,38,3.7,24.7,0.73,2.7,1,2.6,38.1,38.1
Khris Middleton,MIL,79,1.5,8.1,0.85,1.3,0.5,1.2,44.8,44.8
Shaun Livingston,GSW,78,1.2,19.2,1,1.2,0.5,1.1,50.6,50.6
Danilo Gallinari,DEN,53,1.5,8.5,1.11,1.7,0.5,1.1,49.1,49.1
Giannis Antetokounmpo,MIL,80,1.4,8.1,0.8,1.1,0.5,1,48.7,48.7
Kenneth Faried,DEN,67,1.4,11.5,0.94,1.3,0.5,1.1,49.3,49.3
Wesley Matthews,DAL,78,1.3,9.9,0.9,1.1,0.4,1,44.3,44.3
Harrison Barnes,GSW,66,1.4,12.7,0.91,1.3,0.6,1.2,47.5,47.5
Julius Randle,LAL,81,1.6,11.9,0.66,1.1,0.4,1.1,32.3,32.3
Aron Baynes,DET,81,1.1,17.6,0.91,1,0.4,0.9,45.1,45.1
Shabazz Muhammad,MIN,82,1,9.9,0.95,1,0.3,0.7,41,41
Jabari Parker,MIL,76,1,7.1,1,1,0.4,0.8,48.3,48.3
Luis Scola,TOR,76,1.4,15.5,0.72,1,0.5,1.1,41.9,41.9
Joe Johnson,BKN,57,1.6,12.2,0.83,1.4,0.5,1.2,44.3,44.3
Deron Williams,DAL,65,1.3,8.6,0.86,1.2,0.4,1,42.9,42.9
JaMychal Green,MEM,78,1.1,13.9,0.84,0.9,0.3,0.8,39.3,39.3
Nikola Mirotic,CHI,66,1.3,11.1,0.83,1.1,0.4,0.9,40.3,40.3
D'Angelo Russell,LAL,80,1,6.1,0.93,0.9,0.3,0.7,42.3,42.3
Draymond Green,GSW,81,1.3,8.7,0.67,0.9,0.2,0.7,33.9,33.9
