PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Joel Embiid,PHI,51,8.3,36.8,1.1,9.1,2.8,5.4,52.4,52.4
Nikola Jokic,DEN,73,4.8,24.6,1.06,5.1,1.9,3.4,57,57
LaMarcus Aldridge,SAS,53,5.8,32.2,0.97,5.6,2.1,4.6,45.7,45.7
Anthony Davis,LAL,63,5.1,21.9,0.9,4.6,1.6,3.6,44.6,44.6
Carmelo Anthony,POR,58,4.9,29.8,0.9,4.4,1.6,3.7,44.4,44.4
Jonas Valanciunas,MEM,70,3.2,23.5,0.97,3.1,1.3,2.4,52.4,52.4
Montrezl Harrell,LAC,63,3.2,18.9,0.98,3.1,1.2,2.5,48.4,48.4
Nikola Vucevic,ORL,62,3.8,19.8,0.82,3.1,1.4,3.1,43.1,43.1
Kevin Love,CLE,56,3.6,21.3,0.94,3.4,1.3,2.6,51.4,51.4
Julius Randle,NYK,64,3.2,15.1,0.92,2.9,1,2.2,47.5,47.5
Giannis Antetokounmpo,MIL,63,3.2,11.7,0.92,3,1.2,2.1,55.6,55.6
Domantas Sabonis,IND,62,3.2,17.1,0.91,2.9,1.2,2.3,53.2,53.2
Al Horford,PHI,67,2.9,23.7,0.89,2.6,1.2,2.4,47.6,47.6
LeBron James,LAL,67,2.6,10.1,0.97,2.5,1.1,2,52.9,52.9
Harrison Barnes,SAC,72,2.3,16.3,0.96,2.2,0.8,1.7,45.5,45.5
Karl-Anthony Towns,MIN,35,4.7,20.3,0.95,4.5,1.6,3.1,51.8,51.8
Kawhi Leonard,LAC,57,2.7,10.6,1.01,2.7,1,2.1,48.7,48.7
Pascal Siakam,TOR,60,2.8,12.2,0.92,2.6,1.1,2.3,47.8,47.8
Brook Lopez,MIL,68,2.1,17.7,1.05,2.2,0.9,1.7,53.5,53.5
Tobias Harris,PHI,72,2.2,11.4,0.96,2.1,0.9,1.8,50,50
Danilo Gallinari,OKC,62,2.3,14,1.03,2.4,0.7,1.5,46.9,46.9
Kristaps Porzingis,DAL,57,3,15.1,0.81,2.5,0.9,2.4,37,37
Andre Drummond,DET,49,3.1,15.7,0.91,2.8,1.2,2.2,53.6,53.6
Steven Adams,OKC,63,2.5,23.3,0.89,2.2,0.8,1.8,46.9,46.9
DeMar DeRozan,SAS,68,1.9,9.4,1.04,2,0.8,1.5,53.8,53.8
Aaron Gordon,ORL,62,2.3,14.7,0.94,2.2,0.9,1.9,47.4,47.4
Russell Westbrook,HOU,57,2.7,9,0.8,2.2,0.8,2,40,40
Deandre Ayton,PHX,38,4,22.2,0.78,3.2,1.4,3.3,42.5,42.5
Bobby Portis,NYK,66,2.2,20.5,0.81,1.8,0.7,1.6,45.7,45.7
Enes Freedom,BOS,58,1.8,23.5,1.03,1.9,0.8,1.4,54.3,54.3
Hassan Whiteside,POR,67,1.6,11.8,0.97,1.6,0.7,1.3,50.6,50.6
Myles Turner,IND,62,1.8,14.8,0.94,1.7,0.7,1.4,47.7,47.7
Khris Middleton,MIL,62,1.6,8.3,1.01,1.6,0.8,1.3,58,58
Ben Simmons,PHI,57,2,11.3,0.88,1.7,0.8,1.5,51.2,51.2
Jaren Jackson Jr.,MEM,57,2.1,12.5,0.84,1.7,0.7,1.6,44.9,44.9
Zion Williamson,NOP,24,4.2,20.2,0.92,3.9,1.5,3.1,48.6,48.6
P.J. Washington,CHA,58,1.9,14.8,0.84,1.6,0.6,1.4,46.3,46.3
Devin Booker,PHX,71,1.2,5,0.94,1.2,0.4,0.7,47.2,47.2
Eric Paschall,GSW,60,1.3,9.3,1.06,1.4,0.6,1,58.6,58.6
Jimmy Butler,MIA,58,1.3,6.8,1.01,1.3,0.4,0.9,46.2,46.2
Miles Bridges,CHA,65,1.1,7.8,1.09,1.2,0.5,0.9,55.4,55.4
Paul Millsap,DEN,51,1.7,15.3,0.86,1.5,0.5,1.2,41,41
Markieff Morris,DET,44,1.8,16.4,0.91,1.7,0.7,1.3,52.6,52.6
Robin Lopez,MIL,66,1.2,20.1,0.95,1.1,0.5,0.9,57.6,57.6
Jayson Tatum,BOS,66,1.3,5.5,0.87,1.1,0.4,0.9,40,40
Bam Adebayo,MIA,72,1.1,6.9,0.9,1,0.3,0.7,51,51
Dario Saric,PHX,66,1,9.7,1.04,1,0.4,0.7,54.2,54.2
Marcus Morris Sr.,NYK,43,1.8,10,0.86,1.6,0.7,1.4,46.8,46.8
John Collins,ATL,41,1.5,8.1,1.08,1.6,0.6,1.1,51.1,51.1
Tristan Thompson,CLE,57,1.5,11.2,0.75,1.1,0.5,1.1,46.7,46.7
Bojan Bogdanovic,UTA,63,0.9,4.5,1.09,1,0.2,0.5,41.4,41.4
Luka Doncic,DAL,61,1,3.4,1.02,1,0.3,0.7,45.2,45.2
Boban Marjanovic,DAL,23,1.9,32.1,0.95,2,0.7,1.7,44.7,44.7
Nemanja Bjelica,SAC,72,1,9.3,0.81,0.8,0.3,0.7,49,49
Jerami Grant,DEN,71,0.9,7.8,0.95,0.8,0.3,0.6,54.5,54.5
Mason Plumlee,DEN,61,1.2,17.2,0.75,0.9,0.3,0.7,42.2,42.2
Jaylen Brown,BOS,57,0.9,4.4,1.12,1,0.4,0.6,62.9,62.9
Serge Ibaka,TOR,55,1,6.7,0.96,1,0.4,0.8,48.9,48.9
Dwight Howard,LAL,69,0.8,11.4,1,0.8,0.2,0.3,69.6,69.6
Marvin Williams,CHA,41,1.1,17.6,1.11,1.2,0.4,0.8,52.9,52.9
Jahlil Okafor,NOP,30,1.7,22.9,0.96,1.7,0.7,1.2,58.3,58.3
Blake Griffin,DET,18,3.1,16.6,0.91,2.8,1,2.1,48.6,48.6
Aron Baynes,PHX,42,1,9,1.17,1.2,0.5,0.8,64.7,64.7
Rudy Gay,SAS,67,1,8.8,0.74,0.7,0.3,0.8,35.8,35.8
Marquese Chriss,GSW,59,0.8,9.1,0.98,0.8,0.3,0.6,44.4,44.4
Larry Nance Jr.,CLE,56,0.8,7.9,1.12,0.8,0.3,0.6,54.8,54.8
Rui Hachimura,WAS,48,1.4,9.8,0.72,1,0.4,1.1,34,34
Wendell Carter Jr.,CHI,43,1.2,10.5,0.88,1,0.5,1,47.6,47.6
Taj Gibson,NYK,62,0.7,11.7,0.98,0.7,0.3,0.5,59.4,59.4
Nicolo Melli,NOP,60,0.7,10.9,0.93,0.7,0.3,0.5,48.4,48.4
Marc Gasol,TOR,44,1,12.8,0.87,0.9,0.4,0.8,52.8,52.8
Andre Drummond,CLE,8,4.5,23.8,1.06,4.8,1.9,3.1,60,60
Andrew Wiggins,MIN,42,0.9,4,0.97,0.9,0.4,0.6,57.7,57.7
Rondae Hollis-Jefferson,TOR,60,0.7,9.5,0.88,0.6,0.2,0.5,48.1,48.1
Christian Wood,DET,62,0.7,6.6,0.8,0.6,0.2,0.5,43.3,43.3
