PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Nikola Jokic,DEN,69,5.2,25,1.22,6.4,2.4,3.7,65.5,65.5
Joel Embiid,PHI,66,4.5,15.9,1.13,5.2,1.6,3,53.8,53.8
Jonas Valanciunas,NOP,79,3.9,28.5,0.98,3.8,1.4,2.6,54.3,54.3
Nikola Vucevic,CHI,82,3.4,20.8,1.05,3.6,1.6,2.8,55.2,55.2
Luka Doncic,DAL,66,3.6,11.9,1.14,4,1.4,2.6,54.7,54.7
Kristaps Porzingis,WAS,65,3.4,16.6,1.18,4,1.4,2.5,58,58
Deandre Ayton,PHX,67,3.8,23.1,0.96,3.6,1.6,3.2,51.4,51.4
Anthony Davis,LAL,56,3.9,17,1.04,4.1,1.4,3,47.9,47.9
Alperen Sengun,HOU,75,3,20,1,3,1.2,2.2,55.8,55.8
Giannis Antetokounmpo,MIL,63,3.4,11.4,0.97,3.3,1.3,2.3,54.5,54.5
Domantas Sabonis,SAC,79,2.6,14.9,0.95,2.4,1,1.9,54.4,54.4
DeMar DeRozan,CHI,74,1.9,8.3,1.33,2.5,0.9,1.5,60.6,60.6
Jaren Jackson Jr.,MEM,63,2.7,16,1.06,2.9,1.2,2.1,57.7,57.7
Bobby Portis,MIL,70,2.6,19.2,0.99,2.6,1.1,2.2,51.3,51.3
Pascal Siakam,TOR,71,2.5,10.3,1.02,2.5,1,1.9,51.1,51.1
Jusuf Nurkic,POR,52,3.8,27.9,0.89,3.3,1.3,2.7,48.9,48.9
Bam Adebayo,MIA,75,2.4,12.1,0.95,2.3,0.9,1.8,52.2,52.2
Zach Collins,SAS,63,2.5,20.9,1.06,2.6,1,1.8,52.6,52.6
Myles Turner,IND,62,2.2,14.1,1.11,2.4,0.9,1.6,55.9,55.9
Julius Randle,NYK,77,2.2,8.9,0.9,1.9,0.7,1.4,48.6,48.6
Brook Lopez,MIL,78,1.8,13,1.06,1.9,0.8,1.4,55.1,55.1
Aaron Gordon,DEN,68,2.1,14.6,0.99,2.1,0.8,1.5,51,51
John Collins,ATL,71,2.1,17.2,0.97,2,0.9,1.7,51.2,51.2
Ivica Zubac,LAC,76,1.6,16.5,1.13,1.8,0.7,1.2,61.4,61.4
Scottie Barnes,TOR,77,1.9,11.6,0.89,1.7,0.7,1.5,42.9,42.9
LeBron James,LAL,55,2.6,9.3,0.92,2.4,1,2,48.6,48.6
Jayson Tatum,BOS,74,1.4,5.1,1.22,1.7,0.5,1,55.6,55.6
Tobias Harris,PHI,74,1.5,10.9,1.1,1.6,0.7,1.3,55.8,55.8
Jimmy Butler,MIA,64,2,10.3,0.94,1.9,0.7,1.5,46.4,46.4
Christian Wood,DAL,67,1.7,11.1,1.04,1.7,0.7,1.1,60,60
Zion Williamson,NOP,29,3.8,16.4,0.99,3.8,1.4,2.6,53.3,53.3
Evan Mobley,CLE,79,1.8,11.3,0.78,1.4,0.5,1.3,38.6,38.6
Paolo Banchero,ORL,72,1.5,7.1,0.96,1.5,0.6,1.1,51.3,51.3
Jerami Grant,POR,63,1.7,9.2,0.95,1.6,0.6,1.2,50,50
Shai Gilgeous-Alexander,OKC,68,1.3,4.8,1.12,1.5,0.5,0.9,52.4,52.4
Kawhi Leonard,LAC,52,1.8,8.7,1.01,1.8,0.7,1.4,47.9,47.9
Kevin Durant,BKN,39,2.1,8.2,1.15,2.4,0.9,1.4,63,63
Jock Landale,PHX,69,1.2,18.1,1.15,1.3,0.5,0.8,62.1,62.1
