PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Joel Embiid,PHI,51,9.3,36.5,1.08,10,3.2,6.1,52.6,52.6
Nikola Jokic,DEN,72,5.8,24.6,1.04,6,2.4,4.3,55.6,55.6
Julius Randle,NYK,71,4.2,17.3,0.93,3.9,1.4,3,46.7,46.7
Jonas Valanciunas,MEM,62,3.9,25.8,1.03,4,1.5,2.7,57.8,57.8
Deandre Ayton,PHX,69,3.4,27.5,0.94,3.2,1.4,2.8,50,50
Nikola Vucevic,ORL,44,5.6,23.8,0.9,5,2.2,4.6,48.5,48.5
Karl-Anthony Towns,MIN,50,5,21.4,0.88,4.4,1.6,3.3,48.2,48.2
Zion Williamson,NOP,61,3.5,14.8,1.04,3.6,1.3,2.5,54.3,54.3
Domantas Sabonis,IND,62,4.2,20.6,0.84,3.5,1.4,3,48.1,48.1
Carmelo Anthony,POR,69,3,23,0.94,2.8,1.1,2.6,43,43
Robin Lopez,WAS,71,2.2,28.1,1.22,2.7,1.2,1.7,67.5,67.5
Giannis Antetokounmpo,MIL,62,3.3,13.3,0.92,3.1,1.1,2.1,52.6,52.6
Kawhi Leonard,LAC,52,3,13.9,1.12,3.4,1.4,2.4,57.6,57.6
Montrezl Harrell,LAL,69,2.6,23,0.94,2.5,1,2,50,50
Tobias Harris,PHI,62,2.6,14.7,1.03,2.7,1.1,2.1,51.1,51.1
Anthony Davis,LAL,36,4.8,22,0.99,4.7,2,3.9,51.1,51.1
LeBron James,LAL,45,3.4,14,1.05,3.6,1.4,2.5,57.5,57.5
Kristaps Porzingis,DAL,44,3.7,20.4,0.98,3.6,1.4,2.8,49.2,49.2
Nikola Vucevic,CHI,26,5.8,27.6,1.01,5.8,2.6,4.7,55.7,55.7
John Collins,ATL,63,2.3,15.3,1.01,2.3,1,1.9,53,53
Luka Doncic,DAL,66,1.8,6.6,1.09,2,0.7,1.3,55.8,55.8
Bam Adebayo,MIA,64,2.1,11.9,0.98,2,0.7,1.5,47.5,47.5
Russell Westbrook,WAS,65,2.4,8.8,0.84,2,0.8,1.6,47.6,47.6
Jayson Tatum,BOS,64,2.1,8.2,0.93,2,0.8,1.8,44,44
DeMar DeRozan,SAS,61,1.6,8.2,1.14,1.9,0.6,1.1,54.3,54.3
Pascal Siakam,TOR,56,2.3,10.6,0.87,2,0.8,1.8,44,44
Enes Freedom,POR,72,1.5,15.2,1.03,1.5,0.7,1.2,57.3,57.3
Andre Drummond,CLE,25,5.4,26.3,0.82,4.4,1.7,3.8,43.8,43.8
Marcus Morris Sr.,LAC,57,1.7,14.7,1.06,1.8,0.8,1.5,54.1,54.1
Bobby Portis,MIL,66,1.6,15.2,0.97,1.5,0.7,1.5,50.5,50.5
Bojan Bogdanovic,UTA,72,1.4,8.5,1.01,1.4,0.5,0.9,50.7,50.7
Ben Simmons,PHI,58,1.7,11.4,0.96,1.7,0.7,1.4,50.6,50.6
Khris Middleton,MIL,68,1.3,6.5,1.05,1.3,0.6,1.1,53.4,53.4
Brook Lopez,MIL,70,1.3,11.8,0.99,1.3,0.5,1,51.4,51.4
Rui Hachimura,WAS,57,1.7,12.2,0.92,1.5,0.5,1.1,48.3,48.3
Harrison Barnes,SAC,58,1.4,9.5,1.06,1.5,0.4,0.9,51,51
Devin Booker,PHX,67,1.1,4.7,1.08,1.2,0.4,0.8,54.5,54.5
Blake Griffin,DET,20,4.3,30.2,0.92,3.9,1.3,3.2,40.6,40.6
Al Horford,OKC,28,2.9,20.2,0.96,2.8,1.3,2.6,50,50
Kevin Durant,BKN,35,1.9,7.9,1.15,2.1,0.9,1.5,57.4,57.4
Paul Millsap,DEN,56,1.1,12.7,1.16,1.3,0.5,0.9,59.2,59.2
Kelly Olynyk,HOU,27,2.3,13.7,1.16,2.6,1,1.4,66.7,66.7
