PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Joel Embiid,PHI,68,7.8,28,1.05,8.2,2.6,5.3,48.7,48.7
Nikola Jokic,DEN,74,5.2,21.6,1.17,6,2.5,3.9,62.9,62.9
Jonas Valanciunas,NOP,74,4.5,26.9,0.98,4.4,1.7,3.1,53.5,53.5
Giannis Antetokounmpo,MIL,67,3.4,12.6,1.01,3.4,1.3,2.4,54.4,54.4
Karl-Anthony Towns,MIN,74,3.2,14.6,0.92,3,1.1,2.1,52.5,52.5
Nikola Vucevic,CHI,73,3.4,18.3,0.87,2.9,1.3,2.7,48.7,48.7
Jusuf Nurkic,POR,56,4.1,26.7,0.85,3.5,1.3,2.9,45.7,45.7
Deandre Ayton,PHX,58,3.2,21.9,1.04,3.3,1.5,2.7,57.1,57.1
LeBron James,LAL,56,3,10.7,1.04,3.1,1.3,2.4,53.7,53.7
Bam Adebayo,MIA,56,3,16.7,0.98,3,1.1,2.2,48,48
Luka Doncic,DAL,65,2.6,8.9,0.93,2.4,0.9,2,46.9,46.9
Carmelo Anthony,LAL,69,2.1,17.3,1.06,2.2,0.8,1.6,51.4,51.4
Julius Randle,NYK,72,3,12.9,0.72,2.2,0.8,2,39,39
Kevin Durant,BKN,55,2.5,9.1,1.13,2.8,1,1.7,56.4,56.4
Aaron Gordon,DEN,75,2.1,14.7,0.97,2,0.9,1.7,52.7,52.7
Alperen Sengun,HOU,72,2.3,20.8,0.93,2.1,0.8,1.5,51.8,51.8
Jaren Jackson Jr.,MEM,78,2.1,12.2,0.93,1.9,0.6,1.4,45,45
Evan Mobley,CLE,69,2.2,14.1,0.97,2.1,0.9,1.7,50.4,50.4
Jimmy Butler,MIA,58,2.5,12.7,1,2.5,0.9,1.9,44.6,44.6
Anthony Davis,LAL,40,3.7,16.8,0.99,3.6,1.5,2.9,52.6,52.6
Tobias Harris,PHI,73,1.9,11.3,1.04,2,0.8,1.6,52.6,52.6
Marcus Morris Sr.,LAC,54,2.6,17.4,0.98,2.6,0.9,2.1,44.7,44.7
Ivica Zubac,LAC,76,1.8,18.9,1.02,1.8,0.8,1.3,57.4,57.4
Bobby Portis,MIL,72,2.1,14.8,0.91,1.9,0.8,1.7,48,48
DeMar DeRozan,CHI,76,1.6,6.3,1.1,1.8,0.6,1.3,50,50
Kevin Love,CLE,74,2,15.9,0.89,1.8,0.6,1.3,45.9,45.9
John Collins,ATL,54,2.7,18.6,0.89,2.4,1,2.2,45.8,45.8
Danilo Gallinari,ATL,66,1.8,17,1.06,1.9,0.6,1.2,50,50
Kristaps Porzingis,DAL,35,4,22.3,0.89,3.6,1.3,3,42.3,42.3
Pascal Siakam,TOR,68,1.9,8.3,0.92,1.8,0.7,1.4,51.5,51.5
Domantas Sabonis,IND,47,2.8,16,0.87,2.5,0.9,1.9,48.9,48.9
Jarrett Allen,CLE,56,1.9,14.3,1.06,2,0.7,1.3,55.6,55.6
Montrezl Harrell,WAS,46,2.3,19.9,1.03,2.3,0.8,1.5,50,50
Scottie Barnes,TOR,74,1.6,10.1,0.92,1.4,0.6,1.3,49,49
Jayson Tatum,BOS,76,1.6,6.2,0.87,1.4,0.5,1.2,42.9,42.9
Christian Wood,HOU,68,1.6,9.6,0.95,1.5,0.6,1.1,49.4,49.4
Lauri Markkanen,CLE,61,1.4,10.3,1.17,1.6,0.5,1,54.1,54.1
Al Horford,BOS,69,1.4,13.9,1.04,1.4,0.6,1.1,51.9,51.9
Khris Middleton,MIL,66,1.5,7.7,0.96,1.5,0.6,1.3,48.8,48.8
Jeff Green,DEN,75,1.1,12.6,1.12,1.3,0.5,0.9,54.7,54.7
LaMarcus Aldridge,BKN,47,2.1,17.9,0.99,2,0.7,1.6,45.5,45.5
Jakob Poeltl,SAS,68,1.5,11.9,0.94,1.4,0.6,1.1,56.6,56.6
Robin Lopez,ORL,37,3,41.2,0.87,2.6,1.2,2.3,51.2,51.2
Jrue Holiday,MIL,67,1.4,7.6,0.99,1.4,0.6,1,58.2,58.2
Kristaps Porzingis,WAS,17,4.5,22.6,1.12,5.1,1.4,2.9,49,49
Bojan Bogdanovic,UTA,69,1.4,8.2,0.89,1.2,0.4,1,43.3,43.3
O.G. Anunoby,TOR,48,2,11.3,0.84,1.6,0.6,1.5,43.7,43.7
Russell Westbrook,LAL,78,1.3,5.8,0.8,1,0.4,1,38.5,38.5
Andrew Wiggins,GSW,73,1.2,6.8,0.91,1,0.4,0.9,44.1,44.1
Wendell Carter Jr.,ORL,62,1.4,9.4,0.87,1.2,0.4,0.9,44.8,44.8
Myles Turner,IND,42,1.5,12.7,1.16,1.7,0.6,1.1,56.3,56.3
Steven Adams,MEM,76,0.9,12,0.92,0.9,0.3,0.6,53.3,53.3
Jaylen Brown,BOS,66,1,4.5,0.94,1,0.3,0.7,48.9,48.9
Brandon Ingram,NOP,55,1.3,5.5,0.87,1.1,0.5,1,46.4,46.4
JaVale McGee,PHX,74,0.9,10.9,0.9,0.8,0.3,0.6,50,50
Trey Lyles,DET,51,0.8,8.2,1.41,1.2,0.4,0.5,69.2,69.2
Jonathan Kuminga,GSW,71,0.7,8.3,1.11,0.8,0.3,0.4,66.7,66.7
Jae'Sean Tate,HOU,78,0.7,5.8,1.06,0.7,0.3,0.5,59.5,59.5
