PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Marc Gasol,MEM,73,5.1,27.5,1.02,5.3,2,4.3,46.3,53
Clint Capela,HOU,74,3.9,32.1,1.34,5.2,2.2,3.1,69.5,69.5
Domantas Sabonis,IND,74,5.1,42.1,0.99,5.1,2,4,50.5,51
Karl-Anthony Towns,MIN,82,3.8,20.9,1.16,4.5,1.6,3.1,52,56.7
Jusuf Nurkic,POR,79,4.4,27.6,1.02,4.5,2,3.7,54.3,54.3
Myles Turner,IND,65,4.9,38.6,1.03,5.1,1.9,4.2,46.5,51.7
Anthony Davis,NOP,75,3.5,14.2,1.18,4.2,1.6,3,53.7,57.7
LaMarcus Aldridge,SAS,75,3.6,16.6,1.08,3.9,1.7,3.3,50.8,52
Robin Lopez,CHI,64,4.3,34.7,1.05,4.5,2,3.7,54,54.4
Steven Adams,OKC,76,3.1,24,1.22,3.8,1.6,2.4,65.2,65.2
Nikola Jokic,DEN,75,3.5,19.7,1.05,3.7,1.5,3.1,48,54.8
Jonas Valanciunas,TOR,77,3,26,1.16,3.5,1.4,2.5,56.7,59.3
Derrick Favors,UTA,77,3.1,27.3,1.1,3.4,1.4,2.4,56.4,56.4
Pau Gasol,SAS,77,2.8,26,1.1,3.1,1.2,2.4,51.6,54.3
Al Horford,BOS,72,2.7,20.5,1.2,3.2,1.3,2.4,54.9,63
Jarrett Allen,BKN,72,2.7,35.9,1.16,3.2,1.3,2.1,60.5,60.5
Nikola Vucevic,ORL,57,4.1,23.7,0.98,4,1.7,3.8,45.6,50.7
Dirk Nowitzki,DAL,77,2.7,24.5,1.06,2.9,1.1,2.6,43.2,52.5
Dwight Powell,DAL,79,1.9,26.6,1.41,2.7,1.1,1.6,69.6,72.8
Willie Cauley-Stein,SAC,73,2.9,21.6,0.97,2.8,1.2,2.4,48.3,48.3
Rudy Gobert,UTA,56,2.9,23.8,1.28,3.7,1.3,2,65.8,65.8
Jerami Grant,OKC,81,2,26.7,1.24,2.5,0.9,1.3,63.9,64.8
