PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Joel Embiid,PHI,66,6.7,23.3,1.23,8.2,2.9,4.9,58,61
Nikola Vucevic,CHI,82,4.7,28.5,1.09,5.1,2.2,4.2,52.3,56.5
Deandre Ayton,PHX,67,4.8,29.3,1.2,5.8,2.6,4.2,61.7,61.9
Bam Adebayo,MIA,75,4.2,21.3,1.14,4.8,1.9,3.5,55.1,55.1
Anthony Davis,LAL,56,4.3,18.9,1.28,5.5,2.3,3.6,62.7,63.9
Brook Lopez,MIL,78,2.9,21.2,1.32,3.9,1.5,2.7,57.7,65.4
Evan Mobley,CLE,79,3.3,21.3,1.09,3.6,1.5,2.5,57.8,59.3
Domantas Sabonis,SAC,79,2.6,15.1,1.33,3.5,1.5,2.1,69,70.5
Myles Turner,IND,62,3.5,22.8,1.24,4.4,1.6,2.9,55.3,60.9
Christian Wood,DAL,67,2.7,17.8,1.44,3.9,1.4,2.2,62.7,72
Clint Capela,ATL,65,2.9,28.6,1.38,4,1.8,2.5,71.4,71.4
Alperen Sengun,HOU,75,3.1,20.7,1.09,3.4,1.4,2.5,55.7,57
Jarrett Allen,CLE,68,3,24.5,1.15,3.4,1.5,2.4,61.1,61.4
Nic Claxton,BKN,76,2.2,21,1.36,3,1.3,1.7,76.2,76.2
Nikola Jokic,DEN,69,2.3,11.2,1.37,3.2,1.4,2,67.9,72.1
Kristaps Porzingis,WAS,65,2.9,14,1.18,3.4,1.1,2.4,46.2,56.1
Jonas Valanciunas,NOP,79,2.5,18.3,1.06,2.6,1.1,2.3,49.4,52.5
Ivica Zubac,LAC,76,1.9,19,1.3,2.4,0.9,1.3,69.3,69.3
Rudy Gobert,MIN,70,2.1,17.7,1.25,2.6,1.1,1.5,69.8,69.8
Naz Reid,MIN,69,2.3,21.6,1.14,2.6,1,2,52.6,59.9
Daniel Gafford,WAS,78,1.7,23.8,1.34,2.3,0.9,1.3,70.2,70.2
Dwight Powell,DAL,76,1.6,28.9,1.47,2.3,0.9,1.1,78.2,78.2
Onyeka Okongwu,ATL,80,1.7,20.3,1.27,2.1,0.9,1.4,65.1,65.1
Lauri Markkanen,UTA,66,1.9,8.9,1.33,2.6,0.9,1.7,52.7,62.7
Bobby Portis,MIL,70,1.9,14.4,1.22,2.4,0.9,1.7,53.3,63.9
Wendell Carter Jr.,ORL,57,2.6,18.5,1.11,2.9,1.2,2.2,53.1,59
P.J. Washington,CHA,73,1.7,10.5,1.28,2.1,0.8,1.5,55,62.4
Isaiah Jackson,IND,63,2,29.3,1.15,2.3,0.9,1.7,54.2,54.2
Zach Collins,SAS,63,2.2,19.1,1.03,2.3,0.9,2,46.1,53.9
Brandon Clarke,MEM,56,1.8,21.8,1.4,2.5,1.1,1.6,67.4,67.4
Kenyon Martin Jr.,HOU,82,1.3,11.7,1.25,1.6,0.6,1,64.6,65.8
