PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Domantas Sabonis,IND,62,5.6,30.3,1.11,6.2,2.5,4.5,55.2,56.2
Nikola Vucevic,ORL,62,5.2,27.1,1.11,5.8,2.4,4.8,50.2,56.7
Rudy Gobert,UTA,68,3.5,27.4,1.22,4.3,1.6,2.4,64.6,64.6
Hassan Whiteside,POR,67,3.7,27,1.16,4.3,1.8,3,60.3,60.3
John Collins,ATL,41,5.1,28,1.31,6.7,2.7,4.4,60.9,68.2
Jarrett Allen,BKN,70,2.8,29.3,1.37,3.8,1.7,2.3,72.4,72.4
Serge Ibaka,TOR,55,4.6,30.6,1,4.6,2,3.8,51.9,54.3
Nikola Jokic,DEN,73,3.3,16.9,1.02,3.4,1.4,3,47.9,53.9
Bam Adebayo,MIA,72,2.9,17.7,1.18,3.4,1.4,2.3,62.4,62.4
Montrezl Harrell,LAC,63,2.9,17.3,1.31,3.8,1.7,2.5,69.7,69.7
Anthony Davis,LAL,63,3,12.7,1.28,3.8,1.4,2.4,59.1,64.3
Maxi Kleber,DAL,74,2.1,25.7,1.45,3.1,1.2,2,59.6,71.9
Jonas Valanciunas,MEM,70,2.6,18.6,1.25,3.2,1.4,2.2,62.3,65.3
LaMarcus Aldridge,SAS,53,3.9,22.1,1.01,4,1.7,3.6,46.1,52.4
Kristaps Porzingis,DAL,57,3.1,15.6,1.17,3.6,1.2,2.7,46.1,56.9
Christian Wood,DET,62,2.2,19.7,1.5,3.3,1.2,1.7,71,75.7
Myles Turner,IND,62,3.2,26.7,1.03,3.3,1.2,2.7,43.8,51.5
Brandon Clarke,MEM,58,2.3,22.9,1.51,3.4,1.6,2.1,75.6,75.6
Steven Adams,OKC,63,2.4,22.5,1.28,3.1,1.3,1.9,68.9,68.9
Mitchell Robinson,NYK,61,1.9,26,1.66,3.1,1.4,1.6,85.9,85.9
Thomas Bryant,WAS,46,3.2,28.5,1.24,4,1.7,2.8,59.7,62.4
Nerlens Noel,OKC,61,2.1,32.6,1.36,2.8,1.2,1.5,78,78
Daniel Theis,BOS,65,2.2,27.5,1.17,2.6,1.2,2,58.5,61.9
Cody Zeller,CHA,58,2.7,24.4,1.01,2.7,1.1,2.2,50,51.6
Richaun Holmes,SAC,44,2.9,28.4,1.21,3.5,1.5,2.3,64.1,64.1
Jaxson Hayes,NOP,64,1.8,29.5,1.32,2.4,0.8,1.2,66.7,66.7
Andre Drummond,DET,49,3.3,16.7,0.96,3.2,1.3,2.5,53.3,53.3
