PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Nikola Vucevic,ORL,80,4.1,20.5,1.13,4.7,2,3.6,54.2,58.5
Rudy Gobert,UTA,81,3.4,25.3,1.35,4.5,1.7,2.4,70.9,70.9
Montrezl Harrell,LAC,82,3.4,23.3,1.31,4.4,1.8,2.7,68.9,69.2
Myles Turner,IND,74,4.7,35.9,1.03,4.9,2,4.1,48.2,52.6
Serge Ibaka,TOR,74,4.3,29.7,1.1,4.7,2.1,3.8,54.6,55.9
Jarrett Allen,BKN,80,3.7,36.8,1.17,4.3,1.7,2.7,62.5,62.5
Domantas Sabonis,IND,74,4.1,30.4,1.08,4.4,1.8,3.4,54.2,55.2
Jusuf Nurkic,POR,72,4,24.6,1.13,4.5,1.7,3.1,55.2,55.2
LaMarcus Aldridge,SAS,81,3.9,19.4,1.01,4,1.7,3.4,49.6,50.5
Al Horford,BOS,68,4,31.6,1.15,4.6,2,3.6,54.8,60.7
Karl-Anthony Towns,MIN,77,3.2,14.2,1.19,3.8,1.4,2.8,52.4,62.3
Willie Cauley-Stein,SAC,81,3.2,27.4,1.15,3.6,1.6,2.7,59.5,59.5
Clint Capela,HOU,67,3.7,26.7,1.17,4.4,1.9,3,64.1,64.1
Marc Gasol,MEM,53,5.1,30.3,1,5.1,1.9,4.4,43.8,50.4
Derrick Favors,UTA,76,2.9,27,1.19,3.4,1.4,2.3,59.5,59.5
Deandre Ayton,PHX,71,3.2,21.1,1.11,3.6,1.5,2.6,58.3,58.3
John Collins,ATL,60,3.3,18.9,1.25,4.1,1.6,2.7,58.3,59.2
Hassan Whiteside,MIA,72,2.5,20.8,1.29,3.3,1.5,2.2,69.2,69.5
Nikola Jokic,DEN,80,2.8,14.1,1.02,2.9,1.1,2.5,45.7,52.5
Andre Drummond,DET,79,2.7,14.8,1.09,2.9,1.2,2,58.8,58.8
Dwight Powell,DAL,77,2.2,25.2,1.33,2.9,1.1,1.7,62.7,64.9
Steven Adams,OKC,79,2.4,17.4,1.16,2.7,1.2,2,59.6,59.6
JaVale McGee,LAL,75,2.1,19.4,1.32,2.8,1.2,1.8,68.2,68.6
Thomas Bryant,WAS,72,2.3,27.5,1.23,2.9,1.2,1.9,60.4,62.9
Robin Lopez,CHI,74,2.7,28.7,1.05,2.8,1.2,2.3,51.7,52.6
Richaun Holmes,PHX,70,2.3,32.9,1.25,2.9,1.2,2,60.9,60.9
Lauri Markkanen,CHI,52,3.1,16.6,1.2,3.7,1.3,2.7,46.1,57.8
Anthony Davis,NOP,56,3.3,14.1,1.02,3.4,1.3,2.8,47.1,49.4
Dewayne Dedmon,ATL,64,2.2,21.3,1.28,2.8,1.1,1.9,60.5,66.4
Alex Len,ATL,76,2.1,19.7,1.09,2.3,0.9,1.6,53.6,58.4
Bam Adebayo,MIA,82,1.8,21.2,1.14,2.1,0.9,1.4,61.5,61.5
Jerami Grant,OKC,79,1.9,15.5,1.09,2.1,0.8,1.7,50,53
Brook Lopez,MIL,81,1.6,14.1,1.25,2,0.7,1.4,53.1,60.6
DeAndre Jordan,DAL,50,2.4,22.5,1.35,3.2,1.2,1.7,73.5,73.5
Mitchell Robinson,NYK,66,1.6,27.5,1.46,2.3,1,1.4,74.2,74.2
Mason Plumlee,DEN,82,1.3,16.6,1.4,1.9,0.9,1.1,76.1,76.1
Willy Hernangomez,CHA,58,2.2,30.4,1.09,2.4,0.9,1.7,52.1,54.2
Jeff Green,WAS,77,1.4,12.6,1.25,1.8,0.6,1.2,52.7,65.1
Marcus Morris Sr.,BOS,75,1.4,10.2,1.32,1.8,0.7,1.3,55.3,68.1
Julius Randle,NOP,73,1.4,6.7,1.34,1.8,0.7,1.1,64.2,66
Wendell Carter Jr.,CHI,44,2.6,23.6,1.17,3,1.3,2.3,56.4,57.9
Giannis Antetokounmpo,MIL,72,1.3,5,1.4,1.8,0.8,1,72,72.7
Joel Embiid,PHI,64,2.1,7.6,0.95,2,0.8,1.7,43.6,47.7
Jonas Valanciunas,TOR,30,3.2,28.4,1.26,4.1,1.7,2.6,63.3,66.5
Blake Griffin,DET,75,1.5,6.3,1.05,1.6,0.6,1.3,44.3,56.2
Kelly Olynyk,MIA,79,1.5,15.6,1.04,1.5,0.5,1.3,42.6,53
Gorgui Dieng,MIN,77,1.5,24.1,1.03,1.5,0.6,1.1,55.2,55.2
Taj Gibson,MIN,71,1.4,14.3,1.19,1.7,0.7,1.2,59.8,60.3
Enes Freedom,NYK,44,2.5,17.9,1.09,2.7,1.1,2.2,51.6,54.2
Daniel Theis,BOS,66,1.4,26.8,1.3,1.8,0.7,1.1,58.9,64.4
Cody Zeller,CHA,49,2.5,26,0.96,2.4,0.9,1.9,50,51.1
Ante Zizic,CLE,59,1.7,22,1.16,1.9,0.8,1.3,60.8,60.8
Marvin Williams,CHA,75,1.4,14.3,1.08,1.5,0.6,1.2,45.7,57.6
Larry Nance Jr.,CLE,67,1.6,16.8,1.07,1.7,0.7,1.4,52.7,56
Dario Saric,MIN,68,1.3,12.7,1.3,1.7,0.6,1.2,50.6,66
Frank Kaminsky,CHA,47,2.1,25.8,1.07,2.3,0.7,1.6,44.2,54.5
Jakob Poeltl,SAS,77,1,20.6,1.32,1.3,0.6,0.9,71.2,71.2
Ed Davis,BKN,81,1.2,22.6,1.01,1.2,0.5,0.9,61.4,61.4
Cheick Diallo,NOP,64,1.4,25.3,1.11,1.5,0.7,1.2,55.8,56.5
Kyle Kuzma,LAL,70,1.3,6.7,1.1,1.4,0.6,1.2,47.6,55.5
Harry Giles III,SAC,58,1.6,20.4,1.04,1.7,0.7,1.3,55.1,55.1
Marvin Bagley III,SAC,62,1.5,10,1.04,1.6,0.6,1.2,50.7,54.8
Marcin Gortat,LAC,47,1.7,31.8,1.16,2,0.9,1.6,58.9,58.9
Joakim Noah,MEM,42,2.1,28.4,1.06,2.3,0.8,1.7,47.9,47.9
Rondae Hollis-Jefferson,BKN,59,1.8,16.5,0.91,1.6,0.6,1.4,45.7,45.7
Tristan Thompson,CLE,43,1.9,16.9,1.13,2.2,1,1.7,58.3,58.3
Zach Collins,POR,77,1,14.9,1.18,1.2,0.4,0.8,50.8,60
Jahlil Okafor,NOP,59,1.2,15.6,1.29,1.5,0.7,1.1,67.7,67.7
Jaren Jackson Jr.,MEM,58,1.5,11.3,1.02,1.6,0.5,1.2,46.3,49.3
Nerlens Noel,OKC,77,1.2,26.3,0.95,1.2,0.5,1,53.8,53.8
Kenneth Faried,HOU,25,2.8,24,1.29,3.6,1.5,2.4,62.7,64.4
Danilo Gallinari,LAC,68,1,5.7,1.33,1.3,0.4,0.8,55.8,70.2
Pascal Siakam,TOR,80,1.1,7,1.02,1.1,0.4,0.7,49.1,50
Bismack Biyombo,CHA,54,1.3,31.2,1.19,1.6,0.6,0.9,60.8,60.8
Bobby Portis,WAS,28,2.8,18.6,1.04,2.9,1.1,2.6,40.5,52
