PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Nikola Vucevic,CHI,73,6.6,35.8,0.94,6.2,2.6,6,44.2,49.9
Joel Embiid,PHI,68,4.6,16.6,1.24,5.8,1.9,3.4,56.4,61.5
Nikola Jokic,DEN,74,4,16.9,1.07,4.3,1.8,3.5,50,54.8
Deandre Ayton,PHX,58,4.4,29.8,1.25,5.4,2.4,3.7,64.8,65.5
Rudy Gobert,UTA,66,3.4,27.1,1.32,4.5,1.7,2.3,71.4,71.4
Jakob Poeltl,SAS,68,3.7,29.7,1.16,4.3,2,3.3,60.8,60.8
Jonas Valanciunas,NOP,74,3.4,20,1.1,3.7,1.5,2.9,52.3,57.9
Clint Capela,ATL,74,2.6,26.3,1.37,3.5,1.6,2.3,71.9,71.9
Jusuf Nurkic,POR,56,3.8,24.8,1.19,4.5,1.8,2.9,62.7,63.7
Karl-Anthony Towns,MIN,74,2.8,12.5,1.2,3.3,1.2,2.2,54.6,62.6
Christian Wood,HOU,68,2.9,16.9,1.2,3.4,1.3,2.4,53.7,64.2
LaMarcus Aldridge,BKN,47,4.1,35.8,1.2,5,2.2,3.7,59.2,60.6
Domantas Sabonis,IND,47,3.7,20.6,1.33,4.9,1.9,3,64.7,70.1
Dwight Powell,DAL,82,2,28.9,1.42,2.8,1.1,1.5,71.2,72.4
Wendell Carter Jr.,ORL,62,3.4,23.3,1.06,3.6,1.5,2.9,50.3,55.9
JaVale McGee,PHX,74,2.1,24.8,1.4,2.9,1.2,1.7,73,73
John Collins,ATL,54,2.7,18.6,1.44,3.9,1.5,2.2,67.8,72.7
Daniel Gafford,WAS,72,2.1,28.3,1.32,2.8,1.2,1.9,65.9,65.9
Anthony Davis,LAL,40,4.5,20.5,1.06,4.8,2,3.9,52.6,52.9
Jarrett Allen,CLE,56,2.6,19.4,1.28,3.3,1.3,1.9,70.1,70.1
Bam Adebayo,MIA,56,2.9,16.2,1.11,3.3,1.3,2.4,54.9,54.9
Naz Reid,MIN,77,2,25,1.15,2.3,0.8,1.7,50.8,57
Julius Randle,NYK,72,2.3,10.2,0.99,2.3,0.9,2.1,43.3,50.7
Giannis Antetokounmpo,MIL,67,1.8,6.8,1.34,2.5,0.9,1.4,64.5,66.7
Ivica Zubac,LAC,76,1.9,20.8,1.11,2.2,0.8,1.4,58.3,58.3
Damian Jones,SAC,56,2.1,31.2,1.37,2.9,1.2,1.7,70.2,71.8
Isaiah Hartenstein,LAC,68,1.9,24.9,1.26,2.3,0.9,1.5,64.6,66.7
Evan Mobley,CLE,69,2.4,15.4,0.93,2.2,0.9,1.9,47.4,50
Bobby Portis,MIL,72,1.9,13.4,1.1,2.1,0.8,1.7,46.3,57.7
Richaun Holmes,SAC,45,2.6,29.6,1.26,3.3,1.4,2.2,65.7,65.7
Kevin Love,CLE,74,1.5,12.1,1.27,2,0.6,1.4,45.7,61.9
Brandon Clarke,MEM,64,1.6,19.1,1.41,2.3,1,1.4,72.4,72.4
Trey Lyles,DET,51,2.4,24.3,1.12,2.7,0.8,2,43,53
Mike Muscala,OKC,43,2.1,32.2,1.48,3.2,1,2,53.6,72
Mitchell Robinson,NYK,72,1.3,19.8,1.42,1.9,0.8,1.1,72.8,72.8
Montrezl Harrell,WAS,46,2.3,20.1,1.26,2.9,1.1,1.7,64.6,64.6
Hassan Whiteside,UTA,65,1.4,20.5,1.39,2,0.8,1.2,70.1,70.1
Willy Hernangomez,NOP,50,2,22.8,1.31,2.6,0.9,1.5,61.8,63.8
Jaxson Hayes,NOP,70,1.3,16.9,1.39,1.8,0.6,1,67.2,67.9
Al Horford,BOS,69,1.9,19.1,0.95,1.8,0.7,1.7,42.6,49.1
Goga Bitadze,IND,50,1.9,28.8,1.25,2.4,0.9,1.5,58.7,66
Miles Bridges,CHA,80,1.3,6.8,1.19,1.5,0.6,1.1,53.6,56
Dewayne Dedmon,MIA,67,1.4,23.5,1.25,1.8,0.8,1.2,65.4,66.7
Alperen Sengun,HOU,72,1.7,15.8,0.96,1.6,0.6,1.3,43.3,49
Maxi Kleber,DAL,59,1.7,23.8,1.14,2,0.7,1.6,43.6,56.9
Isaiah Roby,OKC,45,2.2,24,1.11,2.5,0.9,1.8,48.8,56.1
Mason Plumlee,CHA,73,1.2,18.2,1.22,1.5,0.6,0.9,72.3,72.3
Jeremiah Robinson-Earl,OKC,49,2.5,31.8,0.9,2.3,0.9,2.2,38.9,49.1
Jeff Green,DEN,75,1.2,13.2,1.21,1.5,0.5,1,51.4,56.1
Jaren Jackson Jr.,MEM,78,1.4,8.5,0.96,1.4,0.4,1.1,39.5,47.7
Drew Eubanks,POR,22,3.5,28,1.41,4.9,2.2,3,71.6,72.4
LeBron James,LAL,56,1.3,4.7,1.43,1.9,0.7,1.2,60,69.2
P.J. Washington,CHA,65,1.4,14.5,1.11,1.6,0.6,1.2,50,59.4
Isaiah Jackson,IND,36,2.4,29.7,1.2,2.8,1.2,2,63.4,63.4
Nic Claxton,BKN,47,2,26.9,1.1,2.2,0.9,1.6,57.5,57.5
Onyeka Okongwu,ATL,48,1.5,22.2,1.44,2.1,0.8,1,78,78
Precious Achiuwa,TOR,73,1.4,13.4,1.01,1.4,0.6,1.2,48.8,53.5
JaMychal Green,DEN,67,1.6,25.3,0.91,1.5,0.5,1.4,38,45.1
Kristaps Porzingis,DAL,35,2.5,13.9,1.1,2.8,0.9,2.1,44.4,50.7
Robert Williams III,BOS,61,1.2,15.2,1.33,1.6,0.7,1,67.8,67.8
Isaiah Stewart,DET,71,1.4,15.6,1,1.4,0.5,1.2,46.4,49.4
Mo Bamba,ORL,71,1.4,13.9,0.94,1.3,0.5,1.3,37,48.4
Myles Turner,IND,42,1.9,16.5,1.16,2.2,0.9,1.8,52,59.3
Derrick Favors,OKC,39,2.2,42.9,1.08,2.4,1.2,2,58.4,58.4
