PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Rudy Gobert,UTA,71,3.9,31.7,1.34,5.2,2,2.8,71.4,71.4
Nikola Jokic,DEN,72,4,17.1,1.17,4.7,1.8,3.5,53,60.8
Richaun Holmes,SAC,61,4.2,35.5,1.3,5.5,2.3,3.6,64.2,64.2
Nikola Vucevic,ORL,44,5.4,22.9,1.14,6.1,2.5,5.1,48.9,57.8
Bam Adebayo,MIA,64,3,17.1,1.32,4,1.8,2.6,67.7,67.7
Clint Capela,ATL,63,3.3,24.2,1.2,4,1.7,2.8,61.4,61.4
Domantas Sabonis,IND,62,3.8,18.5,1.06,4,1.5,3,50.3,54.2
Chris Boucher,TOR,60,3.1,27.2,1.26,3.9,1.3,2.5,50,58.9
Deandre Ayton,PHX,69,2.2,17.8,1.39,3.1,1.3,1.9,70.3,70.3
Naz Reid,MIN,70,2.5,24.4,1.16,2.9,1,2,52.9,60.5
Enes Freedom,POR,72,2.3,23.8,1.2,2.8,1.2,2,59.7,60.1
P.J. Washington,CHA,64,3.1,22.3,1.01,3.1,1.1,2.5,43.4,50.3
Christian Wood,HOU,41,4.1,20.8,1.18,4.8,1.9,3.3,57.8,63
John Collins,ATL,63,2.5,16.7,1.22,3,1.2,2.2,54,59.5
Jonas Valanciunas,MEM,62,2.7,18,1.14,3.1,1.3,2.4,55.3,57
Karl-Anthony Towns,MIN,50,3.2,13.7,1.18,3.7,1.4,2.7,51.1,61.3
Jarrett Allen,CLE,51,3.1,26.3,1.16,3.6,1.5,2.4,63.4,63.8
Jakob Poeltl,SAS,69,2.4,28.9,1.11,2.6,1.2,2.1,59.7,59.7
Julius Randle,NYK,71,2.2,9,1.13,2.5,0.9,1.9,49.6,56.7
Joel Embiid,PHI,51,3.2,12.5,1.04,3.3,1.2,2.6,45,48.5
Kristaps Porzingis,DAL,44,3.4,18.6,1.12,3.8,1.5,3,48.5,57.2
Jusuf Nurkic,POR,37,3.8,30.8,1.13,4.3,1.7,3.1,55.7,57.4
Brook Lopez,MIL,70,1.9,17.3,1.15,2.2,0.9,1.7,51.7,56.7
Montrezl Harrell,LAL,69,1.5,13.5,1.43,2.2,0.9,1.2,74.7,74.7
Ivica Zubac,LAC,72,1.8,22.7,1.18,2.1,0.7,1.2,61.4,61.9
Dario Saric,PHX,50,2.8,32.1,1.06,3,1,2.4,43.3,53.8
Nikola Vucevic,CHI,26,5.8,27.7,0.99,5.8,2.3,5.4,42.6,49.6
Isaiah Stewart,DET,68,1.8,24,1.2,2.2,1,1.6,59.6,65.1
Isaiah Roby,OKC,61,1.9,18.9,1.21,2.2,0.8,1.4,59.3,64.5
Daniel Theis,BOS,42,2.9,33.1,1.13,3.2,1.4,2.5,55.1,58.9
Serge Ibaka,LAC,41,2.6,24.4,1.23,3.1,1.3,2.3,56.4,65.4
Bobby Portis,MIL,66,1.7,16.6,1.12,1.9,0.8,1.6,50.5,57.5
Jeff Green,BKN,68,1.6,16.2,1.2,1.9,0.6,1.2,52.4,57.7
Anthony Davis,LAL,36,3.2,14.7,1.11,3.5,1.5,2.6,55.8,60
Brandon Clarke,MEM,59,1.7,17.5,1.24,2.1,1,1.6,61.3,61.3
LaMarcus Aldridge,SAS,21,5.7,41.9,1.02,5.8,2.5,5.4,46,51.3
Dwight Powell,DAL,58,1.5,29.8,1.38,2.1,0.8,1.2,68.1,68.8
Derrick Favors,UTA,68,1.4,30.8,1.24,1.8,0.7,1.1,63.6,63.6
Cody Zeller,CHA,48,1.9,21.3,1.23,2.3,0.9,1.5,64.3,65
Giannis Antetokounmpo,MIL,62,1.5,6,1.16,1.8,0.7,1.1,60.6,61.3
Mo Bamba,ORL,46,2.2,27,1.08,2.3,0.8,2,41.1,52.8
DeAndre Jordan,BKN,57,1.4,21.1,1.34,1.9,0.8,1,78.9,78.9
Al Horford,OKC,28,3.9,27.7,0.96,3.8,1.5,3.8,40.6,49.1
Myles Turner,IND,47,1.7,14.6,1.28,2.2,0.7,1.3,53.2,60.5
Mason Plumlee,DET,56,1.7,17,1.1,1.9,0.7,1.2,61.8,61.8
JaMychal Green,DEN,58,1.4,17.7,1.26,1.7,0.6,1.3,47.3,63.5
Willie Cauley-Stein,DAL,53,1.6,34.8,1.17,1.9,0.8,1.3,62,62
Steven Adams,NOP,58,1.5,18.9,1.18,1.7,0.8,1.1,69.8,69.8
Dwight Howard,PHI,69,1.2,16.5,1.16,1.4,0.6,0.9,59.4,59.4
Xavier Tillman,MEM,59,1.3,21.7,1.2,1.6,0.8,1.3,62.2,62.2
Jaxson Hayes,NOP,60,1.3,20.9,1.2,1.5,0.6,1,56.7,56.7
Wendell Carter Jr.,CHI,33,3,27.8,0.94,2.8,1.1,2.2,48.6,49.3
Drew Eubanks,SAS,54,1.6,29.2,1.05,1.7,0.7,1.3,56.5,56.5
Danilo Gallinari,ATL,51,1.2,10.6,1.4,1.7,0.5,1.1,50,66.7
Frank Kaminsky,PHX,47,1.7,25.5,1.11,1.9,0.8,1.5,53.6,57.2
Robin Lopez,WAS,71,1.2,14.8,1.05,1.2,0.5,0.9,55.2,55.2
Zion Williamson,NOP,61,1.2,5.2,1.15,1.4,0.6,1,57.6,57.6
Harrison Barnes,SAC,58,1.3,8.9,1.13,1.5,0.4,1,43.9,55.3
Nerlens Noel,NYK,64,1.2,23.6,1.12,1.3,0.6,1,62.3,62.3
Precious Achiuwa,MIA,61,1.2,22.9,1.14,1.4,0.6,1,60.3,60.3
Hassan Whiteside,SAC,36,2.2,26.3,1.06,2.3,1,1.9,52.9,52.9
Alex Len,WAS,57,1.2,17.9,1.26,1.5,0.5,0.7,66.7,67.9
Miles Bridges,CHA,66,0.9,7.7,1.37,1.2,0.5,0.8,60.4,68.9
Marvin Bagley III,SAC,43,1.8,12.6,1.05,1.9,0.8,1.4,54.1,56.6
Rui Hachimura,WAS,57,1.4,9.9,1.04,1.4,0.6,1.3,49.3,52
Jerami Grant,DET,54,1.4,6.1,1.08,1.5,0.4,0.9,43.1,52.9
Moses Brown,OKC,43,1.5,17.9,1.18,1.8,0.7,1.2,61.5,61.5
Chimezie Metu,SAC,36,1.9,30.1,1.13,2.2,0.8,1.5,54.7,59.4
Robert Williams III,BOS,52,1.2,18.2,1.23,1.5,0.7,1,64.8,64.8
James Wiseman,GSW,39,1.7,14.6,1.12,1.9,0.8,1.6,52.5,53.3
Maxi Kleber,DAL,50,1.2,18.6,1.23,1.5,0.5,1.1,46.4,64.3
Jae'Sean Tate,HOU,70,0.8,7.1,1.3,1,0.4,0.7,61.7,64.9
Kelly Olynyk,HOU,27,2.3,13.7,1.2,2.7,0.9,1.8,52.1,62.5
Bruce Brown,BKN,65,1,12.1,1.14,1.1,0.5,0.8,58.2,58.2
Aron Baynes,TOR,53,1.8,25.7,0.77,1.4,0.6,1.6,35.7,39.3
Wendell Carter Jr.,ORL,22,3.6,29.9,0.91,3.3,1.5,3.3,43.8,45.2
Khem Birch,TOR,19,3.4,30.7,1.09,3.7,1.7,2.9,58.2,59.1
Mitchell Robinson,NYK,31,1.6,22.8,1.37,2.3,1,1.4,74.4,74.4
Taj Gibson,NYK,45,1.3,29,1.17,1.6,0.6,1.1,58.3,58.3
Lauri Markkanen,CHI,51,1.4,11.4,1.01,1.4,0.5,1.1,42.9,48.2
Mike Muscala,OKC,35,1.9,22.4,1.03,2,0.7,1.6,42.1,53.5
Bismack Biyombo,CHA,66,0.9,16.9,1.08,1,0.5,0.7,63.3,63.3
DeMarcus Cousins,HOU,25,2.6,23.3,1.05,2.7,0.7,1.9,38.3,50
JaVale McGee,CLE,33,1.4,16.5,1.38,2,0.8,1.2,66.7,70.5
Daniel Theis,CHI,23,2.7,27.2,1.07,2.8,1.2,2.3,50.9,54.7
Draymond Green,GSW,63,0.8,8.5,1.24,1,0.4,0.6,65,68.8
Kenyon Martin Jr.,HOU,45,1,11.3,1.38,1.4,0.5,0.7,66.7,68.2
Larry Nance Jr.,CLE,35,1.5,15.1,1.17,1.8,0.7,1.3,51.1,61.7
Pascal Siakam,TOR,56,1.3,6.1,0.84,1.1,0.4,1.1,34.4,39.1
Carmelo Anthony,POR,69,1,7.4,0.9,0.9,0.3,0.9,32.8,44.5
Onyeka Okongwu,ATL,50,0.8,20.8,1.38,1.2,0.5,0.7,72.7,72.7
Marc Gasol,LAL,52,0.9,16.8,1.29,1.1,0.4,0.8,53.5,65.1
Eric Paschall,GSW,40,1.1,11.5,1.23,1.4,0.6,0.9,61.1,66.7
Marcus Morris Sr.,LAC,57,0.7,6.2,1.26,0.9,0.4,0.7,50,63.8
Robert Covington,POR,70,0.8,9.7,0.91,0.8,0.3,0.8,32.7,45.5
Jarrett Allen,BKN,13,2.8,31.9,1.41,4,1.4,1.7,81.8,81.8
Kevin Love,CLE,25,1.4,11.3,1.46,2,0.7,1.2,58.1,79
Goga Bitadze,IND,45,1.2,21.9,0.96,1.1,0.5,1,44.7,48.9
Tristan Thompson,BOS,54,1,12.7,0.91,0.9,0.4,0.8,51.1,51.1
Paul Millsap,DEN,56,1.1,12.4,0.84,0.9,0.4,1,36.4,40.9
Khem Birch,ORL,48,1,16.9,1.09,1,0.5,0.9,52.4,52.4
Blake Griffin,BKN,26,1.5,16.5,1.23,1.9,0.7,1.2,53.1,62.5
Damian Jones,SAC,17,2.2,36.6,1.27,2.8,1.2,1.8,66.7,66.7
Dean Wade,CLE,63,0.7,11.5,1.12,0.7,0.3,0.6,42.1,57.9
Daniel Gafford,CHI,31,1.4,33.6,1.07,1.5,0.6,0.9,66.7,66.7
Gorgui Dieng,MEM,22,1.3,19.3,1.52,2,0.6,1,60.9,73.9
Tim Hardaway Jr.,DAL,70,0.5,3.2,1.26,0.6,0.2,0.5,47.1,63.2
Zeke Nnaji,DEN,34,0.5,15.7,1.69,0.8,0.3,0.4,60,83.3
Mike Scott,PHI,51,0.7,15.8,1.16,0.8,0.3,0.7,45.7,61.4
Bryn Forbes,MIL,70,0.5,6.2,1.11,0.6,0.2,0.5,41.7,56.9
Willy Hernangomez,NOP,47,0.9,11.6,1,0.9,0.4,0.7,51.5,51.5
Moritz Wagner,WAS,25,1.3,19.2,1.22,1.6,0.6,1,53.8,57.7
Jayson Tatum,BOS,64,0.5,2.1,1.11,0.6,0.2,0.4,50,53.6
Daniel Gafford,WAS,23,1.8,22,0.95,1.7,0.7,1.5,42.9,42.9
Darius Bazley,OKC,55,0.8,4.7,0.93,0.7,0.3,0.6,48.4,56.5
Kelly Olynyk,MIA,43,1,9.4,0.93,0.9,0.3,0.7,40.6,50
Jae Crowder,PHX,60,0.5,5,1.31,0.6,0.2,0.4,50,64.6
