PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Jamal Crawford,LAC,82,3.3,25.3,0.92,3.1,1.1,2.8,40.5,44.6
Harrison Barnes,DAL,79,4.7,24.5,0.93,4.4,1.8,4,45.7,46.2
James Harden,HOU,81,6.8,23.7,0.97,6.6,1.9,5.2,37.3,45.5
Carmelo Anthony,NYK,74,5.3,23.1,0.99,5.2,1.9,4.4,44.2,46.8
Dion Waiters,MIA,46,3.9,21.7,0.85,3.3,1.4,3.3,42,44.7
Kyrie Irving,CLE,72,5.1,21.4,1.12,5.7,2.1,4.4,47,53.2
Lance Stephenson,IND,6,2,21.4,0.92,1.8,0.8,2,41.7,45.8
LeBron James,CLE,74,5.1,20.3,0.97,5,1.8,4.2,43.5,49.5
Jahlil Okafor,PHI,50,2.6,20.3,0.97,2.5,1,2,52,52
Austin Rivers,LAC,74,2.4,19.4,0.94,2.3,0.9,2,41.7,48
Alan Anderson,LAC,30,0.6,19.1,0.83,0.5,0.2,0.5,40,46.7
Russell Westbrook,OKC,81,6.4,19,0.94,6,2.1,5.5,38.8,43.9
Tyreke Evans,SAC,14,2.4,19,1.29,3.1,1.1,1.9,55.6,61.1
Paul George,IND,75,4,17.5,0.94,3.8,1.4,3.2,44.3,45.8
Chris Paul,LAC,61,3,17.5,1.09,3.3,1.2,2.7,45.5,52.7
DeMar DeRozan,TOR,74,4.6,17.1,1.02,4.7,1.7,3.7,46.9,47.8
John Wall,WAS,78,4.2,16.5,0.81,3.4,1.3,3.3,39.6,40
DeMarcus Cousins,NOP,17,4.1,16.4,0.88,3.6,1.5,3.1,50,51.9
Damian Lillard,POR,75,4,15.8,1.05,4.2,1.3,3,41.9,45.2
Julius Randle,LAL,74,2.3,15.6,0.81,1.8,0.7,1.7,42.1,42.1
Joe Johnson,UTA,78,1.4,15.3,0.79,1.1,0.5,1.3,37.5,39.9
DeMarcus Cousins,SAC,55,4.3,15.2,0.84,3.6,1.4,3.3,41.4,43.9
Jordan McRae,CLE,37,0.7,15.2,0.67,0.5,0.2,0.6,33.3,35.4
Jeff Teague,IND,82,2.4,14.9,1.01,2.4,0.8,1.8,45.6,48
Marcus Morris Sr.,DET,79,2.2,14.8,1.05,2.3,1,2,51.6,51.9
Brandon Ingram,LAL,79,1.7,14.7,0.79,1.3,0.6,1.4,40.4,40.8
Lance Stephenson,NOP,6,1.7,14.3,1.1,1.8,0.8,1.5,55.6,55.6
Jimmy Butler,CHI,76,3.1,13.8,0.87,2.7,0.9,2.4,37.8,39.5
Deron Williams,CLE,24,1.1,13.8,0.89,1,0.4,0.9,40.9,40.9
Tobias Harris,DET,82,2,13.3,0.9,1.8,0.8,1.8,45.3,45.3
Rodney Stuckey,IND,39,1.2,13.3,0.98,1.2,0.3,0.9,38.2,42.6
Zach Randolph,MEM,73,2.1,13.2,0.68,1.4,0.6,1.7,35.8,35.8
Michael Beasley,MIL,56,1.2,13.2,1.03,1.3,0.5,1,51.8,51.8
Devin Booker,PHX,78,3.1,13,0.94,2.9,1,2.4,40.6,42.8
Deron Williams,DAL,40,1.9,12.9,0.69,1.3,0.6,1.6,34.9,34.9
Danilo Gallinari,DEN,63,2,12.8,0.97,2,0.6,1.6,37.9,41.7
Giannis Antetokounmpo,MIL,80,2.8,12.7,0.77,2.2,0.8,2.1,37.8,38.4
Kawhi Leonard,SAS,74,2.9,12.6,0.94,2.7,1,2.3,42.3,44.3
Paul Millsap,ATL,69,2.4,12.5,0.93,2.2,0.8,1.8,46.3,46.3
Evan Turner,POR,65,1.3,12.2,0.93,1.2,0.5,1,47.8,47.8
Dwyane Wade,CHI,60,2.4,12,0.88,2.1,0.8,2.1,38.3,41
Spencer Dinwiddie,BKN,59,0.9,12,1,0.9,0.3,0.7,46.3,50
Rudy Gay,SAC,30,2.3,12,0.69,1.6,0.6,1.9,31.6,33.3
Andrew Harrison,MEM,72,0.9,11.9,0.86,0.8,0.2,0.6,32.5,37.5
James Johnson,MIA,76,1.6,11.8,0.97,1.6,0.6,1.2,47.3,50
Wilson Chandler,DEN,71,1.9,11.8,0.88,1.6,0.7,1.6,42.1,43
Derrick Rose,NYK,64,2.3,11.7,0.88,2,0.8,1.9,43.4,43.4
Jonathon Simmons,SAS,78,0.8,11.6,0.65,0.5,0.2,0.6,34,35
Kevin Durant,GSW,62,2.5,11.5,1.05,2.6,0.9,2,44.4,47.2
Justin Anderson,DAL,51,0.8,11.5,0.88,0.7,0.2,0.6,34.5,37.9
Brian Roberts,CHA,41,0.5,11.5,0.32,0.1,0,0.3,14.3,14.3
Rodney Hood,UTA,59,1.5,11.4,0.79,1.2,0.4,1.3,31.6,36.2
Tyreke Evans,NOP,26,1.3,11.4,0.52,0.7,0.3,1.2,25.8,27.4
Wesley Matthews,DAL,73,1.6,11.3,0.78,1.2,0.5,1.3,36.1,40.2
Dennis Schroder,ATL,79,2.2,11.1,0.93,2.1,0.8,1.7,44.9,47.1
Dario Saric,PHI,81,1.7,11.1,0.74,1.2,0.5,1.2,39.4,41.4
Kyle Lowry,TOR,60,2.3,11,1.01,2.3,0.8,1.7,43.7,47.1
Raymond Felton,LAC,80,0.9,11,0.58,0.5,0.2,0.8,26.9,28.4
Aaron Brooks,IND,65,0.6,11,0.76,0.5,0.2,0.5,36.4,37.9
Blake Griffin,LAC,61,2.3,10.7,0.91,2.1,0.9,2,43.7,45
Iman Shumpert,CLE,76,0.9,10.7,0.97,0.8,0.3,0.7,47.2,48.1
Thomas Robinson,LAL,48,0.6,10.7,0.9,0.5,0.3,0.4,57.1,57.1
Jordan Clarkson,LAL,82,1.7,10.4,1.01,1.7,0.7,1.4,49.6,52.2
Jabari Parker,MIL,51,2,10.3,0.73,1.5,0.6,1.6,35.4,36.6
Andrew Wiggins,MIN,82,2.4,10,0.74,1.8,0.6,1.9,33.1,35.4
Mike Conley,MEM,69,1.9,10,1,1.9,0.7,1.6,43.9,51.4
Lou Williams,LAL,58,1.7,10,1.07,1.8,0.5,1.2,41.4,49.3
Shaun Livingston,GSW,76,0.5,10,0.85,0.4,0.2,0.5,41.7,41.7
Seth Curry,DAL,70,1.2,9.9,1.08,1.3,0.5,1,52.9,55.7
Bojan Bogdanovic,BKN,55,1.4,9.9,0.87,1.2,0.4,1,35.1,38.6
Brandon Knight,PHX,54,1.3,9.9,0.93,1.2,0.4,1,41.8,47.3
CJ McCollum,POR,80,2.1,9.8,0.98,2.1,0.8,1.8,44.4,47.9
Anthony Davis,NOP,75,2.5,9.7,0.87,2.2,0.9,2,43.8,43.8
Tim Frazier,NOP,65,0.8,9.6,0.87,0.7,0.3,0.6,42.5,47.5
Trey Burke,WAS,57,0.5,9.6,0.8,0.4,0.2,0.5,38.5,44.2
Markieff Morris,WAS,76,1.4,9.5,0.96,1.3,0.5,1.1,47.1,48.3
Buddy Hield,SAC,25,1.4,9.5,0.86,1.2,0.5,1.2,43.3,50
Eric Bledsoe,PHX,66,2.1,9.4,0.85,1.7,0.5,1.7,32.4,39.6
Rondae Hollis-Jefferson,BKN,78,0.9,9.4,1.05,1,0.3,0.7,43.4,43.4
JR Smith,CLE,41,0.9,9.3,0.69,0.6,0.3,0.8,33.3,34.8
Zach LaVine,MIN,47,1.7,9.2,0.83,1.4,0.5,1.3,35.5,39.5
Isaiah Thomas,BOS,76,2.3,9.1,1.12,2.6,0.8,1.8,45.3,50.7
J.J. Barea,DAL,35,1.1,9.1,1.05,1.2,0.4,1,42.9,47.1
Tyler Ulis,PHX,61,0.8,9.1,0.8,0.7,0.2,0.7,33.3,34.5
Isaiah Canaan,CHI,40,0.5,9.1,0.68,0.3,0.1,0.4,29.4,35.3
Darren Collison,SAC,68,1.2,8.9,0.94,1.1,0.4,0.9,41.3,43.7
Malcolm Delaney,ATL,73,0.6,8.9,0.72,0.5,0.2,0.6,38.1,39.3
Josh McRoberts,MIA,22,0.6,8.9,0.31,0.2,0.1,0.5,18.2,18.2
Reggie Jackson,DET,52,1.4,8.8,1.03,1.5,0.6,1.3,46.2,50.8
Jeremy Lin,BKN,36,1.3,8.8,0.92,1.2,0.5,1,48.6,50
Randy Foye,BKN,69,0.6,8.8,0.63,0.3,0.1,0.5,31.3,34.4
Khris Middleton,MIL,29,1.3,8.8,0.53,0.7,0.3,1.1,25.8,27.4
Jerian Grant,CHI,63,0.5,8.5,0.84,0.4,0.2,0.4,40.7,46.3
Cory Joseph,TOR,80,0.9,8.4,1.06,0.9,0.4,0.7,50.9,50.9
Jordan Crawford,NOP,19,1.1,8.4,0.95,1.1,0.4,1,36.8,39.5
Delon Wright,TOR,27,0.5,8.4,0.79,0.4,0.2,0.4,45.5,50
Bradley Beal,WAS,77,1.7,8.3,0.92,1.6,0.5,1.2,41.1,44.2
Joel Embiid,PHI,31,1.8,8.3,1.04,1.8,0.6,1.1,54.3,58.6
Isaiah Whitehead,BKN,73,0.8,8.3,0.47,0.4,0.2,0.6,24.4,24.4
Alec Burks,UTA,42,0.6,8.3,0.61,0.4,0.1,0.4,23.5,23.5
