PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
James Harden,HOU,68,14.1,45,1.12,15.8,4.6,11.3,40.7,52.3
Russell Westbrook,HOU,57,7.4,25,0.87,6.4,2.6,6.2,41.9,43.3
Austin Rivers,HOU,68,2,22.8,1.04,2.1,0.8,1.7,43.6,51.3
Caris LeVert,BKN,45,3.8,18.2,0.78,2.9,0.9,3,30.6,33.6
Damian Lillard,POR,66,4.8,17.9,1.07,5.1,1.7,3.8,46,53
Chris Paul,OKC,70,3,17.9,0.99,3,1.1,2.7,41.6,49.2
Pascal Siakam,TOR,60,4,17.6,0.88,3.5,1.2,3.1,38.8,43.4
LeBron James,LAL,67,4.5,17.5,0.9,4,1.4,3.7,39.3,45.7
Jeff Teague,MIN,34,2.4,17.4,0.84,2,0.7,1.9,39.7,44.4
Jeremiah Martin,BKN,9,1.2,17.2,0.82,1,0.4,1.2,36.4,40.9
D'Angelo Russell,MIN,12,3.8,16.1,1.29,4.8,1.6,3.4,46.3,63.4
Jayson Tatum,BOS,66,3.6,15.8,1,3.6,1.3,3.1,40.8,50.7
Julius Randle,NYK,64,3.2,15.1,0.76,2.4,1,2.6,37.8,39
Malcolm Brogdon,IND,54,2.7,15.1,0.92,2.4,0.9,2.1,43.1,47
Luka Doncic,DAL,61,4.3,15,1.02,4.4,1.3,3.3,41.2,50
Giannis Antetokounmpo,MIL,63,4.1,14.9,0.9,3.7,1.4,3.3,43.4,48
Theo Pinson,BKN,33,0.9,14.9,0.76,0.7,0.3,0.8,34.6,36.5
Spencer Dinwiddie,BKN,64,3.2,14.8,0.95,3,0.9,2.4,36.6,41.2
Kawhi Leonard,LAC,57,3.7,14.7,1.05,3.9,1.4,3,47.1,52
Shai Gilgeous-Alexander,OKC,70,2.7,14.2,1,2.7,0.9,2,42.7,46.9
DeMar DeRozan,SAS,68,2.9,13.9,1.13,3.3,1.2,2.3,51.3,51.9
Eric Paschall,GSW,60,1.9,13.7,0.98,1.9,0.7,1.5,48.3,48.9
Kevin Porter Jr.,CLE,50,1.5,13.6,0.8,1.2,0.5,1.3,36.5,42.1
Brandon Ingram,NOP,62,3.1,13.4,0.96,3,1,2.2,45.3,46.7
CJ McCollum,POR,70,3,13.3,0.88,2.6,1.1,2.6,41.3,45.3
Khris Middleton,MIL,62,2.4,12.9,0.98,2.4,0.8,2,40.5,45.2
Kyrie Irving,BKN,20,3.3,12.9,1.06,3.5,1.3,2.9,46.6,54.3
Carmelo Anthony,POR,58,2.1,12.6,0.86,1.8,0.7,1.8,37.3,37.7
J.J. Barea,DAL,29,1.1,12.5,0.72,0.8,0.3,1,32.1,33.9
