PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
James Harden,PHI,58,6.2,30.3,1.1,6.8,1.9,4.8,40.8,49.1
Spencer Dinwiddie,DAL,53,4.3,25.9,0.99,4.2,1.3,3.2,39.5,45.6
Luka Doncic,DAL,66,7.1,23.8,1.11,7.9,2.5,5.5,45.3,53.2
Shai Gilgeous-Alexander,OKC,68,6.5,23.5,1.06,6.9,2.3,4.9,46,47.5
Spencer Dinwiddie,BKN,26,4.1,23.1,1.2,4.9,1.8,3.5,52.7,57.1
Joel Embiid,PHI,66,6.6,23,1.07,7,2.5,4.9,50.2,50.9
Kevin Durant,BKN,39,5.4,21.6,1.02,5.6,2,4.2,48.5,50.6
Kyrie Irving,DAL,20,4.8,20.9,1.15,5.5,1.9,4.1,46.3,51.8
Julius Randle,NYK,77,4.9,20.5,0.97,4.8,1.6,3.6,44.6,49.3
Russell Westbrook,LAL,52,3.9,19.9,0.77,3,1.2,3.2,37.3,39.2
Kyrie Irving,BKN,40,4.8,19.8,1.28,6.2,2.3,4.1,55.8,61.8
Kawhi Leonard,LAC,52,3.8,18.6,1.01,3.9,1.5,3.3,45.9,50.3
Zion Williamson,NOP,29,4.2,18.1,1.16,4.9,1.7,2.8,60.5,60.5
Anthony Edwards,MIN,79,4.4,17.6,0.93,4.1,1.6,3.8,41.3,48
Cam Thomas,BKN,57,1.8,17.6,1.04,1.9,0.6,1.5,44,50.6
Damian Lillard,POR,58,4.9,17.5,1.17,5.7,1.8,3.6,49,55
Jayson Tatum,BOS,74,4.7,17.2,0.93,4.3,1.3,3.6,34.9,42.2
Dejounte Murray,ATL,74,3.5,16.4,0.89,3.1,1.2,2.9,41.8,44.6
Jimmy Butler,MIA,64,3.1,16.2,1.05,3.2,1,2.3,44.2,47.6
DeMar DeRozan,CHI,74,3.6,15.8,1.15,4.1,1.3,2.6,49.2,49.7
Pascal Siakam,TOR,71,3.7,15.6,1,3.7,1.4,2.9,47.8,48.5
Paolo Banchero,ORL,72,3.2,15,0.85,2.8,0.9,2.3,38.3,40.7
