PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
James Harden,HOU,78,16.4,48.7,1.1,18.1,5.3,13.2,40.1,51.2
Chris Paul,HOU,59,4.7,28.8,0.92,4.3,1.5,4.1,36.6,46.5
Austin Rivers,HOU,47,2.3,25.1,1.01,2.3,0.9,2,43.6,52.7
John Wall,WAS,32,5.6,23.8,0.83,4.6,1.7,3.9,42.9,43.3
Spencer Dinwiddie,BKN,68,3.7,22.5,1.05,3.9,1.4,2.9,46.2,51.3
Andrew Harrison,CLE,10,1.2,21.8,0.92,1.1,0.4,0.9,44.4,50
Michael Beasley,LAL,26,1.5,20.6,1.25,1.9,0.8,1.3,64.7,64.7
DeMar DeRozan,SAS,77,4.1,18.7,1,4.1,1.5,3.1,49.4,49.4
Caris LeVert,BKN,40,2.8,18.4,0.94,2.6,1,2.4,43.2,46.3
Russell Westbrook,OKC,72,4.9,18,0.75,3.7,1.4,4.2,34.8,38.1
LeBron James,LAL,55,4.7,17.5,0.97,4.5,1.6,3.8,41.2,47.6
Jabari Parker,CHI,39,2.6,17.3,0.67,1.7,0.7,2.1,35.8,37
Kawhi Leonard,TOR,60,3.9,16.5,1.05,4.1,1.5,3.3,46.5,48
Khris Middleton,MIL,77,2.9,15.8,1.08,3.2,1.2,2.5,49.5,56.8
Rudy Gay,SAS,69,2.1,15.7,0.98,2.1,0.9,1.8,48.8,49.6
Dion Waiters,MIA,44,2,15.7,0.77,1.5,0.6,1.7,36.8,41.4
Kevin Durant,GSW,78,3.7,15.6,1.06,3.9,1.4,3,46.2,49.8
Giannis Antetokounmpo,MIL,72,3.9,15.5,0.95,3.7,1.3,3,42.9,45.4
Austin Rivers,WAS,29,1.3,15.3,0.68,0.9,0.4,1.1,34.4,40.6
Shabazz Napier,BKN,56,1.5,15,0.96,1.4,0.5,1.3,36.1,43.1
Antonio Blakeney,CHI,57,1.2,14.8,0.97,1.2,0.5,1.1,46.7,48.3
Danilo Gallinari,LAC,68,2.4,14.5,0.95,2.3,0.8,1.9,39.4,42.8
Carmelo Anthony,HOU,10,2,14.3,0.9,1.8,0.6,1.7,35.3,38.2
Brandon Ingram,LAL,52,2.7,14.2,1,2.7,1.1,2.1,52.7,53.2
Harrison Barnes,DAL,49,2.4,14,0.82,2,0.7,2,37.1,41.2
Damian Lillard,POR,80,3.3,13.7,0.86,2.9,0.9,2.7,32.6,37.2
Jordan Clarkson,CLE,81,2.3,13.5,0.83,1.9,0.8,2,40,40.9
Jeff Teague,MIN,42,1.9,13.5,0.82,1.5,0.5,1.5,34.9,36.5
Paul George,OKC,76,3.5,13.4,0.92,3.3,1.1,2.9,36.8,43
Kyrie Irving,BOS,67,3,13.2,0.97,2.9,1.1,2.5,45.8,49.1
MarShon Brooks,MEM,29,0.9,13.2,0.52,0.5,0.1,0.7,19,23.8
Zach LaVine,CHI,63,3.1,13.1,0.96,3,1,2.4,41.3,47.3
Blake Griffin,DET,75,3.2,13,0.97,3.1,1,2.7,38.7,48
Victor Oladipo,IND,36,2.6,12.9,0.78,2.1,0.7,2.1,36.5,41.2
Jayson Tatum,BOS,79,2.1,12.8,0.63,1.3,0.5,1.7,31.6,33.8
Lance Stephenson,LAL,68,1,12.7,0.93,1,0.4,0.9,43.3,49.2
Jamal Crawford,PHX,64,1.1,12.6,0.84,1,0.3,1,35.5,40.3
James Johnson,MIA,55,1.1,12.6,0.79,0.9,0.3,0.9,33.3,36.5
Devin Booker,PHX,64,3.3,12.5,0.93,3.1,0.9,2.4,39.7,42.4
Derrick Rose,MIN,51,2.2,12.5,1.07,2.4,0.9,1.8,50,53.7
Rodney Hood,CLE,45,1.5,12.5,1.06,1.6,0.6,1.4,41.9,50
Julius Randle,NOP,73,2.5,12.2,0.94,2.4,0.9,1.9,47.1,48.6
Devonte' Graham,CHA,46,0.7,12,0.53,0.4,0.1,0.5,16.7,16.7
Theo Pinson,BKN,18,0.7,12,1.08,0.7,0.3,0.6,45.5,59.1
Collin Sexton,CLE,82,2.2,11.9,0.69,1.5,0.6,1.8,32.2,33.6
Tobias Harris,LAC,55,2.2,11.6,0.99,2.2,0.8,1.9,44.7,48.1
Jrue Holiday,NOP,67,2.5,11.5,0.81,2,0.8,2.1,37.5,41.3
Trey Burke,NYK,33,1.5,11.5,0.71,1,0.4,1.3,31.8,34.1
Tim Frazier,MIL,12,0.8,11.5,0.6,0.5,0.2,0.8,22.2,22.2
Dennis Schroder,OKC,78,2,11.4,0.86,1.7,0.6,1.6,35.8,38.6
Alec Burks,CLE,34,1.4,11.4,0.84,1.2,0.4,1.3,34.9,40.7
CJ McCollum,POR,70,2.3,11.3,0.96,2.2,0.9,2,43.4,45.8
Luka Doncic,DAL,72,2.6,11.2,0.91,2.3,0.7,2,34.2,44.9
Jeremy Lamb,CHA,79,1.6,11,0.9,1.5,0.5,1.3,36.2,39.5
D'Angelo Russell,BKN,81,2.5,10.8,0.83,2,0.8,2.2,37.6,42.7
Dwayne Bacon,CHA,43,0.7,10.8,1.34,1,0.4,0.7,60.7,69.6
Jaren Jackson Jr.,MEM,58,1.4,10.7,0.96,1.4,0.5,1.2,44.3,46.4
Rajon Rondo,LAL,46,1.3,10.7,0.79,1,0.5,1.2,36.8,40.4
Allonzo Trier,NYK,64,1.2,10.6,1,1.2,0.4,0.9,45.8,50
Jimmy Butler,MIN,10,2.1,10.6,1.09,2.3,0.9,1.8,50,58.3
Jimmy Butler,PHI,55,1.8,10.2,0.99,1.8,0.7,1.5,42.4,45.3
Marvin Bagley III,SAC,62,1.5,10.1,0.86,1.3,0.5,1.2,41.1,42.5
Harry Giles III,SAC,58,0.8,10,0.63,0.5,0.2,0.6,31.4,31.4
Cameron Payne,CHI,31,0.7,10,0.91,0.6,0.2,0.5,43.8,46.9
Pascal Siakam,TOR,80,1.5,9.9,0.97,1.5,0.6,1.2,47.9,47.9
Jahlil Okafor,NOP,59,0.7,9.8,0.93,0.7,0.3,0.6,50,50
Isaiah Canaan,PHX,19,0.8,9.8,0.94,0.8,0.2,0.7,28.6,39.3
De'Aaron Fox,SAC,81,1.8,9.7,0.82,1.5,0.5,1.5,35.5,37.5
