PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
James Harden,PHI,21,7.4,35.3,1.07,7.9,1.9,5.1,37.4,45.3
James Harden,BKN,44,7.6,31.8,1.06,8.1,2.2,5.8,37.8,47
Shai Gilgeous-Alexander,OKC,56,6.8,27.7,1.03,7,2.3,5.3,44.1,49.2
Pascal Siakam,TOR,68,5.4,23.6,0.9,4.9,1.9,4.3,45.2,45.5
Kyrie Irving,BKN,29,5.5,21.8,1.01,5.6,2.2,4.8,45,48.6
Luka Doncic,DAL,65,6.3,21.4,1.11,7,2.3,4.9,47.3,57.1
Julius Randle,NYK,72,4.9,21,0.86,4.2,1.5,3.9,39.4,41.8
Spencer Dinwiddie,DAL,23,2.9,20.9,1.15,3.3,1,2.2,46,56
Kevin Durant,BKN,55,5.2,19.5,1.1,5.7,2.2,4.3,51.3,55.6
Marcus Morris Sr.,LAC,54,2.9,18.9,0.98,2.8,1,2.4,42.3,45
Miles McBride,NYK,13,0.8,18.9,0.5,0.4,0.2,0.8,20,25
Jayson Tatum,BOS,76,4.7,18.1,0.91,4.3,1.5,3.9,37.2,44.5
Anthony Edwards,MIN,72,3.9,18.1,0.91,3.5,1.2,3.3,37,46.4
Damian Lillard,POR,29,4.4,18.1,1.01,4.5,1.4,3.4,41.4,46.5
Giannis Antetokounmpo,MIL,67,4.8,17.9,0.96,4.6,1.7,3.6,47.1,50.2
Russell Westbrook,LAL,78,3.8,17.2,0.91,3.4,1.4,2.8,47.7,49.3
Paul George,LAC,31,4.5,16.9,0.83,3.7,1.5,3.9,37.2,43.8
DeMar DeRozan,CHI,76,4.3,16.5,1.13,4.8,1.7,3.4,50.6,51.1
Trae Young,ATL,76,4.4,16.2,0.98,4.3,1.5,3.7,40.5,47.3
Joel Embiid,PHI,68,4.4,15.9,0.95,4.2,1.5,3.4,43.1,45
LeBron James,LAL,56,4.3,15.5,1.03,4.4,1.7,3.6,46,53.2
Anfernee Simons,POR,57,2.6,15.4,0.76,1.9,0.7,2.1,34.4,39.3
Dennis Schroder,BOS,49,2.4,15.4,0.91,2.2,0.8,1.8,41.6,43.3
Spencer Dinwiddie,WAS,44,2.2,15.3,0.86,1.9,0.6,1.8,31.3,37.5
Jrue Holiday,MIL,67,2.7,15.1,1,2.8,1.1,2.2,49.3,55.5
Malachi Flynn,TOR,44,0.7,15,0.74,0.5,0.2,0.6,32.1,35.7
Jimmy Butler,MIA,58,2.8,14.5,1.01,2.9,1,2.2,44.5,46.1
Dennis Smith Jr.,POR,37,1,14.4,0.76,0.8,0.3,0.8,35.5,37.1
Reggie Jackson,LAC,75,2.8,14.3,0.77,2.1,0.8,2.4,33.5,37.2
Brandon Ingram,NOP,55,3.2,14,0.75,2.4,0.8,2.5,31.9,33
Caris LeVert,CLE,19,2.1,13.9,0.93,1.9,0.7,1.7,42.4,47
CJ McCollum,POR,36,2.9,13.5,0.76,2.2,0.9,2.4,36.4,38.6
Khris Middleton,MIL,66,2.6,13.2,0.9,2.4,0.8,2.2,39.4,44.7
Devin Booker,PHX,68,3.3,13,0.92,3,1.2,2.9,41.7,46
Zach LaVine,CHI,67,2.9,13,1.02,3,1,2.4,42.1,49.1
Austin Rivers,DEN,67,0.8,13,0.87,0.7,0.3,0.7,42,48
Bradley Beal,WAS,40,3.2,12.8,0.9,2.9,1.1,2.6,43.7,47.1
CJ McCollum,NOP,26,2.9,12.8,1,2.9,1.3,2.6,48.5,50.7
Brandon Williams,POR,24,2,12.8,1,2,0.8,1.5,51.4,54.1
Ish Smith,WAS,28,1.3,12.8,0.95,1.3,0.6,1.2,51.5,53
Karl-Anthony Towns,MIN,74,2.7,12.5,1.13,3.1,1.2,2.2,53.8,56.3
Jerami Grant,DET,47,2.4,12.5,0.78,1.9,0.6,1.9,32.2,32.8
Jalen Brunson,DAL,79,1.9,12.4,0.95,1.8,0.7,1.6,45.7,47.7
Christian Wood,HOU,68,2.1,12.4,0.93,2,0.7,1.8,41.2,48.3
Tyrese Haliburton,IND,26,2.1,12.4,0.94,2,0.6,1.5,39.5,46.1
Lou Williams,ATL,56,0.9,12.3,0.49,0.4,0.1,0.8,18.2,19.3
Trey Burke,DAL,42,0.7,12.3,0.65,0.5,0.2,0.7,30,33.3
Davion Mitchell,SAC,75,1.6,12.2,0.73,1.2,0.5,1.4,39.2,40.7
O.G. Anunoby,TOR,48,2.1,12.2,0.61,1.3,0.5,1.8,27.4,31.5
Kevin Porter Jr.,HOU,61,2.1,11.8,0.8,1.7,0.6,1.8,33,41.7
Jordan Clarkson,UTA,79,1.9,11.7,0.97,1.9,0.6,1.5,41.7,48.3
Darius Garland,CLE,68,2.5,11.5,1.06,2.7,1,1.9,50,57.6
Scottie Barnes,TOR,74,1.8,11.5,0.86,1.6,0.6,1.5,42.7,44.5
Dejounte Murray,SAS,68,2.5,11.3,0.89,2.3,0.9,2,42,43.1
Cam Thomas,BKN,67,1,11.3,0.96,1,0.4,0.9,41.9,49.2
Ja Morant,MEM,57,3.1,11.2,0.99,3.1,1.1,2.5,43,48.6
Immanuel Quickley,NYK,78,1.3,11.2,0.87,1.1,0.4,1.1,33.7,39.5
Jalen Green,HOU,67,2,11.1,1.02,2,0.6,1.6,38.7,45.8
Chris Paul,PHX,65,1.7,11.1,0.78,1.3,0.5,1.5,33,38
De'Aaron Fox,SAC,59,2.6,11,1.06,2.8,1,2.1,49.2,52.5
Rajon Rondo,CLE,21,0.8,10.7,0.88,0.7,0.3,0.6,46.2,53.8
Ish Smith,CHA,37,0.6,10.5,0.67,0.4,0.2,0.6,30.4,30.4
Cade Cunningham,DET,64,2.2,10.3,0.85,1.8,0.6,1.7,38,42.1
Evan Mobley,CLE,69,1.6,10.3,0.91,1.4,0.6,1.3,46,47.1
Miles Bridges,CHA,80,1.9,10.1,0.99,1.9,0.7,1.6,44.8,48.4
Eric Bledsoe,LAC,54,1.2,10,0.89,1,0.4,1,42.3,44.2
Keon Johnson,POR,22,1.2,9.9,0.74,0.9,0.4,1,34.8,39.1
Dillon Brooks,MEM,33,1.8,9.7,0.72,1.3,0.5,1.6,32.7,35.6
Collin Sexton,CLE,11,1.7,9.7,1.05,1.8,0.6,1.4,46.7,50
Danilo Gallinari,ATL,66,1,9.6,0.91,0.9,0.4,0.9,41.9,43.5
Caris LeVert,IND,39,1.9,9.6,0.84,1.6,0.6,1.5,38.3,41.7
James Bouknight,CHA,30,0.5,9.5,0.56,0.3,0.1,0.4,27.3,31.8
