PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
JJ Redick,LAC,75,5.4,38.7,1.12,6.1,2.3,4.9,47.4,57.8
Marco Belinelli,SAC,68,3.8,33.6,0.98,3.7,1.5,3.3,44.2,48.5
Kyle Korver,ATL,80,2.8,31.4,1,2.8,1,2.7,38.8,52.1
Klay Thompson,GSW,80,6.3,31,1.05,6.6,2.4,5.6,43.2,53.9
Troy Daniels,CHA,43,1.2,24.2,0.96,1.2,0.5,1,50,56.8
Terrence Ross,TOR,73,2.3,23.7,1.02,2.3,0.9,2.1,43.6,51.9
Kevin Martin,MIN,39,2.5,22,1,2.5,0.8,2.2,37.6,45.9
CJ Miles,IND,64,2.2,18.7,1.01,2.3,0.8,2,39.2,51.6
Courtney Lee,MEM,51,1.8,18.4,0.91,1.6,0.6,1.6,40,45.6
Nick Young,LAL,54,1.4,17.7,0.75,1.1,0.4,1.3,32.4,38.7
Mike Dunleavy,CHI,31,1.3,17.1,0.74,0.9,0.3,1.1,25.7,37.1
JR Smith,CLE,77,2,16.6,1.08,2.2,0.8,1.9,42.9,55.4
Kevin Martin,SAS,16,1.1,16.4,0.78,0.9,0.3,0.9,35.7,42.9
Allen Crabbe,POR,81,1.6,16.3,0.93,1.5,0.5,1.3,39.8,44.4
Sasha Vujacic,NYK,61,0.9,16.3,0.91,0.8,0.3,0.9,40.4,47.1
Paul George,IND,81,3.8,16,1.01,3.9,1.3,3.1,40.6,51.2
Nicolas Batum,CHA,70,2.6,16,1.11,2.9,1,2.4,42.9,55.4
Chase Budinger,IND,49,0.8,16,0.69,0.6,0.2,0.7,34.4,40.6
Jeremy Lamb,CHA,66,1.4,15.9,1.03,1.5,0.6,1.3,47.1,54.6
Doug McDermott,CHI,81,1.4,15.7,0.81,1.1,0.4,1.3,31.1,39.8
Leandro Barbosa,GSW,68,1,15.6,0.99,1,0.4,0.9,45.3,51.6
Bradley Beal,WAS,55,2.7,15.2,0.91,2.4,1,2.3,41.1,48.4
Charlie Villanueva,DAL,62,0.9,15.2,0.68,0.6,0.2,0.8,29.4,36.3
Arron Afflalo,NYK,71,2,14.9,0.95,1.9,0.7,1.8,41.3,46
Wayne Ellington,BKN,76,1.2,14.8,0.81,1,0.4,1.1,33.7,40.7
Avery Bradley,BOS,76,2.3,14.6,0.91,2.1,0.8,2.1,39.8,46.6
Andrew Wiggins,MIN,81,3.1,14.5,0.82,2.6,1,2.5,42.3,42.8
Stephen Curry,GSW,79,3.6,14.2,1.2,4.3,1.5,3.1,46.7,63.6
Kevin Durant,OKC,72,3.6,14.1,0.97,3.5,1.3,2.9,45.3,51.4
Gary Neal,WAS,40,1.3,14.1,0.98,1.3,0.5,1.1,43.5,50
Mario Hezonja,ORL,79,0.9,13.9,0.79,0.7,0.3,0.8,38.7,42.7
DeMar DeRozan,TOR,78,3.2,13.6,0.84,2.7,1.1,2.7,39.9,40.6
Ben McLemore,SAC,68,1.2,13.4,0.84,1,0.4,1,39.1,44.2
Devin Booker,PHX,76,2,13.3,0.95,1.9,0.7,1.8,40,46.3
Rashad Vaughn,MIL,70,0.6,13.3,0.75,0.4,0.2,0.5,35.3,41.2
PJ Hairston,MEM,18,1.2,13.3,0.81,0.9,0.3,1,27.8,36.1
Evan Fournier,ORL,79,1.9,12.6,1.07,2,0.8,1.6,48,58
Patty Mills,SAS,81,1.1,12.2,1.18,1.3,0.4,1,42.9,59.5
Mirza Teletovic,PHX,79,1.4,12.1,0.93,1.3,0.5,1.3,36.9,47.1
Tim Hardaway Jr.,ATL,51,0.7,12,0.95,0.7,0.3,0.6,40.6,50
