PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Kyle Korver,CLE,73,2.8,36.6,1.25,3.5,1.3,2.6,48.7,66.1
Doug McDermott,DAL,26,2.8,34.4,1.16,3.3,1.3,2.6,50,60.3
Klay Thompson,GSW,73,6.2,33.4,1.1,6.8,2.7,5.8,47.1,56.9
Troy Daniels,PHX,79,2.4,28.4,1,2.4,0.8,2.2,38.6,51.8
Jodie Meeks,WAS,77,1.6,26.3,0.97,1.6,0.5,1.4,37.1,42.9
Allen Crabbe,BKN,75,3,23.9,1.08,3.3,1.1,2.7,40.1,52.7
CJ Miles,TOR,70,2.2,22.6,1.05,2.3,0.7,2,35.8,50
Marco Belinelli,ATL,52,2.5,22.6,1.01,2.5,0.8,2.2,37.2,46
Nick Young,GSW,80,1.5,21.8,1.07,1.6,0.5,1.3,40.4,51
Bojan Bogdanovic,IND,80,2.8,21.2,1.05,2.9,1.1,2.4,45,52.4
Langston Galloway,DET,58,1.4,21.2,0.91,1.2,0.4,1.3,30.1,42.5
Davon Reed,PHX,21,0.9,20.4,0.9,0.8,0.2,0.6,38.5,50
Nicolas Batum,CHA,64,2.6,20.3,0.94,2.5,0.9,2.3,36.7,46.7
Evan Fournier,ORL,57,3.4,20.1,0.89,3.1,1.2,3,38.2,43.9
Wayne Ellington,MIA,77,2,19.6,1.2,2.4,0.8,1.9,42.4,61.5
Darius Miller,NOP,82,1.3,18.9,1,1.3,0.5,1.2,39.2,51
Doug McDermott,NYK,55,1.3,18.5,0.79,1,0.3,1.1,31.7,40
Kentavious Caldwell-Pope,LAL,74,2.4,18,0.98,2.3,0.8,2.1,38.5,50.3
Wesley Matthews,DAL,63,2.3,17.9,0.93,2.2,0.7,2.1,35.4,46.9
Stephen Curry,GSW,51,4,17.8,1.27,5,1.5,3.4,46.2,60.8
JJ Redick,PHI,70,2.6,17.3,1.16,3,1,2.3,45.9,56.6
Joe Harris,BKN,78,1.6,16.2,1.11,1.7,0.6,1.3,43.1,58.3
Marco Belinelli,PHI,28,1.9,15.9,1.19,2.3,0.9,1.6,53.3,64.4
Bradley Beal,WAS,82,3.5,15.6,1,3.5,1.2,3,39.4,50
Joe Ingles,UTA,82,1.7,15.5,1.18,2,0.7,1.4,48.3,68.5
Pat Connaughton,POR,82,0.8,15,1.24,1,0.4,0.7,53.3,66.7
Rodney Purvis,ORL,16,1.1,14.8,1,1.1,0.4,1,43.8,50
Taurean Prince,ATL,82,2.1,14.3,1.01,2.2,0.7,1.9,38.7,51.6
JR Smith,CLE,80,1.2,14.2,0.93,1.1,0.4,1.1,35.9,46.2
Paul George,OKC,79,3.1,14.1,1.09,3.4,1.1,2.6,42.4,54.4
Damyean Dotson,NYK,44,0.6,14.1,0.89,0.5,0.2,0.5,37.5,45.8
Gerald Green,HOU,41,1.6,14,0.81,1.3,0.4,1.4,31,41.4
T.J. Warren,PHX,65,2.6,13.6,0.95,2.5,1,2.3,43,43.4
Luke Kennard,DET,73,1,13.5,0.91,0.9,0.4,0.8,43.5,50.8
Ben McLemore,MEM,56,1.1,13,0.65,0.7,0.3,0.9,28.3,33
Devin Booker,PHX,54,3.2,12.4,1.08,3.4,1.2,2.8,43.7,56.6
Terrence Ross,ORL,24,1.2,12.3,0.97,1.2,0.5,1,50,56.3
Alec Peters,PHX,20,0.5,12.2,1.3,0.7,0.3,0.5,50,65
Kristaps Porzingis,NYK,49,2.7,11.9,1.11,3,1.1,2.3,47.8,53.5
Terry Rozier,BOS,80,1.4,11.9,1.14,1.6,0.5,1.3,41,57.1
Kent Bazemore,ATL,65,1.7,11.9,1.01,1.7,0.6,1.1,48.6,56.1
CJ McCollum,POR,81,2.5,11.7,0.98,2.5,1,2.4,41.4,49
Tim Hardaway Jr.,NYK,59,2,11.6,1.09,2.2,0.8,1.8,47.1,53.4
Avery Bradley,DET,40,2,11.5,0.78,1.6,0.6,1.8,32.4,39.4
Rodney Hood,UTA,39,1.9,11.4,1,1.9,0.6,1.7,37.3,49.3
Tyler Dorsey,ATL,56,0.9,11.4,1.04,0.9,0.3,0.8,40.9,53.4
Eric Gordon,HOU,69,1.9,11.2,1.01,1.9,0.6,1.5,40.6,52.8
E'Twaun Moore,NOP,82,1.3,11.2,1.07,1.4,0.6,1.1,55.3,59.6
Jeremy Lamb,CHA,80,1.4,11,0.95,1.3,0.5,1.2,38.5,40.6
Jamil Wilson,LAC,15,0.7,11,1.4,0.9,0.4,0.7,60,70
Otto Porter Jr.,WAS,77,1.4,10.9,1.37,2,0.8,1.4,58.1,69
Buddy Hield,SAC,80,1.4,10.6,1.11,1.6,0.6,1.3,49,60.8
Lauri Markkanen,CHI,68,1.6,10.5,1.03,1.6,0.6,1.4,38.8,49
Bogdan Bogdanovic,SAC,78,1.3,10.5,0.81,1,0.4,1.2,33.3,41.9
Glenn Robinson III,IND,23,0.4,10.5,0.6,0.3,0.1,0.4,33.3,33.3
Harrison Barnes,DAL,77,2,10.4,0.92,1.8,0.7,1.7,40.8,46.5
Courtney Lee,NYK,76,1.2,10.3,0.94,1.1,0.4,1,43.6,47.4
