PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Wayne Ellington,NYK,36,1.6,30.1,0.78,1.3,0.4,1.5,27.8,39.8
Terrence Ross,ORL,69,4,28.2,1.07,4.3,1.5,3.6,41.1,50.4
Matt Thomas,TOR,41,1.1,27.6,1.21,1.4,0.5,1.1,47.7,64.8
Doug McDermott,IND,69,2.3,26.8,1.15,2.7,1,2.2,44.5,56.5
JJ Redick,NOP,60,3.4,26,1.1,3.7,1.3,3,43.9,55.6
Joe Harris,BKN,69,3.2,24.2,1.02,3.3,1.2,2.9,43.4,54.5
Mychal Mulder,GSW,7,2.3,20.8,0.31,0.7,0.3,2.3,12.5,15.6
Kyle Korver,MIL,58,1.2,20,1.04,1.3,0.4,1.1,41.3,57.1
Carsen Edwards,BOS,25,0.8,19.8,0.91,1,0.3,0.7,41.2,52.9
Damion Lee,GSW,49,2.4,18.7,0.9,2.1,0.7,2.2,33.3,42.6
Landry Shamet,LAC,53,1.6,18.5,1.26,2,0.6,1.4,42.7,62.7
Duncan Robinson,MIA,73,2,18.3,1.05,2.1,0.7,1.9,36.8,54.4
Jordan Poole,GSW,57,1.9,17.6,0.97,1.8,0.6,1.6,34,45.2
Justin Holiday,IND,73,1.3,17.3,1,1.3,0.5,1.2,38.2,52.8
Stephen Curry,GSW,5,3.8,17.3,0.47,1.8,0.6,3.4,17.6,23.5
Bojan Bogdanovic,UTA,63,3.2,16.6,0.97,3.1,1.1,2.4,45.1,52.9
E'Twaun Moore,NOP,56,1.5,16.6,0.78,1.1,0.5,1.3,38,41.5
Davis Bertans,WAS,55,2.1,16.1,1.1,2.3,0.8,1.8,42,58
Troy Daniels,LAL,41,0.7,16,0.59,0.4,0.2,0.6,26.9,28.8
CJ Miles,WAS,10,1.1,15.7,0.91,1,0.3,1,30,30
Langston Galloway,DET,66,1.4,15.4,1.11,1.6,0.5,1.3,41.4,52.9
Buddy Hield,SAC,72,2.8,14.7,1.09,3.1,1.1,2.6,40.5,54.5
Damyean Dotson,NYK,48,1,14.4,0.89,0.9,0.3,0.8,30,38.8
Paul George,LAC,48,3,14.3,1.16,3.5,1.2,2.7,45.4,59.2
Evan Fournier,ORL,66,2.3,13.4,1.08,2.5,0.9,2.1,44.1,55.5
Glenn Robinson III,GSW,48,1.6,12.8,1.07,1.7,0.7,1.5,46.5,52.1
Tony Snell,DET,59,0.9,12.8,0.91,0.8,0.3,0.9,34.6,47.1
Svi Mykhailiuk,DET,56,1.1,12.6,1.06,1.2,0.4,0.9,38.5,55.8
Nicolas Batum,CHA,22,0.6,12.3,0.39,0.2,0.1,0.5,20,25
Jerome Robinson,WAS,21,1.2,12.2,1,1.2,0.4,1.1,39.1,43.5
Jake Layman,MIN,23,1.1,12.1,0.81,0.9,0.3,1,36.4,47.7
D'Angelo Russell,GSW,33,2.8,11.7,1.11,3.2,1,2.5,42,54.9
Patty Mills,SAS,66,1.2,11.7,0.96,1.2,0.4,1.2,35.5,48.7
Bradley Beal,WAS,57,3.4,11.6,0.92,3.1,1.1,2.8,38.2,45.9
Malik Beasley,MIN,14,2.2,11.6,0.68,1.5,0.6,2.1,30,35
Tim Hardaway Jr.,DAL,71,1.7,11.4,0.84,1.4,0.5,1.5,32.1,41.7
Allen Crabbe,ATL,28,0.6,11.4,0.61,0.4,0.2,0.6,31.3,34.4
Norman Powell,TOR,52,1.6,11,0.99,1.5,0.6,1.4,43.1,53.5
Nemanja Bjelica,SAC,72,1.2,10.9,0.83,1,0.3,1,33.3,43.3
Justin Jackson,DAL,65,0.6,10.9,1.1,0.7,0.3,0.6,48.7,53.8
Malik Monk,CHA,55,1.2,10.5,0.91,1.1,0.3,0.9,34,41
Bogdan Bogdanovic,SAC,61,1.6,10.4,1.07,1.7,0.6,1.5,41.1,56.7
Tyler Herro,MIA,55,1.4,10.3,1.13,1.6,0.6,1.2,48.5,59.8
Garrett Temple,BKN,62,1.1,10.3,0.74,0.8,0.3,1.1,27.9,38.2
Lauri Markkanen,CHI,50,1.5,10,0.93,1.4,0.4,1.2,33.9,44.4
Wesley Matthews,MIL,67,0.7,10,1.02,0.7,0.3,0.7,40.4,53.2
Bryn Forbes,SAS,63,1,9.7,1.11,1.1,0.4,0.9,42.4,56.8
Danny Green,LAL,68,0.8,9.6,0.79,0.6,0.2,0.7,32.6,45.7
Marco Belinelli,SAS,57,0.6,9.6,0.97,0.6,0.2,0.5,41.4,48.3
Reggie Bullock,NYK,29,0.8,9.6,1.13,0.9,0.4,0.7,52.4,59.5
Taurean Prince,BKN,64,1.3,9.5,0.85,1.1,0.4,1.2,32.5,46.1
Terry Rozier,CHA,63,1.7,9.4,1.11,1.9,0.7,1.5,43.3,56.7
Abdel Nader,OKC,55,0.6,9.4,1.19,0.7,0.2,0.5,46.4,60.7
Devin Booker,PHX,71,2.3,9.3,1.08,2.5,1,1.8,51.9,57.6
Ben McLemore,HOU,71,0.8,9.3,0.97,0.8,0.3,0.7,34,49.1
Cameron Johnson,PHX,57,0.8,9.3,0.98,0.7,0.2,0.7,36.8,48.7
Kevin Knox II,NYK,65,0.7,9.3,0.83,0.6,0.2,0.6,35.9,42.3
T.J. Warren,IND,67,1.6,9.2,1.1,1.8,0.8,1.4,53.1,54.2
