PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
JJ Redick,DAL,13,1.6,31.8,0.81,1.3,0.5,1.4,33.3,47.2
Davis Bertans,WAS,57,2.3,23.9,1.22,2.8,0.8,2.1,39.5,59.2
Terrence Ross,ORL,46,3.4,21.3,1.09,3.7,1.3,2.9,47,53.8
Wayne Ellington,DET,46,1.5,18.4,1.16,1.8,0.6,1.3,44.1,64.4
Joe Harris,BKN,69,2.1,18.3,1.1,2.3,0.8,1.9,43.3,57.8
Gary Trent Jr.,TOR,17,3.1,18.1,1.02,3.1,1.2,2.9,40,50
Ben McLemore,LAL,21,1.4,17.9,1.1,1.5,0.5,1.1,41.7,54.2
Svi Mykhailiuk,DET,36,1.3,17.2,1.06,1.4,0.4,1.1,42.1,56.6
Evan Fournier,ORL,26,3.1,17,0.99,3,1,2.6,38.8,50.7
Buddy Hield,SAC,71,2.7,16.9,0.92,2.5,0.9,2.6,33.5,47
Duncan Robinson,MIA,72,1.9,16.7,1.3,2.5,0.8,1.8,46.9,66.2
Frank Jackson,DET,40,1.4,16.2,0.91,1.3,0.5,1.2,38.3,42.6
Jordan Poole,GSW,51,1.8,15.9,1.14,2,0.6,1.5,39.7,50.6
Stephen Curry,GSW,63,4.3,15.8,1.05,4.5,1.5,3.8,40.2,54
Victor Oladipo,IND,9,3.2,15.8,0.83,2.7,0.9,2.9,30.8,40.4
Doug McDermott,IND,66,1.8,15.7,0.99,1.8,0.7,1.6,45.6,51.5
Mychal Mulder,GSW,60,0.7,15.2,1.23,0.9,0.3,0.7,48.7,66.7
Bogdan Bogdanovic,ATL,44,2.2,15,1.17,2.5,1,2,48.3,61.2
Malik Beasley,MIN,37,2.8,15,0.76,2.1,0.8,2.5,31.2,37.6
Gary Harris,ORL,20,1.7,14.7,0.85,1.4,0.4,1.4,29.6,31.5
Ben McLemore,HOU,32,1.2,14.4,1,1.2,0.4,1.1,36.1,51.4
Langston Galloway,PHX,40,0.6,13.9,1.13,0.7,0.2,0.5,36.8,44.7
JJ Redick,NOP,31,1.1,13.7,0.94,1.1,0.4,1,40,45
Bradley Beal,WAS,60,4,13.6,1.09,4.3,1.5,3.3,44.4,51.3
Max Strus,MIA,39,0.7,13.2,0.93,0.6,0.2,0.6,36,50
Bryn Forbes,MIL,70,1.1,12.5,1.07,1.1,0.4,0.9,43.8,53.9
Damion Lee,GSW,57,0.7,12.4,1.2,0.8,0.3,0.7,46.2,60.3
Paul George,LAC,54,2.7,11.8,0.94,2.5,0.9,2.2,40.5,51.2
Landry Shamet,BKN,61,1,11.8,1.27,1.3,0.4,0.9,43.9,63.2
Nassir Little,POR,48,0.5,11.8,1.21,0.6,0.2,0.5,50,56.8
Gary Trent Jr.,POR,41,1.6,11.5,1.22,2,0.7,1.3,50,61.1
Lauri Markkanen,CHI,51,1.4,11.4,1.16,1.6,0.5,1.2,44.3,61.5
Devin Booker,PHX,67,2.7,11.2,0.98,2.7,1.1,2.4,46.6,51.2
Luke Kennard,LAC,63,0.8,11.2,1.13,1,0.4,0.8,52.1,58.3
Wesley Matthews,LAL,58,0.6,11,0.75,0.4,0.1,0.5,28.6,41.1
Bojan Bogdanovic,UTA,72,1.8,10.8,1.04,1.8,0.7,1.4,45.2,55.8
Cameron Johnson,PHX,60,1,10.6,0.98,1,0.3,0.9,35.8,45.3
Tim Hardaway Jr.,DAL,70,1.6,10.5,1.35,2.1,0.7,1.4,52,67
Patty Mills,SAS,68,1.1,10.5,1.41,1.5,0.5,1,47.1,69.1
Grayson Allen,MEM,50,1,10.5,1.1,1.1,0.3,0.9,39.5,55.8
Paul Watson,TOR,27,0.4,10.5,2,0.7,0.2,0.3,66.7,100
Terry Rozier,CHA,69,2,10.2,0.88,1.7,0.6,1.7,36.7,46.3
Norman Powell,POR,27,1.7,10.2,0.98,1.6,0.5,1.3,40,45.7
Evan Fournier,BOS,16,1.3,10.2,1.3,1.6,0.6,1.3,50,65
Reggie Bullock,NYK,65,1,10,0.98,0.9,0.4,0.9,39,51.7
Norman Powell,TOR,42,1.7,9.9,0.97,1.6,0.5,1.3,40.7,54.6
Taurean Prince,CLE,29,1,9.6,0.87,0.9,0.2,0.8,29.2,41.7
Kevin Knox II,NYK,42,0.4,9.5,0.69,0.3,0.1,0.4,33.3,36.7
Jaylen Brown,BOS,58,2.2,9.3,0.79,1.7,0.7,1.9,34.9,43.6
Michael Porter Jr.,DEN,61,1.4,9.3,1.06,1.5,0.6,1.4,43.4,54.2
Jerami Grant,DET,54,2,9.2,1.04,2.1,0.7,1.7,43,47.3
Kevin Durant,BKN,35,2.1,9.1,1.03,2.2,0.9,1.7,49.2,54.1
Kyle Kuzma,LAL,68,1.2,9.1,0.87,1.1,0.4,1.1,35.6,47.9
Armoni Brooks,HOU,20,1,9.1,1.45,1.4,0.5,1,52.6,76.3
Justin Holiday,IND,72,0.9,8.8,1.16,1,0.3,0.8,39,55.9
Kentavious Caldwell-Pope,LAL,67,0.8,8.5,1.25,1,0.3,0.7,48.9,66.7
Kevin Love,CLE,25,1,8.4,0.73,0.8,0.2,0.9,27.3,38.6
Eric Gordon,HOU,27,1.4,8,1.38,1.9,0.7,1.1,63.3,76.7
Aaron Nesmith,BOS,46,0.4,7.9,1.47,0.5,0.2,0.3,56.3,78.1
Jordan Clarkson,UTA,68,1.4,7.8,0.96,1.4,0.5,1.4,34.8,46.7
Dillon Brooks,MEM,67,1.4,7.7,0.79,1.1,0.4,1.2,34.9,38.6
Trevor Ariza,MIA,30,0.7,7.7,1.27,0.9,0.3,0.7,47.6,66.7
Tyler Herro,MIA,54,1.2,7.5,1.09,1.3,0.5,1,46.4,54.5
Garrison Mathews,WAS,64,0.3,7.5,0.95,0.3,0.1,0.3,33.3,44.4
Otto Porter Jr.,CHI,25,0.7,7.5,0.72,0.5,0.2,0.7,27.8,36.1
Khris Middleton,MIL,68,1.5,7.4,0.93,1.4,0.6,1.3,42.2,47.8
Gordon Hayward,CHA,44,1.4,7.3,0.9,1.2,0.5,1.2,41.5,47.2
Kevin Huerter,ATL,69,0.9,7.3,0.84,0.7,0.3,0.8,35.1,43
Terence Davis,TOR,35,0.5,7.3,1.17,0.6,0.2,0.5,41.2,55.9
Devonte' Graham,CHA,55,1.1,7.2,0.98,1.1,0.3,1,35.2,46.3
Brandon Ingram,NOP,61,1.6,7.1,1.04,1.7,0.6,1.4,43,49.4
Josh Jackson,DET,62,1.1,7.1,0.82,0.9,0.3,0.9,37,46.3
Fred VanVleet,TOR,52,1.4,7,1.04,1.5,0.5,1.2,42.6,58.2
Jae Crowder,PHX,60,0.7,7,0.75,0.5,0.2,0.6,28.9,36.8
Svi Mykhailiuk,OKC,30,0.8,7,0.92,0.7,0.3,0.7,42.9,50
Jaren Jackson Jr.,MEM,11,1,7,0.91,0.9,0.4,0.9,40,45
Josh Richardson,DAL,59,0.9,6.9,0.74,0.6,0.3,0.8,32.6,39.1
Timothe Luwawu-Cabarrot,BKN,58,0.5,6.7,0.68,0.3,0.1,0.4,26.9,36.5
Derrick White,SAS,36,1,6.6,1.22,1.2,0.4,0.9,41.9,56.5
Malik Monk,CHA,42,0.8,6.6,0.66,0.5,0.2,0.7,28.6,37.5
CJ McCollum,POR,47,1.4,6.4,0.88,1.2,0.5,1.4,35.9,42.2
Terence Davis,SAC,27,0.7,6.4,1.32,0.9,0.3,0.6,52.9,73.5
Darius Garland,CLE,54,1.2,6.3,1.06,1.3,0.5,1,45.5,54.5
