PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Kyle Korver,CLE,35,3.1,35.8,1.14,3.5,1.3,2.8,45.4,60.8
Klay Thompson,GSW,78,6.6,32.4,1,6.6,2.6,6,43.3,51.1
JJ Redick,LAC,78,4.3,31.8,1.03,4.5,1.6,3.8,41.1,50
Troy Daniels,MEM,67,2.6,31.5,0.92,2.4,0.9,2.4,36,48.2
Jodie Meeks,ORL,36,2.6,29.2,0.81,2.1,0.7,2.1,33.8,43.2
Kyle Korver,ATL,32,2.5,27.7,0.79,2,0.7,2.3,31.1,40.5
Mike Dunleavy,ATL,30,1.4,27.7,1.16,1.7,0.6,1.3,46.2,64.1
CJ Miles,IND,76,2.4,26,0.88,2.2,0.8,2.3,33.5,43.1
Bojan Bogdanovic,WAS,26,3,26,1.11,3.4,1.3,2.7,47.1,55
Wayne Ellington,MIA,62,2.5,25.5,1,2.5,1,2.3,41.4,52.8
Bradley Beal,WAS,77,4.7,22.4,0.98,4.6,1.8,4.2,43.4,51.2
Marco Belinelli,CHA,74,2.2,22,1.03,2.3,0.9,2,45.3,52
Allen Crabbe,POR,79,2.1,22,0.96,2,0.8,1.9,41.9,49.3
Doug McDermott,CHI,44,2,20.4,1.03,2.1,0.8,1.8,40.7,48.1
Terrence Ross,ORL,24,2.6,19.9,0.89,2.3,1,2.4,43.9,48.2
Paul George,IND,75,4.3,19,1,4.3,1.7,3.9,43.2,51.9
Nicolas Batum,CHA,77,3.1,19,0.86,2.7,0.9,2.7,32.5,40.8
Evan Fournier,ORL,68,3.3,18.7,0.98,3.2,1.1,2.7,40.5,47.8
Mike Dunleavy,CLE,23,0.8,17.3,1.05,0.9,0.3,0.7,37.5,50
Ben McLemore,SAC,61,1.5,17.1,0.74,1.1,0.5,1.3,35.4,39.2
Nick Young,LAL,60,1.9,16.5,0.99,1.9,0.6,1.8,35.2,49.5
Terrence Ross,TOR,54,1.6,16.2,0.91,1.4,0.5,1.4,36,43.3
Patrick McCaw,GSW,71,0.7,16.2,0.9,0.6,0.2,0.6,34.9,45.3
Marcus Thornton,WAS,33,1.2,15.6,0.84,1,0.4,1,41.2,47.1
JR Smith,CLE,41,1.5,15.5,1.13,1.7,0.6,1.4,40.4,59.6
Stephen Curry,GSW,79,3.4,14.8,1.18,4,1.4,3,46.4,60.5
Ian Clark,GSW,77,1,14.8,1.01,1,0.4,0.8,50.8,58.2
Joe Harris,BKN,52,1.3,14.8,0.91,1.1,0.4,0.9,39.6,49
Wesley Matthews,DAL,73,2.1,14.7,0.92,1.9,0.7,1.9,36.8,48.9
Mario Hezonja,ORL,65,0.9,14.7,0.97,0.9,0.4,0.8,44.2,51.9
Harrison Barnes,DAL,79,2.8,14.5,0.94,2.6,1.1,2.5,41.8,45.5
Kevin Durant,GSW,62,2.9,13.5,1.14,3.3,1.3,2.5,52.2,56.7
Langston Galloway,NOP,55,1.2,13.3,0.8,0.9,0.4,1.2,31.3,40.6
Justin Holiday,NYK,82,1,13.2,0.86,0.9,0.4,0.9,38.2,44.1
Arron Afflalo,SAC,61,1.1,13.2,0.88,1,0.4,0.9,43.6,47.3
Gerald Green,BOS,47,0.8,13.2,1.11,0.9,0.3,0.7,43.8,56.3
Avery Bradley,BOS,55,2.1,13.1,1.01,2.2,0.9,2,44.4,51.9
Doug McDermott,OKC,22,0.8,13.1,0.33,0.3,0.1,0.7,18.8,18.8
Reggie Bullock,DET,31,0.6,12.8,1.17,0.7,0.3,0.5,50,62.5
Glenn Robinson III,IND,69,0.7,12.5,1,0.7,0.3,0.6,45.5,51.1
Deron Williams,DAL,40,1.8,12.4,1.01,1.8,0.6,1.7,37.3,51.5
Devin Booker,PHX,78,2.8,11.9,0.89,2.5,0.9,2.3,37.2,45.4
Alex Abrines,OKC,68,0.7,11.9,0.79,0.5,0.2,0.6,31.7,40.2
CJ McCollum,POR,80,2.5,11.7,1.09,2.8,1.1,2.2,49.2,57
Courtney Lee,NYK,77,1.2,11.7,0.96,1.2,0.5,1.1,45.7,50
Tim Hardaway Jr.,ATL,79,1.6,11.5,0.94,1.5,0.6,1.4,40.2,49.1
Jamal Murray,DEN,82,1.2,11.5,0.97,1.2,0.4,1.1,38.2,49.4
Jared Dudley,PHX,64,0.8,11.4,0.86,0.7,0.2,0.7,33.3,43.3
Gordon Hayward,UTA,73,2.2,11.2,1.12,2.5,0.9,1.9,48.2,57.2
Joe Ingles,UTA,82,0.8,11.2,1.03,0.8,0.3,0.7,42.6,59.3
E'Twaun Moore,NOP,73,1.1,11.2,0.7,0.8,0.3,1,31.9,33.3
Rashad Vaughn,MIL,41,0.5,11.1,0.74,0.3,0.1,0.4,37.5,43.8
Vince Carter,MEM,73,0.9,11,0.98,0.9,0.3,0.8,36.1,46.7
Jonathan Gibson,DAL,17,0.8,10.8,1.07,0.9,0.4,0.6,54.5,68.2
Jae Crowder,BOS,72,1.3,10.5,1.04,1.4,0.5,1.2,39.1,54
Bojan Bogdanovic,BKN,55,1.5,10.5,0.9,1.3,0.5,1.2,37.9,46.2
Nik Stauskas,PHI,80,1.1,10.2,0.93,1,0.3,0.8,44.3,57.4
Kentavious Caldwell-Pope,DET,76,1.4,10.1,0.89,1.3,0.5,1.3,36.7,43.9
