PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Hassan Whiteside,MIA,77,3.4,20,1.14,3.8,1.5,2.6,58.3,58.3
Andre Drummond,DET,81,3.5,23.1,1.02,3.5,1.6,2.8,56.1,56.1
Karl-Anthony Towns,MIN,82,2.5,11,1.32,3.3,1.4,2.1,66.9,67.2
Dwight Howard,ATL,74,2.9,21.9,1.24,3.6,1.5,2.2,67.5,67.5
Rudy Gobert,UTA,81,2.7,21.8,1.11,3,1.1,2,56.8,56.8
DeAndre Jordan,LAC,81,2.7,24.8,1.05,2.8,1.2,2.2,57.1,57.1
Enes Freedom,OKC,72,2.3,17,1.14,2.6,1.1,2,57.4,57.4
Zach Randolph,MEM,73,2.1,13.3,1.16,2.4,1,1.8,56.1,56.1
Anthony Davis,NOP,75,1.7,6.6,1.34,2.3,1,1.4,67.3,67.3
Nikola Jokic,DEN,73,1.9,12.6,1.24,2.4,1.1,1.7,61.9,61.9
Jonas Valanciunas,TOR,80,2.2,19.3,0.98,2.1,0.9,1.9,47.4,47.4
Robin Lopez,CHI,81,2.1,18.9,0.98,2.1,1,2,50.6,50.6
LaMarcus Aldridge,SAS,72,1.7,9.4,1.34,2.2,0.9,1.3,66.7,66.7
Kenneth Faried,DEN,61,2.3,25.2,1.09,2.5,1.1,1.9,55.6,55.6
Steven Adams,OKC,80,2,17.6,0.94,1.9,0.8,1.5,52.5,52.5
Marcin Gortat,WAS,82,1.5,14.1,1.18,1.8,0.8,1.4,60.7,60.7
Alex Len,PHX,77,1.4,16,1.27,1.7,0.7,1.2,62,62
JaMychal Green,MEM,77,1.4,16.6,1.17,1.7,0.7,1.2,55.4,56
Tristan Thompson,CLE,78,1.6,21.1,1.02,1.7,0.7,1.3,56.6,56.6
Tyson Chandler,PHX,47,2,26.1,1.37,2.7,1.1,1.7,67.5,67.5
Willy Hernangomez,NYK,72,1.5,17.3,1.16,1.7,0.8,1.3,59.3,59.3
Julius Randle,LAL,74,1.3,9.2,1.24,1.7,0.7,1.1,63,63
T.J. Warren,PHX,67,1.5,10.9,1.19,1.8,0.8,1.3,58,58
Nikola Vucevic,ORL,75,1.5,9.3,1.03,1.6,0.7,1.4,52,52
Giannis Antetokounmpo,MIL,80,1.1,5.2,1.23,1.4,0.6,1,61,61
Tony Allen,MEM,71,1.7,15.9,0.94,1.6,0.7,1.4,49,49
Clint Capela,HOU,65,1.6,14.4,1.07,1.7,0.8,1.3,56.3,56.3
Greg Monroe,MIL,81,1.4,11.4,0.97,1.3,0.6,1.1,51.7,51.7
Willie Reed,MIA,71,1.3,26.4,1.13,1.5,0.7,1.2,59.8,59.8
Brook Lopez,BKN,75,1.2,6,1.17,1.4,0.5,1,53.4,53.4
David Lee,SAS,79,1.1,16.2,1.15,1.3,0.5,0.9,58.9,58.9
Myles Turner,IND,81,1,7,1.31,1.2,0.5,0.9,62.3,62.3
Aaron Gordon,ORL,80,1.1,8,1.2,1.3,0.5,0.9,59.2,59.9
Kyle O'Quinn,NYK,79,1.1,16.7,1.16,1.3,0.6,0.9,61.3,61.3
DeMarcus Cousins,SAC,55,1.5,5.2,1.21,1.8,0.7,1.2,56.1,56.1
Tarik Black,LAL,67,1.3,22.1,1.06,1.4,0.5,1,48.6,48.6
Kevin Love,CLE,61,1.5,8.3,1,1.5,0.6,1.2,49.3,49.3
Cristiano Felicio,CHI,66,1.2,26.9,1.17,1.4,0.6,1,59.4,59.4
Dewayne Dedmon,SAS,76,1,21.4,1.18,1.2,0.5,0.9,60.6,60.6
Dario Saric,PHI,81,0.9,5.9,1.24,1.1,0.4,0.7,62.1,62.1
Maurice Harkless,POR,77,1.1,11.2,1.03,1.1,0.5,0.9,54.3,54.3
Joakim Noah,NYK,47,2.2,35.1,0.85,1.9,0.9,2,43,43
Jon Leuer,DET,75,0.9,8.5,1.36,1.2,0.5,0.7,65.5,65.5
Otto Porter Jr.,WAS,80,0.9,8.2,1.19,1.1,0.4,0.7,56.9,56.9
Andrew Wiggins,MIN,82,0.8,3.3,1.32,1,0.4,0.7,63.6,63.6
Serge Ibaka,ORL,56,1.2,8.2,1.29,1.5,0.7,1,66.1,67
Russell Westbrook,OKC,81,0.9,2.8,1.13,1,0.4,0.7,51.8,52.7
Blake Griffin,LAC,61,1.1,5.1,1.25,1.4,0.6,0.9,63,63
Ryan Anderson,HOU,72,1.1,8.7,1.08,1.2,0.5,0.9,50,51.5
John Henson,MIL,58,1.1,15.7,1.28,1.4,0.7,1,63.3,63.3
Jimmy Butler,CHI,76,0.8,3.6,1.31,1.1,0.4,0.7,63,64.8
Taj Gibson,CHI,55,1.4,11.7,1.05,1.5,0.7,1.2,54.4,54.4
Mason Plumlee,POR,54,1.2,10.5,1.18,1.4,0.6,1,64.8,64.8
Marreese Speights,LAC,82,0.8,10,1.15,1,0.3,0.7,50.9,50.9
Marquese Chriss,PHX,82,0.9,9.3,1.01,0.9,0.4,0.8,54.7,54.7
Aron Baynes,DET,75,1.1,22.1,0.93,1,0.5,1,45.3,45.3
Gorgui Dieng,MIN,82,1,10.1,0.91,0.9,0.4,0.9,47.2,47.2
LeBron James,CLE,74,0.8,3.1,1.29,1,0.4,0.6,65.1,65.1
Kosta Koufos,SAC,71,1,14.8,1.06,1.1,0.5,0.9,53.7,53.7
Trevor Booker,BKN,71,1,9.5,1.01,1,0.5,0.9,51.6,51.6
Amir Johnson,BOS,80,0.8,12.6,1.16,0.9,0.4,0.7,59.6,59.6
Kristaps Porzingis,NYK,66,1.2,6.5,0.91,1.1,0.5,1,44.1,44.1
Bobby Portis,CHI,64,0.8,11.8,1.36,1.1,0.5,0.7,70.2,70.2
Cody Zeller,CHA,62,0.9,9.2,1.31,1.1,0.5,0.8,66,66
Markieff Morris,WAS,76,1,6.7,0.95,0.9,0.4,0.9,44.9,44.9
Noah Vonleh,POR,74,1.1,22.1,0.85,1,0.4,0.9,44.6,44.6
Montrezl Harrell,HOU,58,0.9,12.1,1.35,1.2,0.5,0.8,65.2,65.2
Alan Williams,PHX,47,1.4,18.1,1.08,1.5,0.6,1.2,50,50
Jabari Parker,MIL,51,1.1,5.5,1.22,1.3,0.5,0.9,56.3,56.3
Larry Nance Jr.,LAL,63,1,14.2,1.05,1.1,0.5,0.9,61.1,61.1
Pau Gasol,SAS,64,1,8.5,1.03,1,0.5,0.8,53.7,53.7
Michael Kidd-Gilchrist,CHA,81,0.7,7.2,1.18,0.8,0.3,0.6,57.4,57.4
Bismack Biyombo,ORL,81,0.9,13.8,0.87,0.8,0.3,0.6,48,48
Jahlil Okafor,PHI,50,1.1,8.9,1.14,1.3,0.5,0.9,54.5,54.5
Richaun Holmes,PHI,57,1,11.5,1.1,1.1,0.5,0.9,54,54
Justin Hamilton,BKN,64,0.6,9.3,1.54,1,0.4,0.6,75.7,77
Thomas Robinson,LAL,48,1.1,19.2,1.14,1.2,0.6,0.9,60,60
Elfrid Payton,ORL,82,0.6,4.5,1.11,0.7,0.3,0.5,55.6,56.7
Ed Davis,POR,46,1.2,25.1,1.07,1.3,0.5,0.9,53.7,53.7
Wilson Chandler,DEN,71,0.8,5,1.02,0.8,0.4,0.7,54.9,54.9
Jusuf Nurkic,DEN,45,1.4,15,0.89,1.3,0.6,1.2,52.8,52.8
Willie Cauley-Stein,SAC,75,0.7,8.1,1.12,0.7,0.3,0.6,59.1,59.1
Shabazz Muhammad,MIN,78,0.7,7.4,1.02,0.7,0.3,0.6,54.3,54.3
Marcus Morris Sr.,DET,79,0.6,4,1.17,0.7,0.3,0.5,55.3,56.6
Jusuf Nurkic,POR,20,2.6,15.3,1.06,2.8,1.2,2.1,55.8,55.8
Timofey Mozgov,LAL,55,0.8,10.1,1.23,1,0.5,0.7,69.4,69.4
Al Jefferson,IND,66,0.8,9.4,1.06,0.8,0.3,0.7,51.1,51.1
Rodney McGruder,MIA,78,0.4,6.4,1.51,0.7,0.3,0.4,75.8,75.8
Zaza Pachulia,GSW,70,0.8,13.1,0.9,0.8,0.3,0.7,42.9,42.9
Ersan Ilyasova,PHI,53,1.2,7.7,0.87,1,0.4,1,43.4,44.3
Derrick Favors,UTA,50,1,9.9,1,1,0.5,0.9,54.5,54.5
P.J. Tucker,PHX,57,1,12.6,0.93,0.9,0.4,0.8,46.7,46.7
Kawhi Leonard,SAS,74,0.5,2.2,1.34,0.7,0.3,0.5,61.8,61.8
Lucas Nogueira,TOR,57,0.7,17.9,1.24,0.9,0.4,0.6,61.8,61.8
Sam Dekker,HOU,77,0.6,9.1,1.13,0.7,0.3,0.5,63.2,63.2
Robert Covington,PHI,67,0.7,5.3,1.02,0.8,0.3,0.6,51.2,52.3
Paul Millsap,ATL,69,0.7,3.9,1,0.7,0.3,0.6,53.8,55.1
Marvin Williams,CHA,76,0.6,5.9,1,0.6,0.3,0.6,50,51.2
Andre Roberson,OKC,79,0.7,9.6,0.89,0.6,0.3,0.6,44.9,44.9
Terrence Jones,NOP,51,0.9,7.6,1.02,0.9,0.4,0.7,52.6,52.6
Carmelo Anthony,NYK,74,0.7,2.9,0.96,0.6,0.3,0.6,48.8,48.8
Avery Bradley,BOS,55,0.7,4.4,1.15,0.8,0.4,0.7,59.5,59.5
Jakob Poeltl,TOR,54,0.8,24.7,1.09,0.9,0.4,0.6,55.9,55.9
Kelly Oubre Jr.,WAS,79,0.6,8.2,1.04,0.6,0.2,0.5,51.4,51.4
Draymond Green,GSW,76,0.7,6,0.82,0.6,0.3,0.7,39.2,39.2
Luol Deng,LAL,56,0.7,7.7,1.18,0.8,0.4,0.6,62.5,64.1
Tobias Harris,DET,82,0.5,3.1,1.15,0.5,0.2,0.4,58.8,58.8
Marcus Smart,BOS,79,0.5,3.9,1.13,0.6,0.2,0.5,51.4,51.4
Mike Muscala,ATL,70,0.6,10.7,1,0.6,0.3,0.5,48.6,48.6
Luis Scola,BKN,36,1,17.4,1.26,1.2,0.5,0.8,65.5,65.5
Shawn Long,PHI,18,2,26.1,1.22,2.4,1.2,1.8,63.6,63.6
Salah Mejri,DAL,73,0.6,19.9,1.07,0.6,0.2,0.3,68,68
Harrison Barnes,DAL,79,0.4,1.9,1.45,0.5,0.2,0.3,77.3,77.3
Rondae Hollis-Jefferson,BKN,78,0.6,5.9,0.91,0.5,0.2,0.4,56.3,56.3
Nikola Mirotic,CHI,70,0.5,4.9,1.11,0.6,0.2,0.4,57.1,57.1
Al-Farouq Aminu,POR,61,0.7,6.8,0.98,0.7,0.2,0.5,45.5,45.5
Lavoy Allen,IND,61,0.7,21.1,0.91,0.7,0.3,0.6,51.4,51.4
Mason Plumlee,DEN,27,1.1,11.5,1.33,1.5,0.7,0.9,72,72
Nerlens Noel,PHI,29,1.3,16.8,1.03,1.4,0.6,1.1,56.3,56.3
James Harden,HOU,81,0.4,1.3,1.26,0.5,0.2,0.3,60.7,62.5
Derrick Rose,NYK,64,0.5,2.6,1.22,0.6,0.3,0.5,62.1,62.1
John Wall,WAS,78,0.4,1.7,1.15,0.5,0.2,0.4,50,55
Pascal Siakam,TOR,55,0.7,14.2,1.08,0.7,0.3,0.6,57.6,57.6
Kevin Durant,GSW,62,0.4,1.8,1.58,0.6,0.2,0.3,75,77.5
Jae Crowder,BOS,72,0.4,2.9,1.46,0.5,0.2,0.3,66.7,70.8
Roy Hibbert,CHA,42,0.6,12.7,1.41,0.9,0.4,0.5,73.9,73.9
DeMarre Carroll,TOR,72,0.5,5,1.15,0.5,0.2,0.4,59.3,61.1
Joel Embiid,PHI,31,1.2,5.8,1,1.2,0.5,1,50,50
Skal Labissiere,SAC,33,1.2,13.1,0.97,1.1,0.5,0.9,51.6,51.6
James Ennis III,MEM,64,0.6,9.6,0.9,0.6,0.2,0.5,44.8,44.8
Derrick Jones Jr.,PHX,32,0.8,17.6,1.33,1.1,0.6,0.8,72,72
Frank Kaminsky,CHA,75,0.4,3.1,1.24,0.5,0.2,0.3,60,60
Brandon Ingram,LAL,79,0.4,3.1,1.21,0.4,0.2,0.3,62.5,62.5
Nicolas Batum,CHA,77,0.3,1.7,1.5,0.4,0.2,0.2,77.8,80.6
Tyler Johnson,MIA,73,0.3,2.2,1.5,0.5,0.2,0.2,72.2,75
Trey Lyles,UTA,71,0.4,5.6,1.1,0.5,0.2,0.3,54.2,54.2
Jason Smith,WAS,74,0.4,7.9,1.03,0.4,0.2,0.3,65.2,65.2
Al Horford,BOS,68,0.5,3.4,1,0.5,0.2,0.4,50,50
Kelly Olynyk,BOS,75,0.5,5.1,0.97,0.4,0.2,0.4,55.6,55.6
Patrick Patterson,TOR,65,0.6,8.2,0.89,0.5,0.2,0.5,42.4,42.4
CJ Miles,IND,76,0.3,2.7,1.68,0.4,0.2,0.2,93.8,96.9
Marc Gasol,MEM,74,0.3,1.6,1.33,0.4,0.2,0.3,70,72.5
Tim Hardaway Jr.,ATL,79,0.3,2.4,1.23,0.4,0.2,0.3,59.1,61.4
Brandon Bass,LAC,52,0.6,12.3,1.03,0.6,0.2,0.5,44,44
James Johnson,MIA,76,0.4,3.2,0.97,0.4,0.2,0.3,53.8,53.8
