PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Hassan Whiteside,POR,67,3.2,23.3,1.3,4.2,1.9,2.8,66.7,66.7
Jonas Valanciunas,MEM,70,2.5,18.1,1.22,3,1.3,2.1,62.7,62.7
Rudy Gobert,UTA,68,2.7,20.6,1.1,2.9,1.2,2,60.9,60.9
Andre Drummond,DET,49,3.8,19.2,1.05,4,1.7,3.1,55.2,55.2
Mitchell Robinson,NYK,61,2.6,35.2,1.22,3.1,1.3,2.1,63.8,63.8
Dwight Howard,LAL,69,1.8,27.6,1.3,2.4,1,1.3,71,71
Nikola Jokic,DEN,73,1.6,8.1,1.4,2.2,0.9,1.3,70.1,70.6
Montrezl Harrell,LAC,63,2.1,12.5,1.2,2.5,1.1,1.9,58.5,58.5
Enes Freedom,BOS,58,2.5,31.9,1.06,2.6,1.2,2.2,53.5,53.5
Ivica Zubac,LAC,72,2,27.8,1.04,2.1,0.9,1.7,49.6,49.6
Giannis Antetokounmpo,MIL,63,1.8,6.5,1.34,2.4,1.1,1.6,67,67
Jarrett Allen,BKN,70,1.9,20.3,1.04,2,0.8,1.5,51,51
Tristan Thompson,CLE,57,2.5,19,0.99,2.5,1.1,2.1,51.7,52.1
Domantas Sabonis,IND,62,2,11,1.09,2.2,1,1.7,57,57
Julius Randle,NYK,64,1.9,9,1.12,2.1,0.8,1.3,57.6,57.6
Anthony Davis,LAL,63,1.8,7.6,1.2,2.1,0.9,1.6,59.2,59.2
Joel Embiid,PHI,51,1.9,8.6,1.24,2.4,0.9,1.5,58.4,59.1
Richaun Holmes,SAC,44,2.2,21.6,1.22,2.7,1.2,1.9,61.4,61.4
Cody Zeller,CHA,58,1.8,16.4,1.06,1.9,0.8,1.5,53.4,53.4
Karl-Anthony Towns,MIN,35,2.2,9.4,1.42,3.1,1.3,1.8,69.8,71.4
Serge Ibaka,TOR,55,1.6,10.8,1.21,2,0.8,1.3,64.3,64.3
Deandre Ayton,PHX,38,2.7,14.7,1.08,2.9,1.3,2.4,56,56
Derrick Favors,NOP,51,1.9,22.6,1.12,2.1,1,1.7,56.8,56.8
Steven Adams,OKC,63,1.8,17,0.93,1.7,0.7,1.5,47.8,47.8
Bam Adebayo,MIA,72,1.4,8.5,1.06,1.5,0.6,1,57.7,57.7
LaMarcus Aldridge,SAS,53,1.5,8.6,1.27,1.9,0.8,1.4,59.2,59.2
John Collins,ATL,41,1.9,10.6,1.28,2.5,1.1,1.7,65.2,65.2
Wendell Carter Jr.,CHI,43,1.9,17,1.16,2.2,0.9,1.4,59.7,59.7
DeAndre Jordan,BKN,56,1.6,21.8,1.05,1.7,0.7,1.4,51.9,51.9
Nikola Vucevic,ORL,62,1.6,8.5,0.95,1.5,0.7,1.4,47.7,48.3
Christian Wood,DET,62,1.1,10.2,1.34,1.5,0.6,0.9,66.7,66.7
Kristaps Porzingis,DAL,57,1.3,6.5,1.27,1.6,0.7,1,66.1,66.9
Daniel Theis,BOS,65,1.2,15.3,1.12,1.4,0.5,1,53,53
Mo Bamba,ORL,62,1.2,21.1,1.2,1.4,0.6,1,61.3,61.3
Larry Nance Jr.,CLE,56,1.3,13.2,1.26,1.6,0.7,1.1,68.3,68.3
Clint Capela,HOU,39,2.3,18.4,0.97,2.3,1.1,2.1,51.9,51.9
T.J. Warren,IND,67,0.8,4.7,1.51,1.2,0.5,0.7,72.9,74
Chris Silva,MIA,19,1.2,29.1,1.26,1.5,0.6,0.8,68.8,68.8
Chris Boucher,TOR,62,1.2,20.3,1.08,1.3,0.5,1,55,55
JaVale McGee,LAL,68,1.2,20,1.05,1.2,0.6,1,56.7,56.7
Thomas Bryant,WAS,46,1.4,12.3,1.28,1.8,0.8,1.2,64.3,64.3
Nemanja Bjelica,SAC,72,1.2,10.6,0.98,1.1,0.5,1,50,50.7
Brandon Clarke,MEM,58,1.2,11.8,1.18,1.4,0.6,1.1,59,59
Aaron Gordon,ORL,62,1.2,8,1.03,1.3,0.6,1.1,54.5,55.3
Marquese Chriss,GSW,59,1.5,16.7,0.86,1.3,0.6,1.4,43.8,43.8
