PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Enes Freedom,POR,72,3.4,34.2,1.18,4,1.7,2.9,59.6,59.6
Jonas Valanciunas,MEM,62,3.4,22.4,1.27,4.3,1.9,2.9,64.4,64.4
Clint Capela,ATL,63,3.8,27.3,1.1,4.2,1.9,3.4,56.5,56.5
Nikola Jokic,DEN,72,2.3,9.6,1.35,3,1.3,2.1,64.9,64.9
Rudy Gobert,UTA,71,2.3,19.2,1.29,3,1.2,1.8,67.2,67.2
Zion Williamson,NOP,61,2.3,9.7,1.33,3,1.3,1.9,66.9,66.9
Deandre Ayton,PHX,69,1.9,15.3,1.3,2.5,1.1,1.7,66.7,66.7
Dwight Howard,PHI,69,2.2,29.7,1.11,2.4,0.9,1.6,56,56
Montrezl Harrell,LAL,69,1.7,15.1,1.33,2.3,0.9,1.3,65.6,65.6
Moses Brown,OKC,43,3.4,39.4,1.04,3.5,1.5,2.8,51.6,51.6
Ivica Zubac,LAC,72,1.7,22.2,1.08,1.9,0.8,1.4,53.9,53.9
Steven Adams,NOP,58,2.1,27.6,1.07,2.3,1.1,1.8,60.8,60.8
Jarrett Allen,CLE,51,1.9,16,1.36,2.6,1,1.4,69,69
Karl-Anthony Towns,MIN,50,2.1,8.9,1.24,2.6,1,1.7,59.3,59.3
Jakob Poeltl,SAS,69,1.7,20.2,1.1,1.8,0.8,1.4,59.2,59.2
Chris Boucher,TOR,60,1.6,13.7,1.32,2.1,0.9,1.4,63.1,63.1
Isaiah Stewart,DET,68,1.6,21.5,1.1,1.8,0.8,1.5,57,57
Joel Embiid,PHI,51,1.7,6.6,1.4,2.4,0.8,1.1,68.4,68.4
John Collins,ATL,63,1.3,8.9,1.41,1.9,0.8,1.1,70.4,70.4
Domantas Sabonis,IND,62,1.7,8.1,1.11,1.8,0.7,1.2,57.9,57.9
Marvin Bagley III,SAC,43,2,13.8,1.26,2.5,1.1,1.7,66.2,66.2
Bam Adebayo,MIA,64,1.1,6.5,1.44,1.6,0.6,0.9,73.2,73.2
Richaun Holmes,SAC,61,1.5,12.5,1.17,1.7,0.7,1.2,58.7,58.7
Robert Williams III,BOS,52,1.5,23.5,1.3,2,0.8,1.2,70.5,70.5
Tristan Thompson,BOS,54,2.1,25.5,0.91,1.9,0.8,1.7,46.7,46.7
Naz Reid,MIN,70,0.9,9.1,1.51,1.4,0.6,0.8,74.1,74.1
Mitchell Robinson,NYK,31,2.9,39.7,1.03,3,1.3,2.4,52,52
Bobby Portis,MIL,66,1.3,12.4,1.06,1.4,0.6,1.1,55.4,55.4
Giannis Antetokounmpo,MIL,62,1,4.1,1.31,1.4,0.6,0.7,80,81.1
Andre Drummond,CLE,25,3.5,17,0.95,3.4,1.4,3,45.9,45.9
Robin Lopez,WAS,71,1.1,14.2,1.02,1.2,0.5,1,51.4,51.4
Serge Ibaka,LAC,41,1.5,14.4,1.31,2,0.8,1.3,63,63
Michael Porter Jr.,DEN,61,1.1,7,1.21,1.3,0.6,0.9,63.6,64.5
Derrick Favors,UTA,68,1,21.9,1.16,1.2,0.5,0.8,62.3,62.3
Brook Lopez,MIL,70,0.8,7.6,1.36,1.1,0.5,0.7,67.3,67.3
DeAndre Jordan,BKN,57,1.2,18.7,1.13,1.4,0.6,1,61,61
Mo Bamba,ORL,46,1.3,16.6,1.28,1.7,0.8,1.2,66,66
Brandon Clarke,MEM,59,1.2,12.2,1.11,1.3,0.5,1.1,51.6,51.6
Willy Hernangomez,NOP,47,1.8,24.3,0.93,1.7,0.6,1.5,42.9,42.9
Jaxson Hayes,NOP,60,1,16.5,1.25,1.3,0.5,0.9,60.4,60.4
Bruce Brown,BKN,65,0.9,11.2,1.27,1.2,0.5,0.8,67.3,67.3
Mason Plumlee,DET,56,1.1,10.7,1.25,1.3,0.6,0.9,68,68
Nerlens Noel,NYK,64,1.1,22.4,1.04,1.2,0.5,0.9,58.2,58.2
JaMychal Green,DEN,58,1.1,14.2,1.16,1.3,0.5,0.9,53.7,53.7
Cody Zeller,CHA,48,1.5,17.3,1,1.5,0.6,1.3,49.2,49.2
Jae'Sean Tate,HOU,70,0.9,8.4,1.08,1,0.5,0.8,57.1,57.1
Kenyon Martin Jr.,HOU,45,1.2,14,1.23,1.5,0.7,1.1,62,62
Keldon Johnson,SAS,69,0.9,6.8,1.17,1,0.4,0.7,58.8,58.8
Doug McDermott,IND,66,0.7,6.5,1.39,1,0.5,0.7,70.5,70.5
Julius Randle,NYK,71,0.7,3.1,1.26,0.9,0.3,0.5,55.6,58.3
