PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Andre Drummond,DET,81,4.2,23.3,1.08,4.6,2.2,3.7,58.9,58.9
Enes Freedom,OKC,82,2.5,21.7,1.2,3,1.3,2.1,60.1,60.1
Hassan Whiteside,MIA,73,2.7,20.5,1.19,3.2,1.3,2,63.9,63.9
Robin Lopez,NYK,82,2.4,22.5,1.18,2.8,1.3,2.2,60.7,60.7
Karl-Anthony Towns,MIN,82,2,11.5,1.28,2.6,1.1,1.7,65,65
Greg Monroe,MIL,79,2.2,14.1,1.15,2.5,1,1.8,56.2,56.2
Kenneth Faried,DEN,67,2.6,21.3,1.05,2.7,1.2,2.3,52.6,52.6
LaMarcus Aldridge,SAS,74,1.7,9.8,1.41,2.4,0.9,1.3,70.4,70.4
Ed Davis,POR,81,1.7,28.4,1.21,2,0.9,1.4,63.8,63.8
Dwight Howard,HOU,71,2,14.8,1.15,2.3,0.9,1.5,64.1,64.1
Brook Lopez,BKN,73,2,9.9,1.09,2.2,0.9,1.7,52.9,52.9
Zach Randolph,MEM,68,1.9,11.7,1.18,2.2,0.9,1.6,58.3,58.3
DeAndre Jordan,LAC,77,2,17.4,0.96,1.9,0.8,1.6,50,50
Rudy Gobert,UTA,61,2.3,23.3,1.04,2.4,1,1.8,56,56
DeMarcus Cousins,SAC,65,2,7,1.11,2.2,0.9,1.6,55.8,55.8
Jonas Valanciunas,TOR,60,2.4,20.3,1.01,2.4,1,2.1,48.4,48.4
Tristan Thompson,CLE,82,1.7,23.5,1.04,1.8,0.7,1.3,52.8,52.8
Aaron Gordon,ORL,78,1.4,14.6,1.29,1.8,0.8,1.2,65.6,66.1
Jared Sullinger,BOS,81,1.5,12.5,1.08,1.6,0.7,1.3,54.9,54.9
Clint Capela,HOU,77,1.7,23.5,1.04,1.7,0.8,1.4,57.7,57.7
Tyson Chandler,PHX,66,1.6,21.5,1.26,2,0.8,1.3,64.7,64.7
Nikola Jokic,DEN,80,1.4,13.7,1.2,1.6,0.7,1.1,62.2,62.2
Nikola Vucevic,ORL,65,1.8,9.5,1.08,2,0.9,1.7,52.8,52.8
Julius Randle,LAL,81,1.4,10.4,1.1,1.5,0.6,1.2,51.5,52.5
Taj Gibson,CHI,73,1.6,18.6,1.05,1.7,0.7,1.3,52.6,52.6
Anthony Davis,NOP,61,1.5,6.4,1.34,2,0.9,1.3,65.9,65.9
Nerlens Noel,PHI,67,1.6,12.8,1.08,1.8,0.7,1.3,58.8,58.8
Derrick Favors,UTA,62,1.4,8.6,1.31,1.9,0.7,1.1,64.8,64.8
JaMychal Green,MEM,78,1.5,18,1.01,1.5,0.7,1.3,50,50
P.J. Tucker,PHX,82,1.2,13.3,1.13,1.4,0.6,1.1,57.5,57.5
Pau Gasol,CHI,72,1.6,8.7,1.01,1.6,0.7,1.3,50.5,50.5
Steven Adams,OKC,80,1.5,19.5,0.96,1.4,0.6,1.2,50.5,50.5
Jordan Hill,IND,73,1.3,13.1,1.21,1.5,0.7,1,64,64
Jahlil Okafor,PHI,53,1.6,8.5,1.3,2.1,0.9,1.3,68.1,68.1
Amir Johnson,BOS,79,1.3,17.4,1.09,1.4,0.7,1.2,57.6,57.6
Kosta Koufos,SAC,78,1.2,17.1,1.17,1.4,0.6,1.1,60.2,60.2
Marcin Gortat,WAS,75,1.4,10.7,1.01,1.4,0.7,1.2,53.8,53.8
Alex Len,PHX,78,1.4,12.7,0.95,1.3,0.5,1.2,45.6,45.6
Lavoy Allen,IND,79,1.1,19.1,1.16,1.3,0.6,0.9,62.7,62.7
Shabazz Muhammad,MIN,82,1,9.4,1.27,1.3,0.5,0.8,61.8,61.8
Giannis Antetokounmpo,MIL,80,1.1,6,1.23,1.3,0.6,0.9,62.2,62.8
Kristaps Porzingis,NYK,72,1.1,7.2,1.24,1.4,0.5,0.8,60.3,61.2
Ryan Anderson,NOP,66,1.6,9.4,0.95,1.5,0.6,1.3,47.7,47.7
Zaza Pachulia,DAL,76,1.4,15.1,0.92,1.3,0.5,1.1,46.9,46.9
Thomas Robinson,BKN,71,1.4,24.6,0.99,1.4,0.6,1.2,51.2,51.2
Trevor Booker,UTA,79,1.3,19.4,0.95,1.2,0.5,1,50,50
Bismack Biyombo,TOR,82,1.3,22.7,0.9,1.2,0.4,0.8,45.5,45.5
Thaddeus Young,BKN,73,1.4,8.8,0.91,1.3,0.6,1.3,48.9,48.9
Mason Plumlee,POR,82,1.1,11.4,0.95,1.1,0.5,0.8,53.6,53.6
LeBron James,CLE,76,0.9,3.6,1.3,1.1,0.5,0.8,62.3,62.3
Al Horford,ATL,82,0.8,5.5,1.28,1,0.5,0.7,62.3,62.3
Gorgui Dieng,MIN,82,0.9,8.8,1.18,1,0.4,0.6,56.6,56.6
Paul Millsap,ATL,81,1,5.8,1.02,1.1,0.4,0.7,53.3,53.3
Luol Deng,MIA,74,0.9,6.9,1.35,1.1,0.5,0.7,64.8,64.8
Roy Hibbert,LAL,81,0.9,12.5,1.23,1,0.4,0.7,61.1,61.1
Marvin Williams,CHA,81,1,9,1.08,1,0.5,0.9,55.1,55.1
Jabari Parker,MIL,76,0.9,6.3,1.2,1.1,0.5,0.8,61.4,61.4
Serge Ibaka,OKC,78,0.9,6.9,1.18,1.1,0.5,0.8,61.7,62.5
Andrew Wiggins,MIN,81,1,4.4,1.09,1,0.4,0.7,58.3,58.3
