PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Jonas Valanciunas,NOP,79,2.4,17.7,1.17,2.8,1.2,2,59.6,59.6
Anthony Davis,LAL,56,3,12.9,1.31,3.9,1.5,2.3,64.6,64.6
Walker Kessler,UTA,74,2.1,29,1.25,2.7,1.2,1.8,65.4,65.4
Rudy Gobert,MIN,70,2.5,21.2,1.12,2.8,1.1,2,56.5,56.5
Onyeka Okongwu,ATL,80,1.8,21.2,1.36,2.4,1,1.4,69.6,69.6
Daniel Gafford,WAS,78,1.6,22.2,1.48,2.3,1,1.3,75.2,75.2
Clint Capela,ATL,65,2.7,27.2,1.02,2.8,1.2,2.4,51,51
Jarrett Allen,CLE,68,2.1,17.2,1.23,2.6,1,1.6,64.5,64.5
Domantas Sabonis,SAC,79,1.9,11,1.16,2.2,0.9,1.6,54.8,54.8
Mitchell Robinson,NYK,59,2.9,45.7,1.01,2.9,1.2,2.2,55.7,55.7
Nikola Jokic,DEN,69,1.8,8.6,1.35,2.4,1,1.6,64.5,64.5
Jalen Duren,DET,67,2.2,26,1.13,2.5,1.1,1.7,61.7,61.7
Ivica Zubac,LAC,76,2.1,21.3,1.03,2.1,0.9,1.7,53.5,53.5
Kevon Looney,GSW,82,1.6,26.3,1.23,2,0.9,1.4,63.7,63.7
Chris Boucher,TOR,76,1.8,21,1.17,2.1,0.9,1.6,55.8,55.8
Giannis Antetokounmpo,MIL,63,1.6,5.3,1.59,2.5,1,1.2,86.3,86.3
Nick Richards,CHA,65,2,29.1,1.19,2.4,0.9,1.6,57,57
Tari Eason,HOU,82,1.6,15.8,1.15,1.8,0.8,1.4,57.8,57.8
Deandre Ayton,PHX,67,1.8,11.2,1.2,2.2,0.9,1.5,61,61.5
Alperen Sengun,HOU,75,1.9,12.6,0.98,1.8,0.8,1.6,51.3,51.3
Julius Randle,NYK,77,1.2,4.9,1.45,1.7,0.8,1,76.3,76.3
Nic Claxton,BKN,76,1.2,11.8,1.43,1.8,0.8,1,74.4,74.4
Aaron Gordon,DEN,68,1.6,11,1.2,1.9,0.9,1.5,60.6,60.6
Mason Plumlee,CHA,56,1.9,17.6,1.24,2.3,1,1.6,61.8,61.8
Wendell Carter Jr.,ORL,57,1.6,11,1.44,2.2,0.8,1.2,70.1,70.1
Isaiah Hartenstein,NYK,82,1.5,28.1,1.05,1.5,0.7,1.3,53.3,53.3
Lauri Markkanen,UTA,66,1.5,6.8,1.27,1.9,0.8,1.3,61.4,62
Brook Lopez,MIL,78,1.3,9.3,1.23,1.6,0.7,1.1,60.9,62.1
Bam Adebayo,MIA,75,1.5,7.4,1.12,1.6,0.7,1.3,56.8,56.8
Evan Mobley,CLE,79,1.2,7.7,1.27,1.5,0.6,1,65.4,65.4
Steven Adams,MEM,42,3,31.9,0.94,2.9,1.4,2.6,51.4,51.4
Jakob Poeltl,SAS,46,2,17.4,1.27,2.6,1.1,1.7,67.5,67.5
Pascal Siakam,TOR,71,1.3,5.5,1.22,1.6,0.7,1.2,60.2,60.8
Nikola Vucevic,CHI,82,1.2,7,1.19,1.4,0.6,1,61.3,61.3
Joel Embiid,PHI,66,1.3,4.6,1.28,1.7,0.6,0.9,63.3,63.3
Scottie Barnes,TOR,77,1.4,8.6,1.01,1.4,0.6,1.2,50,50.5
Jimmy Butler,MIA,64,1.3,6.6,1.38,1.7,0.6,1,61.9,61.9
Andre Drummond,CHI,67,1.7,27.8,0.97,1.6,0.7,1.4,51.1,51.1
Bobby Portis,MIL,70,1.6,11.7,0.97,1.5,0.7,1.3,49.5,49.5
Jaren Jackson Jr.,MEM,63,1.2,7.2,1.34,1.6,0.6,1,61.9,61.9
Kenyon Martin Jr.,HOU,82,1,9,1.24,1.2,0.5,0.8,66.2,66.2
Kristaps Porzingis,WAS,65,1.2,5.8,1.29,1.5,0.6,1,62.5,62.5
Jabari Smith Jr.,HOU,79,1.1,7.9,1.14,1.2,0.5,0.8,57.6,57.6
Mark Williams,CHA,44,1.8,23.1,1.22,2.1,0.9,1.5,61.2,61.2
Jusuf Nurkic,POR,52,1.6,11.9,1.13,1.8,0.8,1.4,58.9,58.9
Bol Bol,ORL,70,0.9,9.4,1.53,1.3,0.6,0.8,81.5,81.5
Wenyen Gabriel,LAL,68,1.1,22.3,1.21,1.4,0.6,0.9,62.9,62.9
Brandon Clarke,MEM,56,1.3,15.3,1.29,1.6,0.7,1,64.9,64.9
Zach Collins,SAS,63,1.1,9.5,1.27,1.4,0.6,0.9,69,69
Josh Giddey,OKC,76,1.1,6.3,1.02,1.2,0.5,1,53.9,53.9
Torrey Craig,PHX,79,1,13.4,1.09,1.1,0.5,0.9,54.9,55.6
Jalen Smith,IND,68,1.1,11.6,1.16,1.3,0.6,0.9,63.5,63.5
Isaiah Jackson,IND,63,1.2,17.7,1.12,1.4,0.6,1.1,54.4,54.4
Myles Turner,IND,62,1,6.4,1.39,1.4,0.5,0.7,68.9,70
Jarred Vanderbilt,UTA,52,1.2,14.6,1.32,1.6,0.7,1,67.9,67.9
Marvin Bagley III,DET,42,1.5,13.5,1.25,1.9,0.8,1.3,60.7,60.7
