LINEUPS,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,PLAYER1,PLAYER2,PLAYER3,PLAYER4,PLAYER5
P. Gasol - J. Noah - D. Rose - J. Butler - T. Snell,CHI,14,121,112.6,102.9,9.7,61.1,2,19.2,27.3,72.6,49.6,0.1,54.3,57.3,97.28,54.7,P. Gasol , J. Noah , D. Rose , J. Butler , T. Snell
P. Gasol - M. Dunleavy - J. Noah - A. Brooks - J. Butler,CHI,13,121,98.2,103.6,-5.4,72.1,2.14,19.2,29.5,69.9,49.2,0.1,45.6,48.3,88.94,49.3,P. Gasol , M. Dunleavy , J. Noah , A. Brooks , J. Butler
K. Korver - A. Horford - M. Scott - K. Bazemore - D. Schroder,ATL,28,120,93.9,107.6,-13.7,79.8,2.22,21.3,17.9,60,40.1,0.1,49.5,52.5,96.31,44.7,K. Korver , A. Horford , M. Scott , K. Bazemore , D. Schroder
K. Korver - P. Millsap - J. Teague - D. Carroll - P. Antic,ATL,29,120,105.8,93.4,12.5,59.6,2.07,16.8,16.8,72.6,42.4,0.1,52.6,56.1,102.4,56.7,K. Korver , P. Millsap , J. Teague , D. Carroll , P. Antic
A. Bargnani - L. Amundson - L. Thomas - S. Larkin - L. Galloway,NYK,12,119,84.6,108,-23.4,56.4,1.42,14.7,22.6,72.7,46.2,0.1,42.4,45.2,90.93,33.8,A. Bargnani , L. Amundson , L. Thomas , S. Larkin , L. Galloway
P. Gasol - M. Dunleavy - K. Hinrich - J. Noah - J. Butler,CHI,10,119,98.7,107.7,-9,61.9,1.49,16,31,68.3,49,0.1,44.5,49.8,93.85,45.3,P. Gasol , M. Dunleavy , K. Hinrich , J. Noah , J. Butler
A. Johnson - K. Lowry - J. Johnson - J. Valanciunas - T. Ross,TOR,15,118,111.4,107,4.4,52.9,1.93,16.4,37.8,65.2,52.1,0.1,49.1,52.4,93.43,53.7,A. Johnson , K. Lowry , J. Johnson , J. Valanciunas , T. Ross
C. Andersen - C. Bosh - D. Wade - L. Deng - M. Chalmers,MIA,10,118,95.2,104.9,-9.7,66.7,1.33,18.3,22.2,70.5,47.9,0.2,49.2,53.9,92.32,50.3,C. Andersen , C. Bosh , D. Wade , L. Deng , M. Chalmers
J. Smith - B. Jennings - G. Monroe - A. Drummond - K. Caldwell-Pope,DET,12,118,97.8,103.5,-5.7,45.9,1.05,12.6,34.6,76.2,53.2,0.2,45.5,48.6,92.08,40.4,J. Smith , B. Jennings , G. Monroe , A. Drummond , K. Caldwell-Pope
M. Williams - G. Henderson - B. Biyombo - K. Walker - J. Taylor,CHA,11,118,81.4,101.8,-20.4,47.4,1.2,12.5,20.6,72.6,44.4,0.1,41.5,43.5,91.74,34.9,M. Williams , G. Henderson , B. Biyombo , K. Walker , J. Taylor
A. Jefferson - G. Henderson - K. Walker - M. Kidd-Gilchrist - C. Zeller,CHA,13,117,107,104.8,2.2,65.6,2.35,18.3,36.5,73.5,52.7,0.1,44.7,50,93.99,50.4,A. Jefferson , G. Henderson , K. Walker , M. Kidd-Gilchrist , C. Zeller
C. Butler - G. Monroe - R. Jackson - A. Drummond - K. Caldwell-Pope,DET,9,117,107.1,111.5,-4.3,53.5,1.74,16.9,35,75.2,53.9,0.1,50.2,51.5,92.85,46.4,C. Butler , G. Monroe , R. Jackson , A. Drummond , K. Caldwell-Pope
J. Hill - W. Ellington - W. Johnson - E. Davis - J. Lin,LAL,11,117,103.8,97.9,6,54.4,1.6,17.3,28.9,78.5,54.5,0.1,51.7,53.5,96,54.3,J. Hill , W. Ellington , W. Johnson , E. Davis , J. Lin
M. Williams - A. Jefferson - M. Williams - G. Henderson - M. Kidd-Gilchrist,CHA,12,117,108.4,93.1,15.3,64.1,3,20.5,17.3,83.8,52.5,0.1,55.2,58.1,96.06,61.7,M. Williams , A. Jefferson , M. Williams , G. Henderson , M. Kidd-Gilchrist
A. Jefferson - M. Williams - G. Henderson - K. Walker - M. Kidd-Gilchrist,CHA,16,116,98.3,94.2,4.1,51.5,1.63,16.1,26.9,83,54.1,0.1,49.1,51.8,100.05,50.3,A. Jefferson , M. Williams , G. Henderson , K. Walker , M. Kidd-Gilchrist
A. Johnson - K. Lowry - L. Fields - J. Valanciunas - T. Ross,TOR,9,116,97,106.4,-9.4,63.8,1.67,18.8,23.4,75,49.3,0.2,50.7,53.2,97.14,46.4,A. Johnson , K. Lowry , L. Fields , J. Valanciunas , T. Ross
N. Vucevic - T. Harris - E. Fournier - V. Oladipo - E. Payton,ORL,20,115,111.4,112.4,-1,55.4,1.65,16.5,34.1,74.1,52.9,0.1,53.6,57,101.74,47.1,N. Vucevic , T. Harris , E. Fournier , V. Oladipo , E. Payton
S. Ibaka - L. Thomas - R. Jackson - J. Lamb - S. Adams,OKC,8,115,97.3,104.1,-6.8,52.4,1.34,14.6,26.1,73.3,49.4,0.1,46.1,50,91.76,43.6,S. Ibaka , L. Thomas , R. Jackson , J. Lamb , S. Adams
W. Johnson - J. Lin - R. Kelly - J. Clarkson - T. Black,LAL,7,114,112.9,114.7,-1.8,55.9,2.17,17.4,27,78.9,51,0.1,52,55.6,91.75,46.4,W. Johnson , J. Lin , R. Kelly , J. Clarkson , T. Black
R. Evans - R. Gay - J. Thompson - D. Collison - B. McLemore,SAC,11,113,99.1,108.2,-9.1,51.9,1.02,14.3,31.4,66.1,49.3,0.2,48.9,53.2,93.17,42.1,R. Evans , R. Gay , J. Thompson , D. Collison , B. McLemore
S. Marion - L. James - K. Love - K. Irving - T. Thompson,CLE,26,112,125.1,93.3,31.8,55,2.62,17.4,36.5,77.9,57.2,0.1,54.2,59.7,96.41,64.6,S. Marion , L. James , K. Love , K. Irving , T. Thompson
Z. Randolph - T. Allen - M. Conley - J. Green - M. Gasol,MEM,22,109,109,87.6,21.4,49.4,1.35,14.9,34.8,77.9,58.9,0.1,54.8,59.6,92.57,64.6,Z. Randolph , T. Allen , M. Conley , J. Green , M. Gasol
G. Hayward - T. Booker - R. Gobert - D. Exum - J. Ingles,UTA,38,108,93.9,86.8,7.1,59.7,1.08,14.9,31.2,73.7,52.9,0.2,46.5,50.7,94.73,54.1,G. Hayward , T. Booker , R. Gobert , D. Exum , J. Ingles
A. Jefferson - M. Williams - L. Stephenson - K. Walker - M. Kidd-Gilchrist,CHA,12,107,86,111.5,-25.5,58.1,1.3,15.1,24.8,81.6,49.5,0.2,43.5,46,95.31,36.2,A. Jefferson , M. Williams , L. Stephenson , K. Walker , M. Kidd-Gilchrist
P. Tucker - E. Bledsoe - B. Knight - M. Morris - A. Len,PHX,9,107,100,101.3,-1.3,52.2,1.04,15.8,25.7,74.4,52.3,0.2,52.7,55.8,101.43,51.1,P. Tucker , E. Bledsoe , B. Knight , M. Morris , A. Len
E. Gordon - R. Anderson - T. Evans - J. Holiday - A. Davis,NOP,15,106,114.2,113.2,1,54.7,2.26,16.9,28.7,60,43.8,0.1,53.8,57.6,100.17,50.1,E. Gordon , R. Anderson , T. Evans , J. Holiday , A. Davis
W. Ellington - R. Sacre - R. Kelly - J. Clarkson - T. Black,LAL,7,106,105.6,121.3,-15.8,54.4,1.95,15.9,30.6,69.8,49,0.1,48.1,51.4,89.19,39.4,W. Ellington , R. Sacre , R. Kelly , J. Clarkson , T. Black
R. Westbrook - E. Kanter - D. Waiters - A. Roberson - S. Adams,OKC,9,105,111,105.8,5.1,38.9,1.17,11.7,43.1,77.7,58.1,0.1,49.5,52.3,95.49,50.8,R. Westbrook , E. Kanter , D. Waiters , A. Roberson , S. Adams
K. Korver - P. Millsap - A. Horford - D. Carroll - D. Schroder,ATL,13,104,112.4,105.9,6.5,70.2,2.13,22.4,24.1,72.4,50.3,0.1,60.2,62.2,95.06,56.5,K. Korver , P. Millsap , A. Horford , D. Carroll , D. Schroder
M. Williams - T. Young - R. Hummel - G. Dieng - A. Wiggins,MIN,8,104,110.7,110.8,-0.1,62.7,1.93,18.4,34,70.5,52.7,0.1,49.4,54.1,90.16,52.6,M. Williams , T. Young , R. Hummel , G. Dieng , A. Wiggins
A. Iguodala - S. Curry - K. Thompson - H. Barnes - D. Green,GSW,37,102,104.5,88.5,15.9,50,1.24,13.3,26,68.6,50.2,0.1,53.9,59.7,115.15,65.1,A. Iguodala , S. Curry , K. Thompson , H. Barnes , D. Green
A. Johnson - D. DeRozan - G. Vasquez - J. Valanciunas - T. Ross,TOR,13,102,100,104.2,-4.2,69.3,2,20.1,22.2,69.8,46.8,0.1,51.2,54,90.01,49.4,A. Johnson , D. DeRozan , G. Vasquez , J. Valanciunas , T. Ross
L. Mbah a Moute - H. Thompson - N. Noel - M. Carter-Williams - R. Covington,PHI,12,102,91.2,99.1,-7.9,76.1,1.26,18.4,24.5,69.1,45.8,0.2,49.4,52.5,101.73,43.4,L. Mbah a Moute , H. Thompson , N. Noel , M. Carter-Williams , R. Covington
C. Boozer - W. Ellington - R. Sacre - R. Kelly - J. Clarkson,LAL,9,101,91.2,110.3,-19.1,56.6,1.79,16.3,16.2,75.8,43.9,0.1,46,48.9,96.93,38.4,C. Boozer , W. Ellington , R. Sacre , R. Kelly , J. Clarkson
J. Smith - T. Ariza - J. Harden - P. Beverley - D. Motiejunas,HOU,30,100,106.2,112.7,-6.5,61.3,1.88,17.4,26,64.8,44.1,0.1,52.9,56.6,101.44,44.6,J. Smith , T. Ariza , J. Harden , P. Beverley , D. Motiejunas
R. Westbrook - E. Kanter - K. Singler - D. Waiters - S. Adams,OKC,10,100,100.5,104.3,-3.9,42.7,1.15,13.9,29.7,87.5,55.2,0.2,51.1,51.8,98.99,43,R. Westbrook , E. Kanter , K. Singler , D. Waiters , S. Adams
A. Bargnani - L. Amundson - L. Thomas - A. Shved - L. Galloway,NYK,8,99,87.5,97.5,-10,60.6,1.59,15.5,29.7,75.3,50.2,0.1,40.9,43.8,97.5,42.7,A. Bargnani , L. Amundson , L. Thomas , A. Shved , L. Galloway
L. Mbah a Moute - N. Noel - M. Carter-Williams - R. Covington - J. Sampson,PHI,9,99,94.7,102.9,-8.2,72.9,1.27,18.3,20.8,75.5,47.9,0.2,50,53.3,100.43,46.4,L. Mbah a Moute , N. Noel , M. Carter-Williams , R. Covington , J. Sampson
P. Gasol - M. Dunleavy - A. Brooks - T. Gibson - J. Butler,CHI,20,99,111.6,101.5,10.1,62.2,2.68,18.8,24.7,72.8,50.5,0.1,53.6,57.8,96.79,58.2,P. Gasol , M. Dunleavy , A. Brooks , T. Gibson , J. Butler
S. Curry - K. Thompson - H. Barnes - F. Ezeli - D. Green,GSW,14,99,99,92.4,6.6,51.3,1.6,14.8,25,73.3,50,0.1,47.5,50.8,100.11,51.8,S. Curry , K. Thompson , H. Barnes , F. Ezeli , D. Green
Z. Pachulia - B. Knight - K. Middleton - G. Antetokounmpo - J. O'Bryant III,MIL,10,99,97.9,94.7,3.2,70.7,1.56,19.1,35,68.7,51.5,0.2,46,48.8,90.97,53.4,Z. Pachulia , B. Knight , K. Middleton , G. Antetokounmpo , J. O'Bryant III
T. Prince - G. Monroe - R. Jackson - A. Drummond - K. Caldwell-Pope,DET,9,98,93.8,106.3,-12.5,48.7,1.03,13.6,39.6,75,56.1,0.2,45.9,47.4,93.72,40.8,T. Prince , G. Monroe , R. Jackson , A. Drummond , K. Caldwell-Pope
D. Favors - G. Hayward - E. Kanter - T. Burke - R. Hood,UTA,16,96,102.2,94.6,7.5,60.6,2.05,16.3,34.9,67.7,50.7,0.1,44.6,49.6,93.35,54.2,D. Favors , G. Hayward , E. Kanter , T. Burke , R. Hood
C. Kaman - S. Blake - L. Aldridge - N. Batum - D. Lillard,POR,27,95,102.1,109.3,-7.3,64.1,1.43,18.5,31.5,67,50.3,0.2,52.2,55.7,97.11,48.4,C. Kaman , S. Blake , L. Aldridge , N. Batum , D. Lillard
R. Gay - R. Hollins - J. Thompson - D. Collison - B. McLemore,SAC,9,95,100.5,109.6,-9,53.9,1.32,16.5,23.8,73,49.1,0.2,52.3,54.9,95.48,46.5,R. Gay , R. Hollins , J. Thompson , D. Collison , B. McLemore
G. Hayward - T. Booker - R. Gobert - R. Hood - D. Exum,UTA,29,94,96.3,93.2,3.2,58.3,0.95,13.7,34,73.2,53.6,0.2,46,52.6,96.78,51.6,G. Hayward , T. Booker , R. Gobert , R. Hood , D. Exum
R. Price - J. Hill - W. Ellington - W. Johnson - E. Davis,LAL,9,94,100,107.5,-7.5,62.2,1.84,17.6,29.6,70.5,48.9,0.1,47.6,51,96.06,48,R. Price , J. Hill , W. Ellington , W. Johnson , E. Davis
D. Howard - J. Smith - T. Ariza - J. Harden - P. Beverley,HOU,12,93,95.7,107.8,-12,59.1,1.08,15.2,32,66.3,47.5,0.2,47.8,51.3,98.79,36.9,D. Howard , J. Smith , T. Ariza , J. Harden , P. Beverley
L. Barbosa - S. Livingston - A. Iguodala - M. Speights - H. Barnes,GSW,24,93,95.3,100.5,-5.2,67.7,1.57,17.1,28.7,61.2,45.3,0.1,45,51.1,100.03,47.6,L. Barbosa , S. Livingston , A. Iguodala , M. Speights , H. Barnes
B. Bass - E. Turner - A. Bradley - J. Sullinger - J. Crowder,BOS,13,90,86.3,106.1,-19.8,48.5,1.1,13.3,25.5,76.7,48.9,0.2,43.9,45.2,96.93,34.9,B. Bass , E. Turner , A. Bradley , J. Sullinger , J. Crowder
J. Green - E. Turner - A. Bradley - T. Zeller - J. Sullinger,BOS,9,90,100.6,100,0.6,62.3,2.09,19,26.1,70.7,49.2,0.1,48.2,50.9,97.41,49.7,J. Green , E. Turner , A. Bradley , T. Zeller , J. Sullinger
Z. Randolph - T. Allen - B. Udrih - M. Gasol - C. Lee,MEM,22,90,98.4,90.9,7.5,69,1.75,18.8,31.5,76,55.4,0.2,49,53,99.59,58.3,Z. Randolph , T. Allen , B. Udrih , M. Gasol , C. Lee
D. West - R. Stuckey - R. Hibbert - G. Hill - S. Hill,IND,17,89,94.6,105.4,-10.8,59,2.12,16.1,22.1,71.3,44.6,0.1,44.9,47.9,89.94,40,D. West , R. Stuckey , R. Hibbert , G. Hill , S. Hill
K. Korver - T. Sefolosha - P. Millsap - A. Horford - J. Teague,ATL,19,88,115,106.3,8.7,60.3,1.81,19.7,27,70.6,50.3,0.1,59.5,62.5,95.41,53.1,K. Korver , T. Sefolosha , P. Millsap , A. Horford , J. Teague
L. James - J. Smith - K. Love - K. Irving - T. Thompson,CLE,28,87,111.6,97.1,14.5,46.9,1.88,12.9,32.6,71.1,51.4,0.1,47.7,53.6,94.94,56.7,L. James , J. Smith , K. Love , K. Irving , T. Thompson
R. Gay - J. Thompson - D. Cousins - B. McLemore - R. McCallum,SAC,13,87,103.4,98.3,5,57.7,1.64,15.8,40.2,77.1,56.8,0.1,44.7,48.9,97.73,53.1,R. Gay , J. Thompson , D. Cousins , B. McLemore , R. McCallum
R. Westbrook - S. Ibaka - E. Kanter - K. Singler - A. Roberson,OKC,8,87,107.7,114,-6.3,56.8,1.45,16.7,34.1,77.5,55.9,0.2,47.5,53.9,99.26,47.8,R. Westbrook , S. Ibaka , E. Kanter , K. Singler , A. Roberson
Z. Randolph - T. Prince - T. Allen - M. Conley - M. Gasol,MEM,10,87,101.8,89.3,12.5,55,2.36,14.7,28.1,78.4,52.2,0.1,42.2,48.3,92.92,57.1,Z. Randolph , T. Prince , T. Allen , M. Conley , M. Gasol
C. Bosh - L. Deng - M. Chalmers - H. Whiteside - S. Napier,MIA,8,86,100,105.9,-5.9,62.7,1.45,17.3,34.9,74.7,54.4,0.2,48.7,52.4,95.59,50.1,C. Bosh , L. Deng , M. Chalmers , H. Whiteside , S. Napier
N. Vucevic - T. Harris - V. Oladipo - E. Payton - A. Gordon,ORL,14,86,95.9,104.1,-8.1,57.4,1.77,15.9,35,74.4,53.2,0.1,44.6,46.4,95.49,44.7,N. Vucevic , T. Harris , V. Oladipo , E. Payton , A. Gordon
A. Johnson - K. Lowry - D. DeRozan - J. Johnson - J. Valanciunas,TOR,12,85,95.8,85,10.8,50.8,1.03,14.9,27.5,67,49.2,0.2,48.9,52.3,95.51,55.3,A. Johnson , K. Lowry , D. DeRozan , J. Johnson , J. Valanciunas
J. Terry - D. Howard - T. Ariza - J. Harden - T. Jones,HOU,10,85,116.7,101.2,15.5,64.2,1.54,18.8,26.5,72.1,51.9,0.2,58.8,63.9,95.65,58.1,J. Terry , D. Howard , T. Ariza , J. Harden , T. Jones
A. Jefferson - G. Henderson - M. Kidd-Gilchrist - B. Roberts - C. Zeller,CHA,7,84,107.5,95.2,12.4,66.2,2.81,19.7,29.1,75.6,52.3,0.1,46.7,51.1,92.81,58.1,A. Jefferson , G. Henderson , M. Kidd-Gilchrist , B. Roberts , C. Zeller
L. James - A. Varejao - K. Love - K. Irving - D. Waiters,CLE,16,84,98.8,106.4,-7.6,67.2,1.13,18.4,24.7,69.1,48.1,0.2,54.9,58.5,97.89,44.5,L. James , A. Varejao , K. Love , K. Irving , D. Waiters
C. Frye - T. Harris - E. Fournier - K. O'Quinn - V. Oladipo,ORL,13,83,117.6,101.3,16.3,52,1.86,18.1,25,72.7,50.3,0.1,59.9,61.9,91.06,54.9,C. Frye , T. Harris , E. Fournier , K. O'Quinn , V. Oladipo
R. Gay - O. Casspi - D. Cousins - B. McLemore - R. McCallum,SAC,11,83,106.4,109.7,-3.4,57.4,1.56,16.3,31.1,71.8,50,0.1,48.7,53.7,100.42,46.7,R. Gay , O. Casspi , D. Cousins , B. McLemore , R. McCallum
A. Johnson - K. Lowry - G. Vasquez - J. Valanciunas - T. Ross,TOR,14,81,115.9,119.6,-3.8,58.9,2.53,19.4,24.3,73.5,47.9,0.1,57.7,61.1,97.29,48.9,A. Johnson , K. Lowry , G. Vasquez , J. Valanciunas , T. Ross
L. Williams - K. Lowry - D. DeRozan - P. Patterson - J. Valanciunas,TOR,25,81,96.5,94.3,2.3,53.4,1.63,13.6,26.3,70.5,47.1,0.1,41.8,48.2,102.38,46.8,L. Williams , K. Lowry , D. DeRozan , P. Patterson , J. Valanciunas
C. Butler - D. Augustin - J. Jerebko - J. Meeks - A. Drummond,DET,14,80,111.3,106.3,5.1,66.2,2.14,20.3,24,74,48.6,0.1,55.8,58.4,95.43,53.9,C. Butler , D. Augustin , J. Jerebko , J. Meeks , A. Drummond
D. Favors - G. Hayward - E. Millsap - R. Gobert - T. Burke,UTA,22,80,98.8,90.6,8.2,44.8,1,12.2,33.8,71.3,52.5,0.2,49.6,53,99.33,55.8,D. Favors , G. Hayward , E. Millsap , R. Gobert , T. Burke
D. Gooden - M. Gortat - J. Wall - B. Beal - O. Porter Jr.,WAS,10,80,105.3,87.5,17.8,70.1,2.24,21,35.8,75.9,56.1,0.1,50,52,90.58,63.2,D. Gooden , M. Gortat , J. Wall , B. Beal , O. Porter Jr.
E. Turner - A. Bradley - T. Zeller - J. Sullinger - J. Crowder,BOS,10,80,87,100,-13,55.9,1.1,15.2,27.4,66.3,47.4,0.2,45,47.2,97.55,39.2,E. Turner , A. Bradley , T. Zeller , J. Sullinger , J. Crowder
M. Williams - T. Young - G. Dieng - S. Muhammad - A. Wiggins,MIN,11,80,117.3,104.4,12.9,62,1.63,18.2,42.9,73.2,56.8,0.2,52.4,56.1,96.26,56.6,M. Williams , T. Young , G. Dieng , S. Muhammad , A. Wiggins
D. Favors - G. Hayward - E. Kanter - D. Exum - J. Ingles,UTA,12,79,110.7,95.3,15.4,49.3,2,17,24.6,78.6,52.6,0.1,56.1,58.4,90.39,58.7,D. Favors , G. Hayward , E. Kanter , D. Exum , J. Ingles
K. Korver - T. Sefolosha - A. Horford - M. Scott - D. Schroder,ATL,23,79,119.9,77.6,42.3,80.3,3.8,24.9,27.5,64.4,48.4,0.1,59.7,62.2,94.99,73.6,K. Korver , T. Sefolosha , A. Horford , M. Scott , D. Schroder
J. Smith - K. Love - K. Irving - T. Thompson - I. Shumpert,CLE,26,78,97.5,96.9,0.6,51.9,1.42,12,41.5,65.6,53.3,0.1,41.8,48.3,98.95,52,J. Smith , K. Love , K. Irving , T. Thompson , I. Shumpert
K. Garnett - J. Johnson - J. Jack - B. Bogdanovic - M. Plumlee,BKN,8,78,107.6,120.4,-12.8,65.7,1.76,21.8,21.7,70,45.8,0.2,56.5,58.3,90.26,44.9,K. Garnett , J. Johnson , J. Jack , B. Bogdanovic , M. Plumlee
C. Boozer - N. Young - W. Johnson - E. Davis - J. Lin,LAL,6,77,89.2,112.7,-23.5,48.1,1.08,11.9,36.6,81.7,53.4,0.2,37.7,42.4,98.18,30.4,C. Boozer , N. Young , W. Johnson , E. Davis , J. Lin
D. Nowitzki - D. Harris - J. Barea - B. Wright - A. Aminu,DAL,16,77,125.2,97.5,27.7,62.5,3.85,21.9,35.8,68.7,54,0.1,58.6,61.4,97.92,65,D. Nowitzki , D. Harris , J. Barea , B. Wright , A. Aminu
J. Terry - J. Smith - C. Brewer - J. Harden - T. Jones,HOU,21,77,107.4,81.4,26.1,58.2,1.56,17,25,67.6,49.7,0.1,54.3,59.2,110.04,70.1,J. Terry , J. Smith , C. Brewer , J. Harden , T. Jones
K. Garnett - J. Johnson - J. Jack - A. Anderson - M. Plumlee,BKN,12,77,101.4,94.5,6.9,66.1,2.05,19.8,18.8,70.6,44.5,0.1,51.2,53.4,91.06,54.9,K. Garnett , J. Johnson , J. Jack , A. Anderson , M. Plumlee
R. Gay - D. Collison - D. Cousins - D. Williams - B. McLemore,SAC,18,77,111.9,109.4,2.5,60.9,1.18,18,19.6,70.9,49.6,0.2,60.7,68.1,104.7,52.7,R. Gay , D. Collison , D. Cousins , D. Williams , B. McLemore
T. Chandler - D. Harris - M. Ellis - A. Aminu - C. Parsons,DAL,26,77,113.7,84.7,29,58.8,2.35,17.2,30,64,47.6,0.1,53.1,56.5,107.01,66.6,T. Chandler , D. Harris , M. Ellis , A. Aminu , C. Parsons
D. West - C. Miles - C. Watson - R. Hibbert - S. Hill,IND,19,75,106,99.3,6.6,60.6,1.6,18.6,34.3,68.5,53.5,0.2,53,55.9,96.85,56.1,D. West , C. Miles , C. Watson , R. Hibbert , S. Hill
L. James - J. Smith - T. Mozgov - K. Irving - T. Thompson,CLE,10,75,109.3,110.3,-1,60,1.44,18.8,26.4,65.2,47.8,0.2,56.4,57.7,97.23,45.3,L. James , J. Smith , T. Mozgov , K. Irving , T. Thompson
L. Mbah a Moute - H. Thompson - H. Sims - N. Noel - M. Carter-Williams,PHI,7,75,79,96.7,-17.7,69.2,0.97,17.5,19.1,81.1,51.4,0.2,47.9,49.2,98.68,44.1,L. Mbah a Moute , H. Thompson , H. Sims , N. Noel , M. Carter-Williams
D. Nowitzki - A. Stoudemire - D. Harris - J. Barea - A. Aminu,DAL,11,74,106.8,116,-9.2,49.2,1.76,15.5,25.4,70,47.2,0.1,53.3,57.2,95.75,45.1,D. Nowitzki , A. Stoudemire , D. Harris , J. Barea , A. Aminu
J. Dudley - O. Mayo - J. Bayless - J. Henson - K. Middleton,MIL,20,74,103.2,86.9,16.3,81,1.42,22.3,15.8,66.7,46.5,0.2,59.4,63.6,100.27,66.9,J. Dudley , O. Mayo , J. Bayless , J. Henson , K. Middleton
J. Johnson - D. Williams - A. Anderson - M. Plumlee - M. Brown,BKN,8,74,104,102,2,43.5,1.13,14.1,20.5,62.5,41.4,0.2,52.6,55.4,97.78,47.2,J. Johnson , D. Williams , A. Anderson , M. Plumlee , M. Brown
L. Williams - A. Johnson - K. Lowry - D. DeRozan - P. Patterson,TOR,19,74,113.6,105.2,8.5,42.9,1.71,11.6,35.4,59.8,47.6,0.1,47.4,53.4,100.63,51.4,L. Williams , A. Johnson , K. Lowry , D. DeRozan , P. Patterson
M. Ginobili - B. Diaw - M. Belinelli - C. Joseph - A. Baynes,SAS,17,74,103.9,87.7,16.2,58.3,1.35,17,30.6,83.3,58,0.2,53.8,57.1,100.26,57.3,M. Ginobili , B. Diaw , M. Belinelli , C. Joseph , A. Baynes
P. Millsap - J. Teague - D. Carroll - K. Bazemore - P. Antic,ATL,28,73,88.3,95.8,-7.4,46.8,1.05,10.8,22.2,75.3,47.4,0.1,42.5,50.1,107.65,43.3,P. Millsap , J. Teague , D. Carroll , K. Bazemore , P. Antic
D. Wade - L. Deng - G. Dragic - H. Walker - H. Whiteside,MIA,10,72,105.4,109,-3.5,60.3,1.52,17.5,29.2,77.9,54.1,0.2,52.5,56.5,97.01,50.6,D. Wade , L. Deng , G. Dragic , H. Walker , H. Whiteside
E. Gordon - R. Anderson - O. Asik - T. Evans - D. Cunningham,NOP,7,72,91.1,121.1,-29.9,59.6,1.17,15.1,29.9,78.7,51.4,0.2,44.2,46.6,88.83,32.3,E. Gordon , R. Anderson , O. Asik , T. Evans , D. Cunningham
E. Gordon - R. Anderson - T. Evans - Q. Pondexter - A. Davis,NOP,16,72,118.3,112.3,6,56.3,2.12,17.6,25.4,62,44.8,0.1,57.5,61.9,99.66,51.3,E. Gordon , R. Anderson , T. Evans , Q. Pondexter , A. Davis
G. Hayward - T. Booker - E. Millsap - R. Gobert - T. Burke,UTA,25,72,109.7,89.2,20.5,50,1.38,14.6,41.8,80.3,61.6,0.1,55,58.7,97.27,59.4,G. Hayward , T. Booker , E. Millsap , R. Gobert , T. Burke
J. Terry - T. Ariza - J. Harden - D. Motiejunas - T. Black,HOU,12,72,115.5,95.9,19.7,56.3,1.24,17.4,35.8,75.6,57.2,0.2,60,62.3,98.07,58.5,J. Terry , T. Ariza , J. Harden , D. Motiejunas , T. Black
B. Bass - E. Turner - A. Bradley - J. Sullinger - M. Smart,BOS,16,71,93.7,102.8,-9.2,70.6,2,18.5,25.7,82.4,52.8,0.1,47.2,50.3,96.36,46.1,B. Bass , E. Turner , A. Bradley , J. Sullinger , M. Smart
B. Bass - E. Turner - A. Bradley - T. Zeller - J. Crowder,BOS,15,71,99.3,97.9,1.4,63.6,1.46,17.6,40.6,69.1,56,0.2,45.1,49.8,94.43,52.9,B. Bass , E. Turner , A. Bradley , T. Zeller , J. Crowder
L. Barbosa - S. Livingston - A. Iguodala - D. Lee - M. Speights,GSW,13,71,114.7,91.1,23.6,67.2,1.88,21.8,31,65.3,50.4,0.2,57.7,61.2,97.98,65.4,L. Barbosa , S. Livingston , A. Iguodala , D. Lee , M. Speights
M. Williams - T. Young - C. Budinger - G. Dieng - A. Wiggins,MIN,12,71,94.6,99.3,-4.7,64.3,1.38,17.8,25.7,62.8,45.3,0.2,46.8,51.8,100.72,49.4,M. Williams , T. Young , C. Budinger , G. Dieng , A. Wiggins
P. Pierce - D. Gooden - M. Gortat - J. Wall - B. Beal,WAS,13,71,105.8,94.2,11.6,51.7,2.38,16.5,26.8,68.8,48.6,0.1,51.6,53.2,94.2,58.7,P. Pierce , D. Gooden , M. Gortat , J. Wall , B. Beal
J. Hill - W. Ellington - R. Sacre - R. Kelly - J. Clarkson,LAL,7,70,88.1,100,-11.9,49,1.09,13.4,25,76.9,51.3,0.2,43.5,47.3,97.05,43.1,J. Hill , W. Ellington , R. Sacre , R. Kelly , J. Clarkson
J. Johnson - J. Jack - B. Lopez - B. Bogdanovic - M. Plumlee,BKN,14,70,98.5,127.5,-29,46.9,1.92,13.4,23.5,63.9,44.3,0.1,44,50.2,91.21,39.4,J. Johnson , J. Jack , B. Lopez , B. Bogdanovic , M. Plumlee
W. Johnson - R. Kelly - J. Clarkson - J. Brown - T. Black,LAL,9,70,109.2,112.8,-3.5,61,2,19.1,16.9,70.7,42.3,0.1,56.4,58.3,97.05,45.6,W. Johnson , R. Kelly , J. Clarkson , J. Brown , T. Black
