LINEUPS,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,PLAYER1,PLAYER2,PLAYER3,PLAYER4,PLAYER5
J. Crawford - T. Gibson - G. Dieng - A. Wiggins - T. Jones,MIN,43,116,104.4,108.1,-3.7,50.5,1.82,15.5,25.2,57.8,41,0.1,50.7,54.3,104.85,45.3,J. Crawford , T. Gibson , G. Dieng , A. Wiggins , T. Jones
T. Young - L. Stephenson - C. Joseph - V. Oladipo - D. Sabonis,IND,40,116,105.8,93.5,12.2,52,1.65,15.3,33.1,81.4,56.7,0.1,51,54.9,101.69,56.3,T. Young , L. Stephenson , C. Joseph , V. Oladipo , D. Sabonis
A. Horford - A. Baynes - T. Rozier - J. Brown - J. Tatum,BOS,11,115,107.4,93.5,13.9,64.9,2.33,20,20,74.2,48.7,0.1,54.1,56.7,96.17,58.9,A. Horford , A. Baynes , T. Rozier , J. Brown , J. Tatum
C. Brewer - J. Clarkson - J. Randle - K. Kuzma - J. Hart,LAL,18,113,105.7,110.9,-5.3,51.1,1.21,14.9,31.5,66.9,50.6,0.2,52.7,56.5,97.76,49.6,C. Brewer , J. Clarkson , J. Randle , K. Kuzma , J. Hart
N. Mirotic - J. Grant - B. Portis - P. Zipser - D. Nwaba,CHI,16,113,97.8,101.7,-3.9,58.7,1.64,17,28.9,69.6,48.7,0.1,49.3,50.8,97.72,46.8,N. Mirotic , J. Grant , B. Portis , P. Zipser , D. Nwaba
D. Howard - N. Batum - K. Walker - J. Lamb - F. Kaminsky,CHA,37,110,104.9,99.6,5.3,55.9,1.79,15.9,30,73.9,51.9,0.1,51.7,55.2,105.78,52.4,D. Howard , N. Batum , K. Walker , J. Lamb , F. Kaminsky
B. Bogdanovic - W. Cauley-Stein - S. Labissiere - D. Fox - J. Jackson,SAC,11,109,95.5,113,-17.5,60,1.42,17.5,18.8,77.3,46,0.2,50.5,53.5,97.94,38.2,B. Bogdanovic , W. Cauley-Stein , S. Labissiere , D. Fox , J. Jackson
A. Johnson - J. Redick - R. Covington - D. Saric - B. Simmons,PHI,24,108,106.7,98.7,8,64.1,1.59,19,25.7,81,54.8,0.2,55.2,57.4,101.78,54.5,A. Johnson , J. Redick , R. Covington , D. Saric , B. Simmons
J. Crawford - J. Teague - T. Gibson - A. Wiggins - K. Towns,MIN,28,106,117.7,114.2,3.5,56,1.59,17.2,32.6,74.1,54.7,0.1,56.1,61.2,98.47,51.6,J. Crawford , J. Teague , T. Gibson , A. Wiggins , K. Towns
R. Lopez - J. Holiday - Z. LaVine - J. Grant - L. Markkanen,CHI,8,106,99.1,96.9,2.2,59.3,1.7,17.3,19.6,85.5,52.3,0.1,49,52,100.87,50.1,R. Lopez , J. Holiday , Z. LaVine , J. Grant , L. Markkanen
B. Lopez - K. Caldwell-Pope - J. Randle - B. Ingram - L. Ball,LAL,12,105,105.5,107.3,-1.8,69.2,1.54,19.7,19.8,80.7,52.1,0.2,56.1,59.7,106.89,51.1,B. Lopez , K. Caldwell-Pope , J. Randle , B. Ingram , L. Ball
A. Johnson - M. Belinelli - R. Covington - D. Saric - B. Simmons,PHI,18,104,113,80.9,32.1,76,2.39,23.3,28.2,83.8,56.8,0.1,58.3,59.1,107.68,65.2,A. Johnson , M. Belinelli , R. Covington , D. Saric , B. Simmons
L. James - J. Smith - G. Hill - T. Thompson - C. Osman,CLE,7,104,112.3,116.3,-4.1,50.5,1.59,16.3,30.6,82.3,54.9,0.1,53.6,55.8,95.36,43.6,L. James , J. Smith , G. Hill , T. Thompson , C. Osman
L. Williams - D. Jordan - B. Griffin - W. Johnson - A. Rivers,LAC,15,104,105.7,106.6,-0.9,55.4,1.12,16,34.3,70,52.3,0.2,54.7,57.5,97.35,46.3,L. Williams , D. Jordan , B. Griffin , W. Johnson , A. Rivers
T. Chandler - T. Warren - D. Booker - M. Chriss - A. James,PHX,12,104,102.7,96.5,6.2,59.3,1.8,17.4,28.9,77.6,53.5,0.1,48.5,52.3,104.56,53.6,T. Chandler , T. Warren , D. Booker , M. Chriss , A. James
B. Biyombo - E. Fournier - J. Simmons - E. Payton - M. Hezonja,ORL,9,103,100.5,117.8,-17.4,60,1.59,17.8,24.5,62,43.1,0.1,51.4,54,99.17,42.3,B. Biyombo , E. Fournier , J. Simmons , E. Payton , M. Hezonja
R. Felton - P. Patterson - A. Abrines - J. Grant - J. Huestis,OKC,24,103,108,101,7,58.7,1.76,15.8,32.1,68.9,49.8,0.1,49.4,53.6,93.79,52.3,R. Felton , P. Patterson , A. Abrines , J. Grant , J. Huestis
T. Ariza - C. Paul - E. Gordon - R. Anderson - C. Capela,HOU,15,103,110.3,103.7,6.6,63.8,2.14,19.7,25.9,77.4,50.5,0.1,54.7,55,100.44,50.8,T. Ariza , C. Paul , E. Gordon , R. Anderson , C. Capela
C. Miles - D. DeRozan - J. Poeltl - P. Siakam - F. VanVleet,TOR,33,101,120.2,105.6,14.6,52.5,4.33,17.3,31.2,71.1,50,0.1,54.7,57.8,103.42,55.2,C. Miles , D. DeRozan , J. Poeltl , P. Siakam , F. VanVleet
K. Lowry - S. Ibaka - D. DeRozan - J. Valanciunas - F. VanVleet,TOR,26,101,128.3,106.5,21.8,50,2.59,15.3,34.3,77.6,56.8,0.1,55.7,62.5,98.56,65.2,K. Lowry , S. Ibaka , D. DeRozan , J. Valanciunas , F. VanVleet
L. James - J. Smith - K. Love - I. Thomas - J. Crowder,CLE,9,101,98.1,118.7,-20.5,63.4,1.45,16.4,16.4,70.7,41.1,0.1,46.6,51.9,99.94,37.8,L. James , J. Smith , K. Love , I. Thomas , J. Crowder
M. Gortat - J. Wall - M. Morris - B. Beal - K. Oubre Jr.,WAS,21,101,99.5,99.5,0,55.7,1.16,15.5,20.8,74.5,48.3,0.2,52.7,55.4,103.66,47.5,M. Gortat , J. Wall , M. Morris , B. Beal , K. Oubre Jr.
D. Wright - N. Powell - J. Poeltl - P. Siakam - F. VanVleet,TOR,15,100,104.1,99,5.1,48.1,1.22,14.1,41,70.9,54.5,0.2,50.3,52.6,94.04,51.2,D. Wright , N. Powell , J. Poeltl , P. Siakam , F. VanVleet
R. Lopez - J. Holiday - J. Grant - P. Zipser - L. Markkanen,CHI,12,100,106.3,120.1,-13.8,71.3,2.38,21.1,24.2,65.9,43.1,0.1,52.8,54.3,93.38,42.8,R. Lopez , J. Holiday , J. Grant , P. Zipser , L. Markkanen
D. Augustin - N. Vucevic - A. Gordon - M. Hezonja - W. Iwundu,ORL,8,99,85.9,94.8,-8.8,74.7,1.7,19.3,19.1,75,45.7,0.2,44.6,46.6,102.16,45.4,D. Augustin , N. Vucevic , A. Gordon , M. Hezonja , W. Iwundu
E. Bledsoe - K. Middleton - T. Snell - G. Antetokounmpo - T. Maker,MIL,17,99,112,109.2,2.8,60.5,1.86,18.1,30.2,72.8,51.1,0.1,54.3,58.5,100.44,53.7,E. Bledsoe , K. Middleton , T. Snell , G. Antetokounmpo , T. Maker
K. Durant - J. McGee - S. Curry - K. Thompson - D. Green,GSW,12,99,117.6,94.8,22.8,78.8,2.05,25.8,18.9,72,52.3,0.2,65.4,67.5,102.7,65,K. Durant , J. McGee , S. Curry , K. Thompson , D. Green
R. Felton - P. George - P. Patterson - J. Grant - T. Ferguson,OKC,26,99,89.7,106.7,-17,51.6,0.83,12.8,26.3,62.7,45.9,0.2,49,52.8,99.49,39,R. Felton , P. George , P. Patterson , J. Grant , T. Ferguson
A. Bradley - T. Harris - R. Jackson - A. Drummond - R. Bullock,DET,8,98,100.5,110.6,-10.1,50,0.97,13.1,33.3,82.1,54,0.2,47.2,51.3,98.19,40.5,A. Bradley , T. Harris , R. Jackson , A. Drummond , R. Bullock
K. Caldwell-Pope - J. Randle - B. Ingram - L. Ball - K. Kuzma,LAL,21,98,103.4,87.2,16.2,58.7,2,15.9,24.5,74.5,49.5,0.1,49.4,53.1,104.24,54.3,K. Caldwell-Pope , J. Randle , B. Ingram , L. Ball , K. Kuzma
R. Rubio - J. Jerebko - R. Gobert - J. Ingles - D. Mitchell,UTA,19,98,98.6,85.8,12.8,68.8,1.18,18.5,21.4,74.3,51.8,0.2,56,59.6,106.16,60.6,R. Rubio , J. Jerebko , R. Gobert , J. Ingles , D. Mitchell
D. Lillard - M. Harkless - C. McCollum - N. Vonleh - J. Nurkic,POR,10,96,101.5,101.5,0,60.3,1.52,17.9,22,83.7,54,0.2,51.8,55,98.69,53.2,D. Lillard , M. Harkless , C. McCollum , N. Vonleh , J. Nurkic
D. Nowitzki - J. Barea - D. McDermott - D. Powell - Y. Ferrell,DAL,12,95,118.6,98,20.6,72.2,2.71,22.4,22.8,65,46.4,0.1,59.7,62.2,103.19,60.9,D. Nowitzki , J. Barea , D. McDermott , D. Powell , Y. Ferrell
K. Middleton - T. Snell - G. Antetokounmpo - T. Maker - M. Brogdon,MIL,16,95,112.6,105,7.7,61.3,1.69,18.8,19,71.7,46.6,0.1,58.4,62.3,101.23,52.1,K. Middleton , T. Snell , G. Antetokounmpo , T. Maker , M. Brogdon
L. James - J. Smith - T. Thompson - I. Thomas - J. Crowder,CLE,7,95,109.6,135.1,-25.6,60.5,1.96,18.5,20,72,42.9,0.1,55,58.1,101.38,37.5,L. James , J. Smith , T. Thompson , I. Thomas , J. Crowder
R. Rondo - J. Holiday - D. Cunningham - E. Moore - A. Davis,NOP,20,94,94.3,92.6,1.7,76.3,2.1,21,18.6,69.2,45.9,0.1,50.8,52.8,108.81,55.7,R. Rondo , J. Holiday , D. Cunningham , E. Moore , A. Davis
J. Terry - E. Bledsoe - J. Henson - K. Middleton - G. Antetokounmpo,MIL,9,93,110.4,104.6,5.7,60.3,1.52,18.1,25.9,76,53.1,0.2,56.1,60.5,99.59,57.2,J. Terry , E. Bledsoe , J. Henson , K. Middleton , G. Antetokounmpo
E. Ilyasova - K. Bazemore - D. Schroder - D. Dedmon - T. Prince,ATL,18,92,100.5,103,-2.5,60,1.75,16.5,20.4,70.3,45.1,0.1,48.8,54.3,102.52,51,E. Ilyasova , K. Bazemore , D. Schroder , D. Dedmon , T. Prince
K. Koufos - B. Bogdanovic - W. Cauley-Stein - B. Hield - F. Mason,SAC,12,92,105.6,97.3,8.3,58.4,2.65,18.1,29.8,72.3,51.1,0.1,50.6,52.6,95.45,52.3,K. Koufos , B. Bogdanovic , W. Cauley-Stein , B. Hield , F. Mason
M. Conley - M. Gasol - J. Ennis III - A. Harrison - J. Martin,MEM,8,92,102.4,111.4,-9,65,1.95,17.4,18.8,69.1,45.6,0.1,47.6,52.9,90.23,47.7,M. Conley , M. Gasol , J. Ennis III , A. Harrison , J. Martin
P. Gasol - L. Aldridge - P. Mills - K. Anderson - D. Murray,SAS,10,92,114.9,101.1,13.8,65.1,3.38,20.6,22,78,48.6,0.1,53.5,57.2,97.94,57.2,P. Gasol , L. Aldridge , P. Mills , K. Anderson , D. Murray
R. Lopez - J. Holiday - J. Grant - D. Nwaba - L. Markkanen,CHI,16,90,100.5,92.1,8.5,67.6,2,18.2,24.2,84.4,54.5,0.1,46.5,51.7,100.02,55.2,R. Lopez , J. Holiday , J. Grant , D. Nwaba , L. Markkanen
D. Lillard - C. McCollum - N. Vonleh - J. Nurkic - P. Connaughton,POR,7,89,113.4,120.4,-7,52.3,2.14,18.1,22.6,81.2,52.1,0.1,56,58.4,100.84,47.6,D. Lillard , C. McCollum , N. Vonleh , J. Nurkic , P. Connaughton
J. Jack - M. Beasley - C. Lee - E. Kanter - T. Hardaway Jr.,NYK,9,89,108.4,119.8,-11.4,60.3,1.68,17.7,30.8,76.7,53.1,0.1,50.3,55.7,104.26,42.4,J. Jack , M. Beasley , C. Lee , E. Kanter , T. Hardaway Jr.
M. Morris - B. Beal - T. Satoransky - O. Porter Jr. - K. Oubre Jr.,WAS,21,89,129.1,99,30.2,72,3.35,23.3,30.4,73.2,52.2,0.1,62,66.3,106.08,67.8,M. Morris , B. Beal , T. Satoransky , O. Porter Jr. , K. Oubre Jr.
T. Young - C. Joseph - B. Bogdanovic - V. Oladipo - D. Sabonis,IND,35,89,108.6,108.4,0.2,56.8,1.53,18.2,26.3,69.1,49.4,0.2,58.3,59.7,100.88,50.1,T. Young , C. Joseph , B. Bogdanovic , V. Oladipo , D. Sabonis
E. Bledsoe - J. Henson - K. Middleton - T. Snell - J. Parker,MIL,16,88,108.6,109.9,-1.4,62.7,2.24,18.7,32.6,65.9,48.6,0.1,49.7,52.5,97.54,45.2,E. Bledsoe , J. Henson , K. Middleton , T. Snell , J. Parker
D. Carroll - Q. Acy - A. Crabbe - S. Dinwiddie - J. Allen,BKN,9,87,98.3,118,-19.7,61.7,1.12,16.1,26.3,68.2,48.2,0.2,51.1,55.6,93.08,43.5,D. Carroll , Q. Acy , A. Crabbe , S. Dinwiddie , J. Allen
J. Wall - M. Morris - B. Beal - O. Porter Jr. - K. Oubre Jr.,WAS,16,87,113.5,111.5,2,59.2,1.55,17.4,25.3,70.5,48.5,0.2,56.5,60.7,105.15,50.8,J. Wall , M. Morris , B. Beal , O. Porter Jr. , K. Oubre Jr.
L. James - D. Wade - K. Korver - C. Frye - J. Green,CLE,18,87,112.2,86,26.2,55.1,1.65,17.8,25.6,78.3,54.1,0.1,56.8,59.6,100.52,62.3,L. James , D. Wade , K. Korver , C. Frye , J. Green
T. Young - L. Stephenson - C. Joseph - B. Bogdanovic - D. Sabonis,IND,33,87,90.5,112.9,-22.4,59.1,1.56,16.4,24.4,71.4,45.5,0.1,50.3,51.6,98.77,36.6,T. Young , L. Stephenson , C. Joseph , B. Bogdanovic , D. Sabonis
W. Barton - M. Plumlee - G. Harris - N. Jokic - J. Murray,DEN,16,87,121,102.8,18.2,72.2,3,23,20.8,75.3,50.3,0.1,59.2,63,98.54,58.7,W. Barton , M. Plumlee , G. Harris , N. Jokic , J. Murray
A. Johnson - R. Covington - D. Saric - T. McConnell - B. Simmons,PHI,21,86,93.5,98.9,-5.4,71.2,1.96,18.6,25,73.9,48.4,0.1,47.5,50.9,102.42,48.5,A. Johnson , R. Covington , D. Saric , T. McConnell , B. Simmons
G. Dragic - H. Whiteside - T. Johnson - J. Winslow - J. Richardson,MIA,15,86,107.4,104.3,3.1,61.3,2.42,18,24.5,75.6,48.9,0.1,50.9,55,103.31,53,G. Dragic , H. Whiteside , T. Johnson , J. Winslow , J. Richardson
G. Dragic - J. Johnson - T. Johnson - J. Richardson - B. Adebayo,MIA,14,86,104.4,103.2,1.2,61.5,1.6,19.8,20,80.7,52.8,0.2,59.3,59.8,102.63,49.8,G. Dragic , J. Johnson , T. Johnson , J. Richardson , B. Adebayo
R. Rondo - J. Holiday - D. Cunningham - D. Cousins - E. Moore,NOP,12,86,105.4,116.4,-11,60,1.67,18.1,18.7,70,45.5,0.1,53.4,55.7,104.08,44,R. Rondo , J. Holiday , D. Cunningham , D. Cousins , E. Moore
T. Chandler - T. Warren - D. Booker - D. Bender - T. Ulis,PHX,15,86,85.7,109.1,-23.4,56.7,0.97,15,14.1,77.3,45.1,0.2,49.6,52.3,100.17,37.2,T. Chandler , T. Warren , D. Booker , D. Bender , T. Ulis
D. Augustin - N. Vucevic - J. Simmons - M. Hezonja - J. Isaac,ORL,6,85,94.4,116.7,-22.3,54,1.1,15.2,14.3,65.9,42.3,0.2,50.7,55.3,98.92,41.5,D. Augustin , N. Vucevic , J. Simmons , M. Hezonja , J. Isaac
D. Carroll - A. Crabbe - D. Russell - R. Hollis-Jefferson - J. Allen,BKN,12,85,112.7,98.4,14.3,61.6,1.88,17.9,20.5,70.1,47.7,0.1,54.6,59.3,106.36,58.6,D. Carroll , A. Crabbe , D. Russell , R. Hollis-Jefferson , J. Allen
E. Davis - D. Lillard - S. Napier - P. Connaughton - Z. Collins,POR,20,84,115.1,98.8,16.3,46.7,1.52,14.9,32.9,72,53.4,0.1,56,58.1,98.55,55.3,E. Davis , D. Lillard , S. Napier , P. Connaughton , Z. Collins
E. Turner - E. Davis - D. Lillard - P. Connaughton - Z. Collins,POR,27,84,128.5,99.4,29.1,43.7,1.82,13.6,33.3,69.2,53.8,0.1,57.9,64.4,100.09,63.4,E. Turner , E. Davis , D. Lillard , P. Connaughton , Z. Collins
J. Johnson - W. Ellington - K. Olynyk - T. Johnson - J. Richardson,MIA,21,83,101.2,97.1,4.1,64.1,1.46,18,19.7,76.6,48.4,0.2,56.5,59.2,99.66,53.4,J. Johnson , W. Ellington , K. Olynyk , T. Johnson , J. Richardson
J. Lamb - C. Zeller - M. Carter-Williams - F. Kaminsky - T. Graham,CHA,9,83,110.2,103.5,6.7,65.2,2.81,19.2,27.2,85.7,52.5,0.1,50.3,53.2,96.9,50.9,J. Lamb , C. Zeller , M. Carter-Williams, F. Kaminsky , T. Graham
B. Bogdanovic - W. Cauley-Stein - B. Hield - S. Labissiere - D. Fox,SAC,15,82,103.8,102.8,1,55.7,1.26,15.8,30.6,73.2,51.5,0.2,50.7,56,104.89,52.6,B. Bogdanovic , W. Cauley-Stein , B. Hield , S. Labissiere , D. Fox
D. Augustin - B. Biyombo - E. Fournier - J. Simmons - M. Hezonja,ORL,8,82,104.1,116.2,-12.1,66.7,1.63,19,23.2,75.7,48.1,0.2,51.4,55.7,100,43.6,D. Augustin , B. Biyombo , E. Fournier , J. Simmons , M. Hezonja
D. Howard - M. Williams - N. Batum - K. Walker - T. Graham,CHA,14,82,110.3,108.5,1.8,54.2,1.39,17.2,21.1,74.4,48.7,0.2,57.3,60.3,102.93,50.4,D. Howard , M. Williams , N. Batum , K. Walker , T. Graham
M. Gasol - T. Evans - J. Green - B. McLemore - D. Brooks,MEM,12,82,107.8,113,-5.2,62.5,1.29,18.9,28.4,76.8,52.9,0.2,57.4,59.7,89.96,45.3,M. Gasol , T. Evans , J. Green , B. McLemore , D. Brooks
T. Young - L. Stephenson - C. Joseph - V. Oladipo - M. Turner,IND,31,82,106,101.2,4.8,54.5,1.57,15.8,32.5,67.5,50.6,0.1,51.1,55.3,98.88,54,T. Young , L. Stephenson , C. Joseph , V. Oladipo , M. Turner
W. Barton - G. Harris - N. Jokic - T. Lyles - J. Murray,DEN,22,82,101.6,100,1.6,76.2,1.92,18.8,22.1,81,50.3,0.1,50.3,57.1,106.33,53,W. Barton , G. Harris , N. Jokic , T. Lyles , J. Murray
D. Favors - R. Gobert - J. Ingles - R. O'Neale - D. Mitchell,UTA,12,81,110.7,91.4,19.3,54.4,1.48,16.2,38.8,90.5,62.9,0.2,50,53.4,94.58,61,D. Favors , R. Gobert , J. Ingles , R. O'Neale , D. Mitchell
R. Felton - P. Patterson - J. Grant - J. Huestis - T. Ferguson,OKC,19,81,100,103.8,-3.8,63.3,1.9,18,21.5,71.1,45.8,0.1,51.9,53.6,93.13,49.3,R. Felton , P. Patterson , J. Grant , J. Huestis , T. Ferguson
J. Nelson - J. Holiday - D. Cousins - E. Moore - A. Davis,NOP,18,80,92.3,102.5,-10.2,69.1,1.73,17.4,16.5,74.4,47.3,0.1,46.2,52.3,98.98,51.3,J. Nelson , J. Holiday , D. Cousins , E. Moore , A. Davis
L. James - J. Smith - K. Love - I. Shumpert - J. Crowder,CLE,6,80,103,113.3,-10.2,57.4,1.4,15.7,28.1,67.6,46,0.2,48.6,52.3,98.45,39.5,L. James , J. Smith , K. Love , I. Shumpert , J. Crowder
T. Young - D. Collison - L. Stephenson - B. Bogdanovic - M. Turner,IND,11,80,100,106.9,-6.9,67.8,2,18.7,20,80,48,0.1,48.6,52.9,95.82,46.1,T. Young , D. Collison , L. Stephenson , B. Bogdanovic , M. Turner
J. Crawford - N. Bjelica - G. Dieng - S. Muhammad - T. Jones,MIN,16,79,102.4,112.6,-10.2,61.7,1.48,17.6,15.7,74.2,44.1,0.2,52.7,57.9,101.18,42.3,J. Crawford , N. Bjelica , G. Dieng , S. Muhammad , T. Jones
P. Gasol - T. Parker - L. Aldridge - D. Green - K. Anderson,SAS,8,79,122,91.9,30.1,68.5,3.57,23.1,23.5,72.8,50.3,0.1,58.7,61,91.09,68.2,P. Gasol , T. Parker , L. Aldridge , D. Green , K. Anderson
E. Davis - M. Harkless - S. Napier - P. Connaughton - Z. Collins,POR,10,78,110.5,101.9,8.5,50,1.17,16.3,34.4,69.5,54.1,0.2,59,60.6,94.82,53.9,E. Davis , M. Harkless , S. Napier , P. Connaughton , Z. Collins
M. Gasol - J. Green - A. Harrison - J. Martin - D. Brooks,MEM,6,78,101.3,106.9,-5.6,66.1,2.05,18.4,23.5,80.6,50.3,0.1,48.5,51.9,95.78,44.2,M. Gasol , J. Green , A. Harrison , J. Martin , D. Brooks
W. Chandler - W. Barton - M. Plumlee - G. Harris - J. Murray,DEN,16,78,112,104.8,7.2,54.7,1.95,18.6,20.6,73.7,48.6,0.1,60.4,62,101.92,54.5,W. Chandler , W. Barton , M. Plumlee , G. Harris , J. Murray
A. Tolliver - I. Smith - A. Drummond - R. Bullock - S. Johnson,DET,19,77,110.5,109.9,0.5,58.1,1.65,18.5,23.3,78.9,50.7,0.2,59.6,61.6,106.78,48.7,A. Tolliver , I. Smith , A. Drummond , R. Bullock , S. Johnson
J. Crawford - J. Butler - G. Dieng - T. Jones - K. Towns,MIN,17,77,111.3,114.3,-3,59.1,1.7,18.3,23.8,73.6,50.4,0.1,59.1,62.7,97.12,52.3,J. Crawford , J. Butler , G. Dieng , T. Jones , K. Towns
A. Aminu - D. Lillard - C. McCollum - S. Napier - J. Nurkic,POR,17,76,121.9,100,21.9,48.5,2,15.5,29.7,76.9,53.9,0.1,55.1,60.4,97.33,63.2,A. Aminu , D. Lillard , C. McCollum , S. Napier , J. Nurkic
A. Horford - K. Irving - M. Morris - M. Smart - J. Brown,BOS,17,76,117.5,91.5,26,63.9,2.3,19.7,34.9,69.9,53.4,0.1,55.6,57.5,101.99,62.1,A. Horford , K. Irving , M. Morris , M. Smart , J. Brown
C. Anthony - R. Westbrook - A. Roberson - S. Adams - A. Abrines,OKC,9,76,92,111,-19,55.6,2,13.8,38,72.2,52.3,0.1,39.6,41.9,93.18,37.9,C. Anthony , R. Westbrook , A. Roberson , S. Adams , A. Abrines
G. Dragic - J. Johnson - D. Waiters - J. Richardson - B. Adebayo,MIA,11,76,88.9,98.1,-9.2,33.9,0.76,10.2,20.8,65.4,43.2,0.2,46.2,48.5,97.96,40.7,G. Dragic , J. Johnson , D. Waiters , J. Richardson , B. Adebayo
T. Chandler - T. Warren - M. Chriss - T. Ulis - J. Jackson,PHX,9,76,67.1,103.2,-36.1,55.8,0.77,12.2,21.3,69,44.5,0.2,34.4,37.8,99.07,24.3,T. Chandler , T. Warren , M. Chriss , T. Ulis , J. Jackson
G. Dragic - H. Whiteside - K. Olynyk - T. Johnson - J. Richardson,MIA,6,75,109.6,108.9,0.6,50.7,1.85,17.4,24.7,78.7,48.6,0.1,54.1,55.9,100.67,47.6,G. Dragic , H. Whiteside , K. Olynyk , T. Johnson , J. Richardson
I. Mahinmi - B. Beal - T. Satoransky - M. Scott - K. Oubre Jr.,WAS,30,75,109.8,95.7,14.2,60.3,1.31,17,37.1,67.5,53.1,0.2,57.9,61.7,103.67,60.8,I. Mahinmi , B. Beal , T. Satoransky , M. Scott , K. Oubre Jr.
J. Crawford - N. Bjelica - G. Dieng - T. Jones - K. Towns,MIN,16,75,110.7,97.4,13.4,67.2,2.05,20.8,23.8,78.2,53.9,0.1,58.3,61,95.81,61.4,J. Crawford , N. Bjelica , G. Dieng , T. Jones , K. Towns
Q. Acy - N. Stauskas - J. Harris - C. LeVert - J. Allen,BKN,12,75,105.6,95.6,9.9,48.5,1.45,15.1,26.7,76.7,53.4,0.1,55.1,57.8,103.65,55.8,Q. Acy , N. Stauskas , J. Harris , C. LeVert , J. Allen
D. Howard - M. Williams - N. Batum - K. Walker - J. Lamb,CHA,30,74,97,100,-3,63.2,1.2,16.1,25.3,73.4,50,0.2,51.9,55.9,109.28,49.7,D. Howard , M. Williams , N. Batum , K. Walker , J. Lamb
G. Dragic - J. Johnson - W. Ellington - K. Olynyk - J. Richardson,MIA,16,74,130,103.5,26.5,68.7,2.88,21.5,29.2,70.3,51.1,0.1,62.1,66.6,95.79,64.5,G. Dragic , J. Johnson , W. Ellington , K. Olynyk , J. Richardson
J. Stone - J. Lamb - F. Kaminsky - W. Hernangomez - M. Monk,CHA,5,74,113.2,103.8,9.4,60.9,2.05,18.7,18.1,73.2,47.4,0.1,57,60.9,103.08,55,J. Stone , J. Lamb , F. Kaminsky , W. Hernangomez , M. Monk
P. Tucker - E. Gordon - L. Mbah a Moute - J. Harden - C. Capela,HOU,19,74,106.3,94.2,12.1,59.7,1.54,17,33.8,70.6,53.1,0.2,52.3,56.8,102.8,60.7,P. Tucker , E. Gordon , L. Mbah a Moute , J. Harden , C. Capela
D. Augustin - N. Vucevic - T. Ross - E. Fournier - A. Gordon,ORL,8,72,118.2,98.7,19.5,61.1,2.32,20.4,20.8,73.6,47.2,0.1,58.9,61.9,105.39,55.7,D. Augustin , N. Vucevic , T. Ross , E. Fournier , A. Gordon
D. Carroll - A. Crabbe - S. Dinwiddie - J. Harris - J. Allen,BKN,16,72,104.1,117.8,-13.8,78.6,2.1,20.7,26.8,65.7,44.7,0.1,51.1,53.7,98.6,43,D. Carroll , A. Crabbe , S. Dinwiddie , J. Harris , J. Allen
D. West - S. Livingston - N. Young - K. Thompson - D. Green,GSW,14,72,110.6,102.1,8.6,76.9,2.38,24.5,21.3,70.3,48.1,0.1,58.7,60.3,96,55.8,D. West , S. Livingston , N. Young , K. Thompson , D. Green
G. Dragic - J. Johnson - W. Ellington - K. Olynyk - T. Johnson,MIA,24,72,113.7,105.9,7.8,60,1.95,19,19.7,67.6,44.5,0.1,58.5,60.9,101.15,52.9,G. Dragic , J. Johnson , W. Ellington , K. Olynyk , T. Johnson
J. Crawford - J. Teague - T. Gibson - G. Dieng - A. Wiggins,MIN,31,72,88.9,130.8,-41.9,43.6,1.5,11.7,25.9,60,40,0.1,42.1,46.2,107.04,26.9,J. Crawford , J. Teague , T. Gibson , G. Dieng , A. Wiggins
J. Redick - J. Bayless - R. Covington - J. Embiid - B. Simmons,PHI,10,72,98.1,93.5,4.6,64.3,1.89,17.1,21.7,71.1,46.4,0.1,48.9,52.4,103.67,51.7,J. Redick , J. Bayless , R. Covington , J. Embiid , B. Simmons
L. Williams - D. Jordan - T. Harris - A. Rivers - M. Teodosic,LAC,17,72,104.2,122.2,-18,47.5,1.4,13.6,23,69.1,45.1,0.1,52.8,58.2,105.29,43.2,L. Williams , D. Jordan , T. Harris , A. Rivers , M. Teodosic
M. Beasley - C. Lee - K. O'Quinn - D. McDermott - F. Ntilikina,NYK,25,72,106,100.7,5.3,61.9,1.7,18.8,27.9,72.2,50.7,0.2,53.9,57.2,100.08,51.4,M. Beasley , C. Lee , K. O'Quinn , D. McDermott , F. Ntilikina
R. Covington - J. Embiid - D. Saric - B. Simmons - T. Luwawu-Cabarrot,PHI,9,72,127.3,96.5,30.8,59.4,2.56,19.9,32.4,73.7,54.2,0.1,60.5,62.1,95.97,61.9,R. Covington , J. Embiid , D. Saric , B. Simmons , T. Luwawu-Cabarrot
A. Horford - K. Irving - A. Baynes - M. Smart - J. Tatum,BOS,13,71,93.8,100.7,-7,55.6,1.3,15.9,25.4,72.6,49.3,0.2,50,52,96.08,46.3,A. Horford , K. Irving , A. Baynes , M. Smart , J. Tatum
A. Johnson - J. Bayless - R. Covington - D. Saric - B. Simmons,PHI,20,71,95.5,95.3,0.1,67.2,1.26,18.1,34.2,72.1,52.5,0.2,51.6,53.2,103.35,52.3,A. Johnson , J. Bayless , R. Covington , D. Saric , B. Simmons
