LINEUPS,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,PLAYER1,PLAYER2,PLAYER3,PLAYER4,PLAYER5
G. Hayward - K. Oubre Jr. - T. Rozier - P. Washington - N. Richards,CHA,10,98,114.1,119.8,-5.7,61.5,2.15,19.6,27.3,73.6,48.9,0.1,55.6,58.1,101.23,46.2,G. Hayward , K. Oubre Jr. , T. Rozier , P. Washington , N. Richards
I. Hartenstein - J. Hart - R. Barrett - O. Toppin - I. Quickley,NYK,18,98,105.3,104.7,0.5,52.6,1.21,14.9,27.3,80,53.1,0.2,52.6,56.7,102.79,48.3,I. Hartenstein , J. Hart , R. Barrett , O. Toppin , I. Quickley
K. Durant - J. Harris - R. O'Neale - E. Sumner - N. Claxton,BKN,11,98,106.4,104.5,1.9,65.5,2.29,19.8,22.1,74.3,50,0.1,53.4,55.8,98.53,53.7,K. Durant , J. Harris , R. O'Neale , E. Sumner , N. Claxton
N. Vucevic - Z. LaVine - A. Caruso - P. Williams - A. Dosunmu,CHI,16,98,113.5,109.3,4.3,63.7,2.52,20.2,23.2,79.3,50.8,0.1,57.1,59.2,101.29,52.3,N. Vucevic , Z. LaVine , A. Caruso , P. Williams , A. Dosunmu
C. Paul - T. Craig - M. Bridges - D. Ayton - C. Johnson,PHX,6,97,118.8,104.1,14.7,65.6,2.19,20.7,32.6,64.8,50.3,0.1,57,60.4,97.7,57.7,C. Paul , T. Craig , M. Bridges , D. Ayton , C. Johnson
G. Harris - M. Fultz - W. Carter Jr. - C. Anthony - P. Banchero,ORL,26,97,110.4,119.3,-8.9,56.3,1.41,16.8,27.2,70.9,49.7,0.2,57.5,61.8,102.47,45.2,G. Harris , M. Fultz , W. Carter Jr. , C. Anthony , P. Banchero
M. Harrell - G. Niang - S. Milton - M. Thybulle - T. Maxey,PHI,15,97,112.6,109,3.6,51.7,2.65,16.2,29.9,66.3,47.9,0.1,55,58.4,100.97,53.7,M. Harrell , G. Niang , S. Milton , M. Thybulle , T. Maxey
C. Paul - D. Booker - T. Craig - M. Bridges - D. Ayton,PHX,9,96,101.5,124.1,-22.6,62.7,1.81,17.3,26.9,64,43.7,0.1,47.2,51.2,99.12,38.3,C. Paul , D. Booker , T. Craig , M. Bridges , D. Ayton
J. Grant - J. Nurkic - J. Winslow - J. Hart - A. Simons,POR,10,96,117.1,108.9,8.2,69.1,2.55,20.5,28.1,77.1,53.5,0.1,56.9,60.4,95.58,54.9,J. Grant , J. Nurkic , J. Winslow , J. Hart , A. Simons
K. Anderson - D. Russell - N. Reid - A. Edwards - J. McDaniels,MIN,18,95,105.4,101,4.4,68.4,1.54,19.2,24.2,72.5,47.8,0.2,55,58.2,102.3,52.4,K. Anderson , D. Russell , N. Reid , A. Edwards , J. McDaniels
L. Dort - I. Joe - J. Giddey - J. Williams - J. Williams,OKC,9,95,110,121.3,-11.3,57.8,2.29,17,23.1,78.5,46.5,0.1,51.6,55.5,104.4,43.2,L. Dort , I. Joe , J. Giddey , J. Williams , J. Williams
P. Tucker - J. Harden - T. Harris - D. Melton - T. Maxey,PHI,7,95,121.9,111.7,10.2,60.9,2.65,20.4,22.7,76.7,50,0.1,60.3,62.1,95.05,53.6,P. Tucker , J. Harden , T. Harris , D. Melton , T. Maxey
S. Curry - K. Thompson - D. Green - K. Looney - J. Poole,GSW,20,95,111.5,105.2,6.3,58.5,2.2,18.8,19.2,84.6,52.7,0.1,56.8,59.6,108.39,55.2,S. Curry , K. Thompson , D. Green , K. Looney , J. Poole
I. Hartenstein - R. Barrett - O. Toppin - I. Quickley - M. McBride,NYK,17,93,106.7,110.7,-3.9,58.2,2.42,16.9,30.6,74,50.7,0.1,48.7,51.6,100.5,44.4,I. Hartenstein , R. Barrett , O. Toppin , I. Quickley , M. McBride
J. Valanciunas - C. McCollum - J. Richardson - N. Marshall - T. Murphy III,NOP,15,93,113.9,101.5,12.4,67.5,1.8,18.8,39.4,80.9,59,0.2,51.1,55.5,100.39,55.7,J. Valanciunas , C. McCollum , J. Richardson , N. Marshall , T. Murphy III
J. Randle - M. Robinson - Q. Grimes - I. Quickley - M. McBride,NYK,8,92,115.8,97.4,18.5,51.4,1.95,14.1,37.3,70.5,51.5,0.1,48.3,51.9,97.36,54.1,J. Randle , M. Robinson , Q. Grimes , I. Quickley , M. McBride
C. LeVert - D. Mitchell - D. Garland - L. Stevens - E. Mobley,CLE,9,91,120.3,112.8,7.6,58.8,3.13,20.2,20.3,61.3,43.8,0.1,58.8,61.2,95.82,58,C. LeVert , D. Mitchell , D. Garland , L. Stevens , E. Mobley
K. Porter Jr. - J. Green - K. Martin Jr. - U. Garuba - T. Eason,HOU,28,91,114,110.7,3.3,54.7,1.08,15,39.8,72.2,56.2,0.2,55.3,60.9,104.32,49.9,K. Porter Jr. , J. Green , K. Martin Jr. , U. Garuba , T. Eason
K. Thompson - K. Looney - D. DiVincenzo - J. Poole - J. Kuminga,GSW,21,91,119,108.5,10.5,61.4,1.89,18.1,33,73,53.6,0.1,56.6,61.4,105.9,55.8,K. Thompson , K. Looney , D. DiVincenzo , J. Poole , J. Kuminga
K. Irving - R. Bullock - D. Powell - L. Doncic - J. Green,DAL,9,90,120.5,116.6,3.9,47.6,2.05,16.2,14.5,76.4,43.2,0.1,60.2,64,102.36,47.2,K. Irving , R. Bullock , D. Powell , L. Doncic , J. Green
M. Conley - J. Clarkson - M. Beasley - L. Markkanen - W. Kessler,UTA,14,90,116,104.8,11.3,61.3,2.13,18.1,35.3,79.8,55.4,0.1,54.5,56.1,100.31,53.2,M. Conley , J. Clarkson , M. Beasley , L. Markkanen , W. Kessler
P. Tucker - T. Harris - J. Embiid - D. Melton - T. Maxey,PHI,8,90,122.5,105.5,17.1,58,2.24,19.1,22.1,78.3,52.7,0.1,61,64.3,97.41,56.8,P. Tucker , T. Harris , J. Embiid , D. Melton , T. Maxey
S. Gilgeous-Alexander - L. Dort - A. Pokusevski - J. Giddey - J. Williams,OKC,13,90,104.9,127.7,-22.8,54,1.52,17.6,20.2,69.4,46,0.2,54.3,57,108.06,40.3,S. Gilgeous-Alexander , L. Dort , A. Pokusevski , J. Giddey , J. Williams
B. Bogdanovic - M. Bagley III - K. Hayes - I. Stewart - J. Ivey,DET,10,89,83.6,109.6,-26,58.3,1.17,14.3,21.6,80.8,47.2,0.2,43.8,46.2,101.93,33.9,B. Bogdanovic , M. Bagley III , K. Hayes , I. Stewart , J. Ivey
M. Morris Sr. - R. Jackson - I. Zubac - A. Coffey - T. Mann,LAC,6,89,106.6,130.7,-24.1,53.3,1.43,15.7,34.7,75,53.1,0.2,49.4,53.2,96.57,39.3,M. Morris Sr. , R. Jackson , I. Zubac , A. Coffey , T. Mann
K. Olynyk - T. Horton-Tucker - O. Agbaji - W. Kessler - S. Fontecchio,UTA,13,88,110.7,126,-15.3,60.5,1.96,19,24.4,72.2,49.2,0.1,53.3,56.9,103.3,45.3,K. Olynyk , T. Horton-Tucker , O. Agbaji , W. Kessler , S. Fontecchio
G. Hayward - M. Plumlee - K. Oubre Jr. - D. Smith Jr. - P. Washington,CHA,8,87,94.1,112.5,-18.4,72.7,2.09,18.8,23,72.7,46.3,0.1,46.9,48.9,101.27,39.8,G. Hayward , M. Plumlee , K. Oubre Jr. , D. Smith Jr. , P. Washington
S. Gilgeous-Alexander - L. Dort - A. Pokusevski - J. Robinson-Earl - J. Giddey,OKC,10,87,98.4,126.3,-27.9,68.7,1.77,17.8,23.5,67.1,43.3,0.1,46.7,51.4,105.56,35.7,S. Gilgeous-Alexander , L. Dort , A. Pokusevski , J. Robinson-Earl , J. Giddey
A. Davis - D. Russell - M. Beasley - T. Brown Jr. - J. Vanderbilt,LAL,11,86,101.7,117.1,-15.5,57.5,1.83,16.9,28.9,69.6,48.7,0.1,50,50.9,100.27,42.6,A. Davis , D. Russell , M. Beasley , T. Brown Jr. , J. Vanderbilt
C. Paul - T. Craig - M. Bridges - L. Shamet - D. Ayton,PHX,10,86,75.6,122.5,-47,64.6,1.24,13.9,15.5,73,39.5,0.1,36.9,41,97.22,23.1,C. Paul , T. Craig , M. Bridges , L. Shamet , D. Ayton
H. Barnes - T. Lyles - D. Fox - M. Monk - C. Metu,SAC,22,86,118.9,100,18.9,53.5,2.09,17.8,28.2,74.2,53.7,0.1,58.3,62.5,104.94,62.8,H. Barnes , T. Lyles , D. Fox , M. Monk , C. Metu
J. Randle - J. Brunson - Q. Grimes - I. Quickley - J. Sims,NYK,15,86,102.9,104.1,-1.2,41.2,0.97,12.7,27.8,77.6,53.7,0.2,52.5,55.8,95.14,47.3,J. Randle , J. Brunson , Q. Grimes , I. Quickley , J. Sims
J. Randle - J. Brunson - M. Robinson - R. Barrett - I. Quickley,NYK,22,85,107.2,105.5,1.7,55.6,1.29,16.7,28.4,64.9,49.1,0.2,59.9,61.5,101.73,51.7,J. Randle , J. Brunson , M. Robinson , R. Barrett , I. Quickley
P. Siakam - F. VanVleet - O. Anunoby - S. Barnes - C. Koloko,TOR,8,85,113.2,111.9,1.3,50.7,1.65,16.2,27.4,83.1,52.9,0.1,54.2,57.9,99.14,48.8,P. Siakam , F. VanVleet , O. Anunoby , S. Barnes , C. Koloko
A. Burks - B. Bogdanovic - S. Bey - J. Ivey - J. Duren,DET,16,84,119.7,119.2,0.5,58.6,1.71,16.9,30.4,68.9,50.9,0.1,57.7,62.4,101.58,51.6,A. Burks , B. Bogdanovic , S. Bey , J. Ivey , J. Duren
A. Rivers - R. Gobert - D. Russell - A. Edwards - J. McDaniels,MIN,15,84,108.9,117.1,-8.2,50,1.48,16.1,33,79.7,54.3,0.2,54.9,56.4,102.94,45.2,A. Rivers , R. Gobert , D. Russell , A. Edwards , J. McDaniels
R. Westbrook - E. Gordon - N. Batum - K. Leonard - I. Zubac,LAC,5,83,129.2,112,17.2,65.9,2.43,22.1,24.7,81.9,54.4,0.1,64.4,66.1,102.08,58.2,R. Westbrook , E. Gordon , N. Batum , K. Leonard , I. Zubac
G. Hayward - T. Rozier - P. Washington - L. Ball - M. Williams,CHA,7,82,122.2,128.7,-6.5,57.1,3.69,19.8,23.2,73.9,50,0.1,58.1,60,103.63,48.5,G. Hayward , T. Rozier , P. Washington , L. Ball , M. Williams
J. Randle - I. Hartenstein - J. Brunson - R. Barrett - Q. Grimes,NYK,22,82,101.7,130.5,-28.8,51.6,1.32,14.2,26.4,70.1,47,0.1,48.6,53.9,102.44,36.4,J. Randle , I. Hartenstein , J. Brunson , R. Barrett , Q. Grimes
S. Gilgeous-Alexander - L. Dort - J. Robinson-Earl - J. Giddey - J. Williams,OKC,13,82,105.3,109.7,-4.4,51.4,1.48,14.5,32,67.7,49.7,0.1,47.5,52.7,108.74,49.1,S. Gilgeous-Alexander , L. Dort , J. Robinson-Earl , J. Giddey , J. Williams
A. Horford - M. Smart - J. Brown - J. Tatum - R. Williams III,BOS,10,81,106.7,119,-12.4,52.1,1.23,15.4,27.4,78.6,53,0.2,51,55.6,108.03,45.5,A. Horford , M. Smart , J. Brown , J. Tatum , R. Williams III
D. DeRozan - N. Vucevic - Z. LaVine - C. White - P. Williams,CHI,23,81,127.7,116.9,10.9,52.4,3.31,18.7,20.6,74.4,50,0.1,64.6,67.5,101.82,55.1,D. DeRozan , N. Vucevic , Z. LaVine , C. White , P. Williams
C. Paul - D. Booker - M. Bridges - D. Ayton - C. Johnson,PHX,7,79,120.7,95.9,24.8,65.3,1.96,20.9,23.6,77.8,52.3,0.1,60.3,63.9,102.44,60.6,C. Paul , D. Booker , M. Bridges , D. Ayton , C. Johnson
D. Lillard - J. Grant - D. Eubanks - C. Reddish - M. Thybulle,POR,8,79,114.7,110.5,4.2,56.7,1.9,17,19.3,74.2,47.7,0.1,55.4,59.2,103.57,51.6,D. Lillard , J. Grant , D. Eubanks , C. Reddish , M. Thybulle
J. Green - D. Nix - K. Martin Jr. - U. Garuba - T. Eason,HOU,20,79,100,102.8,-2.8,59.7,0.82,15.6,37.8,72.6,56.3,0.3,55.2,59.3,107.24,45.5,J. Green , D. Nix , K. Martin Jr. , U. Garuba , T. Eason
J. Randle - I. Hartenstein - J. Hart - J. Brunson - I. Quickley,NYK,12,79,114.6,104.2,10.4,34.8,0.96,10.7,38.3,88.1,60.8,0.1,53.8,58,102.38,50.5,J. Randle , I. Hartenstein , J. Hart , J. Brunson , I. Quickley
K. Caldwell-Pope - N. Jokic - V. Cancar - B. Brown - M. Porter Jr.,DEN,12,79,127.4,108.4,18.9,75.6,3.1,25.1,24.3,75,50.7,0.1,61.8,65.5,100.88,61.2,K. Caldwell-Pope , N. Jokic , V. Cancar , B. Brown , M. Porter Jr.
K. Olynyk - J. Clarkson - L. Markkanen - C. Sexton - W. Kessler,UTA,14,79,117.3,117.4,-0.1,62.3,2.53,18.1,37.2,66.7,52.3,0.1,50.7,55.2,99.83,51.8,K. Olynyk , J. Clarkson , L. Markkanen , C. Sexton , W. Kessler
M. Plumlee - K. Oubre Jr. - T. Rozier - P. Washington - L. Ball,CHA,7,79,111.8,132.4,-20.5,60,2.33,17.4,31.3,67.1,46.7,0.1,49.1,52.9,103.37,39.4,M. Plumlee , K. Oubre Jr. , T. Rozier , P. Washington , L. Ball
D. Rose - I. Hartenstein - C. Reddish - O. Toppin - I. Quickley,NYK,11,78,101.2,107.8,-6.6,61.8,1.83,18.2,29.1,64.3,47.8,0.1,50,52.3,102.53,46,D. Rose , I. Hartenstein , C. Reddish , O. Toppin , I. Quickley
V. Oladipo - B. Adebayo - C. Martin - M. Strus - T. Herro,MIA,14,78,121.8,110.4,11.4,72.5,2.08,22.1,31.7,71.4,52.6,0.2,63.5,65.7,94.84,55.8,V. Oladipo , B. Adebayo , C. Martin , M. Strus , T. Herro
L. James - A. Davis - D. Russell - J. Vanderbilt - A. Reaves,LAL,7,77,123.5,103,20.6,53.8,1.72,18.4,30.4,80,58.5,0.1,63,65.2,105.38,59.7,L. James , A. Davis , D. Russell , J. Vanderbilt , A. Reaves
M. Muscala - S. Gilgeous-Alexander - L. Dort - J. Giddey - J. Williams,OKC,19,77,124.9,103,21.9,60,2.29,19.9,29.6,68.5,51.5,0.1,59.7,64.4,106.88,63.4,M. Muscala , S. Gilgeous-Alexander , L. Dort , J. Giddey , J. Williams
J. Butler - B. Adebayo - G. Vincent - M. Strus - T. Herro,MIA,13,76,123.1,111.7,11.4,58.9,2.69,20.2,24.6,68.3,46.3,0.1,61.7,65.3,98.33,56,J. Butler , B. Adebayo , G. Vincent , M. Strus , T. Herro
P. George - M. Morris Sr. - R. Jackson - N. Powell - I. Zubac,LAC,13,76,95,126.7,-31.7,55.8,1.04,13.8,24.7,78.8,49,0.2,47.3,52.2,101.9,33.8,P. George , M. Morris Sr. , R. Jackson , N. Powell , I. Zubac
S. Gilgeous-Alexander - K. Williams - L. Dort - J. Giddey - J. Williams,OKC,15,76,127.6,111.9,15.8,58.4,3.21,19.8,38,65.3,51.3,0.1,55.6,58.4,98.81,55.6,S. Gilgeous-Alexander , K. Williams , L. Dort , J. Giddey , J. Williams
A. Burks - C. Joseph - M. Bagley III - K. Knox II - S. Bey,DET,9,75,121.8,126.9,-5.1,51.5,2.13,16.3,28.6,71.4,50,0.1,58.5,61.4,100.82,46.1,A. Burks , C. Joseph , M. Bagley III , K. Knox II , S. Bey
J. Valanciunas - C. McCollum - N. Marshall - T. Murphy III - D. Daniels,NOP,14,75,95.8,118.6,-22.7,53,1.25,15.7,24.4,80.8,51,0.2,52.1,53.2,107.13,38,J. Valanciunas , C. McCollum , N. Marshall , T. Murphy III , D. Daniels
K. Porter Jr. - J. Green - K. Martin Jr. - A. Sengun - T. Eason,HOU,29,75,126.2,99.4,26.8,54.8,1.67,18,30.5,83.1,60.3,0.1,65.2,69.8,104.17,66.5,K. Porter Jr. , J. Green , K. Martin Jr. , A. Sengun , T. Eason
K. Porzingis - K. Kuzma - M. Morris - D. Gafford - C. Kispert,WAS,9,75,139,105,34,59.3,2.68,22.6,28.1,82.5,59.9,0.1,68,71.6,102.79,63.8,K. Porzingis , K. Kuzma , M. Morris , D. Gafford , C. Kispert
L. James - P. Beverley - D. Schroder - T. Bryant - L. Walker IV,LAL,7,75,101.9,110.4,-8.5,53,1.25,16.5,20.3,82.7,51.7,0.2,54.4,56.4,103.77,44.3,L. James , P. Beverley , D. Schroder , T. Bryant , L. Walker IV
M. Conley - R. Gobert - K. Towns - A. Edwards - J. McDaniels,MIN,7,75,106.4,100,6.4,65.6,1.74,18.8,22.1,73.1,47.7,0.1,53.6,55.9,99.98,49.3,M. Conley , R. Gobert , K. Towns , A. Edwards , J. McDaniels
S. Curry - K. Thompson - D. Green - D. DiVincenzo - J. Kuminga,GSW,13,75,109.2,132.5,-23.3,73.9,1.7,22.1,26.2,59.1,42.7,0.2,59.8,62.2,102.27,40.7,S. Curry , K. Thompson , D. Green , D. DiVincenzo , J. Kuminga
B. Bogdanovic - K. Hayes - S. Bey - I. Stewart - J. Ivey,DET,13,74,105.8,116.1,-10.3,57.4,2.19,16.4,27.3,68.5,46,0.1,48.3,51.5,100.24,42.4,B. Bogdanovic , K. Hayes , S. Bey , I. Stewart , J. Ivey
C. LeVert - D. Mitchell - J. Allen - I. Okoro - E. Mobley,CLE,26,74,103.2,112.3,-9.1,52.7,1.38,14.6,18.1,74.3,45.8,0.1,52.9,58.4,103.47,44.1,C. LeVert , D. Mitchell , J. Allen , I. Okoro , E. Mobley
C. Paul - D. Lee - T. Craig - M. Bridges - D. Ayton,PHX,15,74,130.1,111.9,18.2,62.5,4.09,20.3,40.3,77.8,58.4,0.1,56.3,59.3,95.9,57.7,C. Paul , D. Lee , T. Craig , M. Bridges , D. Ayton
K. Porzingis - K. Kuzma - D. Avdija - C. Kispert - J. Goodwin,WAS,10,74,116.2,122.3,-6.1,65.2,2.87,20.8,15.4,79.2,50,0.1,58.6,62.4,100.85,52.3,K. Porzingis , K. Kuzma , D. Avdija , C. Kispert , J. Goodwin
M. Conley - K. Olynyk - J. Clarkson - L. Markkanen - W. Kessler,UTA,11,74,113.3,106.5,6.8,66.2,1.72,18.9,36.1,64.4,51.9,0.2,54.9,58.9,101.18,57.3,M. Conley , K. Olynyk , J. Clarkson , L. Markkanen , W. Kessler
B. Beal - K. Porzingis - M. Morris - D. Avdija - C. Kispert,WAS,16,73,117.1,114.5,2.6,69.6,3,22.1,16.4,77.8,46.2,0.1,58.2,62.3,103.96,52,B. Beal , K. Porzingis , M. Morris , D. Avdija , C. Kispert
H. Barnes - D. Sabonis - D. Fox - M. Monk - K. Huerter,SAC,24,73,130.4,116.1,14.3,53.6,1.76,16.5,29,64.6,49.3,0.1,62.3,69.5,106.98,60.8,H. Barnes , D. Sabonis , D. Fox , M. Monk , K. Huerter
K. Irving - R. Bullock - T. Hardaway Jr. - D. Powell - L. Doncic,DAL,10,73,132.2,117.6,14.6,52,2.44,19.7,16.9,77.3,50.7,0.1,69.9,70.6,99.77,53.4,K. Irving , R. Bullock , T. Hardaway Jr. , D. Powell , L. Doncic
K. Lowry - J. Butler - B. Adebayo - M. Strus - T. Herro,MIA,16,73,116.1,115,1.2,62.5,1.9,18.4,30.1,75.4,51.4,0.1,57,60.7,98.73,51.5,K. Lowry , J. Butler , B. Adebayo , M. Strus , T. Herro
S. Adams - D. Brooks - J. Morant - J. Konchar - S. Aldama,MEM,21,73,114.2,98.8,15.4,46.7,1.59,14.9,36.4,81.2,58.4,0.1,54.6,55.5,110.14,58.4,S. Adams , D. Brooks , J. Morant , J. Konchar , S. Aldama
D. DeRozan - N. Vucevic - A. Caruso - P. Williams - A. Dosunmu,CHI,17,72,95.5,114.7,-19.2,57.4,1.11,15.1,26,86.8,55.3,0.2,48.4,53.7,103.59,38.5,D. DeRozan , N. Vucevic , A. Caruso , P. Williams , A. Dosunmu
J. Green - K. Martin Jr. - J. Tate - A. Sengun - J. Smith Jr.,HOU,11,72,96.7,118.2,-21.5,64.2,1.48,15.3,38.9,78.5,55,0.2,40.5,46.1,100.5,37.9,J. Green , K. Martin Jr. , J. Tate , A. Sengun , J. Smith Jr.
V. Oladipo - B. Adebayo - C. Martin - G. Vincent - M. Strus,MIA,11,72,106.5,109.2,-2.7,73.3,1.83,20.8,21.2,83.3,50.8,0.2,55.6,59.4,102.77,49.4,V. Oladipo , B. Adebayo , C. Martin , G. Vincent , M. Strus
A. Horford - M. Smart - J. Brown - D. White - G. Williams,BOS,17,71,116.6,95.6,21,60.9,1.91,21.1,10.3,75.3,49,0.1,63.5,65.9,104.91,57.8,A. Horford , M. Smart , J. Brown , D. White , G. Williams
B. Lopez - G. Antetokounmpo - P. Connaughton - G. Allen - J. Carter,MIL,15,71,106,98,8.1,53.6,1.58,14.7,31.3,72.9,54,0.1,49.2,53.5,100.23,56.3,B. Lopez , G. Antetokounmpo , P. Connaughton , G. Allen , J. Carter
C. Capela - B. Bogdanovic - D. Murray - J. Collins - D. Hunter,ATL,23,71,112.4,127.1,-14.7,54,1.7,16.8,22.4,84.5,51.2,0.1,56,60.1,103.45,42.7,C. Capela , B. Bogdanovic , D. Murray , J. Collins , D. Hunter
J. Valanciunas - C. McCollum - Z. Williamson - H. Jones - T. Murphy III,NOP,7,71,126,130.9,-4.9,60.6,2.15,20.7,24.2,69.5,46.3,0.1,61.9,65.2,101.7,48.5,J. Valanciunas , C. McCollum , Z. Williamson , H. Jones , T. Murphy III
J. Valanciunas - C. McCollum - N. Marshall - T. Murphy III - J. Alvarado,NOP,13,70,110.8,108.3,2.5,59.4,1.52,19,24.1,69.9,49.6,0.2,58.3,61.3,99.81,52.3,J. Valanciunas , C. McCollum , N. Marshall , T. Murphy III , J. Alvarado
M. Turner - B. Hield - T. Haliburton - A. Nesmith - B. Mathurin,IND,20,70,145.5,107.3,38.2,68.5,2.94,22.6,41.3,77.6,58.7,0.1,66.4,70.2,100.59,63.2,M. Turner , B. Hield , T. Haliburton , A. Nesmith , B. Mathurin
A. Horford - J. Brown - J. Tatum - D. White - R. Williams III,BOS,9,69,121.2,76.4,44.9,58.6,1.7,17.5,23.3,86.3,61.9,0.1,60.8,65.8,101.95,77.7,A. Horford , J. Brown , J. Tatum , D. White , R. Williams III
K. Caldwell-Pope - N. Jokic - J. Murray - V. Cancar - M. Porter Jr.,DEN,5,69,117.8,108.8,9,75.8,2.61,22.3,26.4,73,50,0.1,56.9,60.1,102.33,55.3,K. Caldwell-Pope , N. Jokic , J. Murray , V. Cancar , M. Porter Jr.
M. Brogdon - J. Tatum - L. Kornet - G. Williams - S. Hauser,BOS,15,69,121.8,115.1,6.7,55,1.74,16.2,32.9,78.5,54.3,0.1,54.9,60.2,101.66,51,M. Brogdon , J. Tatum , L. Kornet , G. Williams , S. Hauser
T. Ross - M. Bamba - A. Schofield - C. Anthony - F. Wagner,ORL,9,69,106.3,112.3,-6,57.4,1.82,16.1,26.3,75.7,50.7,0.1,47.7,52.7,99.46,41.3,T. Ross , M. Bamba , A. Schofield , C. Anthony , F. Wagner
B. Griffin - M. Smart - J. Brown - J. Tatum - D. White,BOS,7,68,123.3,95.3,28,81,5.1,24.6,14.3,81.6,49.3,0.1,59.5,62.8,103.88,63.1,B. Griffin , M. Smart , J. Brown , J. Tatum , D. White
G. Hayward - M. Plumlee - K. Oubre Jr. - T. Rozier - P. Washington,CHA,5,68,103.4,114.5,-11.1,66.1,2.44,18.2,28.6,72,44,0.1,46.9,49.2,105.56,36.9,G. Hayward , M. Plumlee , K. Oubre Jr. , T. Rozier , P. Washington
K. Irving - J. Harris - R. O'Neale - B. Simmons - N. Claxton,BKN,7,68,121.6,112.1,9.5,72.3,2.76,24,17.2,62,41.9,0.1,63.9,65.4,98.99,54.5,K. Irving , J. Harris , R. O'Neale , B. Simmons , N. Claxton
C. Capela - B. Bogdanovic - D. Murray - J. Collins - T. Young,ATL,6,67,112.8,129.2,-16.3,61.2,1.52,19.4,35.9,72.3,54.3,0.2,59.1,60.8,104.27,45.5,C. Capela , B. Bogdanovic , D. Murray , J. Collins , T. Young
J. McGee - R. Bullock - S. Dinwiddie - D. Finney-Smith - L. Doncic,DAL,9,67,101.4,112.1,-10.7,38.6,1.57,12.6,19.1,70.5,43.4,0.1,50.4,52.8,99.47,44.4,J. McGee , R. Bullock , S. Dinwiddie , D. Finney-Smith , L. Doncic
T. McConnell - O. Brissett - J. Smith - C. Duarte - B. Mathurin,IND,12,67,121.6,115.6,6,50,1.74,16.5,33.9,72.2,54.5,0.1,57.5,62.3,105.41,52.6,T. McConnell , O. Brissett , J. Smith , C. Duarte , B. Mathurin
H. Barnes - D. Sabonis - M. Monk - K. Huerter - D. Mitchell,SAC,24,65,112.1,119.5,-7.4,71.2,1.68,21.1,14,68.6,43.6,0.2,62.9,66.9,98.21,47.4,H. Barnes , D. Sabonis , M. Monk , K. Huerter , D. Mitchell
K. Thompson - D. Green - D. DiVincenzo - J. Poole - J. Kuminga,GSW,15,65,110.4,87.6,22.8,74.2,3.29,22.4,21.7,68.4,46.6,0.1,58.7,59.6,106.66,65.5,K. Thompson , D. Green , D. DiVincenzo , J. Poole , J. Kuminga
M. Bagley III - J. Wiseman - K. Hayes - I. Livers - J. Ivey,DET,6,65,96.2,129.1,-32.9,58,1.38,16.7,18.8,74.2,46,0.2,50.9,53,99.32,36.8,M. Bagley III , J. Wiseman , K. Hayes , I. Livers , J. Ivey
P. George - M. Morris Sr. - R. Jackson - I. Zubac - T. Mann,LAC,5,65,111.5,114,-2.4,56.4,1.41,17.5,26.7,77,52.1,0.2,57,59.7,95.05,46.9,P. George , M. Morris Sr. , R. Jackson , I. Zubac , T. Mann
P. Siakam - O. Anunoby - G. Trent Jr. - S. Barnes - C. Koloko,TOR,7,65,127.3,101.4,25.9,55.4,2,17.6,39.4,63.6,51.5,0.1,59,63.3,105.04,62.4,P. Siakam , O. Anunoby , G. Trent Jr. , S. Barnes , C. Koloko
T. Ross - W. Carter Jr. - C. Anthony - F. Wagner - P. Banchero,ORL,6,65,106.2,118.8,-12.6,55.1,1.42,15.1,32.4,66.7,49.3,0.1,49.6,54.1,95.49,44.8,T. Ross , W. Carter Jr. , C. Anthony , F. Wagner , P. Banchero
W. Carter Jr. - B. Bol - C. Okeke - F. Wagner - J. Suggs,ORL,4,65,94,98.5,-4.5,64.6,1.07,16.7,32.4,76.6,55.9,0.2,46.5,50.5,97.39,47.7,W. Carter Jr. , B. Bol , C. Okeke , F. Wagner , J. Suggs
B. Adebayo - G. Vincent - H. Highsmith - M. Strus - T. Herro,MIA,12,64,94.5,92.9,1.6,59.1,1.37,15.5,25.4,73.5,50.4,0.1,47.6,51.5,94.92,52.5,B. Adebayo , G. Vincent , H. Highsmith , M. Strus , T. Herro
K. Caldwell-Pope - A. Gordon - N. Jokic - B. Brown - C. Braun,DEN,22,64,117.5,87.3,30.1,69.2,1.67,22.1,32.7,75.8,57.4,0.2,63.7,66.8,109.7,67.6,K. Caldwell-Pope , A. Gordon , N. Jokic , B. Brown , C. Braun
S. Dinwiddie - R. O'Neale - M. Bridges - N. Claxton - C. Johnson,BKN,18,64,109,100.8,8.2,79.2,2.33,22.5,21.4,66.2,47.4,0.1,58.5,61.7,99.54,60.4,S. Dinwiddie , R. O'Neale , M. Bridges , N. Claxton , C. Johnson
C. Capela - B. Bogdanovic - J. Collins - T. Young - D. Hunter,ATL,14,63,119.1,116.1,3.1,65.6,2.67,21.1,25,67.2,47.5,0.1,60,63.8,104.72,53.8,C. Capela , B. Bogdanovic , J. Collins , T. Young , D. Hunter
