LINEUPS,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,PLAYER1,PLAYER2,PLAYER3,PLAYER4,PLAYER5
R. Bullock - D. Powell - D. Finney-Smith - J. Brunson - L. Doncic,DAL,40,367,125.9,111.8,14.1,56.4,2.09,18.8,23.4,73.3,50.3,0.1,63.1,65.8,94.48,56,R. Bullock , D. Powell , D. Finney-Smith , J. Brunson , L. Doncic
E. Gordon - C. Wood - K. Porter Jr. - J. Green - J. Tate,HOU,27,352,110.4,110.2,0.2,58.9,1.73,17.4,24.6,72.9,49,0.1,54.9,57.5,101.8,49.2,E. Gordon , C. Wood , K. Porter Jr. , J. Green , J. Tate
S. Curry - D. Green - A. Wiggins - K. Looney - J. Poole,GSW,29,347,112.2,104,8.2,72.9,1.73,21.3,28.3,76.9,53.8,0.2,57.5,59.6,102.97,54.5,S. Curry , D. Green , A. Wiggins , K. Looney , J. Poole
J. Valanciunas - B. Ingram - J. Hart - D. Graham - H. Jones,NOP,22,345,113.9,101.1,12.8,64.4,2.13,19.5,25.7,81,53.5,0.1,53.8,57.7,98.07,55.5,J. Valanciunas , B. Ingram , J. Hart , D. Graham , H. Jones
P. Siakam - F. VanVleet - O. Anunoby - G. Trent Jr. - S. Barnes,TOR,21,345,107.4,106.8,0.5,57.6,1.79,17,22.6,69.3,45.5,0.1,53,56.4,99.74,48.8,P. Siakam , F. VanVleet , O. Anunoby , G. Trent Jr. , S. Barnes
J. Holiday - K. Middleton - G. Antetokounmpo - B. Portis - G. Allen,MIL,36,337,115.6,108.7,6.9,64.8,2.53,20.3,23.4,82.4,53.9,0.1,57.9,60.7,104.39,55.9,J. Holiday , K. Middleton , G. Antetokounmpo , B. Portis , G. Allen
M. Plumlee - T. Rozier - M. Bridges - P. Washington - L. Ball,CHA,30,327,120.2,111,9.2,72.9,2.46,23.2,22.7,73.7,49.6,0.1,61.7,63.5,101.5,54.5,M. Plumlee , T. Rozier , M. Bridges , P. Washington , L. Ball
J. Harden - T. Harris - J. Embiid - M. Thybulle - T. Maxey,PHI,20,323,122.3,102.1,20.2,64.5,2.6,20.3,21.2,72.5,48.1,0.1,58.2,62.9,99.94,59.3,J. Harden , T. Harris , J. Embiid , M. Thybulle , T. Maxey
B. Beal - K. Caldwell-Pope - S. Dinwiddie - K. Kuzma - D. Gafford,WAS,26,319,101.1,106.5,-5.4,59.9,1.64,17.1,26.3,71.9,49.9,0.1,49.1,52.5,99.43,48.6,B. Beal , K. Caldwell-Pope , S. Dinwiddie , K. Kuzma , D. Gafford
D. McDermott - D. Murray - J. Poeltl - D. White - K. Johnson,SAS,25,308,112.9,107.5,5.4,71.5,3.35,21.6,26.8,72.8,48.5,0.1,52.4,54.7,103.26,52.7,D. McDermott , D. Murray , J. Poeltl , D. White , K. Johnson
D. Lillard - C. McCollum - R. Covington - J. Nurkic - N. Powell,POR,17,274,112.1,111.2,0.8,63.5,2.32,19.2,25.5,80.1,52,0.1,54.9,57.1,102.93,50.9,D. Lillard , C. McCollum , R. Covington , J. Nurkic , N. Powell
C. Joseph - J. Grant - S. Bey - I. Stewart - C. Cunningham,DET,19,273,114,109.3,4.7,57.4,1.81,17.4,31.8,70.9,51.1,0.1,53.2,57.1,98.47,51.7,C. Joseph , J. Grant , S. Bey , I. Stewart , C. Cunningham
J. Grant - K. Hayes - S. Bey - I. Stewart - C. Cunningham,DET,21,256,95.7,113.2,-17.6,61.5,1.31,15.8,31.8,72.2,50,0.2,45.3,48.6,100,37.2,J. Grant , K. Hayes , S. Bey , I. Stewart , C. Cunningham
T. Harris - S. Curry - J. Embiid - M. Thybulle - T. Maxey,PHI,21,256,105.1,115.7,-10.6,63.1,2.07,17.6,17,73.3,45.4,0.1,50,55.1,95.54,45.6,T. Harris , S. Curry , J. Embiid , M. Thybulle , T. Maxey
S. Gilgeous-Alexander - D. Bazley - L. Dort - J. Robinson-Earl - J. Giddey,OKC,25,254,94.3,112.4,-18.2,55.9,1.63,15.4,19.4,72.5,45.3,0.1,46.4,49.5,102.02,41.6,S. Gilgeous-Alexander , D. Bazley , L. Dort , J. Robinson-Earl , J. Giddey
D. DeRozan - N. Vucevic - Z. LaVine - J. Green - A. Dosunmu,CHI,23,252,114.9,119.7,-4.8,62.8,2.69,20.2,18.6,74.1,46.8,0.1,57,60.7,100.3,49.6,D. DeRozan , N. Vucevic , Z. LaVine , J. Green , A. Dosunmu
D. Green - T. Harris - S. Curry - J. Embiid - T. Maxey,PHI,17,250,111.2,103,8.2,54.8,2.07,16.8,21.2,78.7,50.2,0.1,53.4,57.3,97.27,53,D. Green , T. Harris , S. Curry , J. Embiid , T. Maxey
C. Capela - B. Bogdanovic - J. Collins - T. Young - D. Hunter,ATL,16,246,118,111.4,6.7,58.4,2.18,19.2,28.9,75.5,52.8,0.1,56.7,58.9,97.69,52.8,C. Capela , B. Bogdanovic , J. Collins , T. Young , D. Hunter
D. Gallinari - C. Capela - K. Huerter - T. Young - D. Hunter,ATL,23,232,119.4,116.6,2.8,57.4,2.82,18.6,24,75.6,48.6,0.1,56.8,59.7,100.4,49.4,D. Gallinari , C. Capela , K. Huerter , T. Young , D. Hunter
R. Gay - M. Conley - R. Gobert - J. Clarkson - J. Ingles,UTA,25,226,114.2,97.3,16.9,59.6,1.7,16.9,31.9,74.8,54.2,0.1,54.8,58.9,101.16,58.8,R. Gay , M. Conley , R. Gobert , J. Clarkson , J. Ingles
L. Markkanen - J. Allen - D. Garland - I. Okoro - E. Mobley,CLE,19,225,115.3,103.7,11.6,65.4,1.84,20.7,28.6,75.2,54.2,0.2,58.6,61.4,98.45,58.2,L. Markkanen , J. Allen , D. Garland , I. Okoro , E. Mobley
N. Batum - M. Morris Sr. - R. Jackson - I. Zubac - A. Coffey,LAC,18,221,106.4,119.9,-13.5,60,2.08,17.7,22.2,76.7,48.8,0.1,50.7,54.2,98.04,44.2,N. Batum , M. Morris Sr. , R. Jackson , I. Zubac , A. Coffey
H. Whiteside - B. Bogdanovic - J. Clarkson - R. O'Neale - D. Mitchell,UTA,45,220,116,105.9,10.1,48.7,1.55,15,33.2,73.6,53.9,0.1,54.9,58.8,102.72,53.6,H. Whiteside , B. Bogdanovic , J. Clarkson , R. O'Neale , D. Mitchell
S. Adams - J. Jackson Jr. - J. Morant - D. Bane - Z. Williams,MEM,22,208,119.3,115.1,4.2,54.5,1.91,17.3,36.8,72.8,54.1,0.1,53.9,56.3,99.72,50.8,S. Adams , J. Jackson Jr. , J. Morant , D. Bane , Z. Williams
K. Birch - P. Siakam - F. VanVleet - G. Trent Jr. - S. Barnes,TOR,18,188,109.9,115.6,-5.7,46.3,1.48,14,30.2,79.6,52.6,0.1,51,55,99.41,43.7,K. Birch , P. Siakam , F. VanVleet , G. Trent Jr. , S. Barnes
S. Adams - T. Jones - D. Brooks - J. Jackson Jr. - D. Bane,MEM,18,185,114.8,106.2,8.6,59.6,2.15,18,33.2,72.9,53.4,0.1,52.2,56.3,100.18,56.7,S. Adams , T. Jones , D. Brooks , J. Jackson Jr. , D. Bane
N. Batum - M. Morris Sr. - R. Jackson - I. Zubac - T. Mann,LAC,19,181,114.4,104,10.4,55,1.98,18,29.6,72.9,51.6,0.1,53.6,56.4,98.48,53.8,N. Batum , M. Morris Sr. , R. Jackson , I. Zubac , T. Mann
C. Capela - J. Collins - K. Huerter - T. Young - D. Hunter,ATL,15,178,114.7,112.4,2.2,61.7,2.06,20.1,29.1,77.2,53.4,0.1,57.2,58.8,104.42,50.9,C. Capela , J. Collins , K. Huerter , T. Young , D. Hunter
C. Wood - D. Theis - K. Porter Jr. - J. Green - J. Tate,HOU,13,172,82.4,108.5,-26.1,56.8,0.76,13.3,25.8,79,52,0.2,44.8,47.4,101.65,34.4,C. Wood , D. Theis , K. Porter Jr. , J. Green , J. Tate
K. Durant - B. Griffin - J. Harden - J. Harris - B. Brown,BKN,11,171,103,97.8,5.1,72.1,1.66,20,19.4,78.2,50.3,0.2,54.8,57.7,103.65,55.6,K. Durant , B. Griffin , J. Harden , J. Harris , B. Brown
S. Adams - J. Jackson Jr. - D. Melton - J. Morant - D. Bane,MEM,23,170,115.6,109.1,6.5,53.9,1.66,16.3,36.2,72.8,53.9,0.1,52.8,56.6,102.01,51.4,S. Adams , J. Jackson Jr. , D. Melton , J. Morant , D. Bane
W. Barton - A. Gordon - N. Jokic - M. Morris - M. Porter Jr.,DEN,9,170,104.7,93.6,11.1,61.5,1.5,19.6,21.9,80.5,53.3,0.2,57,58,101.84,57.3,W. Barton , A. Gordon , N. Jokic , M. Morris , M. Porter Jr.
N. Batum - P. George - E. Bledsoe - R. Jackson - I. Zubac,LAC,13,167,104.7,114.1,-9.3,60.4,1.56,17.7,18.8,76.5,47.6,0.2,53,56.6,102.61,47.7,N. Batum , P. George , E. Bledsoe , R. Jackson , I. Zubac
C. Capela - B. Bogdanovic - J. Collins - K. Huerter - T. Young,ATL,14,164,128.2,97.4,30.8,59,2.76,21,31.1,73.5,54.9,0.1,61.7,63.5,98.94,63,C. Capela , B. Bogdanovic , J. Collins , K. Huerter , T. Young
G. Harris - M. Bamba - W. Carter Jr. - C. Anthony - F. Wagner,ORL,22,163,114.9,109.2,5.8,66.7,2.04,20.6,27.3,75.8,51.8,0.1,57.4,60.1,98.89,52.3,G. Harris , M. Bamba , W. Carter Jr. , C. Anthony , F. Wagner
P. Tucker - J. Butler - B. Adebayo - D. Robinson - G. Vincent,MIA,20,163,110.8,102.8,8,75.8,1.96,21.2,28.3,81.4,54,0.2,53.8,56.6,96.22,54.1,P. Tucker , J. Butler , B. Adebayo , D. Robinson , G. Vincent
F. VanVleet - O. Anunoby - G. Trent Jr. - P. Achiuwa - S. Barnes,TOR,17,158,109,100.6,8.4,48.9,1.79,15.3,31.1,76.3,52.3,0.1,51.1,53.2,98.21,50.2,F. VanVleet , O. Anunoby , G. Trent Jr. , P. Achiuwa , S. Barnes
H. Diallo - K. Hayes - S. Bey - I. Stewart - C. Cunningham,DET,14,156,101.8,113,-11.2,57.3,1.56,17.3,19.6,73.2,46.9,0.1,51.6,54.5,101.39,44.5,H. Diallo , K. Hayes , S. Bey , I. Stewart , C. Cunningham
D. Russell - K. Towns - J. Vanderbilt - A. Edwards - J. McDaniels,MIN,19,155,108.1,112.6,-4.6,60.2,1.57,17.4,28.2,70.6,49.2,0.2,53.2,56.7,103.46,48.6,D. Russell , K. Towns , J. Vanderbilt , A. Edwards , J. McDaniels
J. Green - A. Rivers - A. Gordon - N. Jokic - M. Morris,DEN,10,153,123.1,104.5,18.6,67.6,2.41,21.3,26.9,74.6,53.8,0.1,58.6,63.3,97.79,62.9,J. Green , A. Rivers , A. Gordon , N. Jokic , M. Morris
D. DeRozan - N. Vucevic - Z. LaVine - L. Ball - J. Green,CHI,13,152,109.7,106.2,3.5,65.7,2.05,20,19.9,79.1,49.7,0.1,55.7,57.9,101.6,50.2,D. DeRozan , N. Vucevic , Z. LaVine , L. Ball , J. Green
D. McDermott - D. Murray - J. Poeltl - K. Johnson - D. Vassell,SAS,17,152,113.5,114.5,-1,70,3,22.2,21.8,73.8,48.1,0.1,55.1,58.1,105.34,51.9,D. McDermott , D. Murray , J. Poeltl , K. Johnson , D. Vassell
P. Siakam - F. VanVleet - G. Trent Jr. - P. Achiuwa - S. Barnes,TOR,15,152,114.7,101.3,13.4,52.3,1.86,15.6,35.2,75.6,56,0.1,52.3,56,96.44,56.9,P. Siakam , F. VanVleet , G. Trent Jr. , P. Achiuwa , S. Barnes
C. Capela - T. Luwawu-Cabarrot - J. Collins - K. Huerter - T. Young,ATL,10,151,118.2,110.9,7.3,60.9,2,18.2,36,80.1,57.8,0.1,54.4,57.7,100.52,52.9,C. Capela , T. Luwawu-Cabarrot , J. Collins , K. Huerter , T. Young
M. Turner - D. Sabonis - C. LeVert - M. Brogdon - C. Duarte,IND,11,148,122.6,108,14.6,66.4,2.12,21.5,27.9,73.7,52.7,0.1,58.2,62.6,96.84,57.9,M. Turner , D. Sabonis , C. LeVert , M. Brogdon , C. Duarte
M. Plumlee - T. Rozier - M. Bridges - C. Martin - L. Ball,CHA,29,147,121.5,110.2,11.4,71.7,2.36,22.3,31.1,73.2,52.4,0.1,60.6,62.8,98.98,55.5,M. Plumlee , T. Rozier , M. Bridges , C. Martin , L. Ball
D. Powell - D. Finney-Smith - M. Kleber - J. Brunson - L. Doncic,DAL,20,142,105.3,117.7,-12.4,60,1.43,17.3,25.6,71.5,48.3,0.2,53.6,57,94.54,45.9,D. Powell , D. Finney-Smith , M. Kleber , J. Brunson , L. Doncic
J. Valanciunas - C. McCollum - B. Ingram - J. Hayes - H. Jones,NOP,12,142,122.6,114.3,8.2,57.1,1.95,19,34.6,71.6,53.6,0.1,58.2,61.8,101.08,55.1,J. Valanciunas , C. McCollum , B. Ingram , J. Hayes , H. Jones
J. Crowder - D. Booker - C. Payne - M. Bridges - D. Ayton,PHX,19,138,122.1,109.2,13,65.5,2.58,22,24.8,70.3,48.8,0.1,59.4,62.3,104.77,54.8,J. Crowder , D. Booker , C. Payne , M. Bridges , D. Ayton
G. Temple - J. Valanciunas - J. Hart - D. Graham - N. Alexander-Walker,NOP,20,135,100,109.4,-9.4,71.2,1.45,18.9,26.7,67.9,48,0.2,53.2,56,99.42,45.5,G. Temple , J. Valanciunas , J. Hart , D. Graham , N. Alexander-Walker
K. Durant - K. Irving - A. Drummond - S. Curry - B. Brown,BKN,9,135,118.9,117.4,1.4,56.6,2.09,18.2,32.9,68.8,50.5,0.1,54.8,57.3,100.17,50,K. Durant , K. Irving , A. Drummond , S. Curry , B. Brown
C. Capela - B. Bogdanovic - K. Huerter - T. Young - D. Hunter,ATL,22,133,116.4,104.7,11.7,56.8,2.23,17.5,21.2,72.2,47.8,0.1,58.4,61.7,105.71,52.4,C. Capela , B. Bogdanovic , K. Huerter , T. Young , D. Hunter
C. McCollum - R. Covington - J. Nurkic - N. Powell - A. Simons,POR,10,131,100.7,116.5,-15.7,47,1.42,13.3,24,77.3,49.3,0.1,49.6,52.5,98.61,40.3,C. McCollum , R. Covington , J. Nurkic , N. Powell , A. Simons
C. Wood - K. Porter Jr. - G. Mathews - J. Green - J. Tate,HOU,17,129,106.5,111.4,-4.9,62.3,1.22,17.6,26.8,68.3,47.8,0.2,56.3,58.9,103.48,46.2,C. Wood , K. Porter Jr. , G. Mathews , J. Green , J. Tate
C. Paul - J. McGee - J. Crowder - D. Booker - M. Bridges,PHX,18,127,112.2,93.2,19,63.5,2.58,21.3,20.7,74.1,50,0.1,57,58.6,103.75,62.9,C. Paul , J. McGee , J. Crowder , D. Booker , M. Bridges
S. Gilgeous-Alexander - L. Dort - J. Robinson-Earl - J. Giddey - A. Wiggins,OKC,12,126,112.3,121.5,-9.2,60.7,1.89,18.4,26,71.1,47.6,0.1,54.5,57.7,102.63,44.5,S. Gilgeous-Alexander , L. Dort , J. Robinson-Earl , J. Giddey , A. Wiggins
A. Rivers - W. Barton - A. Gordon - N. Jokic - M. Morris,DEN,18,125,117.6,102.7,14.9,61.3,2.62,18.8,25.6,80.3,52.6,0.1,55.6,59.7,99.29,56.7,A. Rivers , W. Barton , A. Gordon , N. Jokic , M. Morris
H. Whiteside - B. Bogdanovic - J. Ingles - R. O'Neale - D. Mitchell,UTA,24,125,109.5,110.6,-1.2,55.6,1.36,16.7,29.4,67.5,48.8,0.2,55.4,59.3,100.96,50.1,H. Whiteside , B. Bogdanovic , J. Ingles , R. O'Neale , D. Mitchell
B. Beal - K. Caldwell-Pope - S. Dinwiddie - M. Harrell - K. Kuzma,WAS,20,121,103,109.4,-6.4,66,1.55,17,28.1,75,50.4,0.1,52.6,57,104.12,48.3,B. Beal , K. Caldwell-Pope , S. Dinwiddie , M. Harrell , K. Kuzma
C. Joseph - H. Diallo - S. Bey - I. Stewart - C. Cunningham,DET,11,121,96.4,120.5,-24.1,68.5,1.97,17.7,27.7,67.5,45.3,0.1,44.5,47.7,100.07,34.4,C. Joseph , H. Diallo , S. Bey , I. Stewart , C. Cunningham
T. Satoransky - K. Caldwell-Pope - K. Porzingis - R. Hachimura - C. Kispert,WAS,11,121,116.9,109.6,7.4,80.6,3.22,24.6,11.5,76.6,47.4,0.1,60.8,63.8,100.54,56.9,T. Satoransky , K. Caldwell-Pope , K. Porzingis , R. Hachimura , C. Kispert
S. Adams - K. Anderson - D. Melton - J. Morant - Z. Williams,MEM,24,120,112.6,91,21.6,60.3,1.7,18.2,37.4,80,59.2,0.2,55.6,57.5,111.82,61.9,S. Adams , K. Anderson , D. Melton , J. Morant , Z. Williams
M. Conley - R. Gobert - J. Clarkson - J. Ingles - E. Paschall,UTA,14,119,111.5,94.7,16.8,62.6,1.59,18.1,33.6,78.7,57.2,0.2,57.6,59.4,98.72,57.8,M. Conley , R. Gobert , J. Clarkson , J. Ingles , E. Paschall
L. Williams - D. Gallinari - B. Bogdanovic - D. Wright - O. Okongwu,ATL,13,118,119.5,97.2,22.3,62.3,3.47,20.2,21,65.3,47.1,0.1,58.1,61.6,99.2,65.4,L. Williams , D. Gallinari , B. Bogdanovic , D. Wright , O. Okongwu
H. Barnes - J. Holiday - T. Lyles - D. Jones - D. Mitchell,SAC,11,117,99.2,124.5,-25.3,63.4,2.27,18.6,14.5,68.7,41.4,0.1,51,53.6,98.71,40.5,H. Barnes , J. Holiday , T. Lyles , D. Jones , D. Mitchell
C. Paul - J. Crowder - M. Bridges - L. Shamet - D. Ayton,PHX,18,116,107.2,99.6,7.6,71.4,2.41,21,13.2,75.4,46,0.1,55,59.4,102.34,57.5,C. Paul , J. Crowder , M. Bridges , L. Shamet , D. Ayton
P. Tucker - J. Butler - B. Adebayo - D. Robinson - T. Herro,MIA,28,114,107.4,100.4,7,58.1,1.67,16.7,21.2,68.4,46.2,0.1,51.9,57.6,97.88,52.9,P. Tucker , J. Butler , B. Adebayo , D. Robinson , T. Herro
T. Jones - J. Jackson Jr. - B. Clarke - J. Konchar - D. Bane,MEM,21,113,101.2,111.2,-10,63.2,1.96,16.5,25.4,67.2,45.6,0.1,46.7,51.3,103.43,46.9,T. Jones , J. Jackson Jr. , B. Clarke , J. Konchar , D. Bane
D. Cousins - A. Rivers - J. Green - B. Forbes - B. Hyland,DEN,11,112,121.9,109.1,12.8,64.3,1.85,18.9,34.5,72.3,54.1,0.1,59.8,63,99.31,53.3,D. Cousins , A. Rivers , J. Green , B. Forbes , B. Hyland
K. Porter Jr. - G. Mathews - J. Green - J. Tate - A. Sengun,HOU,9,112,116.4,124.5,-8.1,56.1,2.12,17.3,25.4,68.5,45.7,0.1,53.9,57,100.86,43.5,K. Porter Jr. , G. Mathews , J. Green , J. Tate , A. Sengun
M. Smart - J. Brown - J. Tatum - R. Williams III - G. Williams,BOS,22,109,126.8,95.8,31,56.1,1.94,19.4,30.7,75,55.1,0.1,63,65.4,104.66,64.2,M. Smart , J. Brown , J. Tatum , R. Williams III , G. Williams
S. Adams - D. Brooks - J. Jackson Jr. - J. Morant - D. Bane,MEM,11,109,119.7,94.8,24.9,58.9,2.1,19.2,28.7,78.5,55,0.1,56.6,60.2,102.09,63.5,S. Adams , D. Brooks , J. Jackson Jr. , J. Morant , D. Bane
D. McDermott - D. Murray - D. White - D. Eubanks - K. Johnson,SAS,12,108,98.2,109.6,-11.3,71.3,2,20.3,17.4,79.2,50.4,0.1,50.8,53.3,101.35,49.3,D. McDermott , D. Murray , D. White , D. Eubanks , K. Johnson
J. Allen - D. Garland - D. Wade - I. Okoro - E. Mobley,CLE,9,108,121,98.6,22.4,54.6,1.51,18.2,26.9,77.1,55,0.2,62,64,96.07,60.2,J. Allen , D. Garland , D. Wade , I. Okoro , E. Mobley
H. Barnes - M. Harkless - R. Holmes - D. Fox - T. Haliburton,SAC,10,106,113.5,109.6,3.9,58.8,1.97,19.1,19.8,74.2,49.3,0.1,56.2,59.3,101.64,50.8,H. Barnes , M. Harkless , R. Holmes , D. Fox , T. Haliburton
D. DeRozan - N. Vucevic - Z. LaVine - C. White - J. Green,CHI,11,105,119.5,112.1,7.3,64.3,2.1,20.7,23.7,63.7,47.4,0.1,61.3,64.4,101.12,54.4,D. DeRozan , N. Vucevic , Z. LaVine , C. White , J. Green
D. Favors - S. Gilgeous-Alexander - D. Bazley - L. Dort - J. Giddey,OKC,11,105,95.8,117.2,-21.4,67.1,1.66,17.8,25.4,71.7,48.5,0.1,47.1,50,98.39,40.8,D. Favors , S. Gilgeous-Alexander , D. Bazley , L. Dort , J. Giddey
D. Russell - K. Towns - M. Beasley - A. Edwards - J. McDaniels,MIN,23,104,113.2,101.4,11.9,56.5,1.63,16.9,27.6,77.6,51.7,0.1,55.6,59.8,103.48,55,D. Russell , K. Towns , M. Beasley , A. Edwards , J. McDaniels
P. Siakam - F. VanVleet - C. Boucher - G. Trent Jr. - S. Barnes,TOR,11,104,122.9,99.5,23.3,62.1,2.68,19.8,30,69,50.9,0.1,56.7,60.3,97.74,61.5,P. Siakam , F. VanVleet , C. Boucher , G. Trent Jr. , S. Barnes
A. Horford - D. Schroder - M. Smart - J. Tatum - R. Williams III,BOS,12,103,94.2,111.3,-17,50,1.41,13.8,27,75,48.8,0.1,46,48.4,95.96,40.2,A. Horford , D. Schroder , M. Smart , J. Tatum , R. Williams III
D. Russell - K. Towns - M. Beasley - J. Vanderbilt - A. Edwards,MIN,18,103,135.2,121,14.2,64.5,2.88,22.1,25.8,75.3,50,0.1,66.1,68.7,101.66,53.1,D. Russell , K. Towns , M. Beasley , J. Vanderbilt , A. Edwards
T. Hardaway Jr. - D. Powell - K. Porzingis - D. Finney-Smith - L. Doncic,DAL,11,103,95.8,113,-17.1,63.6,1.96,16.7,24,83.9,49,0.1,45.6,48.7,100.63,41.6,T. Hardaway Jr. , D. Powell , K. Porzingis , D. Finney-Smith , L. Doncic
D. Dedmon - C. Martin - G. Vincent - M. Strus - T. Herro,MIA,17,102,109.5,102.9,6.5,53.6,1.41,16.8,25.9,60.2,45.8,0.2,60.1,62.1,96,52.4,D. Dedmon , C. Martin , G. Vincent , M. Strus , T. Herro
R. Bullock - D. Finney-Smith - M. Kleber - J. Brunson - L. Doncic,DAL,19,101,105.8,103.4,2.4,51.3,1.58,14.2,35.7,68.4,52,0.1,49.2,53,97.88,51.4,R. Bullock , D. Finney-Smith , M. Kleber , J. Brunson , L. Doncic
M. Bamba - W. Carter Jr. - C. Anthony - R. Hampton - F. Wagner,ORL,11,100,106.7,112.6,-6,63,1.76,18,24.2,77.4,51.7,0.1,53.1,56.5,101.28,47.3,M. Bamba , W. Carter Jr. , C. Anthony , R. Hampton , F. Wagner
J. Valanciunas - C. McCollum - D. Graham - J. Hayes - H. Jones,NOP,9,98,128.5,101.5,27,63.2,3,20.4,35.1,82.8,59.2,0.1,57.1,60.8,98.24,60.4,J. Valanciunas , C. McCollum , D. Graham , J. Hayes , H. Jones
E. Gordon - C. Wood - A. Brooks - G. Mathews - J. Tate,HOU,9,97,111.4,113.3,-2,65.9,2.24,19,24.5,71.6,47.2,0.1,52.9,55.6,104.01,49.7,E. Gordon , C. Wood , A. Brooks , G. Mathews , J. Tate
M. Plumlee - K. Oubre Jr. - T. Rozier - M. Bridges - L. Ball,CHA,18,97,105.6,113.8,-8.2,67.5,2,18.8,26.1,68,46,0.1,50.8,54.1,106.89,45.5,M. Plumlee , K. Oubre Jr. , T. Rozier , M. Bridges , L. Ball
P. Beverley - K. Towns - M. Beasley - J. Vanderbilt - A. Edwards,MIN,26,97,109.6,116.3,-6.7,56.3,1.02,15.3,32.3,73.8,51.4,0.2,56.1,60.4,109,43.8,P. Beverley , K. Towns , M. Beasley , J. Vanderbilt , A. Edwards
K. Lowry - P. Tucker - D. Dedmon - D. Robinson - T. Herro,MIA,18,96,114.7,109.7,5,70.1,1.93,19.4,29,74.2,50.8,0.1,56.6,59.2,98.13,51.2,K. Lowry , P. Tucker , D. Dedmon , D. Robinson , T. Herro
D. DeRozan - N. Vucevic - Z. LaVine - A. Caruso - L. Ball,CHI,16,95,108.6,96,12.5,53.9,1.41,15.2,23.9,77.6,52.8,0.1,52.4,58.6,103.75,59.4,D. DeRozan , N. Vucevic , Z. LaVine , A. Caruso , L. Ball
J. Valanciunas - B. Ingram - D. Graham - N. Alexander-Walker - H. Jones,NOP,15,95,106.3,98.6,7.7,53.9,1.45,16.9,28.4,71.4,50.2,0.2,53.2,55.1,104.55,54.3,J. Valanciunas , B. Ingram , D. Graham , N. Alexander-Walker , H. Jones
T. Hardaway Jr. - D. Powell - D. Finney-Smith - J. Brunson - L. Doncic,DAL,19,95,119.6,107.3,12.3,47.7,1.52,15.4,27.3,77.3,52.3,0.1,57.4,61.9,103.45,53.1,T. Hardaway Jr. , D. Powell , D. Finney-Smith , J. Brunson , L. Doncic
