LINEUPS,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,PLAYER1,PLAYER2,PLAYER3,PLAYER4,PLAYER5
C. Miles - T. Young - J. Teague - P. George - M. Turner,IND,44,444,110.9,104.1,6.8,62.4,1.89,19,22.4,71.5,48.1,0.1,54.8,58.8,97.25,54.8,C. Miles , T. Young , J. Teague , P. George , M. Turner
A. Johnson - A. Horford - A. Bradley - I. Thomas - J. Crowder,BOS,36,434,113.9,107,6.9,66.3,2.31,21.1,22.8,71.4,48.2,0.1,57.2,59.2,96.25,52.5,A. Johnson , A. Horford , A. Bradley , I. Thomas , J. Crowder
D. Howard - T. Sefolosha - P. Millsap - K. Bazemore - D. Schroder,ATL,36,425,97.4,101.7,-4.3,58.2,1.33,16.2,23.8,76.2,50.3,0.2,49.6,52.7,99.46,48,D. Howard , T. Sefolosha , P. Millsap , K. Bazemore , D. Schroder
N. Vucevic - T. Ross - E. Fournier - E. Payton - A. Gordon,ORL,19,410,114,111,3,59.2,2.31,18.9,26.3,74.1,50.1,0.1,53.3,56.6,102.61,50,N. Vucevic , T. Ross , E. Fournier , E. Payton , A. Gordon
M. Morris - R. Jackson - J. Leuer - A. Drummond - K. Caldwell-Pope,DET,34,404,102.9,113.4,-10.4,54.3,1.95,16.3,27.6,77.6,49.4,0.1,48.2,50.4,96.8,43.2,M. Morris , R. Jackson , J. Leuer , A. Drummond , K. Caldwell-Pope
L. Deng - N. Young - T. Mozgov - J. Randle - D. Russell,LAL,28,403,109.6,104.8,4.8,62,1.98,18.5,26.5,75.6,50.4,0.1,53.2,56,97.99,50.6,L. Deng , N. Young , T. Mozgov , J. Randle , D. Russell
C. Anthony - J. Noah - D. Rose - C. Lee - K. Porzingis,NYK,28,396,106.4,112.6,-6.3,53.4,1.77,16.4,30.2,73.2,51.2,0.1,50.1,53,97.17,46.4,C. Anthony , J. Noah , D. Rose , C. Lee , K. Porzingis
P. Gasol - T. Parker - L. Aldridge - D. Green - K. Leonard,SAS,34,392,114,104.6,9.4,62.3,2.5,20.1,22.2,74.7,50.1,0.1,55.2,58.5,94.87,56.5,P. Gasol , T. Parker , L. Aldridge , D. Green , K. Leonard
D. Wade - R. Rondo - R. Lopez - T. Gibson - J. Butler,CHI,28,390,106.9,105.5,1.4,59.5,1.82,18.2,34.5,74.9,54.3,0.1,49.3,53.1,96.5,51.4,D. Wade , R. Rondo , R. Lopez , T. Gibson , J. Butler
J. Henson - T. Snell - G. Antetokounmpo - M. Dellavedova - J. Parker,MIL,30,390,105.1,107.1,-1.9,60.2,1.87,17.8,25,68.5,47.1,0.1,51.1,54.2,98.85,49.5,J. Henson , T. Snell , G. Antetokounmpo , M. Dellavedova , J. Parker
M. Morris - T. Harris - R. Jackson - A. Drummond - K. Caldwell-Pope,DET,41,385,101.7,111.4,-9.7,51.4,1.67,15.7,24.3,79.2,49.5,0.1,50.5,52.3,96.2,41.9,M. Morris , T. Harris , R. Jackson , A. Drummond , K. Caldwell-Pope
T. Young - J. Teague - P. George - G. Robinson III - M. Turner,IND,28,376,109.7,103,6.7,62.3,1.91,19.1,18.2,72.4,47.5,0.1,55.4,59.3,101.38,55.3,T. Young , J. Teague , P. George , G. Robinson III , M. Turner
K. Lowry - D. DeRozan - D. Carroll - J. Valanciunas - P. Siakam,TOR,31,365,105.5,117.7,-12.2,48.8,1.35,15.2,28.6,72,49.6,0.2,51.4,55.1,95.13,43.3,K. Lowry , D. DeRozan , D. Carroll , J. Valanciunas , P. Siakam
S. Ibaka - N. Vucevic - E. Fournier - E. Payton - A. Gordon,ORL,33,296,106.9,109.2,-2.3,58.1,1.89,18.1,31,72.5,51.3,0.1,51.4,54,96.2,49,S. Ibaka , N. Vucevic , E. Fournier , E. Payton , A. Gordon
T. Chandler - E. Bledsoe - T. Warren - D. Booker - M. Chriss,PHX,25,295,107.1,111.8,-4.7,55.8,1.47,16.1,27.2,74.4,50.2,0.1,49.4,54.6,100.74,46.8,T. Chandler , E. Bledsoe , T. Warren , D. Booker , M. Chriss
T. Chandler - P. Tucker - E. Bledsoe - D. Booker - M. Chriss,PHX,32,284,104.5,108.7,-4.2,49.6,1.17,14.3,31.7,72.3,50.5,0.2,49.5,53,98.2,45,T. Chandler , P. Tucker , E. Bledsoe , D. Booker , M. Chriss
T. Allen - M. Conley - M. Gasol - C. Parsons - J. Green,MEM,25,282,100.2,106.7,-6.5,61.9,1.71,18.2,19.1,73.5,46.1,0.1,51.4,54.9,94.51,46.9,T. Allen , M. Conley , M. Gasol , C. Parsons , J. Green
T. Ariza - E. Gordon - R. Anderson - J. Harden - C. Capela,HOU,42,274,106.2,99.8,6.3,63.3,1.82,18,27.3,76.1,51.4,0.1,52.8,56,100.5,52,T. Ariza , E. Gordon , R. Anderson , J. Harden , C. Capela
D. Nowitzki - W. Matthews - H. Barnes - S. Curry - Y. Ferrell,DAL,23,257,108.9,104.2,4.7,62.1,2.39,19.7,12.6,79.9,45.8,0.1,55.5,58.4,98.01,51.1,D. Nowitzki , W. Matthews , H. Barnes , S. Curry , Y. Ferrell
T. Parker - L. Aldridge - D. Green - K. Leonard - D. Dedmon,SAS,31,257,103.1,99.2,3.9,52.8,1.45,15.4,34.3,70.3,52.8,0.1,48.3,52.2,90.08,55.2,T. Parker , L. Aldridge , D. Green , K. Leonard , D. Dedmon
A. Aminu - D. Lillard - M. Harkless - C. McCollum - M. Plumlee,POR,21,255,113.8,104.1,9.7,62.3,2.15,20,24.5,71,49,0.1,56.6,58.5,96.31,55.8,A. Aminu , D. Lillard , M. Harkless , C. McCollum , M. Plumlee
J. Crawford - R. Felton - M. Speights - W. Johnson - A. Rivers,LAC,36,252,97.7,95.6,2.1,45.3,1.29,12.5,23.1,70.1,46.3,0.1,46.6,51.2,98.53,47.6,J. Crawford , R. Felton , M. Speights , W. Johnson , A. Rivers
G. Dragic - L. Babbitt - H. Whiteside - D. Waiters - R. McGruder,MIA,26,247,108.4,106.5,1.8,54.8,1.43,17.1,22.7,77.9,51,0.2,55.8,58.1,97.76,48.5,G. Dragic , L. Babbitt , H. Whiteside , D. Waiters , R. McGruder
R. Foye - B. Lopez - J. Lin - R. Hollis-Jefferson - C. LeVert,BKN,22,245,105.7,104.6,1.1,64.9,1.75,18,19.5,79.5,50,0.1,52.4,57,107.37,50.8,R. Foye , B. Lopez , J. Lin , R. Hollis-Jefferson , C. LeVert
D. Howard - P. Millsap - K. Bazemore - D. Schroder - T. Hardaway Jr.,ATL,36,240,103.4,101.6,1.8,64.1,1.6,17.9,27.7,73.8,51.9,0.2,50.8,54.8,99.33,54,D. Howard , P. Millsap , K. Bazemore , D. Schroder , T. Hardaway Jr.
S. Ibaka - D. DeRozan - D. Carroll - J. Valanciunas - C. Joseph,TOR,16,233,106.3,105.9,0.4,51,1.46,15.8,31.3,73.2,53.4,0.1,51.6,54.6,93.87,51.4,S. Ibaka , D. DeRozan , D. Carroll , J. Valanciunas , C. Joseph
D. Lillard - M. Harkless - C. McCollum - N. Vonleh - J. Nurkic,POR,19,229,111.5,105.8,5.7,47.3,1.33,15.1,35.4,74.2,55.7,0.2,53.1,55.6,96.54,53.7,D. Lillard , M. Harkless , C. McCollum , N. Vonleh , J. Nurkic
L. James - K. Love - K. Irving - T. Thompson - I. Shumpert,CLE,30,227,110.7,106.8,3.9,52.3,1.46,16,31.7,76,54.1,0.1,53.3,56.3,99.19,51.2,L. James , K. Love , K. Irving , T. Thompson , I. Shumpert
A. Iguodala - K. Durant - S. Curry - K. Thompson - D. Green,GSW,45,224,120.9,98.6,22.4,70.5,2.25,20.9,26.9,63.8,48.4,0.1,59.1,65.4,107.49,67.9,A. Iguodala , K. Durant , S. Curry , K. Thompson , D. Green
M. Williams - N. Batum - K. Walker - M. Kidd-Gilchrist - F. Kaminsky,CHA,30,219,106.5,110,-3.5,60.4,1.85,17.8,15.2,69,43,0.1,53.8,57.8,98.9,47.8,M. Williams , N. Batum , K. Walker , M. Kidd-Gilchrist , F. Kaminsky
R. Westbrook - T. Gibson - A. Roberson - S. Adams - V. Oladipo,OKC,15,208,109.6,97.2,12.4,61.1,1.79,18.9,37.5,80.9,58.6,0.2,52.8,54.4,98.87,57.2,R. Westbrook , T. Gibson , A. Roberson , S. Adams , V. Oladipo
W. Chandler - D. Gallinari - G. Harris - N. Jokic - E. Mudiay,DEN,18,207,118.7,115.1,3.6,70.8,2.46,22.6,23,75.1,50.7,0.1,60.5,63.4,100.06,52.8,W. Chandler , D. Gallinari , G. Harris , N. Jokic , E. Mudiay
K. Korver - D. Howard - P. Millsap - K. Bazemore - D. Schroder,ATL,20,206,95.5,103.7,-8.2,65.6,1.49,17.8,30.5,69.5,49.4,0.2,47.6,49.6,99.48,45.8,K. Korver , D. Howard , P. Millsap , K. Bazemore , D. Schroder
E. Bledsoe - A. Len - T. Warren - D. Booker - M. Chriss,PHX,19,205,105.7,117.7,-12,50.3,1.43,15.9,27.8,72.3,49.8,0.1,51.3,54.5,102.73,43.2,E. Bledsoe , A. Len , T. Warren , D. Booker , M. Chriss
M. Gortat - J. Wall - B. Beal - O. Porter Jr. - K. Oubre Jr.,WAS,35,200,114.8,97.9,16.9,61.6,2.28,19.3,23.2,71.8,48,0.1,56.5,60.4,103.54,60.2,M. Gortat , J. Wall , B. Beal , O. Porter Jr. , K. Oubre Jr.
K. Lowry - P. Patterson - C. Joseph - T. Ross - L. Nogueira,TOR,30,199,118.3,105.5,12.8,52.9,1.7,16.9,30.3,70.2,49.9,0.1,57.7,60,92.82,54.7,K. Lowry , P. Patterson , C. Joseph , T. Ross , L. Nogueira
J. Nelson - W. Chandler - D. Gallinari - G. Harris - N. Jokic,DEN,20,198,113.7,110,3.6,61.9,1.87,19.2,29.2,77.8,53.8,0.1,54.3,58.5,101.45,52.9,J. Nelson , W. Chandler , D. Gallinari , G. Harris , N. Jokic
D. Augustin - S. Ibaka - B. Biyombo - E. Fournier - A. Gordon,ORL,22,196,100.5,111.2,-10.7,60.8,1.94,17.9,20.4,71.2,45.2,0.1,50.3,52.4,94.33,42.6,D. Augustin , S. Ibaka , B. Biyombo , E. Fournier , A. Gordon
T. Ariza - R. Anderson - J. Harden - P. Beverley - M. Harrell,HOU,27,196,107.6,104.8,2.8,60.9,1.4,17.1,25.7,75.5,50.2,0.2,53.2,56.9,102.64,49.2,T. Ariza , R. Anderson , J. Harden , P. Beverley , M. Harrell
L. Williams - J. Clarkson - T. Black - L. Nance Jr. - B. Ingram,LAL,22,195,108.4,98.6,9.8,52.8,1.41,15.6,32,71.6,52.9,0.1,50.9,55.5,101.46,55.1,L. Williams , J. Clarkson , T. Black , L. Nance Jr. , B. Ingram
Nene - T. Ariza - E. Gordon - R. Anderson - J. Harden,HOU,44,194,106.1,95.6,10.5,58.7,1.34,15.7,25.4,75.6,50.5,0.2,53,57.8,108.23,54.2,Nene , T. Ariza , E. Gordon , R. Anderson , J. Harden
A. Johnson - A. Horford - I. Thomas - J. Crowder - M. Smart,BOS,27,192,118,103.9,14.1,66.7,2.26,19.6,29.3,70.7,50,0.1,55.7,59.8,95.32,56.2,A. Johnson , A. Horford , I. Thomas , J. Crowder , M. Smart
I. Smith - M. Morris - J. Leuer - A. Drummond - K. Caldwell-Pope,DET,39,190,91.1,95.7,-4.6,57.2,1.98,15.7,30.2,78.9,52.5,0.1,44.2,45.3,97.27,46,I. Smith , M. Morris , J. Leuer , A. Drummond , K. Caldwell-Pope
J. Holiday - D. Cunningham - A. Davis - S. Hill - B. Hield,NOP,18,189,106.5,95.1,11.4,59.5,1.96,18.2,19.8,73.6,47.7,0.1,53.8,56.2,98.29,55.9,J. Holiday , D. Cunningham , A. Davis , S. Hill , B. Hield
J. Henson - T. Snell - G. Antetokounmpo - J. Parker - M. Brogdon,MIL,25,184,107.2,107.5,-0.2,61.7,2,18.4,27.7,66.1,47.8,0.1,52.2,55.3,94.32,51.3,J. Henson , T. Snell , G. Antetokounmpo , J. Parker , M. Brogdon
J. Green - S. Ibaka - N. Vucevic - E. Fournier - E. Payton,ORL,23,181,93.4,91.5,1.9,57.8,1.34,15.6,25.6,79.4,52.4,0.2,46.1,49.8,100.06,50.7,J. Green , S. Ibaka , N. Vucevic , E. Fournier , E. Payton
L. James - K. Love - K. Irving - T. Thompson - D. Liggins,CLE,12,181,129.6,98.1,31.5,58,1.87,19.1,35.5,80.2,58.6,0.1,61.7,64.6,98.35,63.9,L. James , K. Love , K. Irving , T. Thompson , D. Liggins
B. Lopez - T. Booker - B. Bogdanovic - S. Kilpatrick - I. Whitehead,BKN,22,179,106.9,111.8,-4.9,54.7,1.37,16.8,18.7,73.6,47.1,0.2,54.2,58.2,101.64,46.4,B. Lopez , T. Booker , B. Bogdanovic , S. Kilpatrick , I. Whitehead
T. Ariza - E. Gordon - R. Anderson - J. Harden - M. Harrell,HOU,33,175,126.6,103.9,22.7,58.8,1.68,17.7,29.5,73.2,53.1,0.1,60.4,66.2,106.25,59.7,T. Ariza , E. Gordon , R. Anderson , J. Harden , M. Harrell
Z. Pachulia - S. Curry - K. Thompson - D. Green - P. McCaw,GSW,19,175,113.5,101.9,11.6,78.7,2.19,23.5,25.9,73.2,50.1,0.2,57.7,60.3,103.26,56.6,Z. Pachulia , S. Curry , K. Thompson , D. Green , P. McCaw
C. Anthony - D. Rose - C. Lee - K. Porzingis - W. Hernangomez,NYK,25,172,103.6,115,-11.4,59.5,1.6,18.1,25.3,66,47.4,0.2,53.5,56.3,99.58,48.2,C. Anthony , D. Rose , C. Lee , K. Porzingis , W. Hernangomez
M. Williams - R. Hibbert - N. Batum - K. Walker - M. Kidd-Gilchrist,CHA,20,170,110.1,102.3,7.8,61.9,2.18,17.6,28.6,73.1,51.5,0.1,49,53.9,95.83,53.8,M. Williams , R. Hibbert , N. Batum , K. Walker , M. Kidd-Gilchrist
D. West - S. Livingston - A. Iguodala - K. Durant - K. Thompson,GSW,35,167,110.6,95.9,14.7,68.9,2.12,22,20.1,75,50.8,0.1,58,60.7,98.35,60.6,D. West , S. Livingston , A. Iguodala , K. Durant , K. Thompson
V. Carter - T. Allen - M. Conley - M. Gasol - J. Green,MEM,26,166,119.5,102.5,17,64.9,2.23,19.3,33.3,74.7,54.9,0.1,56.6,60.1,91.48,59.2,V. Carter , T. Allen , M. Conley , M. Gasol , J. Green
E. Davis - D. Lillard - M. Harkless - C. McCollum - M. Plumlee,POR,13,164,123.9,125.2,-1.4,61.8,2.49,20.3,33.7,76.1,53.2,0.1,57.1,59.3,96.32,47.4,E. Davis , D. Lillard , M. Harkless , C. McCollum , M. Plumlee
J. Crawford - C. Paul - J. Redick - D. Jordan - B. Griffin,LAC,40,163,118.7,106.8,11.9,60,1.62,16.8,29.4,75.5,53.6,0.1,58.1,63.9,103.05,60,J. Crawford , C. Paul , J. Redick , D. Jordan , B. Griffin
N. Batum - K. Walker - M. Kidd-Gilchrist - C. Zeller - F. Kaminsky,CHA,29,163,106.9,100.6,6.3,68.9,2.17,19.3,30.5,75.9,53.4,0.1,50.7,54.3,99.09,54.4,N. Batum , K. Walker , M. Kidd-Gilchrist , C. Zeller , F. Kaminsky
G. Dieng - Z. LaVine - A. Wiggins - K. Towns - K. Dunn,MIN,28,159,114.5,119.9,-5.4,53.2,1.56,16.6,37.3,76.7,54.3,0.2,52.5,55.9,96.67,44.2,G. Dieng , Z. LaVine , A. Wiggins , K. Towns , K. Dunn
T. Chandler - P. Tucker - E. Bledsoe - T. Warren - D. Booker,PHX,27,157,118,113.4,4.6,41.9,1.3,12.3,39.8,68.5,53,0.1,50.8,57.8,104.46,50.9,T. Chandler , P. Tucker , E. Bledsoe , T. Warren , D. Booker
Nene - T. Ariza - R. Anderson - J. Harden - P. Beverley,HOU,29,156,107.3,104,3.3,66.1,1.62,17.8,27.6,80.8,52.6,0.2,51.4,55.8,105.75,50.4,Nene , T. Ariza , R. Anderson , J. Harden , P. Beverley
R. Rubio - G. Dieng - S. Muhammad - A. Wiggins - K. Towns,MIN,46,156,121.1,106.6,14.5,61.9,2.17,19.2,38.8,72.3,54.5,0.1,54.6,58.5,98.77,57.4,R. Rubio , G. Dieng , S. Muhammad , A. Wiggins , K. Towns
T. Allen - M. Conley - M. Gasol - J. Green - J. Ennis III,MEM,23,154,98.6,103,-4.4,61,1.36,15.6,32.7,72.4,51.8,0.2,46.1,50.8,92.35,44.7,T. Allen , M. Conley , M. Gasol , J. Green , J. Ennis III
G. Hill - D. Favors - G. Hayward - R. Gobert - R. Hood,UTA,14,152,101,101.7,-0.7,66.7,1.45,18.8,24.1,81.3,52.5,0.2,51.5,54.8,91.92,51.6,G. Hill , D. Favors , G. Hayward , R. Gobert , R. Hood
G. Hill - D. Favors - G. Hayward - R. Gobert - J. Ingles,UTA,16,149,111.8,92,19.8,57.4,1.56,17.4,33.3,77,57.3,0.2,54.8,58.5,92.88,64.3,G. Hill , D. Favors , G. Hayward , R. Gobert , J. Ingles
K. Lowry - D. DeRozan - D. Carroll - P. Patterson - J. Valanciunas,TOR,23,147,132.6,102.8,29.8,57.6,2.24,18.3,38.4,68.3,54.5,0.1,57.9,63,93.4,65.1,K. Lowry , D. DeRozan , D. Carroll , P. Patterson , J. Valanciunas
R. Gay - A. Afflalo - K. Koufos - T. Lawson - D. Cousins,SAC,14,145,105.2,103.8,1.3,56.8,1.85,16.4,23.2,80.6,52.1,0.1,49,54.2,95.32,52.2,R. Gay , A. Afflalo , K. Koufos , T. Lawson , D. Cousins
J. Johnson - G. Hill - G. Hayward - R. Gobert - J. Ingles,UTA,21,141,103.8,101.1,2.8,57.4,1.57,15.3,26.4,79.6,52.7,0.1,50.9,55.4,96.46,53,J. Johnson , G. Hill , G. Hayward , R. Gobert , J. Ingles
N. Young - J. Randle - T. Black - D. Russell - B. Ingram,LAL,13,138,101.4,114.9,-13.5,56.3,1.21,15.9,31.1,74.6,51.2,0.2,51.2,52.7,100.36,39.5,N. Young , J. Randle , T. Black , D. Russell , B. Ingram
Nene - C. Brewer - E. Gordon - P. Beverley - S. Dekker,HOU,24,138,109.5,87.9,21.6,66.1,2.29,19.7,26.3,76.8,51.4,0.1,54.9,56.2,102.66,60.3,Nene , C. Brewer , E. Gordon , P. Beverley , S. Dekker
M. Plumlee - T. Snell - G. Antetokounmpo - M. Dellavedova - J. Parker,MIL,14,137,104.3,102.1,2.2,65.2,1.47,19.9,23.5,71.5,50.8,0.2,56,58.7,97.72,53.4,M. Plumlee , T. Snell , G. Antetokounmpo , M. Dellavedova , J. Parker
D. Williams - W. Matthews - H. Barnes - S. Mejri - D. Finney-Smith,DAL,16,136,94.8,93.5,1.4,43.5,1.11,12.5,21.7,78.6,47.8,0.1,46.4,49.1,90.46,46.9,D. Williams , W. Matthews , H. Barnes , S. Mejri , D. Finney-Smith
M. Gortat - J. Smith - J. Wall - B. Beal - O. Porter Jr.,WAS,28,136,115.2,128,-12.8,57.8,1.81,17.2,36.2,69.7,51.9,0.1,53.2,57.4,97.49,43.3,M. Gortat , J. Smith , J. Wall , B. Beal , O. Porter Jr.
Nene - T. Ariza - E. Gordon - J. Harden - S. Dekker,HOU,33,136,105.4,101,4.4,66.4,1.62,17.5,32.7,71.7,51.5,0.2,50.4,53.5,106.99,50,Nene , T. Ariza , E. Gordon , J. Harden , S. Dekker
R. Rondo - R. Lopez - N. Mirotic - J. Butler - P. Zipser,CHI,15,136,122.3,99.6,22.6,64.1,2.16,20.5,35.8,74.6,56,0.1,57.7,60.9,96.39,61.1,R. Rondo , R. Lopez , N. Mirotic , J. Butler , P. Zipser
A. Horford - A. Bradley - I. Thomas - J. Crowder - M. Smart,BOS,32,135,116,104.9,11.1,55.6,1.67,15.4,32.5,70.5,50,0.1,50.6,58.5,110.23,53.2,A. Horford , A. Bradley , I. Thomas , J. Crowder , M. Smart
K. Middleton - T. Snell - G. Antetokounmpo - T. Maker - M. Brogdon,MIL,15,135,111.1,103.1,8,66.4,2.73,20.5,18.5,70.7,44.5,0.1,54.6,57.2,90.72,52.9,K. Middleton , T. Snell , G. Antetokounmpo , T. Maker , M. Brogdon
C. Aldrich - N. Bjelica - S. Muhammad - Z. LaVine - K. Dunn,MIN,28,134,100.8,102.2,-1.5,53.2,1.45,16,30.8,77.8,53,0.2,51.5,53,95.84,47.1,C. Aldrich , N. Bjelica , S. Muhammad , Z. LaVine , K. Dunn
J. Crawford - R. Felton - B. Bass - M. Speights - A. Rivers,LAC,26,134,105.8,114.1,-8.3,51.5,1.16,14.5,27.6,73,49.2,0.2,52.7,57.3,97.82,42.3,J. Crawford , R. Felton , B. Bass , M. Speights , A. Rivers
D. Wade - R. Lopez - T. Gibson - J. Butler - J. Grant,CHI,12,133,115,95.5,19.5,40.8,2.04,13.8,30.9,74.2,54,0.1,50.6,54.9,96.24,60.7,D. Wade , R. Lopez , T. Gibson , J. Butler , J. Grant
J. Redick - D. Jordan - L. Mbah a Moute - B. Griffin - A. Rivers,LAC,13,131,106.4,107.1,-0.7,63.6,1.75,18.8,26.9,72.5,49.4,0.1,54.7,55.8,98.07,47.1,J. Redick , D. Jordan , L. Mbah a Moute , B. Griffin , A. Rivers
R. Jefferson - L. James - K. Irving - T. Thompson - I. Shumpert,CLE,15,131,115.6,101.5,14.1,51.7,1.94,17,24,76.7,52,0.1,57.5,59.4,96.49,57,R. Jefferson , L. James , K. Irving , T. Thompson , I. Shumpert
C. Paul - J. Redick - D. Jordan - B. Griffin - A. Rivers,LAC,21,130,116.6,98.2,18.4,51.4,1.86,15.3,26.6,76.9,52.3,0.1,54.1,59.2,98.76,56.5,C. Paul , J. Redick , D. Jordan , B. Griffin , A. Rivers
A. Len - T. Warren - D. Booker - M. Chriss - T. Ulis,PHX,10,129,104.4,116.9,-12.5,48.7,1.3,15.3,31.7,67.2,48.5,0.2,49.8,52.7,102.17,42.3,A. Len , T. Warren , D. Booker , M. Chriss , T. Ulis
R. Westbrook - A. Roberson - S. Adams - V. Oladipo - J. Grant,OKC,35,129,114.5,104,10.6,43.3,1.18,12.3,29.9,78.2,53.9,0.1,55.4,60.3,108.85,53.4,R. Westbrook , A. Roberson , S. Adams , V. Oladipo , J. Grant
B. Diaw - G. Hayward - R. Gobert - R. Hood - D. Exum,UTA,15,128,114.2,87.3,26.9,60.4,2,19.5,22.4,75,51.9,0.1,57.6,60.4,90.93,66.8,B. Diaw , G. Hayward , R. Gobert , R. Hood , D. Exum
D. Howard - T. Sefolosha - P. Millsap - D. Schroder - T. Hardaway Jr.,ATL,33,126,116,93.5,22.6,63.6,2.08,20.4,30.6,72.2,53.5,0.1,60.7,62.8,99.73,65.7,D. Howard , T. Sefolosha , P. Millsap , D. Schroder , T. Hardaway Jr.
K. Durant - J. McGee - S. Curry - K. Thompson - D. Green,GSW,24,126,127.8,91.5,36.3,72.7,3.31,23.8,24.8,76.2,52.9,0.1,61,63.5,106.2,67.2,K. Durant , J. McGee , S. Curry , K. Thompson , D. Green
D. Nowitzki - D. Williams - W. Matthews - H. Barnes - S. Curry,DAL,14,123,113.6,109.9,3.7,71.2,2.55,21.6,16.5,78.5,45.6,0.1,57.7,60,97.78,48.1,D. Nowitzki , D. Williams , W. Matthews , H. Barnes , S. Curry
M. Ginobili - P. Gasol - L. Aldridge - P. Mills - K. Leonard,SAS,29,123,105.9,112.4,-6.5,66.4,1.97,19,28.6,70.8,48.5,0.1,54.1,57.6,103.69,49.8,M. Ginobili , P. Gasol , L. Aldridge , P. Mills , K. Leonard
J. Holiday - A. Davis - T. Jones - S. Hill - B. Hield,NOP,13,122,106.6,98.1,8.5,57.3,2.17,18.4,16,73.8,47,0.1,54.4,56.5,102.23,53.9,J. Holiday , A. Davis , T. Jones , S. Hill , B. Hield
R. Westbrook - A. Morrow - A. Roberson - S. Adams - D. Sabonis,OKC,22,120,100,107.9,-7.9,60.9,1.33,15.5,34.9,76.1,54.1,0.2,44.5,50.5,96.82,48.5,R. Westbrook , A. Morrow , A. Roberson , S. Adams , D. Sabonis
B. Diaw - G. Hill - G. Hayward - R. Gobert - R. Hood,UTA,21,119,108.2,95.1,13.1,58.9,2.12,16.5,31.2,82.9,56.9,0.1,46.9,52.9,92.08,59.6,B. Diaw , G. Hill , G. Hayward , R. Gobert , R. Hood
E. Turner - D. Lillard - C. McCollum - M. Plumlee - N. Vonleh,POR,11,118,100,100,0,56,1.56,16.7,30.8,77.1,51.9,0.1,48.9,50.5,98.36,50,E. Turner , D. Lillard , C. McCollum , M. Plumlee , N. Vonleh
