LINEUPS,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,PLAYER1,PLAYER2,PLAYER3,PLAYER4,PLAYER5
J. Jack - D. Lee - C. Landry - S. Curry - K. Thompson,GSW,61,401,108.9,101,7.9,65.2,1.8,19.6,26.8,68.5,48.1,0.1,54.8,58.3,99.06,53,J. Jack , D. Lee , C. Landry , S. Curry , K. Thompson
E. Ilyasova - M. Ellis - L. Mbah a Moute - B. Jennings - L. Sanders,MIL,31,389,102.2,98.1,4.1,65.4,1.84,19.1,30.5,65.5,48.3,0.1,49.9,51.9,96.92,52.1,E. Ilyasova , M. Ellis , L. Mbah a Moute , B. Jennings , L. Sanders
J. Richardson - T. Young - J. Holiday - E. Turner - L. Allen,PHI,27,382,107,100.9,6.1,58.9,2.22,19.4,27.5,75.4,50.8,0.1,53,54.2,93.04,50.7,J. Richardson , T. Young , J. Holiday , E. Turner , L. Allen
A. Kirilenko - L. Ridnour - N. Pekovic - R. Rubio - D. Williams,MIN,25,376,103.5,107.5,-4,66.2,1.71,18.3,30.4,67.6,48,0.1,47.7,52.5,94.48,48.8,A. Kirilenko , L. Ridnour , N. Pekovic , R. Rubio , D. Williams
T. Duncan - T. Parker - T. Splitter - D. Green - K. Leonard,SAS,31,364,104.5,86.3,18.1,62.1,1.73,19.1,22.2,79.4,54.4,0.1,53.9,57.5,94.63,63.1,T. Duncan , T. Parker , T. Splitter , D. Green , K. Leonard
D. Wilkins - S. Hawes - T. Young - J. Holiday - E. Turner,PHI,28,363,100.4,102.4,-1.9,61.9,1.78,18.1,27.5,70.2,48.7,0.1,49.1,52.1,95.46,49.2,D. Wilkins , S. Hawes , T. Young , J. Holiday , E. Turner
K. Perkins - K. Martin - K. Durant - R. Westbrook - S. Ibaka,OKC,70,358,106.3,98.9,7.4,58.5,1.22,16.1,28.1,72.4,52.7,0.2,53,60.1,100.15,56.2,K. Perkins , K. Martin , K. Durant , R. Westbrook , S. Ibaka
K. Korver - D. Harris - J. Smith - A. Horford - J. Teague,ATL,29,351,104.6,95,9.7,69.4,1.92,21.1,16.6,71.7,46.6,0.1,55.5,58.2,97.39,56.7,K. Korver , D. Harris , J. Smith , A. Horford , J. Teague
M. Williams - A. Jefferson - R. Foye - P. Millsap - G. Hayward,UTA,32,350,108.6,111.9,-3.3,62.3,2.25,19.3,23.7,69.3,44.8,0.1,53.8,56.8,94.54,47.5,M. Williams , A. Jefferson , R. Foye , P. Millsap , G. Hayward
A. Johnson - R. Gay - K. Lowry - D. DeRozan - J. Valanciunas,TOR,25,343,107.7,93,14.7,63.3,1.54,19,29.4,73.8,53.6,0.2,52.8,57,93.45,59.5,A. Johnson , R. Gay , K. Lowry , D. DeRozan , J. Valanciunas
S. Nash - K. Bryant - M. World Peace - D. Howard - E. Clark,LAL,29,340,106.1,101.3,4.8,57.6,1.35,17.8,28,69.1,49.7,0.2,55.5,56.9,96.41,54.3,S. Nash , K. Bryant , M. World Peace , D. Howard , E. Clark
O. Asik - J. Harden - J. Lin - M. Morris - C. Parsons,HOU,38,333,99.6,95.7,3.9,60.9,1.27,16.5,23.9,78.2,52.4,0.2,49.8,54.9,101.13,53.3,O. Asik , J. Harden , J. Lin , M. Morris , C. Parsons
D. Stevenson - K. Korver - J. Smith - A. Horford - J. Teague,ATL,25,332,110,99.4,10.6,69.7,2.3,21.9,18.5,73.8,48.1,0.1,56.4,58.5,95.48,55.6,D. Stevenson , K. Korver , J. Smith , A. Horford , J. Teague
S. Battier - L. James - C. Bosh - D. Wade - M. Chalmers,MIA,42,300,115.2,96,19.2,59.3,1.77,18.6,30.7,69.8,52.4,0.1,57.9,61.1,96.72,61.9,S. Battier , L. James , C. Bosh , D. Wade , M. Chalmers
C. Boozer - K. Hinrich - L. Deng - J. Noah - M. Belinelli,CHI,23,296,96.2,99.7,-3.5,68.7,1.67,18.7,22.6,71,47.2,0.2,46.5,51.2,93.5,50.3,C. Boozer , K. Hinrich , L. Deng , J. Noah , M. Belinelli
L. Odom - J. Crawford - M. Barnes - R. Turiaf - E. Bledsoe,LAC,35,284,100.2,89.7,10.5,61,1.35,17.6,29.1,66,49.2,0.2,51.4,54,96.09,59.2,L. Odom , J. Crawford , M. Barnes , R. Turiaf , E. Bledsoe
Nene - E. Okafor - M. Webster - G. Temple - J. Wall,WAS,21,284,101.1,106.5,-5.4,61.7,1.67,18.7,22.1,74.3,48.4,0.2,50.7,53.5,93.11,47.2,Nene , E. Okafor , M. Webster , G. Temple , J. Wall
C. Billups - C. Butler - C. Paul - D. Jordan - B. Griffin,LAC,21,282,117.3,103.2,14.1,65.3,1.95,20.7,32.9,74.2,53.2,0.2,57.9,59.6,91.06,57.3,C. Billups , C. Butler , C. Paul , D. Jordan , B. Griffin
J. McRoberts - G. Henderson - B. Biyombo - K. Walker - M. Kidd-Gilchrist,CHA,18,280,102.3,107.1,-4.8,59.8,1.6,18.2,25.3,77.5,51.8,0.2,50.2,54.1,90.32,49.5,J. McRoberts , G. Henderson , B. Biyombo , K. Walker , M. Kidd-Gilchrist
J. Kidd - T. Chandler - C. Anthony - J. Smith - R. Felton,NYK,39,269,117.1,91.8,25.3,45.9,1.49,14,37.4,71.1,55,0.1,54.7,58.7,92.17,64.5,J. Kidd , T. Chandler , C. Anthony , J. Smith , R. Felton
T. Prince - J. Maxiell - R. Stuckey - G. Monroe - B. Knight,DET,34,265,94.5,104.8,-10.2,61.3,1.39,16.4,28.2,67.8,47.7,0.2,45.2,49.3,90.14,43.3,T. Prince , J. Maxiell , R. Stuckey , G. Monroe , B. Knight
K. Garnett - P. Pierce - B. Bass - C. Lee - A. Bradley,BOS,20,245,103.2,100.4,2.8,67.6,1.57,19.9,19.1,72.5,47.3,0.2,53.6,58.1,93.5,52.5,K. Garnett , P. Pierce , B. Bass , C. Lee , A. Bradley
M. Daniels - E. Ilyasova - M. Ellis - B. Jennings - L. Sanders,MIL,22,242,99.4,107,-7.6,60.9,2,16.5,27.7,69.6,46.5,0.1,44.6,49,97.04,45.1,M. Daniels , E. Ilyasova , M. Ellis , B. Jennings , L. Sanders
C. Boozer - L. Deng - N. Robinson - J. Noah - M. Belinelli,CHI,33,237,95.6,104,-8.4,64.5,1.46,17.4,30.5,67.4,49.2,0.2,45.2,49.5,91.87,46.3,C. Boozer , L. Deng , N. Robinson , J. Noah , M. Belinelli
L. Scola - M. Gortat - J. Dudley - M. Beasley - G. Dragic,PHX,23,234,92.1,111.9,-19.8,62.9,1.55,17.2,25.9,69.1,45.9,0.2,44.7,47.5,96.2,40,L. Scola , M. Gortat , J. Dudley , M. Beasley , G. Dragic
K. Korver - J. Smith - L. Williams - A. Horford - J. Teague,ATL,21,233,105.7,98.5,7.2,71.9,2.71,20.8,21.4,66,44.8,0.1,51.7,54.4,93.96,55.7,K. Korver , J. Smith , L. Williams , A. Horford , J. Teague
J. Nelson - J. Redick - A. Afflalo - G. Davis - N. Vucevic,ORL,24,230,108.5,102,6.6,67.2,1.99,20.2,29.1,77.5,54.2,0.1,54.5,58.2,96.75,55.6,J. Nelson , J. Redick , A. Afflalo , G. Davis , N. Vucevic
L. Odom - J. Crawford - M. Barnes - R. Hollins - E. Bledsoe,LAC,33,229,105.7,100.2,5.4,53.9,1.09,16,36.2,65.6,52.3,0.2,53.4,57,93.45,53.5,L. Odom , J. Crawford , M. Barnes , R. Hollins , E. Bledsoe
J. Maxiell - J. Calderon - G. Monroe - B. Knight - K. Singler,DET,15,227,98.6,104.4,-5.8,73.4,2.08,20.5,26.7,70.5,47.4,0.1,47.8,50.1,91.26,45.8,J. Maxiell , J. Calderon , G. Monroe , B. Knight , K. Singler
G. Henderson - B. Mullens - B. Biyombo - K. Walker - M. Kidd-Gilchrist,CHA,23,224,99.5,112.2,-12.7,52.6,1.76,15,32.9,67.7,49.3,0.1,45.4,47.9,91.81,41.9,G. Henderson , B. Mullens , B. Biyombo , K. Walker , M. Kidd-Gilchrist
K. Garnett - P. Pierce - J. Terry - B. Bass - R. Rondo,BOS,25,222,101.1,95.4,5.7,68.4,2.05,20.3,21.6,70.9,46.6,0.1,51.9,55.2,94.6,55.8,K. Garnett , P. Pierce , J. Terry , B. Bass , R. Rondo
O. Asik - J. Harden - J. Lin - D. Motiejunas - C. Parsons,HOU,16,222,111.8,102.7,9.1,61.4,1.49,18.7,27.4,76.5,52.7,0.2,56.9,59.2,97.15,54.6,O. Asik , J. Harden , J. Lin , D. Motiejunas , C. Parsons
R. Hamilton - C. Boozer - L. Deng - N. Robinson - J. Noah,CHI,19,219,91.9,102.9,-11,70.4,1.7,18.7,29.2,68.5,47.9,0.2,42.8,46,91.81,43.6,R. Hamilton , C. Boozer , L. Deng , N. Robinson , J. Noah
J. Kidd - T. Chandler - C. Anthony - R. Felton - R. Brewer,NYK,18,211,110.3,110,0.3,58.8,2.44,17.8,22.2,74.7,45.6,0.1,52.7,55.9,94.02,49.5,J. Kidd , T. Chandler , C. Anthony , R. Felton , R. Brewer
S. Hawes - T. Young - N. Young - J. Holiday - E. Turner,PHI,27,210,97.5,100,-2.5,57.5,1.96,17.1,28,69.4,48.6,0.1,46.2,48.7,93.72,44.8,S. Hawes , T. Young , N. Young , J. Holiday , E. Turner
J. Crawford - C. Butler - C. Paul - D. Jordan - B. Griffin,LAC,50,208,109.4,101.1,8.3,70.1,1.85,20,28.2,72.4,51.2,0.2,56.6,59.8,100.48,57.2,J. Crawford , C. Butler , C. Paul , D. Jordan , B. Griffin
M. Williams - A. Jefferson - M. Williams - R. Foye - P. Millsap,UTA,19,206,97.8,105.4,-7.7,62.2,1.87,17.7,24.8,69,47.1,0.1,47.3,50.8,94.19,46.5,M. Williams , A. Jefferson , M. Williams , R. Foye , P. Millsap
C. Delfino - O. Asik - J. Harden - J. Lin - C. Parsons,HOU,34,205,108.1,102.5,5.7,51.2,1.25,14.9,25.1,67.6,46.4,0.2,54.3,58.3,104.06,50.8,C. Delfino , O. Asik , J. Harden , J. Lin , C. Parsons
A. Bogut - J. Jack - D. Lee - S. Curry - K. Thompson,GSW,26,204,113,103,10,66.5,1.95,19.6,31.4,69.6,52,0.1,54.7,58.7,95.04,55.3,A. Bogut , J. Jack , D. Lee , S. Curry , K. Thompson
V. Carter - E. Brand - S. Marion - O. Mayo - D. Collison,DAL,41,196,99.3,101.8,-2.5,61.6,1.54,18.3,24.2,71.3,49.4,0.2,53,56,106.07,50.7,V. Carter , E. Brand , S. Marion , O. Mayo , D. Collison
M. Dunleavy - E. Ilyasova - M. Ellis - B. Jennings - L. Sanders,MIL,39,193,106.7,100.7,6,58.6,1.67,17,25.8,66.8,47.4,0.1,52.1,55.9,102.47,52.7,M. Dunleavy , E. Ilyasova , M. Ellis , B. Jennings , L. Sanders
K. Bryant - M. World Peace - P. Gasol - D. Howard - D. Morris,LAL,15,192,97.5,100.3,-2.8,62.7,1.33,17.8,25.9,70.4,48.7,0.2,52.3,53.5,99.39,49,K. Bryant , M. World Peace , P. Gasol , D. Howard , D. Morris
M. Williams - A. Jefferson - M. Williams - P. Millsap - G. Hayward,UTA,20,192,94.4,101.6,-7.2,51.4,1.31,13.8,32.4,73.9,51.9,0.1,42.6,47,94.44,44.2,M. Williams , A. Jefferson , M. Williams , P. Millsap , G. Hayward
A. Varejao - A. Gee - K. Irving - T. Thompson - D. Waiters,CLE,10,190,111.5,96.5,15,48.4,1.34,14.7,40.9,77.2,57.5,0.2,50,53.4,94.63,53.6,A. Varejao , A. Gee , K. Irving , T. Thompson , D. Waiters
J. Johnson - G. Wallace - K. Humphries - D. Williams - B. Lopez,BKN,17,190,103.3,103.3,0,59.9,1.63,16.8,32.8,67.6,49.7,0.1,46.6,51,90.91,51.3,J. Johnson , G. Wallace , K. Humphries , D. Williams , B. Lopez
S. Nash - K. Bryant - M. World Peace - P. Gasol - D. Howard,LAL,19,189,106.1,104.6,1.5,66.9,1.75,19.5,30.4,74.6,54.1,0.2,55.2,57.1,95.14,53.3,S. Nash , K. Bryant , M. World Peace , P. Gasol , D. Howard
N. Collison - K. Martin - K. Durant - R. Westbrook - S. Ibaka,OKC,56,187,111.1,104.1,7.1,56.2,1.51,16.3,32,67,50.3,0.1,52.2,57.8,99.95,52.7,N. Collison , K. Martin , K. Durant , R. Westbrook , S. Ibaka
W. Ellington - A. Gee - K. Irving - T. Thompson - T. Zeller,CLE,11,186,94,111.7,-17.6,52.2,1.49,14.3,25.2,66,44.7,0.1,43.2,47.4,94.88,38.1,W. Ellington , A. Gee , K. Irving , T. Thompson , T. Zeller
R. Mason Jr. - R. Lopez - R. Anderson - A. Aminu - G. Vasquez,NOH,23,184,110.7,115.6,-4.9,63.2,1.57,19.1,39.5,74.4,56.8,0.2,54.9,57.7,89.51,48.6,R. Mason Jr. , R. Lopez , R. Anderson , A. Aminu , G. Vasquez
J. Nelson - A. Afflalo - G. Davis - N. Vucevic - M. Harkless,ORL,16,178,81.4,92.8,-11.3,48.7,1.02,13.1,21.7,69.7,46.8,0.2,41.8,44.5,93.21,44.3,J. Nelson , A. Afflalo , G. Davis , N. Vucevic , M. Harkless
L. Scola - M. Gortat - S. Brown - J. Dudley - G. Dragic,PHX,18,178,107.9,106.2,1.7,65.4,1.96,20,29.5,67.5,48.7,0.1,52.5,55.5,95.31,50.2,L. Scola , M. Gortat , S. Brown , J. Dudley , G. Dragic
A. Biedrins - D. Lee - S. Curry - K. Thompson - H. Barnes,GSW,36,175,101.7,94.8,6.9,50.7,1.27,15,25,72.6,50.4,0.2,50,53.9,99.47,50.5,A. Biedrins , D. Lee , S. Curry , K. Thompson , H. Barnes
A. Kirilenko - L. Ridnour - K. Love - N. Pekovic - A. Shved,MIN,14,174,105.8,103.8,2,66.4,1.64,18.7,37.6,77.8,56.9,0.2,48.3,52.2,94.71,51.1,A. Kirilenko , L. Ridnour , K. Love , N. Pekovic , A. Shved
L. Odom - J. Crawford - M. Barnes - C. Paul - B. Griffin,LAC,38,171,108.6,98.6,10,66.7,2.19,18.4,34.1,66.9,49.3,0.1,50.8,54.8,97.81,56.8,L. Odom , J. Crawford , M. Barnes , C. Paul , B. Griffin
R. Hibbert - G. Hill - T. Hansbrough - P. George - L. Stephenson,IND,30,170,109.8,84.9,24.9,55.2,1.61,15.2,40.6,69.7,55.8,0.1,45.3,51.2,95.32,66.9,R. Hibbert , G. Hill , T. Hansbrough , P. George , L. Stephenson
B. Haywood - B. Mullens - K. Walker - M. Kidd-Gilchrist - J. Taylor,CHA,16,167,92.9,94.7,-1.8,57.3,1.16,16,28.7,71.1,51.3,0.2,46.7,49.4,93.4,48.6,B. Haywood , B. Mullens , K. Walker , M. Kidd-Gilchrist , J. Taylor
M. Gortat - S. Brown - M. Beasley - G. Dragic - M. Morris,PHX,18,166,107.9,121.7,-13.8,54,1.64,17.2,25,65.5,44.7,0.1,52.3,54.9,92.89,42.4,M. Gortat , S. Brown , M. Beasley , G. Dragic , M. Morris
A. Kirilenko - L. Ridnour - G. Stiemsma - R. Rubio - D. Williams,MIN,15,164,99.1,90.5,8.5,70,1.53,19.3,22.5,71.3,47.3,0.2,49.4,54.5,94.75,57.2,A. Kirilenko , L. Ridnour , G. Stiemsma , R. Rubio , D. Williams
D. Wright - T. Young - J. Holiday - E. Turner - L. Allen,PHI,23,164,90,99.7,-9.6,62.1,1.53,17.3,23.2,70.3,47,0.2,46.8,49.3,90.22,46.1,D. Wright , T. Young , J. Holiday , E. Turner , L. Allen
J. Johnson - R. Evans - K. Bogans - D. Williams - B. Lopez,BKN,20,164,104.5,109.7,-5.2,50.4,1.37,14.8,33.7,72.4,51.6,0.1,48.4,51.8,90.54,45.2,J. Johnson , R. Evans , K. Bogans , D. Williams , B. Lopez
V. Carter - S. Marion - C. Kaman - O. Mayo - D. Collison,DAL,34,163,102.9,100.3,2.6,54.5,1.28,16,27,70.6,49.2,0.2,52.3,56.9,100.8,51.5,V. Carter , S. Marion , C. Kaman , O. Mayo , D. Collison
D. Nowitzki - S. Marion - C. Kaman - O. Mayo - D. Collison,DAL,20,161,93.5,101.9,-8.4,64.3,2.61,18.7,18.2,71.9,44.2,0.1,45.4,48.3,95.48,45.4,D. Nowitzki , S. Marion , C. Kaman , O. Mayo , D. Collison
A. Kirilenko - L. Ridnour - N. Pekovic - D. Cunningham - A. Shved,MIN,12,154,97.7,100.7,-3,66.9,1.93,18.7,31.6,76.1,52.4,0.1,46.2,49.3,93.47,51.1,A. Kirilenko , L. Ridnour , N. Pekovic , D. Cunningham , A. Shved
C. Miles - A. Gee - K. Irving - T. Thompson - T. Zeller,CLE,14,153,109.1,104.2,4.9,50.8,1.59,15.4,32.9,67.5,49.7,0.1,49.5,53.5,96.48,50.8,C. Miles , A. Gee , K. Irving , T. Thompson , T. Zeller
T. Duncan - T. Parker - B. Diaw - D. Green - K. Leonard,SAS,27,153,104.9,94.1,10.8,71.8,1.93,21.3,18.3,74.5,48.7,0.1,55.3,58.8,96.02,59.3,T. Duncan , T. Parker , B. Diaw , D. Green , K. Leonard
D. Lee - C. Landry - S. Curry - K. Thompson - H. Barnes,GSW,44,150,108.2,105.9,2.2,61,1.34,16.6,37.1,74,55,0.2,51.5,55.9,101.9,47.7,D. Lee , C. Landry , S. Curry , K. Thompson , H. Barnes
L. Scola - P. Tucker - G. Dragic - W. Johnson - M. Morris,PHX,12,150,111.5,113.4,-1.9,61.6,1.42,19.5,36.2,71.8,54,0.2,56.2,59,98.93,46.9,L. Scola , P. Tucker , G. Dragic , W. Johnson , M. Morris
D. West - G. Green - R. Hibbert - G. Hill - P. George,IND,22,149,94.4,92.7,1.7,54.7,1.09,14.8,33.3,71.2,53.4,0.2,45.8,49.5,92.82,52.6,D. West , G. Green , R. Hibbert , G. Hill , P. George
J. Crawford - M. Barnes - C. Paul - D. Jordan - B. Griffin,LAC,43,149,115.3,89.8,25.5,59.8,1.59,17.4,37.6,74.2,57,0.2,55.1,59.6,96.02,68.7,J. Crawford , M. Barnes , C. Paul , D. Jordan , B. Griffin
N. Mohammed - C. Boozer - K. Hinrich - L. Deng - J. Butler,CHI,9,148,101.1,93.8,7.3,64,1.61,18.1,34.2,81.3,56,0.2,46.3,49.8,88.98,53.5,N. Mohammed , C. Boozer , K. Hinrich , L. Deng , J. Butler
R. Lopez - R. Anderson - A. Aminu - G. Vasquez - A. Rivers,NOH,27,145,95.6,105.5,-9.9,50,1.26,14.3,31.5,67.4,48.4,0.2,46.8,49.2,90.42,40.4,R. Lopez , R. Anderson , A. Aminu , G. Vasquez , A. Rivers
D. West - I. Mahinmi - G. Hill - P. George - L. Stephenson,IND,35,144,102.9,94.5,8.4,62.6,1.68,17.8,26.2,70.1,48.8,0.1,52.7,55.8,94.73,57.5,D. West , I. Mahinmi , G. Hill , P. George , L. Stephenson
L. Aldridge - J. Hickson - N. Batum - V. Claver - D. Lillard,POR,12,142,100,109.2,-9.2,64.8,1.58,17.7,31.3,72.7,50.7,0.2,47.3,51.5,92.2,46.7,L. Aldridge , J. Hickson , N. Batum , V. Claver , D. Lillard
Nene - E. Okafor - M. Webster - J. Wall - B. Beal,WAS,18,142,109.6,81.4,28.2,59.7,1.51,18.2,31.3,78.5,57.2,0.2,53.8,56.9,99.3,64.8,Nene , E. Okafor , M. Webster , J. Wall , B. Beal
C. Butler - W. Green - D. Jordan - B. Griffin - E. Bledsoe,LAC,10,141,110.8,104.6,6.2,52.7,1.64,16.2,34.6,72.3,52.4,0.1,52.4,54.4,88.63,50.3,C. Butler , W. Green , D. Jordan , B. Griffin , E. Bledsoe
M. Daniels - M. Ellis - L. Mbah a Moute - B. Jennings - L. Sanders,MIL,15,140,90.5,96.9,-6.4,61,1.36,16.9,23.1,69.2,46.2,0.2,46.5,49.5,97.51,43.6,M. Daniels , M. Ellis , L. Mbah a Moute , B. Jennings , L. Sanders
A. Miller - A. Iguodala - C. Brewer - W. Chandler - J. McGee,DEN,32,139,93.9,83.9,10,66.7,1.36,18.2,34,63.6,49.5,0.2,48,50.4,102.39,57.4,A. Miller , A. Iguodala , C. Brewer , W. Chandler , J. McGee
J. Barea - G. Stiemsma - D. Cunningham - C. Budinger - A. Shved,MIN,18,138,96.4,97.1,-0.7,56.5,1.79,16.2,27.4,72,47.8,0.1,46.2,48.1,94.88,48.7,J. Barea , G. Stiemsma , D. Cunningham , C. Budinger , A. Shved
Z. Pachulia - K. Korver - J. Smith - A. Horford - J. Teague,ATL,17,138,105.6,94.8,10.8,62.9,1.38,19,34.9,77.7,57.4,0.2,55.9,55.9,93.62,54.3,Z. Pachulia , K. Korver , J. Smith , A. Horford , J. Teague
K. Martin - T. Sefolosha - K. Durant - R. Westbrook - S. Ibaka,OKC,31,135,111.5,105.4,6,60.2,1.14,15.4,29.5,66.7,51,0.2,53.3,63.9,98.75,56.3,K. Martin , T. Sefolosha , K. Durant , R. Westbrook , S. Ibaka
E. Okafor - T. Ariza - A. Price - T. Booker - B. Beal,WAS,14,134,85.2,103.9,-18.6,70,1.27,15.4,29.2,63.6,44.9,0.2,38.9,44.3,93.51,41,E. Okafor , T. Ariza , A. Price , T. Booker , B. Beal
R. Allen - S. Battier - L. James - C. Bosh - D. Wade,MIA,33,134,111.6,94.8,16.8,56.4,1.43,15.1,38.1,70.3,54.8,0.1,51.6,57.9,97.32,61.7,R. Allen , S. Battier , L. James , C. Bosh , D. Wade
E. Gordon - R. Lopez - R. Anderson - A. Aminu - G. Vasquez,NOH,25,133,100.4,106.9,-6.5,59.2,1.26,15.5,44.7,76.4,58.6,0.2,46.6,49.5,92.79,42.6,E. Gordon , R. Lopez , R. Anderson , A. Aminu , G. Vasquez
D. Wright - S. Hawes - T. Young - J. Holiday - E. Turner,PHI,39,132,100.4,96.6,3.7,68.6,1.52,18.9,25.6,68.2,47.8,0.2,54,56.3,97.65,52.3,D. Wright , S. Hawes , T. Young , J. Holiday , E. Turner
J. Nelson - A. Afflalo - N. Vucevic - T. Harris - M. Harkless,ORL,8,131,91.6,108.2,-16.6,57.3,1.28,15.7,24.2,70.7,45.2,0.2,45.4,47.5,95.06,35.4,J. Nelson , A. Afflalo , N. Vucevic , T. Harris , M. Harkless
J. Salmons - A. Brooks - J. Thompson - T. Evans - D. Cousins,SAC,10,131,118.6,106.2,12.3,44.8,1.68,15.2,42.4,68.6,55.3,0.1,52.9,54.7,87.8,50.8,J. Salmons , A. Brooks , J. Thompson , T. Evans , D. Cousins
