LINEUPS,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,PLAYER1,PLAYER2,PLAYER3,PLAYER4,PLAYER5
R. Jefferson - M. Williams - D. Favors - G. Hayward - T. Burke,UTA,47,603,106.6,107.8,-1.2,65,1.96,19.1,23.8,71.7,48.2,0.1,52.2,55.6,92.76,49.7,R. Jefferson , M. Williams , D. Favors , G. Hayward , T. Burke
Z. Randolph - T. Prince - M. Conley - M. Gasol - C. Lee,MEM,35,592,107.6,99.4,8.2,55.1,2.04,17.8,27.4,75.5,51.6,0.1,51.1,53.9,88.69,55.4,Z. Randolph , T. Prince , M. Conley , M. Gasol , C. Lee
K. Perkins - T. Sefolosha - K. Durant - S. Ibaka - R. Jackson,OKC,31,550,105.4,99.3,6.2,53.9,1.41,16.6,26.6,74.7,52.4,0.2,52.2,56,95.87,54.8,K. Perkins , T. Sefolosha , K. Durant , S. Ibaka , R. Jackson
A. Jefferson - J. McRoberts - G. Henderson - K. Walker - M. Kidd-Gilchrist,CHA,35,526,108.2,96.6,11.6,63.8,2.23,19.7,26.8,78.5,53.5,0.1,51.9,54.7,90.25,56.8,A. Jefferson , J. McRoberts , G. Henderson , K. Walker , M. Kidd-Gilchrist
C. Frye - G. Green - P. Tucker - G. Dragic - M. Plumlee,PHX,46,526,111.5,110.6,0.9,48.3,1.33,15.8,25.8,70.7,48.8,0.2,57.1,59.1,97.03,48.6,C. Frye , G. Green , P. Tucker , G. Dragic , M. Plumlee
J. Smith - B. Jennings - G. Monroe - A. Drummond - K. Caldwell-Pope,DET,39,496,98.8,103.3,-4.4,57.2,1.49,16.2,32.4,76.9,52.7,0.2,46.7,49.1,98.07,45.7,J. Smith , B. Jennings , G. Monroe , A. Drummond , K. Caldwell-Pope
R. Foye - W. Chandler - J. Hickson - T. Lawson - K. Faried,DEN,40,490,108.1,105.2,2.9,62.1,1.66,18.3,30.9,71.1,51.1,0.2,53.2,55.7,101.18,50.5,R. Foye , W. Chandler , J. Hickson , T. Lawson , K. Faried
Nene - T. Ariza - M. Gortat - J. Wall - B. Beal,WAS,39,487,105.9,95.2,10.7,63.1,1.71,19.3,24.6,73.2,49.4,0.2,53.9,56.2,98.64,56.1,Nene , T. Ariza , M. Gortat , J. Wall , B. Beal
J. Smith - B. Jennings - G. Monroe - K. Singler - A. Drummond,DET,42,461,102.9,112.4,-9.5,59.9,1.69,17.2,33.6,74,52.4,0.1,48.1,50.5,95.74,44.5,J. Smith , B. Jennings , G. Monroe , K. Singler , A. Drummond
C. Frye - P. Tucker - G. Dragic - E. Bledsoe - M. Plumlee,PHX,35,436,106.7,92.5,14.2,48.5,1.34,15.1,27.6,73.3,51,0.2,51.5,54.5,95.65,57.1,C. Frye , P. Tucker , G. Dragic , E. Bledsoe , M. Plumlee
S. Battier - L. James - C. Bosh - D. Wade - M. Chalmers,MIA,35,430,110.9,104.5,6.4,64.9,1.81,20.7,19,65.9,44.6,0.2,57.9,61.2,96.52,56.6,S. Battier , L. James , C. Bosh , D. Wade , M. Chalmers
K. Korver - P. Millsap - A. Horford - J. Teague - D. Carroll,ATL,24,392,101.5,102,-0.5,68.3,1.9,20.3,20.4,73.5,48,0.1,53.3,55.3,97.91,52.3,K. Korver , P. Millsap , A. Horford , J. Teague , D. Carroll
B. Bass - J. Green - A. Bradley - J. Crawford - J. Sullinger,BOS,28,373,94.6,99.9,-5.3,48.7,1.14,13.6,24.3,77.2,50.6,0.2,46.1,50.2,96.63,45.2,B. Bass , J. Green , A. Bradley , J. Crawford , J. Sullinger
K. Perkins - T. Sefolosha - K. Durant - R. Westbrook - S. Ibaka,OKC,24,349,98.9,102.1,-3.2,59.9,1.46,17.2,26.6,72.5,50.1,0.2,47.8,51.7,97.91,49.2,K. Perkins , T. Sefolosha , K. Durant , R. Westbrook , S. Ibaka
D. Howard - J. Harden - J. Lin - C. Parsons - T. Jones,HOU,32,328,111.6,106.9,4.8,57.5,1.41,17,27.8,70.6,51.1,0.2,56,59.9,100.54,54.9,D. Howard , J. Harden , J. Lin , C. Parsons , T. Jones
M. Barnes - C. Paul - D. Jordan - B. Griffin - D. Collison,LAC,28,326,117.4,102.6,14.8,61,1.92,19.2,31.2,71,52.7,0.1,57,60.4,96.61,60.5,M. Barnes , C. Paul , D. Jordan , B. Griffin , D. Collison
R. Gay - J. Thompson - D. Cousins - I. Thomas - B. McLemore,SAC,27,317,104,108.6,-4.6,54.9,1.25,16.8,27.2,74.8,51,0.2,53.3,56.4,97.75,47,R. Gay , J. Thompson , D. Cousins , I. Thomas , B. McLemore
A. Bogut - D. Lee - S. Curry - K. Thompson - H. Barnes,GSW,36,316,95.8,102.2,-6.4,58.4,1.19,16.1,27.3,78.2,53.4,0.2,49.1,52.4,101.95,46.2,A. Bogut , D. Lee , S. Curry , K. Thompson , H. Barnes
T. Young - J. Anderson - H. Thompson - H. Sims - M. Carter-Williams,PHI,22,310,101.6,110.1,-8.5,61.7,1.66,17.3,27.4,77.8,49.6,0.1,48.2,51.4,96.29,41.1,T. Young , J. Anderson , H. Thompson , H. Sims , M. Carter-Williams
K. Korver - P. Millsap - J. Teague - D. Carroll - P. Antic,ATL,24,298,104.9,99.8,5.1,72.4,1.94,19.1,24.3,74.8,48.8,0.1,50.8,55,95.06,51.7,K. Korver , P. Millsap , J. Teague , D. Carroll , P. Antic
C. Paul - J. Redick - J. Dudley - D. Jordan - B. Griffin,LAC,16,291,111.1,102.7,8.4,73.3,2.2,22.1,27.3,76,51.8,0.1,54.6,57.5,96.82,55.8,C. Paul , J. Redick , J. Dudley , D. Jordan , B. Griffin
T. Chandler - A. Stoudemire - C. Anthony - J. Smith - R. Felton,NYK,25,286,112.3,111.1,1.2,57.5,1.97,18.2,27.7,71.5,50,0.1,54,56.9,89.5,50.4,T. Chandler , A. Stoudemire , C. Anthony , J. Smith , R. Felton
P. Pierce - J. Johnson - S. Livingston - D. Williams - M. Plumlee,BKN,26,285,111.3,107.7,3.6,60.5,1.6,18.5,24.4,66.7,46.9,0.2,57.6,61.2,89.42,53.4,P. Pierce , J. Johnson , S. Livingston , D. Williams , M. Plumlee
J. Crawford - C. Paul - J. Dudley - D. Jordan - B. Griffin,LAC,36,273,106.7,98.8,7.9,71.2,1.85,20.3,27.9,73.7,51.6,0.2,52.9,56.3,99.79,55.1,J. Crawford , C. Paul , J. Dudley , D. Jordan , B. Griffin
J. Crawford - M. Barnes - C. Paul - D. Jordan - B. Griffin,LAC,28,271,115.9,97.2,18.8,66.4,2.23,19.7,26.1,69.6,49.6,0.1,56.4,60.4,100.6,63.3,J. Crawford , M. Barnes , C. Paul , D. Jordan , B. Griffin
Nene - T. Ariza - M. Webster - M. Gortat - J. Wall,WAS,40,265,104,94.2,9.8,61.5,1.64,17.2,22.4,79.1,50.7,0.1,52.8,56.7,99.81,56.6,Nene , T. Ariza , M. Webster , M. Gortat , J. Wall
T. Duncan - T. Parker - T. Splitter - D. Green - K. Leonard,SAS,30,262,101.3,87.6,13.7,60.4,1.82,18.5,21.2,77.1,51.3,0.1,50.5,53.7,96.26,59,T. Duncan , T. Parker , T. Splitter , D. Green , K. Leonard
V. Carter - S. Marion - S. Dalembert - M. Ellis - J. Calderon,DAL,66,258,94.9,97.4,-2.5,58.4,1.6,16.2,26.6,72,50,0.1,49.9,52.6,99.65,47.5,V. Carter , S. Marion , S. Dalembert , M. Ellis , J. Calderon
J. Smith - R. Stuckey - B. Jennings - G. Monroe - K. Singler,DET,56,249,94.5,102.3,-7.7,53.3,1.45,13.8,28.8,69.1,48,0.1,44,48.9,102.84,42.3,J. Smith , R. Stuckey , B. Jennings , G. Monroe , K. Singler
A. Johnson - R. Gay - K. Lowry - D. DeRozan - J. Valanciunas,TOR,18,244,98.7,107.8,-9.1,53.3,1.14,15.2,32.5,70.4,49.8,0.2,47.4,51.3,90.95,41.2,A. Johnson , R. Gay , K. Lowry , D. DeRozan , J. Valanciunas
L. Deng - J. Jack - S. Hawes - K. Irving - T. Thompson,CLE,13,241,106.9,107.1,-0.2,61.7,1.8,17.9,30.7,75.5,53.6,0.1,50.5,54.5,94.07,51.1,L. Deng , J. Jack , S. Hawes , K. Irving , T. Thompson
D. Nowitzki - S. Marion - M. Ellis - J. Calderon - D. Blair,DAL,49,229,110.6,110.4,0.3,66.5,2.51,21.4,21.9,67.6,45.1,0.1,55.7,58.5,100.55,51.9,D. Nowitzki , S. Marion , M. Ellis , J. Calderon , D. Blair
R. Gay - J. Thompson - M. Thornton - D. Cousins - I. Thomas,SAC,19,229,109.3,97.8,11.5,55,1.24,16.3,38.4,78.5,58.6,0.2,52.2,55.9,94.63,57.1,R. Gay , J. Thompson , M. Thornton , D. Cousins , I. Thomas
K. Hinrich - J. Noah - D. Augustin - T. Gibson - J. Butler,CHI,35,227,107.7,95.9,11.8,69.1,1.87,17.6,31.9,68.9,51.2,0.1,50.1,55.6,87.79,60.4,K. Hinrich , J. Noah , D. Augustin , T. Gibson , J. Butler
K. Martin - C. Brewer - K. Love - R. Rubio - G. Dieng,MIN,16,226,110.4,111.5,-1.1,73.7,2.28,21.1,24.2,64.7,44.5,0.1,52.2,57.2,97.95,51.9,K. Martin , C. Brewer , K. Love , R. Rubio , G. Dieng
A. Jefferson - J. McRoberts - A. Tolliver - G. Henderson - K. Walker,CHA,24,220,105.9,106.3,-0.4,55.1,3.13,16.8,19.1,73.2,46.4,0.1,49.5,53.2,96.79,48,A. Jefferson , J. McRoberts , A. Tolliver , G. Henderson , K. Walker
D. Wright - R. Lopez - N. Batum - W. Matthews - D. Lillard,POR,15,213,107.6,103.3,4.3,62.2,1.48,17,30.1,75,52.8,0.2,50.8,55.7,97.38,52.1,D. Wright , R. Lopez , N. Batum , W. Matthews , D. Lillard
M. Dunleavy - J. Noah - D. Augustin - T. Gibson - J. Butler,CHI,36,212,109.8,98,11.8,66,1.68,18,35.1,71.2,54.8,0.2,51.1,57.1,90.61,61.9,M. Dunleavy , J. Noah , D. Augustin , T. Gibson , J. Butler
R. Jefferson - D. Favors - G. Hayward - E. Kanter - T. Burke,UTA,22,206,96.7,111.3,-14.6,62,1.39,17.5,23.2,77.2,48.8,0.2,49.8,53.1,92.38,41.4,R. Jefferson , D. Favors , G. Hayward , E. Kanter , T. Burke
Z. Pachulia - E. Ilyasova - B. Knight - K. Middleton - N. Wolters,MIL,15,206,103.3,106.3,-3,65.8,1.83,18.8,30,74.2,50.6,0.1,49,52.3,92.89,47.2,Z. Pachulia , E. Ilyasova , B. Knight , K. Middleton , N. Wolters
T. Ariza - M. Webster - M. Gortat - J. Wall - T. Booker,WAS,45,202,111.8,101.7,10.2,59.3,1.72,18.7,27.1,72.2,49.6,0.1,56.1,58.6,98.32,50.8,T. Ariza , M. Webster , M. Gortat , J. Wall , T. Booker
J. Nelson - A. Afflalo - G. Davis - T. Harris - V. Oladipo,ORL,17,201,97,118,-20.9,65.9,1.4,16.6,17.9,72.6,44.5,0.2,46.4,53,96.34,37.2,J. Nelson , A. Afflalo , G. Davis , T. Harris , V. Oladipo
J. Smith - E. Gordon - J. Holiday - A. Aminu - A. Davis,NOP,16,201,101.3,99,2.3,65.8,2.04,18.9,28.4,71,48.9,0.1,46.9,50.9,95.6,53.3,J. Smith , E. Gordon , J. Holiday , A. Aminu , A. Davis
E. Brand - K. Korver - P. Millsap - J. Teague - D. Carroll,ATL,33,200,102.7,92.8,9.9,71.9,1.53,20.1,27.9,76.7,52.9,0.2,55.3,57.7,97.34,57.5,E. Brand , K. Korver , P. Millsap , J. Teague , D. Carroll
R. Allen - S. Battier - L. James - C. Bosh - M. Chalmers,MIA,42,196,114.2,101.8,12.4,58.6,1.7,19.2,24.2,69,48.7,0.2,61.8,63.8,96.56,56.9,R. Allen , S. Battier , L. James , C. Bosh , M. Chalmers
T. Chandler - C. Anthony - J. Smith - R. Felton - T. Hardaway Jr.,NYK,28,195,103.4,103.4,0.1,48,1.26,13.7,30.2,76,51.8,0.1,51,54.1,97.64,49.6,T. Chandler , C. Anthony , J. Smith , R. Felton , T. Hardaway Jr.
P. Gasol - J. Meeks - W. Johnson - K. Marshall - R. Kelly,LAL,15,193,104.9,106.8,-2,68.9,2.13,19.8,20,68.8,44.1,0.1,50.7,54.7,102.19,48.1,P. Gasol , J. Meeks , W. Johnson , K. Marshall , R. Kelly
T. Duncan - M. Ginobili - T. Parker - B. Diaw - K. Leonard,SAS,42,193,110,104.1,5.9,61.6,2.2,18.7,23.7,73.7,49.9,0.1,54.9,59.2,98.47,55.3,T. Duncan , M. Ginobili , T. Parker , B. Diaw , K. Leonard
Z. Pachulia - R. Sessions - J. Adrien - B. Knight - K. Middleton,MIL,15,192,99.2,111.9,-12.7,65.2,1.61,17.7,29.2,72.8,50.1,0.2,46.5,50.9,93.81,42.3,Z. Pachulia , R. Sessions , J. Adrien , B. Knight , K. Middleton
R. Foye - W. Chandler - T. Lawson - T. Mozgov - K. Faried,DEN,21,186,117.3,104.9,12.4,63.6,1.96,19.4,33,76.1,53.9,0.1,54.5,57.9,101.52,55.8,R. Foye , W. Chandler , T. Lawson , T. Mozgov , K. Faried
L. Scola - D. Granger - I. Mahinmi - C. Watson - L. Stephenson,IND,27,185,96.9,95.3,1.6,52.1,1.09,14.3,28.8,79.4,53,0.2,48.4,51.8,98.76,51.6,L. Scola , D. Granger , I. Mahinmi , C. Watson , L. Stephenson
M. Dunleavy - C. Boozer - D. Augustin - T. Gibson - J. Butler,CHI,43,183,93.2,100.8,-7.6,58.9,1.29,15.1,31.8,73.1,52.1,0.2,44.7,50,100.62,44.9,M. Dunleavy , C. Boozer , D. Augustin , T. Gibson , J. Butler
E. Gordon - A. Ajinca - A. Aminu - A. Davis - B. Roberts,NOP,22,182,90.6,106.1,-15.5,51.8,1.2,15.6,20,71.1,46.2,0.2,49,51.2,95.56,41.7,E. Gordon , A. Ajinca , A. Aminu , A. Davis , B. Roberts
M. Barnes - J. Redick - D. Jordan - B. Griffin - D. Collison,LAC,14,181,113.4,107.9,5.4,63,1.8,19.2,34.1,65.3,50.6,0.2,54.9,57.1,93.71,51.8,M. Barnes , J. Redick , D. Jordan , B. Griffin , D. Collison
V. Carter - S. Marion - M. Ellis - J. Calderon - D. Blair,DAL,56,181,99.5,101.3,-1.8,60.3,1.82,17.8,22.4,66.5,45.1,0.1,51.1,54.3,103.39,47.6,V. Carter , S. Marion , M. Ellis , J. Calderon , D. Blair
Z. Randolph - T. Prince - T. Allen - M. Conley - M. Gasol,MEM,16,181,102,95.7,6.3,66.4,1.9,19.8,30.2,78.3,53.4,0.1,49.7,52.7,92.76,54.2,Z. Randolph , T. Prince , T. Allen , M. Conley , M. Gasol
J. Nelson - A. Afflalo - G. Davis - N. Vucevic - T. Harris,ORL,15,177,105.6,108.9,-3.3,60.6,1.95,18.3,27.9,69.8,48.8,0.1,50.6,53.7,91.51,48.5,J. Nelson , A. Afflalo , G. Davis , N. Vucevic , T. Harris
J. Smith - R. Stuckey - B. Jennings - G. Monroe - A. Drummond,DET,43,175,107.1,114.8,-7.7,55.4,1.37,16,43.4,63.7,52.6,0.2,49.8,53.4,96.65,42.5,J. Smith , R. Stuckey , B. Jennings , G. Monroe , A. Drummond
S. Hawes - T. Young - E. Turner - H. Thompson - M. Carter-Williams,PHI,19,171,110,115.7,-5.6,56,1.85,17.9,30.3,65.9,48,0.1,52.3,55,101.24,45.6,S. Hawes , T. Young , E. Turner , H. Thompson , M. Carter-Williams
J. Smith - E. Gordon - R. Anderson - J. Holiday - A. Aminu,NOP,10,169,110.6,107.6,3.1,58.7,2.47,17.9,36.2,69.1,51.6,0.1,48.3,51.1,92.6,47.8,J. Smith , E. Gordon , R. Anderson , J. Holiday , A. Aminu
S. Hawes - T. Young - E. Turner - J. Anderson - T. Wroten,PHI,22,167,98.6,101.1,-2.5,56.6,1.43,16,27.8,66.3,47.3,0.2,47.4,51,103.23,46.7,S. Hawes , T. Young , E. Turner , J. Anderson , T. Wroten
Z. Randolph - T. Prince - M. Gasol - C. Lee - N. Calathes,MEM,28,160,90.3,93.7,-3.4,67.8,2,19.5,22.1,75,48,0.1,46.2,47.7,89.96,49.9,Z. Randolph , T. Prince , M. Gasol , C. Lee , N. Calathes
Z. Randolph - T. Prince - T. Allen - M. Conley - K. Koufos,MEM,15,158,100.3,100.7,-0.3,50,1.81,15.7,30.9,74.6,50.7,0.1,47,48.9,90.09,49.6,Z. Randolph , T. Prince , T. Allen , M. Conley , K. Koufos
P. Gasol - S. Blake - J. Hill - J. Meeks - W. Johnson,LAL,11,152,100.3,107.8,-7.5,65.8,1.61,19.1,22.1,70.1,48,0.2,51.6,55,96.79,46.1,P. Gasol , S. Blake , J. Hill , J. Meeks , W. Johnson
R. Jefferson - M. Williams - G. Hayward - E. Kanter - T. Burke,UTA,22,152,102,114.1,-12.1,61.6,1.97,17.3,24.8,72.5,46.8,0.1,48.1,52.4,93.32,42.5,R. Jefferson , M. Williams , G. Hayward , E. Kanter , T. Burke
A. Harrington - A. Miller - D. Gooden - M. Webster - B. Beal,WAS,17,151,116.3,104.3,12,59.7,2,18.8,32.3,70.7,51.5,0.1,55,58,87.99,54.8,A. Harrington , A. Miller , D. Gooden , M. Webster , B. Beal
M. Williams - D. Favors - G. Hayward - A. Burks - T. Burke,UTA,34,151,102.9,99,3.9,59.2,1.51,16.8,31.5,69.7,50.5,0.2,52.3,55.4,97.36,53,M. Williams , D. Favors , G. Hayward , A. Burks , T. Burke
K. Martin - C. Anthony - R. Felton - A. Bargnani - I. Shumpert,NYK,13,147,100.7,93.2,7.5,55.3,1.85,16.2,29.3,77.9,51.9,0.1,46.8,49.7,91.69,52.9,K. Martin , C. Anthony , R. Felton , A. Bargnani , I. Shumpert
K. Martin - C. Brewer - K. Love - R. Rubio - D. Cunningham,MIN,37,146,107.8,103.9,3.9,62.6,1.52,15.1,28.8,64.4,45.8,0.1,46.3,56.5,110.12,52.3,K. Martin , C. Brewer , K. Love , R. Rubio , D. Cunningham
L. Deng - A. Varejao - C. Miles - K. Irving - T. Thompson,CLE,10,146,113.9,108.3,5.7,68.8,2.87,20.5,30.5,79.1,52.9,0.1,50.2,54.5,94.57,51.7,L. Deng , A. Varejao , C. Miles , K. Irving , T. Thompson
J. Noah - D. Augustin - T. Gibson - J. Butler - T. Snell,CHI,34,145,96.4,103.2,-6.9,63.7,1.44,17.1,29.4,64.7,46.4,0.2,48.3,51.2,91.66,45.3,J. Noah , D. Augustin , T. Gibson , J. Butler , T. Snell
C. Frye - G. Green - P. Tucker - G. Dragic - M. Morris,PHX,37,144,107.5,106.5,1,51.7,1.22,14.5,34,69.3,52,0.2,50.2,55.4,102.55,49.2,C. Frye , G. Green , P. Tucker , G. Dragic , M. Morris
A. Jefferson - J. McRoberts - R. Sessions - G. Henderson - M. Kidd-Gilchrist,CHA,21,143,100.3,100.7,-0.4,67.3,2.06,18.8,19.7,70.6,48.3,0.1,50.2,54.8,96.17,55.6,A. Jefferson , J. McRoberts , R. Sessions , G. Henderson , M. Kidd-Gilchrist
M. Dunleavy - C. Boozer - J. Noah - D. Augustin - J. Butler,CHI,29,143,112.6,102.1,10.5,73.1,2.17,21.1,36.5,71.9,54.3,0.1,52.2,56,94.25,55.4,M. Dunleavy , C. Boozer , J. Noah , D. Augustin , J. Butler
A. Jefferson - J. McRoberts - C. Douglas-Roberts - G. Henderson - K. Walker,CHA,15,142,100,104,-4,49.1,1.96,15,18.7,77,46.9,0.1,50,53.2,94.04,48.7,A. Jefferson , J. McRoberts , C. Douglas-Roberts , G. Henderson , K. Walker
Nene - M. Webster - M. Gortat - J. Wall - B. Beal,WAS,17,142,107.2,95,12.2,65.3,1.8,20.3,26.8,75.9,52.9,0.2,54.5,56.7,93.74,57.2,Nene , M. Webster , M. Gortat , J. Wall , B. Beal
T. Chandler - C. Anthony - J. Smith - R. Felton - I. Shumpert,NYK,28,142,110.9,103.9,7,57.8,2.52,15.9,33.3,67.9,49.6,0.1,51.6,56,96.32,54.8,T. Chandler , C. Anthony , J. Smith , R. Felton , I. Shumpert
A. Varejao - J. Jack - K. Irving - T. Thompson - D. Waiters,CLE,25,141,106,106,0.1,49.1,1.86,14,35.3,69.5,51.7,0.1,47.6,51.9,93.84,51.2,A. Varejao , J. Jack , K. Irving , T. Thompson , D. Waiters
J. Nelson - A. Afflalo - G. Davis - N. Vucevic - V. Oladipo,ORL,15,141,98,97.6,0.3,56.3,1.62,16.2,24.3,79.2,51.4,0.1,48.2,51.6,99.47,50.5,J. Nelson , A. Afflalo , G. Davis , N. Vucevic , V. Oladipo
K. Martin - R. Turiaf - C. Brewer - K. Love - R. Rubio,MIN,15,141,97.3,100.3,-3,63.6,1.29,15.8,27.4,81.3,53.7,0.2,45.7,52,100.48,48.5,K. Martin , R. Turiaf , C. Brewer , K. Love , R. Rubio
A. Jefferson - G. Henderson - K. Walker - M. Kidd-Gilchrist - C. Zeller,CHA,28,140,91.3,89.8,1.5,60.6,1.58,16.1,30.3,70.1,51.1,0.1,44.3,47.3,98.01,56.6,A. Jefferson , G. Henderson , K. Walker , M. Kidd-Gilchrist , C. Zeller
A. Bynum - C. Miles - A. Gee - K. Irving - T. Thompson,CLE,11,138,104.6,102.1,2.5,50.4,1.53,15.5,32.3,69.5,50.7,0.1,49.1,51.3,98.71,50.3,A. Bynum , C. Miles , A. Gee , K. Irving , T. Thompson
J. Crawford - J. Dudley - D. Jordan - B. Griffin - D. Collison,LAC,29,138,108.1,98.1,10,65.5,2.57,18.8,30,68.2,49.7,0.1,50.6,53.9,93.13,57.3,J. Crawford , J. Dudley , D. Jordan , B. Griffin , D. Collison
J. Nelson - J. Maxiell - A. Afflalo - N. Vucevic - M. Harkless,ORL,10,138,103.6,109.7,-6,59.1,1.51,18.1,25.8,75,50.4,0.2,52.7,54.9,96.32,43.2,J. Nelson , J. Maxiell , A. Afflalo , N. Vucevic , M. Harkless
O. Mayo - E. Udoh - B. Knight - J. Henson - K. Middleton,MIL,14,137,94.5,116.5,-22,62,1.44,17.6,26.9,60.9,44.1,0.2,48.4,50.7,89.92,39.6,O. Mayo , E. Udoh , B. Knight , J. Henson , K. Middleton
P. Gasol - J. Meeks - W. Johnson - K. Marshall - K. Bazemore,LAL,10,136,97.6,109.4,-11.8,75.7,1.74,21.6,15.8,67.1,42.9,0.2,54.3,55.5,105.05,44.6,P. Gasol , J. Meeks , W. Johnson , K. Marshall , K. Bazemore
J. McRoberts - G. Henderson - B. Biyombo - K. Walker - M. Kidd-Gilchrist,CHA,12,135,91.5,95.3,-3.8,63.9,1.43,15.7,28.1,71.9,49.6,0.1,41.3,46.5,89.09,47.4,J. McRoberts , G. Henderson , B. Biyombo , K. Walker , M. Kidd-Gilchrist
E. Gordon - G. Stiemsma - A. Aminu - A. Davis - B. Roberts,NOP,22,134,102.7,103.4,-0.7,59.6,1.63,17.7,23.8,74.8,47.6,0.1,50.7,54.3,93.52,48.6,E. Gordon , G. Stiemsma , A. Aminu , A. Davis , B. Roberts
T. Chandler - C. Anthony - R. Felton - I. Shumpert - P. Prigioni,NYK,14,134,109.6,93.7,15.8,57.4,1.65,19,26.1,73.9,49.6,0.2,57,57.4,90.71,56,T. Chandler , C. Anthony , R. Felton , I. Shumpert , P. Prigioni
G. Hayward - J. Evans - E. Kanter - A. Burks - D. Garrett,UTA,32,133,107.7,100,7.7,45.5,1.32,14.4,37.5,70.1,53.6,0.1,52.4,55.9,93,53.6,G. Hayward , J. Evans , E. Kanter , A. Burks , D. Garrett
L. Ridnour - E. Ilyasova - L. Sanders - B. Knight - G. Antetokounmpo,MIL,11,133,98.8,96.9,1.9,55.4,1.37,16.4,27,72.4,50.4,0.2,50.5,52.5,91.7,51.2,L. Ridnour , E. Ilyasova , L. Sanders , B. Knight , G. Antetokounmpo
W. Green - C. Paul - J. Dudley - D. Jordan - B. Griffin,LAC,13,132,98.9,97.3,1.5,67,2.03,18.2,22.1,77.3,48.9,0.1,46.5,50.1,95,53.4,W. Green , C. Paul , J. Dudley , D. Jordan , B. Griffin
R. Stuckey - B. Jennings - G. Monroe - K. Singler - A. Drummond,DET,23,131,108.8,114.9,-6,42,1.31,13.2,35.3,68.9,51,0.1,50.4,52.6,95.41,44.2,R. Stuckey , B. Jennings , G. Monroe , K. Singler , A. Drummond
A. Jefferson - J. McRoberts - G. Henderson - K. Walker - J. Taylor,CHA,13,130,100.8,95.9,4.9,56.4,1.9,16.4,22.5,70.8,45,0.1,46.4,50.7,96.95,49.7,A. Jefferson , J. McRoberts , G. Henderson , K. Walker , J. Taylor
C. Boozer - L. Deng - J. Noah - D. Rose - J. Butler,CHI,8,130,104.5,93.4,11,66,2,18.1,35.3,71,53.5,0.1,46,51.1,90.54,58.9,C. Boozer , L. Deng , J. Noah , D. Rose , J. Butler
