LINEUPS,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,PLAYER1,PLAYER2,PLAYER3,PLAYER4,PLAYER5
L. Aldridge - R. Gay - D. DeRozan - P. Mills - D. White,SAS,32,98,114.1,109.5,4.6,49.5,2.05,15.9,19,74,46.5,0.1,54.5,59.4,107.56,51,L. Aldridge , R. Gay , D. DeRozan , P. Mills , D. White
C. Joseph - H. Barnes - B. Bogdanovic - R. Holmes - B. Hield,SAC,22,97,113.5,105.5,7.9,57.5,1.68,16.2,27.7,63.7,47.3,0.1,55.6,60,97.05,52,C. Joseph , H. Barnes , B. Bogdanovic , R. Holmes , B. Hield
L. Aldridge - R. Gay - D. DeRozan - B. Forbes - D. White,SAS,22,97,94.7,99,-4.3,67.1,1.81,17.8,18.7,74.3,46.2,0.1,48.6,51.7,100.78,48.2,L. Aldridge , R. Gay , D. DeRozan , B. Forbes , D. White
T. Hardaway Jr. - D. Powell - D. Finney-Smith - M. Kleber - L. Doncic,DAL,11,97,128.3,93.5,34.8,54.3,2.13,18.5,29.9,75.2,55.9,0.1,62.6,64.6,98.11,66.6,T. Hardaway Jr. , D. Powell , D. Finney-Smith , M. Kleber , L. Doncic
J. Redick - D. Favors - B. Ingram - L. Ball - J. Hart,NOP,15,94,106.1,116.8,-10.7,65,1.24,17.9,28,75.5,51.9,0.2,57.7,60.6,108.68,46.3,J. Redick , D. Favors , B. Ingram , L. Ball , J. Hart
L. Williams - J. Green - R. McGruder - M. Harrell - J. Robinson,LAC,17,94,109.6,93.2,16.3,52.4,1.39,15.2,31.1,69.1,50.7,0.1,52.6,57,106.14,57.6,L. Williams , J. Green , R. McGruder , M. Harrell , J. Robinson
C. Anthony - H. Whiteside - D. Lillard - C. McCollum - R. Hood,POR,6,93,125.3,118,7.2,58.7,3,20.6,18.2,76.5,50.9,0.1,62.8,65.9,99.63,53.7,C. Anthony , H. Whiteside , D. Lillard , C. McCollum , R. Hood
C. Zeller - T. Rozier - D. Bacon - M. Bridges - P. Washington,CHA,13,93,88.2,117.7,-29.4,65.6,1.02,15.3,25.9,70.9,45.9,0.2,45.9,49.4,104.12,32.2,C. Zeller , T. Rozier , D. Bacon , M. Bridges , P. Washington
T. Warren - M. Turner - D. Sabonis - M. Brogdon - A. Holiday,IND,8,93,100,100.5,-0.5,60.6,1.48,16.9,23,79,52.9,0.2,50.3,54.6,97.84,55,T. Warren , M. Turner , D. Sabonis , M. Brogdon , A. Holiday
B. Lopez - W. Matthews - K. Middleton - G. Antetokounmpo - D. DiVincenzo,MIL,12,92,108.9,98.5,10.4,58.4,2.65,17.4,22.3,77.6,51.6,0.1,50.6,53.8,100.78,55.3,B. Lopez , W. Matthews , K. Middleton , G. Antetokounmpo , D. DiVincenzo
D. Dedmon - J. Collins - K. Huerter - T. Young - D. Hunter,ATL,8,92,116.7,116.3,0.3,61.7,1.85,18.7,21.3,75.3,46.3,0.1,56.2,59.9,103.91,46.7,D. Dedmon , J. Collins , K. Huerter , T. Young , D. Hunter
T. Gibson - M. Harkless - E. Payton - J. Randle - R. Barrett,NYK,8,92,109.7,108.3,1.4,58.6,1.89,18.7,30.3,78.6,55.6,0.1,53.8,56.3,101.36,53.5,T. Gibson , M. Harkless , E. Payton , J. Randle , R. Barrett
E. Ilyasova - B. Lopez - W. Matthews - E. Bledsoe - K. Middleton,MIL,24,91,112.4,113.5,-1,55.1,2.04,17.8,18,82.9,47.3,0.1,55.9,58.7,111.55,45.1,E. Ilyasova , B. Lopez , W. Matthews , E. Bledsoe , K. Middleton
G. Temple - K. Irving - J. Harris - T. Prince - J. Allen,BKN,13,91,110.5,103.4,7.2,59.3,1.82,18.2,20.2,79.8,50,0.1,58.1,59.9,110.49,53,G. Temple , K. Irving , J. Harris , T. Prince , J. Allen
J. Holiday - D. McDermott - T. McConnell - D. Sabonis - E. Sumner,IND,13,91,110.2,107,3.2,75,2.4,22.1,27.4,76.3,49.7,0.1,55.8,57,98.84,48.6,J. Holiday , D. McDermott , T. McConnell , D. Sabonis , E. Sumner
J. Redick - J. Holiday - B. Ingram - K. Williams - J. Hayes,NOP,13,90,118.4,100,18.4,52.3,1.61,16.7,27.3,73.7,51.9,0.1,58.5,62.1,106.55,61.3,J. Redick , J. Holiday , B. Ingram , K. Williams , J. Hayes
R. Rubio - D. Saric - K. Oubre Jr. - D. Booker - D. Ayton,PHX,13,90,96.4,100.5,-4.1,64.4,1.62,17.4,26.5,73,48.2,0.1,45.3,50.1,106.03,47.7,R. Rubio , D. Saric , K. Oubre Jr. , D. Booker , D. Ayton
B. Griffin - A. Drummond - L. Galloway - L. Kennard - B. Brown,DET,9,89,100,123.2,-23.2,55.9,1.12,15.7,28.2,78.5,52.4,0.2,51,54.7,95.79,39.8,B. Griffin , A. Drummond , L. Galloway , L. Kennard , B. Brown
C. Paul - D. Gallinari - N. Noel - S. Gilgeous-Alexander - L. Dort,OKC,18,89,132.8,99.5,33.3,54.2,2.36,20.2,24.6,76.7,54.3,0.1,68.4,71.1,101.11,67,C. Paul , D. Gallinari , N. Noel , S. Gilgeous-Alexander , L. Dort
L. James - J. McGee - D. Green - A. Bradley - K. Kuzma,LAL,10,88,111.7,95,16.7,60.9,1.77,19.5,26.5,67.6,49.2,0.2,58.1,60.3,108.51,58.9,L. James , J. McGee , D. Green , A. Bradley , K. Kuzma
B. Bogdanovic - R. Gobert - J. Ingles - E. Mudiay - R. O'Neale,UTA,25,87,115.3,90.9,24.5,62.3,1.41,18.8,26.4,77.3,57.1,0.2,65.4,65.9,106.02,64.7,B. Bogdanovic , R. Gobert , J. Ingles , E. Mudiay , R. O'Neale
G. Hayward - K. Walker - M. Smart - J. Brown - D. Theis,BOS,13,87,103.3,112.5,-9.2,47.9,1.52,14.9,18.6,68,44.8,0.1,53.9,55.8,101.34,45.5,G. Hayward , K. Walker , M. Smart , J. Brown , D. Theis
T. Hardaway Jr. - K. Porzingis - D. Finney-Smith - M. Kleber - L. Doncic,DAL,22,87,109,122.4,-13.4,57.7,1.64,15.9,29.6,68,49,0.1,52.8,56.5,104.71,42.6,T. Hardaway Jr. , K. Porzingis , D. Finney-Smith , M. Kleber , L. Doncic
V. Oladipo - T. Warren - M. Turner - M. Brogdon - A. Holiday,IND,5,87,103.3,109.4,-6.1,65.2,1.59,18.3,14.6,66.3,42.4,0.1,53.8,57.2,99.04,47.4,V. Oladipo , T. Warren , M. Turner , M. Brogdon , A. Holiday
D. Jordan - G. Temple - S. Dinwiddie - J. Harris - T. Prince,BKN,27,86,105.8,92.7,13.1,52.9,1.28,14.1,35,76.5,55.9,0.2,47.8,53.4,106.22,58.6,D. Jordan , G. Temple , S. Dinwiddie , J. Harris , T. Prince
V. Oladipo - T. Warren - M. Turner - D. Sabonis - M. Brogdon,IND,6,86,110.3,100,10.3,57.7,2.05,18.6,26.8,77,52.7,0.1,54.8,57.4,98.21,56.3,V. Oladipo , T. Warren , M. Turner , D. Sabonis , M. Brogdon
A. Horford - T. Harris - J. Richardson - B. Simmons - F. Korkmaz,PHI,22,85,117.4,110.3,7.1,67.4,2.86,22.1,18.3,77.5,45.7,0.1,59,60.5,109.83,49.4,A. Horford , T. Harris , J. Richardson , B. Simmons , F. Korkmaz
J. Redick - J. Holiday - B. Ingram - L. Ball - J. Hayes,NOP,17,85,98.5,107.6,-9.1,56.1,1.28,14.5,20.4,70,45.5,0.1,50.3,54.9,111.85,43.3,J. Redick , J. Holiday , B. Ingram , L. Ball , J. Hayes
M. Morris - A. Drummond - T. Snell - L. Kennard - B. Brown,DET,7,85,103.3,114.9,-11.5,73,1.93,21.2,23.3,73.6,46.2,0.2,53.5,55.3,100.92,45.6,M. Morris , A. Drummond , T. Snell , L. Kennard , B. Brown
P. Tucker - R. Westbrook - E. Gordon - J. Harden - C. Capela,HOU,14,85,82.7,108.3,-25.7,57.4,0.86,12.8,17.2,70.1,44.2,0.2,43.2,49,113.46,33.4,P. Tucker , R. Westbrook , E. Gordon , J. Harden , C. Capela
T. Satoransky - Z. LaVine - K. Dunn - L. Markkanen - L. Kornet,CHI,11,85,112.8,111.7,1.1,71.1,2.57,21.8,17.5,70.4,42.4,0.1,56.8,60,101.41,49.9,T. Satoransky , Z. LaVine , K. Dunn , L. Markkanen , L. Kornet
C. Anthony - D. Lillard - C. McCollum - J. Nurkic - Z. Collins,POR,8,83,120.6,127.7,-7.2,52.6,2.22,17.2,28.8,72.8,50.9,0.1,54.5,59.6,99.18,46.6,C. Anthony , D. Lillard , C. McCollum , J. Nurkic , Z. Collins
A. Horford - T. Harris - J. Embiid - B. Simmons - F. Korkmaz,PHI,11,82,97.6,94.8,2.8,68.3,1.34,19.1,17.1,84.4,55,0.2,56.3,57.4,100.86,55.8,A. Horford , T. Harris , J. Embiid , B. Simmons , F. Korkmaz
C. Paul - D. Gallinari - N. Noel - D. Schroder - S. Gilgeous-Alexander,OKC,26,82,116.6,95.7,20.8,53.5,1.41,15.8,23.4,69.9,47.5,0.1,59.8,66.1,110.03,61.5,C. Paul , D. Gallinari , N. Noel , D. Schroder , S. Gilgeous-Alexander
T. Hardaway Jr. - K. Porzingis - D. Finney-Smith - M. Kleber - J. Brunson,DAL,8,82,117.5,94,23.6,61.8,2.33,17.8,26.4,81,53.2,0.1,53.3,58.6,99.23,61.8,T. Hardaway Jr. , K. Porzingis , D. Finney-Smith , M. Kleber , J. Brunson
J. Holiday - T. Warren - M. Turner - M. Brogdon - A. Holiday,IND,20,81,102.3,94.8,7.5,50,1.74,14.3,26.4,69.2,49.7,0.1,51,54.6,102.27,54.3,J. Holiday , T. Warren , M. Turner , M. Brogdon , A. Holiday
J. Collins - B. Fernando - K. Huerter - T. Young - D. Hunter,ATL,13,80,97.1,108,-10.9,60.3,1.64,17.4,22.8,74.2,48.1,0.1,48.4,50.5,105.03,42.8,J. Collins , B. Fernando , K. Huerter , T. Young , D. Hunter
T. Gibson - R. Bullock - E. Payton - J. Randle - R. Barrett,NYK,8,79,103.7,118.3,-14.6,53.8,1.59,15.6,30.7,77.6,51,0.1,47.4,51.1,99.72,39.5,T. Gibson , R. Bullock , E. Payton , J. Randle , R. Barrett
A. Iguodala - G. Dragic - J. Crowder - K. Olynyk - D. Robinson,MIA,10,78,133.7,95.1,38.7,83.3,3.75,25.8,16.7,76.4,51,0.1,68,70.8,100.81,69.9,A. Iguodala , G. Dragic , J. Crowder , K. Olynyk , D. Robinson
D. Augustin - T. Ross - A. Gordon - W. Iwundu - M. Bamba,ORL,10,78,111.8,111.2,0.6,44.8,1.58,14,33.3,70.2,51.8,0.1,50.7,54.9,99.07,49.2,D. Augustin , T. Ross , A. Gordon , W. Iwundu , M. Bamba
I. Smith - B. Beal - T. Bryant - R. Hachimura - I. Bonga,WAS,5,78,100,113.3,-13.3,61.4,1.87,18.1,30.8,74.4,52,0.1,48.7,50.1,102.14,44.6,I. Smith , B. Beal , T. Bryant , R. Hachimura , I. Bonga
J. Crowder - T. Jones - D. Brooks - J. Jackson Jr. - B. Clarke,MEM,26,78,89.1,100.5,-11.4,67.2,2.15,17.5,18.8,74.5,45.6,0.1,46.3,48.1,114.02,41.5,J. Crowder , T. Jones , D. Brooks , J. Jackson Jr. , B. Clarke
K. Love - L. Nance Jr. - C. Osman - C. Sexton - D. Garland,CLE,16,78,121.3,118,3.3,64.6,2.32,21.3,30.1,71.4,50.3,0.1,62.9,64.5,103.44,49.2,K. Love , L. Nance Jr. , C. Osman , C. Sexton , D. Garland
T. Satoransky - Z. LaVine - K. Dunn - L. Markkanen - D. Gafford,CHI,12,78,109.7,103.6,6.1,63.1,1.52,18.5,21.6,70.1,44.7,0.2,56.7,59.6,101.62,50.7,T. Satoransky , Z. LaVine , K. Dunn , L. Markkanen , D. Gafford
R. Covington - S. Napier - A. Wiggins - K. Towns - J. Okogie,MIN,12,77,102.4,117.8,-15.5,73.8,1.36,18.9,28.8,77.2,52.8,0.2,52.2,56.5,106.76,44.3,R. Covington , S. Napier , A. Wiggins , K. Towns , J. Okogie
T. Satoransky - Z. LaVine - L. Markkanen - W. Carter Jr. - C. White,CHI,22,77,103.5,114.9,-11.3,54.1,1.83,14.4,29.7,66.2,44.9,0.1,47,52.2,108.08,37.4,T. Satoransky , Z. LaVine , L. Markkanen , W. Carter Jr. , C. White
A. Burks - D. Green - G. Robinson III - W. Cauley-Stein - E. Paschall,GSW,7,76,95.4,108.3,-12.9,76.8,2.39,20.6,18.4,65.5,43.6,0.1,45.4,50.2,97.29,48,A. Burks , D. Green , G. Robinson III , W. Cauley-Stein , E. Paschall
A. Horford - T. Harris - J. Embiid - J. Richardson - S. Milton,PHI,11,76,118.1,124.7,-6.6,57.4,1.56,17.4,34.7,76.8,57.1,0.2,56.6,61,98.84,50.8,A. Horford , T. Harris , J. Embiid , J. Richardson , S. Milton
J. Lamb - J. Holiday - T. Warren - M. Turner - M. Brogdon,IND,22,76,87.3,114.6,-27.3,55.1,1.29,12.6,18.1,63.3,40.1,0.1,44.9,51.1,108.92,36.7,J. Lamb , J. Holiday , T. Warren , M. Turner , M. Brogdon
D. Rose - M. Morris - L. Galloway - C. Wood - S. Mykhailiuk,DET,14,75,131.1,98.2,32.9,61,4.55,22,23.5,75.3,51,0.1,65.2,66.4,103.2,62.5,D. Rose , M. Morris , L. Galloway , C. Wood , S. Mykhailiuk
K. Love - T. Thompson - M. Dellavedova - C. Osman - C. Sexton,CLE,15,75,107.9,98.8,9.1,77.3,1.5,21.5,31.8,82.6,60.5,0.2,58.1,61.3,104.76,56.5,K. Love , T. Thompson , M. Dellavedova , C. Osman , C. Sexton
R. Covington - A. Wiggins - K. Towns - T. Graham - J. Culver,MIN,8,75,114.1,101.2,12.9,52.9,2.25,16.1,28.9,82.1,55.7,0.1,52,56.2,105.82,56.9,R. Covington , A. Wiggins , K. Towns , T. Graham , J. Culver
D. DeRozan - D. Murray - J. Poeltl - D. White - L. Walker IV,SAS,7,74,117.7,110.6,7.1,66.2,2.5,20.5,23,67.5,45.7,0.1,55.5,59.8,103.16,54.1,D. DeRozan , D. Murray , J. Poeltl , D. White , L. Walker IV
M. Conley - B. Bogdanovic - R. Gobert - J. Ingles - R. O'Neale,UTA,19,74,111.9,104.3,7.6,61.7,1.48,17.7,19.7,72.6,47.5,0.2,58.5,63.6,104.88,56.7,M. Conley , B. Bogdanovic , R. Gobert , J. Ingles , R. O'Neale
M. Morris Sr. - J. Randle - F. Ntilikina - M. Robinson - R. Barrett,NYK,20,74,91.1,114.6,-23.6,54.9,1.04,13.3,32.5,74.6,51,0.2,44.8,50,101.54,35,M. Morris Sr. , J. Randle , F. Ntilikina , M. Robinson , R. Barrett
P. Tucker - R. Westbrook - E. Gordon - J. Harden - D. House Jr.,HOU,12,74,106.1,113.6,-7.5,55.2,2.13,13.6,23.2,72.6,45.9,0.1,43.5,52.7,117.99,42,P. Tucker , R. Westbrook , E. Gordon , J. Harden , D. House Jr.
T. Gibson - M. Morris Sr. - E. Payton - J. Randle - R. Barrett,NYK,11,74,94.2,111.5,-17.2,60,1.5,16.3,31.5,74,50.9,0.2,45.9,47,101.08,36.9,T. Gibson , M. Morris Sr. , E. Payton , J. Randle , R. Barrett
C. Anthony - D. Lillard - C. McCollum - J. Nurkic - G. Trent Jr.,POR,8,73,133.1,117.4,15.7,59.7,4.78,19.4,26.6,66.2,45.3,0.1,60.3,64.1,105.07,56.4,C. Anthony , D. Lillard , C. McCollum , J. Nurkic , G. Trent Jr.
J. Teague - R. Covington - A. Wiggins - K. Towns - T. Graham,MIN,7,72,107.7,117.2,-9.5,57.4,1.84,16.7,25.6,76.1,49,0.1,50.7,54.7,103.94,45.6,J. Teague , R. Covington , A. Wiggins , K. Towns , T. Graham
N. Bjelica - H. Barnes - D. Dedmon - B. Bogdanovic - D. Fox,SAC,5,71,114.9,112.7,2.2,62.1,2.28,20.9,22.1,66.7,45.9,0.1,59.1,59.5,95.44,51.2,N. Bjelica , H. Barnes , D. Dedmon , B. Bogdanovic , D. Fox
R. Rondo - A. Davis - K. Caldwell-Pope - A. Caruso - K. Kuzma,LAL,20,71,106,100.6,5.4,58.7,1.37,16.8,23.1,65.4,46.6,0.2,55.8,62.1,114.4,58.3,R. Rondo , A. Davis , K. Caldwell-Pope , A. Caruso , K. Kuzma
T. Young - K. Dunn - R. Arcidiacono - W. Carter Jr. - C. White,CHI,14,71,104,95.5,8.5,67.7,2.21,19.1,34.5,72.5,52.7,0.1,50,51.4,103.06,54.6,T. Young , K. Dunn , R. Arcidiacono , W. Carter Jr. , C. White
M. Plumlee - J. Grant - M. Beasley - J. Hernangomez - M. Morris,DEN,8,70,106.5,92.2,14.3,73.8,1.55,20.5,29.2,69.7,50,0.2,57.8,58.8,105.65,57.8,M. Plumlee , J. Grant , M. Beasley , J. Hernangomez , M. Morris
N. Bjelica - H. Barnes - B. Bogdanovic - B. Hield - D. Fox,SAC,23,70,111.3,115,-3.7,54.5,1.11,14.2,21.3,71.2,45.9,0.2,54,61.4,109.77,47.3,N. Bjelica , H. Barnes , B. Bogdanovic , B. Hield , D. Fox
N. Bjelica - H. Barnes - B. Hield - D. Fox - M. Bagley III,SAC,6,70,106.6,121.3,-14.7,58,2,19.5,19.7,77,46.2,0.1,55.8,55.9,102.93,43.6,N. Bjelica , H. Barnes , B. Hield , D. Fox , M. Bagley III
R. Gay - D. DeRozan - P. Mills - J. Poeltl - D. White,SAS,31,70,107,100,7,55.9,1.65,15.6,28,75.6,52.3,0.1,50.8,55.8,110.13,53,R. Gay , D. DeRozan , P. Mills , J. Poeltl , D. White
S. Curry - K. Porzingis - D. Finney-Smith - M. Kleber - L. Doncic,DAL,11,70,105.4,112.4,-7,66.7,1.71,16.9,34.5,78.3,53.8,0.1,46.3,50.5,100.15,44.1,S. Curry , K. Porzingis , D. Finney-Smith , M. Kleber , L. Doncic
T. Hardaway Jr. - D. Powell - K. Porzingis - D. Finney-Smith - J. Brunson,DAL,5,70,108.9,89.7,19.2,69.5,3.15,20.3,19.2,78.9,51.2,0.1,52.6,55.1,99.65,63.5,T. Hardaway Jr. , D. Powell , K. Porzingis , D. Finney-Smith , J. Brunson
B. Portis - F. Ntilikina - D. Dotson - K. Knox II - M. Robinson,NYK,14,69,106.2,87.3,18.8,56.7,1.62,17.3,26.6,65.9,49.3,0.1,56.1,58.5,100.5,63.9,B. Portis , F. Ntilikina , D. Dotson , K. Knox II , M. Robinson
D. Green - G. Robinson III - D. Russell - M. Chriss - D. Lee,GSW,7,69,136.1,98,38.1,78.2,4.07,27.5,22.6,73.6,50,0.1,67,68.1,102.78,64.2,D. Green , G. Robinson III , D. Russell , M. Chriss , D. Lee
J. Parker - D. Jones - D. Bembry - T. Young - D. Hunter,ATL,15,69,125,118.5,6.5,56.5,2.05,19,29.5,73.3,51.2,0.1,60.1,64.6,103.79,52.9,J. Parker , D. Jones , D. Bembry , T. Young , D. Hunter
D. Schroder - M. Muscala - H. Diallo - S. Gilgeous-Alexander - D. Bazley,OKC,19,68,99.4,100,-0.6,52.5,1.11,15.7,17.7,75.7,49.3,0.2,55.1,57.6,110.43,50.6,D. Schroder , M. Muscala , H. Diallo , S. Gilgeous-Alexander , D. Bazley
L. James - D. Howard - D. Green - A. Bradley - A. Davis,LAL,16,68,106,106.6,-0.7,51.6,1.23,15.4,33.8,73.5,52.8,0.2,54.7,56.7,107.18,49.9,L. James , D. Howard , D. Green , A. Bradley , A. Davis
A. Tolliver - H. Whiteside - D. Lillard - C. McCollum - R. Hood,POR,6,67,105.8,110.5,-4.7,50.9,1.5,14.3,28,72.7,48,0.1,47.4,50.8,100.38,41.7,A. Tolliver , H. Whiteside , D. Lillard , C. McCollum , R. Hood
D. Augustin - N. Vucevic - E. Fournier - A. Gordon - J. Isaac,ORL,9,67,97.9,100.7,-2.8,71.2,2.18,19.3,18.7,77.8,45.7,0.1,48.8,51.8,101.1,47.2,D. Augustin , N. Vucevic , E. Fournier , A. Gordon , J. Isaac
T. Satoransky - Z. LaVine - L. Markkanen - W. Carter Jr. - C. Hutchison,CHI,7,67,98.7,97.4,1.3,54.7,0.88,14.8,18,78.9,51.8,0.2,52.2,58.4,111.71,48.9,T. Satoransky , Z. LaVine , L. Markkanen , W. Carter Jr. , C. Hutchison
G. Dieng - R. Covington - S. Napier - A. Wiggins - J. Okogie,MIN,15,66,91.6,100,-8.4,69.8,1.61,17.4,25.6,71,44.6,0.1,47.4,48.8,109.37,46.1,G. Dieng , R. Covington , S. Napier , A. Wiggins , J. Okogie
L. Williams - J. Green - R. McGruder - M. Harrell - L. Shamet,LAC,17,66,94,108.5,-14.5,52.2,1.09,12.5,22.7,77,49.7,0.1,44.8,52.1,110.05,39.7,L. Williams , J. Green , R. McGruder , M. Harrell , L. Shamet
S. Curry - D. Powell - K. Porzingis - D. Finney-Smith - L. Doncic,DAL,8,66,114.7,108.3,6.4,63.5,1.32,18.3,19.6,75.8,50,0.2,61.5,64.2,97.51,54.5,S. Curry , D. Powell , K. Porzingis , D. Finney-Smith , L. Doncic
T. Warren - J. Sampson - D. Sabonis - M. Brogdon - A. Holiday,IND,5,66,111.4,94,17.4,62.5,2.5,21.5,23.3,76.9,51.2,0.1,54.8,57,96.07,58.5,T. Warren , J. Sampson , D. Sabonis , M. Brogdon , A. Holiday
J. Clarkson - J. Ingles - G. Niang - D. Mitchell - T. Bradley,UTA,18,65,121.4,94.2,27.2,55.6,3.5,19.1,25.8,84.4,54.6,0.1,57,59.1,99.73,60.8,J. Clarkson , J. Ingles , G. Niang , D. Mitchell , T. Bradley
J. Henson - J. Clarkson - L. Nance Jr. - D. Garland - K. Porter Jr.,CLE,8,65,111.3,105.2,6.1,74.1,1.82,21.2,29.7,75.4,53.4,0.2,58.8,60,98.63,52.7,J. Henson , J. Clarkson , L. Nance Jr. , D. Garland , K. Porter Jr.
T. Satoransky - Z. LaVine - S. Harrison - L. Markkanen - W. Carter Jr.,CHI,10,65,106.8,98.5,8.3,63.5,1.43,18.2,25.8,76.9,52,0.2,56.8,58.3,97.92,54.4,T. Satoransky , Z. LaVine , S. Harrison , L. Markkanen , W. Carter Jr.
B. Portis - D. Smith Jr. - D. Dotson - K. Knox II - M. Robinson,NYK,14,64,90.4,97.8,-7.4,56,1.47,14.4,39.5,71.2,54.5,0.1,43.4,45.5,102.74,44.6,B. Portis , D. Smith Jr. , D. Dotson , K. Knox II , M. Robinson
D. Rose - A. Drummond - T. Snell - B. Brown - S. Doumbouya,DET,7,64,115.3,114,1.3,55.6,1.67,19.1,31.5,70.7,51.8,0.2,61,60.8,98.25,52.2,D. Rose , A. Drummond , T. Snell , B. Brown , S. Doumbouya
H. Whiteside - D. Lillard - C. McCollum - R. Hood - N. Little,POR,4,64,121.7,110.1,11.6,62.7,2.47,19,28.2,73.2,50.7,0.1,53.9,58.9,103.8,53.6,H. Whiteside , D. Lillard , C. McCollum , R. Hood , N. Little
D. Augustin - N. Vucevic - E. Fournier - J. Ennis III - A. Gordon,ORL,4,63,116.5,100.8,15.8,71.2,2.8,22.7,17.2,84.6,52.8,0.1,59.6,61.8,100.38,58.4,D. Augustin , N. Vucevic , E. Fournier , J. Ennis III , A. Gordon
J. Johnson - D. Russell - M. Beasley - J. Hernangomez - J. Okogie,MIN,11,63,108.5,119,-10.6,63,1.7,17.3,27.8,69.1,47.9,0.1,52,56,109.74,42.2,J. Johnson , D. Russell , M. Beasley , J. Hernangomez , J. Okogie
J. Lamb - J. Holiday - D. McDermott - T. McConnell - D. Sabonis,IND,16,63,114.3,96.4,17.9,69.5,2.93,20.8,16.9,72.4,44.4,0.1,58.3,63.1,109.99,60.9,J. Lamb , J. Holiday , D. McDermott , T. McConnell , D. Sabonis
J. Redick - J. Holiday - D. Favors - B. Ingram - K. Williams,NOP,6,63,106.8,117.8,-11.1,56.1,1.78,17.5,26.5,71.4,48.1,0.1,54.5,54.9,99.45,44.4,J. Redick , J. Holiday , D. Favors , B. Ingram , K. Williams
I. Smith - D. Bertans - B. Beal - M. Wagner - R. Hachimura,WAS,16,62,122.4,129.5,-7.2,61.1,1.65,17.4,37.7,67.2,52.8,0.1,57.5,63.2,102.53,49.9,I. Smith , D. Bertans , B. Beal , M. Wagner , R. Hachimura
D. Gallinari - N. Noel - D. Schroder - T. Ferguson - S. Gilgeous-Alexander,OKC,25,61,101.6,94.7,6.9,55.1,1.42,16.2,20.7,69.7,46.8,0.1,52.5,56,103.14,53.7,D. Gallinari , N. Noel , D. Schroder , T. Ferguson , S. Gilgeous-Alexander
I. Smith - T. Bryant - T. Brown Jr. - R. Hachimura - I. Bonga,WAS,5,61,103.8,97,6.8,64.6,1.82,16.8,31,82.6,56.4,0.1,45.8,51.8,104.2,54.6,I. Smith , T. Bryant , T. Brown Jr. , R. Hachimura , I. Bonga
J. Valanciunas - J. Crowder - T. Jones - D. Brooks - J. Jackson Jr.,MEM,16,61,94.2,109.3,-15.1,69.4,1.55,18.2,21.7,82.8,51.1,0.2,49.1,51.7,109.97,43.1,J. Valanciunas , J. Crowder , T. Jones , D. Brooks , J. Jackson Jr.
D. Green - G. Robinson III - D. Russell - W. Cauley-Stein - E. Paschall,GSW,7,60,89.2,104.6,-15.4,68.3,1.12,16.6,17.7,76.8,48.9,0.2,47.4,51.6,104.76,43.1,D. Green , G. Robinson III , D. Russell , W. Cauley-Stein , E. Paschall
L. James - D. Howard - R. Rondo - A. Caruso - K. Kuzma,LAL,13,60,118.8,79.1,39.7,57.8,1.54,21.3,20.5,80,54.8,0.2,67.6,68.4,103,73,L. James , D. Howard , R. Rondo , A. Caruso , K. Kuzma
L. Williams - R. Jackson - J. Green - M. Harrell - L. Shamet,LAC,7,60,124.6,88.9,35.7,58.2,1.78,17.2,37.3,64,53.4,0.1,60.6,65.5,107.64,71,L. Williams , R. Jackson , J. Green , M. Harrell , L. Shamet
C. Miles - I. Smith - D. Bertans - J. McRae - M. Wagner,WAS,7,59,93.7,113.5,-19.9,57.7,1.5,15.9,22.8,83.3,47.4,0.1,46,48.5,117.39,35.7,C. Miles , I. Smith , D. Bertans , J. McRae , M. Wagner
D. Jones - J. Collins - K. Huerter - T. Young - D. Hunter,ATL,8,59,109.8,97,12.8,66,1.59,19.7,19.6,80,52.1,0.2,56.5,60.7,108.76,55.9,D. Jones , J. Collins , K. Huerter , T. Young , D. Hunter
I. Smith - D. Bertans - B. Beal - T. Bryant - R. Hachimura,WAS,13,59,103.9,117.8,-13.9,53.1,1.63,15.4,25,74.1,47.5,0.1,52.8,55.5,104.28,41.1,I. Smith , D. Bertans , B. Beal , T. Bryant , R. Hachimura
J. Parker - D. Jones - K. Huerter - T. Young - D. Hunter,ATL,9,59,98.4,119.1,-20.7,69.4,1.55,19.2,25,68.8,43.8,0.2,50,52.6,104.24,36.2,J. Parker , D. Jones , K. Huerter , T. Young , D. Hunter
M. Morris Sr. - J. Randle - B. Portis - F. Ntilikina - R. Barrett,NYK,12,59,81.6,113.7,-32.1,58.5,1.5,14.2,27.4,72.6,48.1,0.1,42,42.2,100.49,30.3,M. Morris Sr. , J. Randle , B. Portis , F. Ntilikina , R. Barrett
P. Beverley - K. Leonard - M. Harkless - I. Zubac - L. Shamet,LAC,9,59,122,103.1,18.9,66.1,2.31,20.4,28.3,76,54.8,0.1,58.3,62.2,102.94,61.6,P. Beverley , K. Leonard , M. Harkless , I. Zubac , L. Shamet
P. Tucker - R. Westbrook - J. Harden - A. Rivers - C. Capela,HOU,9,59,102.4,122,-19.7,47.4,1.13,10.6,32.9,66.7,47.4,0.1,39,49.1,103.7,36.5,P. Tucker , R. Westbrook , J. Harden , A. Rivers , C. Capela
