PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Anthony Davis,NOP,75,1.6,6.4,0.87,1.4,0.2,0.4,42.9,44.6
Ben Simmons,PHI,81,1.8,10.3,0.57,1,0.2,0.5,44.2,44.2
Dwight Howard,CHA,81,1.5,9,0.66,1,0.1,0.1,75,75
Stephen Curry,GSW,51,1.6,7,1,1.6,0.3,0.6,40.6,51.6
Karl-Anthony Towns,MIN,82,1.3,7,0.75,1,0.2,0.3,59.3,64.8
James Harden,HOU,72,1.4,5,0.73,1,0.2,0.4,46.2,57.7
DeAndre Jordan,LAC,77,1.7,15.2,0.57,1,0.1,0.1,66.7,66.7
Giannis Antetokounmpo,MIL,75,1.2,4.6,0.78,0.9,0.2,0.4,43.3,50
Nikola Jokic,DEN,75,1.5,8.5,0.59,0.9,0.2,0.3,52.2,56.5
Jrue Holiday,NOP,81,1,5.5,0.74,0.8,0.2,0.3,46.4,50
Bradley Beal,WAS,82,1.1,4.9,0.7,0.8,0.1,0.3,36,40
DeMar DeRozan,TOR,80,0.9,4,0.84,0.8,0.1,0.3,25.9,25.9
Jeff Teague,MIN,70,1.3,8.6,0.65,0.9,0.2,0.3,45.8,47.9
Eric Bledsoe,MIL,71,1.2,6.8,0.67,0.8,0.1,0.3,45.5,52.3
LeBron James,CLE,82,1.7,6.6,0.42,0.7,0.1,0.3,50,52.3
Russell Westbrook,OKC,80,1.5,5.1,0.48,0.7,0.2,0.4,41.4,43.1
Will Barton,DEN,81,0.9,5.4,0.81,0.7,0.1,0.2,45,50
JJ Redick,PHI,70,0.9,6.1,0.85,0.8,0.1,0.2,46.7,53.3
Jimmy Butler,MIN,59,1.1,5.6,0.82,0.9,0.2,0.5,31,32.8
Lou Williams,LAC,79,0.9,3.9,0.8,0.7,0.2,0.3,48,50
Khris Middleton,MIL,82,0.9,4.6,0.74,0.7,0,0.2,20,22.5
Devin Booker,PHX,54,1.2,4.7,0.83,1,0.1,0.3,43.8,50
Victor Oladipo,IND,75,1,4.3,0.7,0.7,0.1,0.3,34.8,39.1
Kelly Olynyk,MIA,76,1.2,10.3,0.58,0.7,0.2,0.3,59.1,70.5
DeMarcus Cousins,NOP,48,2.1,8,0.51,1.1,0.1,0.3,42.9,46.4
Chris Paul,HOU,58,1.2,7.1,0.71,0.9,0.1,0.3,25,27.5
Joel Embiid,PHI,63,1.8,7.4,0.46,0.8,0,0.2,14.3,14.3
Kristaps Porzingis,NYK,49,1.3,6,0.76,1,0.1,0.3,28.6,28.6
LaMarcus Aldridge,SAS,75,0.9,4.1,0.75,0.7,0.2,0.4,50,51.8
Ricky Rubio,UTA,77,0.8,5.4,0.79,0.6,0.1,0.2,46.2,53.8
Paul George,OKC,79,0.9,4.1,0.69,0.6,0.1,0.3,29.6,31.5
Kevin Durant,GSW,68,1.2,5.1,0.59,0.7,0.1,0.3,35.3,41.2
Goran Dragic,MIA,75,0.7,3.8,0.9,0.6,0.1,0.3,36.8,39.5
Jamal Murray,DEN,81,0.9,5.5,0.64,0.6,0.1,0.3,31.8,40.9
Damian Lillard,POR,73,1,4,0.64,0.6,0.1,0.3,23.8,28.6
Spencer Dinwiddie,BKN,80,0.8,6,0.71,0.6,0.1,0.3,41.7,47.9
Kyrie Irving,BOS,60,0.8,3.8,0.88,0.7,0.2,0.3,52.9,55.9
Rudy Gobert,UTA,56,1.5,12.4,0.52,0.8,0.1,0.1,37.5,37.5
Jusuf Nurkic,POR,79,1.3,8.3,0.42,0.5,0.1,0.1,50,50
Ish Smith,DET,82,0.5,4.5,0.95,0.5,0.1,0.2,61.1,69.4
Kemba Walker,CHA,80,0.9,4.3,0.55,0.5,0.1,0.4,25,28.6
Enes Freedom,NYK,71,0.9,7.3,0.6,0.6,0.1,0.2,53.8,53.8
James Johnson,MIA,73,1,8.6,0.56,0.5,0.1,0.3,47.6,50
Lauri Markkanen,CHI,68,0.7,4.6,0.85,0.6,0.1,0.2,56.3,65.6
Andrew Wiggins,MIN,82,0.6,3.4,0.74,0.5,0.1,0.3,45.5,45.5
Kevin Love,CLE,59,1.1,6.9,0.61,0.7,0.1,0.1,37.5,37.5
Julius Randle,LAL,82,1.1,7.1,0.42,0.5,0.1,0.2,44.4,44.4
CJ McCollum,POR,81,0.7,3.2,0.67,0.5,0.1,0.3,25.9,25.9
Taj Gibson,MIN,82,0.7,6.3,0.67,0.5,0.1,0.2,47.1,47.1
Klay Thompson,GSW,73,0.8,4.4,0.64,0.5,0.1,0.4,30.8,34.6
Donovan Mitchell,UTA,79,0.8,3.8,0.59,0.5,0.1,0.4,29,30.6
Kyle Lowry,TOR,78,0.9,5.5,0.56,0.5,0.1,0.2,23.5,26.5
Willie Cauley-Stein,SAC,73,1,7.2,0.52,0.5,0.2,0.3,54.2,54.2
Andre Drummond,DET,78,2.1,13,0.23,0.5,0,0.2,17.6,17.6
Buddy Hield,SAC,80,0.7,5,0.67,0.5,0.1,0.3,34.8,47.8
Dennis Schroder,ATL,67,0.9,4.1,0.62,0.5,0.1,0.3,30.4,34.8
Patty Mills,SAS,82,0.7,7.1,0.61,0.4,0,0.2,23.5,29.4
Marc Gasol,MEM,73,1.1,5.9,0.45,0.5,0,0.2,8.3,8.3
Darren Collison,IND,69,0.5,4.5,1,0.5,0.1,0.2,46.7,50
Bojan Bogdanovic,IND,80,0.5,3.7,0.92,0.4,0.1,0.2,41.7,41.7
Taurean Prince,ATL,82,0.4,2.8,0.97,0.4,0.1,0.2,60,63.3
Evan Fournier,ORL,57,0.8,4.4,0.79,0.6,0.1,0.2,35.7,39.3
Eric Gordon,HOU,69,0.8,4.4,0.65,0.5,0.1,0.3,30,40
Markieff Morris,WAS,73,1,8.2,0.48,0.5,0.1,0.2,33.3,40
Stanley Johnson,DET,69,0.5,4.7,1,0.5,0.1,0.2,50,50
Tim Hardaway Jr.,NYK,59,0.8,4.6,0.7,0.6,0.1,0.3,41.2,47.1
Justin Holiday,CHI,72,0.7,5.2,0.67,0.5,0.1,0.3,22.7,29.5
Kent Bazemore,ATL,65,0.8,5.8,0.62,0.5,0.1,0.3,23.5,26.5
Josh Richardson,MIA,81,0.7,5.2,0.59,0.4,0,0.1,40,40
Mason Plumlee,DEN,74,0.9,12.7,0.47,0.4,0.1,0.2,57.1,57.1
Terry Rozier,BOS,80,0.7,5.5,0.61,0.4,0.1,0.4,28.6,33.9
Bogdan Bogdanovic,SAC,78,0.8,6.4,0.53,0.4,0.1,0.3,28,34
DeMarre Carroll,BKN,73,0.5,3.7,0.84,0.4,0.1,0.1,50,60
Kyle Korver,CLE,73,0.5,6.8,0.82,0.4,0.1,0.1,50,62.5
Robert Covington,PHI,80,0.9,7,0.44,0.4,0.1,0.3,33.3,47.6
Draymond Green,GSW,70,1.5,12,0.29,0.4,0.1,0.2,33.3,33.3
Tyler Johnson,MIA,72,0.4,3.7,0.97,0.4,0.1,0.2,45.5,54.5
T.J. Warren,PHX,65,0.7,3.4,0.7,0.5,0.1,0.3,33.3,33.3
Dwight Powell,DAL,79,0.6,8.2,0.64,0.4,0.1,0.2,46.2,50
Tyreke Evans,MEM,52,0.9,4.8,0.61,0.6,0.1,0.3,35.7,39.3
Kyle Kuzma,LAL,77,0.6,3.9,0.61,0.4,0.1,0.3,30,35
Dario Saric,PHI,78,0.7,4.5,0.59,0.4,0.1,0.1,36.4,40.9
Steven Adams,OKC,76,1.2,9.3,0.33,0.4,0,0.1,33.3,33.3
David Nwaba,CHI,70,0.5,5.6,0.88,0.4,0.1,0.2,81.8,86.4
Otto Porter Jr.,WAS,77,0.5,4.1,0.69,0.4,0.1,0.2,42.9,50
Harrison Barnes,DAL,77,0.6,3,0.67,0.4,0,0.1,27.3,27.3
Jerian Grant,CHI,74,0.7,7.3,0.59,0.4,0.1,0.2,23.5,29.4
Hassan Whiteside,MIA,54,1.1,8.2,0.47,0.5,0.1,0.2,63.6,63.6
Myles Turner,IND,65,1,8.2,0.43,0.4,0,0.1,42.9,50
John Collins,ATL,74,1.1,11.2,0.35,0.4,0.1,0.3,36.8,36.8
Josh Jackson,PHX,77,0.6,3.7,0.64,0.4,0.1,0.2,44.4,44.4
Jeff Green,CLE,78,0.6,6.1,0.57,0.4,0.1,0.3,33.3,33.3
Carmelo Anthony,OKC,78,0.8,4.6,0.45,0.4,0.1,0.2,31.6,31.6
Tyus Jones,MIN,82,0.5,9,0.71,0.3,0.1,0.2,50,50
John Wall,WAS,41,1.3,5.6,0.52,0.7,0.2,0.4,38.9,38.9
Manu Ginobili,SAS,65,0.6,5.8,0.72,0.4,0,0.2,18.2,27.3
Dirk Nowitzki,DAL,77,0.5,4.9,0.62,0.3,0.1,0.2,30.8,34.6
De'Aaron Fox,SAC,73,0.7,4.8,0.52,0.4,0.1,0.2,35.3,38.2
Domantas Sabonis,IND,74,0.8,6.8,0.43,0.4,0,0.1,60,60
Denzel Valentine,CHI,77,0.4,3.2,0.93,0.3,0.1,0.2,35.7,42.9
Mike Muscala,ATL,53,0.6,7.8,0.83,0.5,0,0.1,66.7,66.7
Nikola Mirotic,CHI,25,1.3,8.7,0.78,1,0.2,0.3,57.1,85.7
Montrezl Harrell,LAC,76,0.6,6,0.59,0.3,0,0.1,37.5,37.5
Dejounte Murray,SAS,81,0.6,5.6,0.56,0.3,0,0.1,40,40
Kris Dunn,CHI,52,1,5.8,0.5,0.5,0.1,0.2,55.6,61.1
Nikola Mirotic,NOP,30,0.6,4.3,1.26,0.8,0.3,0.3,80,95
Courtney Lee,NYK,76,0.4,3.3,0.83,0.3,0,0.1,33.3,41.7
Jamal Crawford,MIN,80,0.4,4,0.69,0.3,0.1,0.2,30.8,42.3
Gary Harris,DEN,67,0.5,3.3,0.67,0.4,0.1,0.3,42.1,47.4
Jaylen Brown,BOS,70,0.6,4,0.58,0.3,0.1,0.3,55.6,58.3
Cory Joseph,IND,82,0.5,6.1,0.53,0.3,0.1,0.2,29.4,32.4
Rondae Hollis-Jefferson,BKN,68,0.8,5.2,0.47,0.4,0.1,0.1,44.4,44.4
Dillon Brooks,MEM,82,0.8,6.5,0.38,0.3,0.1,0.3,22.7,27.3
Zach Randolph,SAC,60,1.1,6.9,0.38,0.4,0.1,0.3,41.2,44.1
Aron Baynes,BOS,81,0.9,12.8,0.33,0.3,0.1,0.2,61.5,61.5
Marco Belinelli,PHI,28,0.7,5.9,1.15,0.8,0.2,0.3,62.5,81.3
Shabazz Napier,POR,74,0.4,4.4,0.77,0.3,0.1,0.2,50,58.3
Trevor Ariza,HOU,67,0.5,4.5,0.7,0.3,0,0.2,13.3,16.7
Trey Lyles,DEN,73,0.5,5,0.68,0.3,0.1,0.2,41.7,45.8
