PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Anthony Davis,LAL,63,1.9,8.2,1.02,2,0.2,0.4,48,48
Devin Booker,PHX,71,1.3,5.2,0.87,1.1,0.1,0.3,47,55
Trae Young,ATL,60,1.6,5.4,0.82,1.3,0.3,0.6,43,50
Giannis Antetokounmpo,MIL,63,1.3,4.7,0.94,1.2,0.3,0.4,72,76
James Harden,HOU,68,1.5,4.9,0.73,1.1,0.1,0.4,35,38
Chris Paul,OKC,70,1.2,7.2,0.87,1,0.1,0.4,31,36
Damian Lillard,POR,66,1.2,4.4,0.91,1.1,0.2,0.5,40,50
Russell Westbrook,HOU,57,1.8,6.1,0.66,1.2,0.4,0.8,48,50
Nikola Jokic,DEN,73,1.8,9,0.53,0.9,0.1,0.3,36,40
Jimmy Butler,MIA,58,1.3,6.8,0.82,1.1,0.1,0.3,35,38
Joel Embiid,PHI,51,1.8,8,0.67,1.2,0.1,0.3,38,38
Kevin Love,CLE,56,1.5,9,0.71,1.1,0.3,0.5,60,73
Lou Williams,LAC,65,1.2,6,0.75,0.9,0.1,0.3,45,52
Bam Adebayo,MIA,72,1.7,10.6,0.45,0.8,0.1,0.2,47,47
Zach LaVine,CHI,60,1.1,4.2,0.85,0.9,0.2,0.5,50,57
Kyle Lowry,TOR,58,1.4,7,0.7,0.9,0.2,0.4,38,44
Malcolm Brogdon,IND,54,1.2,6.8,0.83,1,0.1,0.3,33,43
Ricky Rubio,PHX,65,1.1,7.3,0.77,0.8,0.1,0.3,53,56
Collin Sexton,CLE,65,0.9,4.5,0.84,0.8,0.1,0.3,42,42
Jarrett Allen,BKN,70,1.2,12.9,0.59,0.7,0.1,0.1,67,67
JJ Redick,NOP,60,0.7,5.6,1.16,0.8,0.1,0.3,53,67
Fred VanVleet,TOR,54,1,5.7,0.88,0.9,0.2,0.4,39,46
Ben Simmons,PHI,57,1.8,10.3,0.48,0.9,0.2,0.4,48,48
Shai Gilgeous-Alexander,OKC,70,0.6,3.3,1.12,0.7,0.1,0.2,59,65
Pascal Siakam,TOR,60,0.9,3.8,0.9,0.8,0.2,0.3,55,68
Luka Doncic,DAL,61,1.4,4.8,0.56,0.8,0.1,0.5,32,36
Rudy Gobert,UTA,68,1.4,10.5,0.51,0.7,0.1,0.1,100,100
Josh Richardson,PHI,55,1,6.9,0.79,0.8,0.1,0.2,58,71
De'Aaron Fox,SAC,51,1.5,7,0.56,0.9,0.3,0.5,52,52
CJ McCollum,POR,70,0.8,3.5,0.8,0.6,0.2,0.3,55,66
Donovan Mitchell,UTA,69,0.8,3.4,0.75,0.6,0.1,0.3,21,21
LeBron James,LAL,67,1.5,5.7,0.44,0.6,0.1,0.4,32,38
Tim Hardaway Jr.,DAL,71,0.7,4.8,0.84,0.6,0.1,0.2,36,43
Bradley Beal,WAS,57,0.9,3.1,0.81,0.7,0.1,0.3,41,41
Christian Wood,DET,62,0.8,7.5,0.81,0.7,0.1,0.1,57,64
Domantas Sabonis,IND,62,1.5,8,0.46,0.7,0.1,0.2,50,50
Dennis Schroder,OKC,65,0.8,4,0.84,0.6,0.1,0.2,36,36
Kristaps Porzingis,DAL,57,1,5.1,0.71,0.7,0.1,0.3,37,45
Karl-Anthony Towns,MIN,35,1.8,7.6,0.66,1.2,0.1,0.3,36,45
Kawhi Leonard,LAC,57,0.8,3,0.89,0.7,0.1,0.1,50,50
Khris Middleton,MIL,62,1,5.3,0.63,0.6,0.1,0.3,41,41
Kelly Olynyk,MIA,67,0.8,10.7,0.69,0.6,0.1,0.1,62,69
Terry Rozier,CHA,63,0.9,4.9,0.68,0.6,0.1,0.3,22,25
Steven Adams,OKC,63,1.1,10.3,0.55,0.6,0.1,0.2,75,79
DeMar DeRozan,SAS,68,0.8,3.7,0.71,0.5,0.1,0.3,39,39
Jrue Holiday,NOP,61,1,4.8,0.61,0.6,0.1,0.4,30,37
Eric Bledsoe,MIL,61,1,6.7,0.59,0.6,0.1,0.3,47,50
Julius Randle,NYK,64,1.1,5,0.54,0.6,0.1,0.2,46,50
Ish Smith,WAS,68,0.7,6.1,0.72,0.5,0.2,0.4,48,50
Jaren Jackson Jr.,MEM,57,1.1,6.6,0.58,0.6,0.1,0.4,35,43
Jamal Murray,DEN,59,1.1,5.7,0.56,0.6,0.1,0.4,24,26
Ja Morant,MEM,67,1,5.1,0.53,0.5,0.1,0.4,31,35
Hassan Whiteside,POR,67,1.3,9.7,0.39,0.5,0.1,0.1,50,50
Josh Hart,NOP,65,0.6,5.5,0.94,0.5,0.1,0.2,64,86
Kemba Walker,BOS,56,0.8,3.8,0.81,0.6,0.1,0.2,31,38
Damion Lee,GSW,49,0.9,6.7,0.81,0.7,0.1,0.2,27,27
John Collins,ATL,41,1.1,6.1,0.76,0.8,0.2,0.3,71,86
Tomas Satoransky,CHI,65,0.6,5.7,0.79,0.5,0.1,0.2,57,64
Jayson Tatum,BOS,66,0.7,3.1,0.7,0.5,0.1,0.3,38,43
Buddy Hield,SAC,72,0.8,4.1,0.59,0.5,0.1,0.3,30,35
Bojan Bogdanovic,UTA,63,0.6,2.9,0.91,0.5,0,0.1,40,50
Danilo Gallinari,OKC,62,0.6,3.8,0.84,0.5,0,0.1,22,28
Mikal Bridges,PHX,73,0.6,6.7,0.78,0.4,0,0.1,38,44
Marcus Smart,BOS,60,0.9,6.1,0.61,0.5,0.1,0.3,29,32
Montrezl Harrell,LAC,63,1.1,6.3,0.48,0.5,0,0.2,20,20
George Hill,MIL,59,0.5,6.1,1.07,0.5,0.1,0.2,55,68
Patty Mills,SAS,66,0.6,5.3,0.84,0.5,0.1,0.2,40,50
Davis Bertans,WAS,55,0.7,5.3,0.82,0.6,0.1,0.2,36,45
Norman Powell,TOR,52,0.7,4.8,0.86,0.6,0.1,0.3,31,35
Garrett Temple,BKN,62,0.7,6,0.73,0.5,0.1,0.2,42,54
Evan Fournier,ORL,66,0.7,3.8,0.68,0.5,0.1,0.2,46,54
Marcus Morris Sr.,NYK,43,1,5.6,0.68,0.7,0,0.3,18,18
DeAndre Jordan,BKN,56,1.2,16.5,0.43,0.5,0.1,0.1,75,75
Daniel Theis,BOS,65,0.7,9,0.6,0.4,0.1,0.1,57,57
Aaron Gordon,ORL,62,0.9,5.8,0.52,0.5,0.1,0.3,19,19
Jae Crowder,MEM,45,0.7,6.5,0.88,0.6,0.1,0.2,50,60
T.J. Warren,IND,67,0.6,3.5,0.68,0.4,0.1,0.2,50,50
Bismack Biyombo,CHA,53,0.8,11.2,0.64,0.5,0,0.1,67,67
Devonte' Graham,CHA,63,0.7,3.6,0.62,0.4,0,0.2,7,10
Brandon Ingram,NOP,62,0.8,3.3,0.6,0.5,0.1,0.3,42,47
Joe Harris,BKN,69,0.7,5.2,0.58,0.4,0.1,0.2,47,47
P.J. Tucker,HOU,72,0.7,9.6,0.54,0.4,0,0.1,20,20
Nerlens Noel,OKC,61,0.8,12.9,0.54,0.4,0,0.1,25,25
Draymond Green,GSW,43,1.2,11.8,0.51,0.6,0.1,0.3,36,36
Goran Dragic,MIA,59,0.9,5.5,0.5,0.5,0.1,0.2,27,27
Jerami Grant,DEN,71,0.4,3.6,0.93,0.4,0.1,0.1,83,83
Harrison Barnes,SAC,72,0.4,3.1,0.84,0.4,0.1,0.1,62,81
Will Barton,DEN,58,0.6,4.2,0.7,0.4,0.1,0.2,30,40
Derrick White,SAS,68,0.6,5.3,0.67,0.4,0,0.2,23,23
Dario Saric,PHX,66,0.6,6,0.63,0.4,0.1,0.1,62,69
Paul George,LAC,48,0.9,4.1,0.63,0.5,0,0.2,11,11
Troy Brown Jr.,WAS,69,0.7,6.4,0.53,0.4,0.1,0.3,30,32
Kendrick Nunn,MIA,67,0.7,4.6,0.53,0.4,0.1,0.3,37,39
Spencer Dinwiddie,BKN,64,0.8,3.8,0.5,0.4,0,0.2,7,7
Tobias Harris,PHI,72,0.4,2.4,0.78,0.3,0.1,0.1,71,71
Dejounte Murray,SAS,66,0.7,5.4,0.57,0.4,0.1,0.2,45,45
De'Andre Hunter,ATL,63,0.8,5.6,0.52,0.4,0.1,0.3,38,47
Tyler Herro,MIA,55,0.6,4.3,0.73,0.4,0.1,0.3,29,32
Kelly Oubre Jr.,PHX,56,0.7,3.6,0.65,0.4,0,0.2,22,28
Terrence Ross,ORL,69,0.6,3.9,0.63,0.3,0,0.2,9,9
Markelle Fultz,ORL,72,0.9,6.4,0.38,0.3,0.1,0.3,26,29
Frank Jackson,NOP,59,0.3,4.9,1.15,0.4,0.1,0.1,62,75
Eric Gordon,HOU,36,0.8,4.9,0.85,0.6,0.2,0.3,50,58
Seth Curry,DAL,64,0.5,4.8,0.72,0.4,0,0.1,33,42
Taurean Prince,BKN,64,0.7,5,0.51,0.4,0.1,0.2,38,38
Deandre Ayton,PHX,38,1.4,7.7,0.43,0.6,0.2,0.3,64,64
Aron Baynes,PHX,42,1.3,11.3,0.43,0.5,0,0.1,50,50
Al Horford,PHI,67,0.8,6.7,0.42,0.3,0.1,0.1,71,79
Tristan Thompson,CLE,57,1,7.5,0.41,0.4,0.1,0.2,36,36
Myles Turner,IND,62,0.9,7.8,0.4,0.4,0.1,0.2,31,31
O.G. Anunoby,TOR,69,0.4,4.4,0.73,0.3,0.1,0.2,55,59
Duncan Robinson,MIA,73,0.5,5.1,0.55,0.3,0.1,0.2,42,58
JaVale McGee,LAL,68,0.6,10.1,0.55,0.3,0.1,0.2,62,65
Darius Garland,CLE,59,0.7,4.8,0.52,0.4,0.1,0.2,50,57
Nikola Vucevic,ORL,62,0.8,4.2,0.44,0.4,0.1,0.2,42,42
Dwight Howard,LAL,69,1.1,16.7,0.29,0.3,0,0.1,50,50
Andre Drummond,DET,49,1.8,9.1,0.25,0.4,0.1,0.3,29,29
Tony Snell,DET,59,0.4,5.2,0.95,0.4,0.1,0.2,45,59
Monte Morris,DEN,73,0.3,3.8,0.84,0.3,0.1,0.1,50,50
Ersan Ilyasova,MIL,63,0.5,7.5,0.72,0.3,0,0.1,20,30
Marquese Chriss,GSW,59,1.1,11.9,0.33,0.4,0.1,0.2,44,44
Dorian Finney-Smith,DAL,71,0.3,3.4,0.91,0.3,0,0.1,75,100
Marvin Williams,CHA,41,0.7,11.7,0.67,0.5,0,0.2,29,36
Kentavious Caldwell-Pope,LAL,69,0.5,5.2,0.63,0.3,0.1,0.2,36,45
Jalen Brunson,DAL,57,0.6,6.8,0.61,0.4,0.1,0.1,75,75
Alec Burks,GSW,48,0.7,4.5,0.57,0.4,0.1,0.3,42,42
Maxi Kleber,DAL,74,0.5,6,0.54,0.3,0,0,67,67
Brandon Clarke,MEM,58,0.7,6.6,0.53,0.3,0.1,0.1,100,100
Jaylen Brown,BOS,57,0.7,3.7,0.49,0.4,0,0.2,18,18
Miles Bridges,CHA,65,0.7,5.2,0.43,0.3,0.1,0.3,22,22
LaMarcus Aldridge,SAS,53,0.9,5,0.43,0.4,0.1,0.2,40,45
Lonzo Ball,NOP,63,1,6.6,0.33,0.3,0.1,0.3,35,44
Jonas Valanciunas,MEM,70,1,7.2,0.29,0.3,0.1,0.1,57,57
Luke Kennard,DET,28,0.7,4.8,0.95,0.7,0.1,0.1,50,50
Langston Galloway,DET,66,0.3,3.6,0.86,0.3,0.1,0.2,45,64
Caris LeVert,BKN,45,0.6,2.8,0.73,0.4,0,0.2,29,36
Alex Caruso,LAL,64,0.4,7.2,0.68,0.3,0,0,33,33
Dwight Powell,DAL,40,0.7,8.9,0.68,0.5,0.1,0.1,67,67
Jeff Teague,MIN,34,0.9,6.3,0.66,0.6,0.1,0.2,25,25
Derrick Rose,DET,50,0.6,3.4,0.59,0.4,0.1,0.2,58,58
Jarrett Culver,MIN,63,0.6,5.1,0.53,0.3,0.1,0.2,46,46
Nemanja Bjelica,SAC,72,0.5,5,0.49,0.3,0.1,0.1,62,69
Larry Nance Jr.,CLE,56,0.8,8.1,0.44,0.3,0.1,0.3,36,36
Carmelo Anthony,POR,58,0.8,4.9,0.4,0.3,0.1,0.2,33,42
Andrew Wiggins,MIN,42,0.5,1.9,0.95,0.4,0.1,0.1,83,92
Michael Porter Jr.,DEN,55,0.5,5.4,0.72,0.3,0.1,0.2,56,56
Frank Ntilikina,NYK,57,0.5,6.8,0.62,0.3,0.1,0.1,57,64
Anzejs Pasecniks,WAS,27,1.1,17.6,0.6,0.7,0.1,0.1,67,67
Bogdan Bogdanovic,SAC,61,0.6,3.8,0.51,0.3,0,0.1,25,38
Kyle Kuzma,LAL,61,0.6,4.4,0.5,0.3,0.1,0.2,36,50
Marc Gasol,TOR,44,1,12.5,0.4,0.4,0,0,50,50
Victor Oladipo,IND,19,0.9,5.3,1,0.9,0.2,0.3,67,75
Kyrie Irving,BKN,20,0.9,3.5,0.94,0.9,0.2,0.5,33,39
Cam Reddish,ATL,58,0.4,3.7,0.65,0.3,0.1,0.1,43,50
Gordon Hayward,BOS,52,0.5,3,0.65,0.3,0,0.1,29,36
Coby White,CHI,65,0.4,2.8,0.63,0.3,0,0.2,25,33
Danny Green,LAL,68,0.5,6.3,0.49,0.3,0.1,0.2,31,31
Bobby Portis,NYK,66,0.5,5,0.49,0.3,0,0.1,38,38
RJ Barrett,NYK,56,0.7,3.8,0.46,0.3,0.1,0.1,38,38
