PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Nikola Jokic,DEN,72,1.9,8.3,0.76,1.5,0.3,0.5,50,50
Stephen Curry,GSW,63,2,7.3,0.81,1.6,0.3,0.8,34,45
Trae Young,ATL,64,1.5,5.9,0.96,1.4,0.2,0.4,48,56
Russell Westbrook,WAS,65,2.2,8.2,0.56,1.2,0.4,0.7,53,57
Collin Sexton,CLE,60,1.4,5.7,0.88,1.2,0.3,0.6,53,56
Bradley Beal,WAS,60,1.2,4.1,0.97,1.1,0.2,0.5,41,43
Julius Randle,NYK,71,1.3,5.4,0.71,0.9,0.1,0.2,44,50
Kevin Durant,BKN,35,1.6,6.7,1.18,1.9,0.4,0.4,87,97
Malcolm Brogdon,IND,56,1.5,7.3,0.75,1.1,0.3,0.7,46,47
Damian Lillard,POR,67,1.1,4.4,0.82,0.9,0.1,0.4,32,38
Ben Simmons,PHI,58,1.5,9.7,0.72,1.1,0.3,0.4,64,64
Terry Rozier,CHA,69,0.9,4.7,0.92,0.8,0.2,0.4,44,54
Kyrie Irving,BKN,54,1.2,5,0.89,1.1,0.3,0.4,61,72
Bam Adebayo,MIA,64,1.9,10.7,0.48,0.9,0.1,0.3,41,41
Joel Embiid,PHI,51,1.6,6.4,0.68,1.1,0.1,0.2,45,50
Jalen Brunson,DAL,68,0.7,6.5,1.02,0.8,0.2,0.3,65,68
D'Angelo Russell,MIN,42,1.3,6.5,0.89,1.1,0.3,0.5,63,76
Devin Booker,PHX,67,0.9,3.6,0.8,0.7,0.2,0.3,52,57
Khris Middleton,MIL,68,0.9,4.6,0.77,0.7,0.2,0.3,59,59
Jamal Murray,DEN,48,1.2,6,0.81,1,0.2,0.5,45,52
T.J. McConnell,IND,69,1,11.1,0.66,0.7,0.3,0.4,63,63
Luka Doncic,DAL,66,1.2,4.5,0.57,0.7,0.1,0.4,36,40
Jimmy Butler,MIA,52,1,5.2,0.87,0.9,0.2,0.3,53,53
Buddy Hield,SAC,71,0.9,5.4,0.74,0.6,0.1,0.4,40,52
Domantas Sabonis,IND,62,1.4,6.9,0.53,0.7,0.1,0.2,70,70
De'Aaron Fox,SAC,58,1,4.1,0.75,0.8,0.2,0.4,57,59
Donovan Mitchell,UTA,53,1.2,4.7,0.7,0.8,0.1,0.4,30,37
