PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Trae Young,ATL,76,1.5,5.5,0.98,1.5,0.2,0.4,60,65
Nikola Jokic,DEN,74,2.1,8.6,0.64,1.3,0.2,0.3,68,78
Giannis Antetokounmpo,MIL,67,1.4,5.4,0.94,1.4,0.3,0.6,50,55
Karl-Anthony Towns,MIN,74,1.5,6.9,0.71,1.1,0.2,0.4,54,67
Chris Paul,PHX,65,1.2,8.2,0.94,1.2,0.2,0.3,53,61
Joel Embiid,PHI,68,1.6,5.6,0.63,1,0.2,0.4,40,42
Kevin Durant,BKN,55,1.4,5.3,0.85,1.2,0,0.2,18,18
Pascal Siakam,TOR,68,1.3,5.5,0.76,1,0.3,0.5,50,53
Tyler Herro,MIA,66,1.2,5.6,0.81,1,0.2,0.5,45,55
Devin Booker,PHX,68,1.1,4.4,0.82,0.9,0.1,0.4,40,44
Rudy Gobert,UTA,66,1.5,12.2,0.6,0.9,0.1,0.1,57,57
Christian Wood,HOU,68,1.2,7.1,0.72,0.9,0.1,0.2,47,50
LaMelo Ball,CHA,75,1.2,5.8,0.63,0.8,0.2,0.4,38,47
Russell Westbrook,LAL,78,1.6,7.4,0.46,0.7,0.2,0.5,31,31
Jordan Poole,GSW,76,1,5.6,0.75,0.7,0.2,0.4,61,75
Anthony Davis,LAL,40,1.3,5.9,1.04,1.4,0.2,0.3,54,58
Jalen Brunson,DAL,79,0.9,5.8,0.77,0.7,0.2,0.3,59,59
Zach LaVine,CHI,67,1,4.4,0.8,0.8,0.2,0.3,52,54
Stephen Curry,GSW,64,1.3,5.4,0.65,0.8,0.1,0.5,29,37
Mike Conley,UTA,72,0.9,6.4,0.82,0.7,0.1,0.3,32,42
Anthony Edwards,MIN,72,1,4.6,0.72,0.7,0.2,0.5,43,47
Kyle Lowry,MIA,63,1.3,9.2,0.64,0.8,0.1,0.2,27,30
Julius Randle,NYK,72,1.4,5.9,0.52,0.7,0.1,0.2,41,44
Shai Gilgeous-Alexander,OKC,56,1.1,4.5,0.81,0.9,0.2,0.6,36,39
Miles Bridges,CHA,80,1,5.1,0.65,0.6,0.2,0.4,38,39
Tyrese Maxey,PHI,75,0.8,4.8,0.86,0.7,0.1,0.3,37,45
Hamidou Diallo,DET,58,1,9.2,0.83,0.8,0.4,0.5,70,72
