PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Blake Griffin,DET,75,1.7,7,0.71,1.2,0.2,0.5,45,52.5
James Harden,HOU,78,1.6,4.6,0.73,1.1,0.2,0.5,39,45.8
Russell Westbrook,OKC,72,1.6,5.7,0.79,1.2,0.3,0.7,52,58.3
Joel Embiid,PHI,64,2.2,8.1,0.61,1.3,0.1,0.4,28,30
Nikola Jokic,DEN,80,1.9,9.3,0.56,1.1,0.1,0.2,42,47.4
Ben Simmons,PHI,79,1.9,10.7,0.53,1,0.3,0.6,47,46.7
Stephen Curry,GSW,69,1.4,5.8,0.81,1.1,0.2,0.6,36,47.6
Karl-Anthony Towns,MIN,77,1.5,6.8,0.64,1,0.1,0.3,38,47.9
Damian Lillard,POR,80,1,4,0.96,0.9,0.2,0.3,44,51.9
Anthony Davis,NOP,56,1.5,6.4,0.86,1.3,0.1,0.2,54,53.8
Luka Doncic,DAL,72,1.5,6.6,0.67,1,0.2,0.6,24,28.9
Donovan Mitchell,UTA,77,1.2,4.9,0.75,0.9,0.2,0.5,36,39.7
Paul George,OKC,76,1.4,5.1,0.69,0.9,0.1,0.6,25,30.7
De'Aaron Fox,SAC,81,1.1,6,0.76,0.9,0.2,0.4,53,53.1
JJ Redick,PHI,76,0.9,5.4,1.01,0.9,0.1,0.2,50,59.4
Jusuf Nurkic,POR,72,1.7,10.7,0.52,0.9,0.1,0.2,62,61.5
Giannis Antetokounmpo,MIL,72,1.2,4.8,0.72,0.9,0.2,0.3,54,56.3
Kevin Durant,GSW,78,1.2,4.9,0.7,0.8,0.1,0.3,43,47.8
Rudy Gobert,UTA,81,1.2,9.2,0.64,0.8,0,0.1,67,66.7
Kawhi Leonard,TOR,60,1,4.3,1,1,0.3,0.5,47,50
Julius Randle,NOP,73,1.3,6.4,0.64,0.8,0.2,0.3,59,63.6
Devin Booker,PHX,64,1.3,4.7,0.75,0.9,0.2,0.5,41,45.3
Kemba Walker,CHA,82,0.8,3.3,0.85,0.7,0.1,0.4,31,37.5
Trae Young,ATL,80,1,4.4,0.78,0.7,0.1,0.3,38,44.2
LaMarcus Aldridge,SAS,81,0.9,4.3,0.81,0.7,0.1,0.2,64,64.3
Reggie Jackson,DET,82,0.9,5.7,0.79,0.7,0.1,0.3,28,32
Buddy Hield,SAC,82,1,5.2,0.68,0.7,0.1,0.5,32,40.5
Kelly Olynyk,MIA,79,1.1,11.3,0.66,0.7,0.1,0.1,36,45.5
Montrezl Harrell,LAC,82,1.2,8,0.58,0.7,0.1,0.3,45,47.7
Lou Williams,LAC,75,0.8,3.9,0.93,0.7,0.1,0.3,35,39.1
Dwyane Wade,MIA,72,0.9,5.5,0.81,0.8,0.2,0.4,56,61.1
Marc Gasol,MEM,53,1.5,8.8,0.7,1,0.1,0.2,56,61.1
Jrue Holiday,NOP,67,1,4.4,0.83,0.8,0.2,0.4,48,55.2
Kyle Kuzma,LAL,70,0.9,4.5,0.88,0.8,0.2,0.3,50,59.1
Kyrie Irving,BOS,67,1,4.4,0.79,0.8,0.2,0.4,48,53.7
Mike Conley,MEM,70,1,4.8,0.78,0.8,0.1,0.3,26,28.3
Collin Sexton,CLE,82,0.9,4.8,0.74,0.6,0.2,0.4,43,46.7
Danilo Gallinari,LAC,68,0.8,4.6,0.98,0.8,0.1,0.3,35,45
Tomas Satoransky,WAS,80,0.7,8.2,0.88,0.7,0.2,0.3,71,71.4
LeBron James,LAL,55,1.8,6.8,0.53,0.9,0.3,0.4,58,62.5
Andre Drummond,DET,79,1.6,8.8,0.42,0.7,0.1,0.4,30,31.8
Bradley Beal,WAS,82,1,4.1,0.61,0.6,0.2,0.5,32,32.9
Spencer Dinwiddie,BKN,68,0.9,5.2,0.81,0.7,0.1,0.3,33,35.7
Bam Adebayo,MIA,82,1.2,13.7,0.48,0.6,0.1,0.2,38,38.5
D.J. Augustin,ORL,81,0.7,6.4,0.81,0.6,0.1,0.3,27,31.8
Ricky Rubio,UTA,68,0.8,5.7,0.79,0.7,0.1,0.2,33,37.5
Chris Paul,HOU,59,1,6.3,0.75,0.8,0.1,0.3,37,42.1
John Collins,ATL,60,1.2,6.8,0.63,0.8,0.2,0.3,50,55.6
Darren Collison,IND,76,0.8,7,0.72,0.6,0.1,0.2,31,31.3
Jarrett Allen,BKN,80,0.9,9.4,0.59,0.6,0.1,0.1,88,87.5
Patrick Beverley,LAC,78,0.7,8.4,0.81,0.5,0.1,0.1,56,55.6
Cody Zeller,CHA,49,1.1,11.7,0.76,0.9,0.2,0.2,67,66.7
Evan Fournier,ORL,81,0.7,4.3,0.76,0.5,0.1,0.2,44,53.1
Josh Richardson,MIA,73,0.8,4.8,0.71,0.6,0.1,0.3,33,38.1
Hassan Whiteside,MIA,72,1.3,10.4,0.46,0.6,0.1,0.2,56,56.3
Dwight Powell,DAL,77,0.7,8.1,0.77,0.5,0,0.1,50,50
Jae Crowder,UTA,80,0.7,5.5,0.76,0.5,0.1,0.2,32,34.2
Pascal Siakam,TOR,80,0.7,4.7,0.69,0.5,0.2,0.4,43,42.9
Domantas Sabonis,IND,74,1.3,9.9,0.41,0.5,0.1,0.2,54,53.8
DeMarre Carroll,BKN,67,0.6,5.5,0.93,0.6,0.1,0.2,50,58.3
Tim Hardaway Jr.,NYK,46,0.9,4.8,0.91,0.8,0.1,0.3,31,40.6
Jayson Tatum,BOS,79,0.6,3.6,0.87,0.5,0,0.1,25,25
DeMar DeRozan,SAS,77,0.7,3,0.77,0.5,0.1,0.2,40,40
Dennis Schroder,OKC,78,0.7,4.1,0.7,0.5,0.2,0.4,46,48.2
Zach LaVine,CHI,63,0.9,3.6,0.7,0.6,0.1,0.3,40,47.5
Joe Harris,BKN,76,0.7,6.1,0.68,0.5,0.1,0.2,57,64.3
D'Angelo Russell,BKN,81,0.9,3.7,0.55,0.5,0.1,0.2,56,58.3
Kentavious Caldwell-Pope,LAL,82,0.5,5.1,0.82,0.5,0.1,0.2,36,39.3
Bojan Bogdanovic,IND,81,0.6,3.8,0.74,0.5,0.1,0.2,40,43.3
Joe Ingles,UTA,82,0.7,5.6,0.63,0.5,0,0.2,29,39.3
Eric Bledsoe,MIL,78,0.8,4.8,0.62,0.5,0.2,0.3,57,57.1
Paul Millsap,DEN,70,0.6,4.6,0.9,0.5,0,0.1,50,58.3
Shai Gilgeous-Alexander,LAC,82,0.5,4.6,0.84,0.4,0.1,0.2,60,66.7
Bogdan Bogdanovic,SAC,70,0.8,5.2,0.67,0.5,0.1,0.3,32,38.6
Taj Gibson,MIN,71,0.8,8.5,0.61,0.5,0.1,0.2,45,45.5
Jimmy Butler,PHI,55,0.8,4.6,0.8,0.6,0.1,0.2,30,30
Andrew Wiggins,MIN,73,0.7,3.6,0.65,0.5,0.1,0.4,32,35.5
Jeremy Lamb,CHA,79,0.5,3.4,0.85,0.4,0.1,0.2,31,37.5
Nikola Vucevic,ORL,80,1,5.1,0.41,0.4,0.1,0.3,43,43.5
Kevin Love,CLE,23,1.4,8.8,1,1.4,0.3,0.5,50,62.5
Gary Harris,DEN,57,0.7,5.4,0.81,0.6,0.1,0.2,42,41.7
Justise Winslow,MIA,66,0.8,5.5,0.62,0.5,0.2,0.3,58,60.5
Willie Cauley-Stein,SAC,81,0.7,6.4,0.53,0.4,0,0.1,22,22.2
Kyle Lowry,TOR,65,1.2,7.5,0.43,0.5,0,0.2,21,25
Larry Nance Jr.,CLE,67,1.1,12.1,0.42,0.5,0.1,0.3,28,30.6
DeAndre Jordan,DAL,50,1.6,15.3,0.4,0.6,0.1,0.1,100,100
Lauri Markkanen,CHI,52,0.7,3.9,0.84,0.6,0.2,0.3,57,64.3
Marco Belinelli,SAS,79,0.5,5.1,0.76,0.4,0.1,0.2,35,47.1
Jeff Teague,MIN,42,1,7.3,0.74,0.7,0.1,0.2,38,37.5
Richaun Holmes,PHX,70,0.7,10.4,0.61,0.4,0.1,0.1,62,62.5
Al-Farouq Aminu,POR,81,0.5,5.4,0.75,0.4,0,0.1,36,36.4
Kent Bazemore,ATL,67,0.8,6.2,0.55,0.4,0.1,0.3,19,23.8
Marcus Smart,BOS,80,0.8,8.1,0.49,0.4,0.1,0.2,38,38.5
Marcus Morris Sr.,BOS,75,0.8,6,0.49,0.4,0.1,0.2,25,25
Jamal Murray,DEN,75,1,5.2,0.41,0.4,0.1,0.4,19,20.4
Tobias Harris,LAC,55,0.6,3.3,0.83,0.5,0.1,0.3,31,34.4
Patty Mills,SAS,82,0.6,6.3,0.58,0.4,0.1,0.2,31,34.4
Klay Thompson,GSW,78,0.7,3.4,0.55,0.4,0.1,0.3,29,33.3
Dewayne Dedmon,ATL,64,1,9.5,0.47,0.5,0.1,0.2,40,40
Myles Turner,IND,74,0.9,6.7,0.45,0.4,0.1,0.1,57,57.1
Emmanuel Mudiay,NYK,59,0.7,4.3,0.68,0.5,0.1,0.2,55,59.1
Gorgui Dieng,MIN,77,0.6,9.3,0.62,0.4,0.1,0.3,30,32.5
CJ McCollum,POR,70,0.7,3.2,0.61,0.4,0.1,0.3,39,41.3
Terrence Ross,ORL,81,0.6,4.5,0.54,0.3,0.1,0.2,41,50
Wendell Carter Jr.,CHI,44,1.3,11.7,0.49,0.6,0.1,0.2,56,55.6
Steven Adams,OKC,79,1,7.1,0.37,0.4,0.1,0.1,50,50
Nikola Mirotic,NOP,32,1,6.4,0.87,0.8,0.1,0.3,38,50
Kelly Oubre Jr.,PHX,40,0.8,4.7,0.84,0.7,0.2,0.4,50,53.6
Delon Wright,MEM,26,1.5,11.3,0.69,1,0.3,0.8,33,33.3
Khris Middleton,MIL,77,0.5,3,0.64,0.4,0.1,0.2,31,31.3
Josh Jackson,PHX,79,0.6,4.1,0.59,0.3,0.1,0.2,38,40.6
T.J. Warren,PHX,43,0.6,3.8,0.96,0.6,0.2,0.3,62,69.2
Marvin Bagley III,SAC,62,0.6,4.2,0.67,0.4,0.1,0.2,36,39.3
Gordon Hayward,BOS,72,0.6,5.1,0.62,0.4,0,0.1,43,42.9
Marvin Williams,CHA,75,0.6,6,0.59,0.3,0,0.1,27,31.8
Jordan Clarkson,CLE,81,0.6,3.5,0.54,0.3,0.1,0.2,47,52.9
Aaron Gordon,ORL,78,0.7,4.1,0.48,0.3,0.1,0.2,35,38.2
Mason Plumlee,DEN,82,1,12.5,0.32,0.3,0,0.2,27,26.7
Danny Green,TOR,80,0.5,5.4,0.64,0.3,0.1,0.2,33,46.7
DeAndre' Bembry,ATL,81,0.6,5.7,0.54,0.3,0.1,0.2,39,44.4
Harrison Barnes,DAL,49,0.5,2.7,1.04,0.5,0.1,0.1,50,50
Tyreke Evans,IND,69,0.4,3.5,0.8,0.3,0.1,0.1,44,55.6
Thomas Bryant,WAS,72,0.6,6.5,0.6,0.3,0,0.1,38,43.8
Mikal Bridges,PHX,82,0.5,5.9,0.6,0.3,0,0.1,43,42.9
Mike Muscala,PHI,47,1,13.5,0.5,0.5,0,0.1,20,20
Rudy Gay,SAS,69,0.7,5.5,0.47,0.3,0.1,0.2,45,50
Alex Len,ATL,76,0.9,8.1,0.36,0.3,0.1,0.1,62,68.8
Deandre Ayton,PHX,71,1,6.7,0.33,0.3,0.1,0.2,33,33.3
Cheick Diallo,NOP,64,0.5,10.1,0.66,0.4,0.1,0.1,67,66.7
