PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
James Harden,HOU,81,1.7,5.9,0.77,1.3,0.2,0.5,40,51.3
John Wall,WAS,78,1.6,6.2,0.7,1.1,0.1,0.3,27,34.6
Isaiah Thomas,BOS,76,1.1,4.5,0.95,1.1,0.1,0.3,36,36.4
Stephen Curry,GSW,79,1.6,6.8,0.67,1,0.2,0.8,23,30.5
Marcus Smart,BOS,79,1.5,11.5,0.68,1,0.1,0.4,18,20.6
Bradley Beal,WAS,77,1,4.7,1.03,1,0.1,0.3,42,45.8
Chris Paul,LAC,61,1.3,7.6,0.99,1.3,0.1,0.3,50,66.7
Russell Westbrook,OKC,81,1.6,4.8,0.58,1,0.1,0.4,28,29.2
Jimmy Butler,CHI,76,1.2,5.5,0.82,1,0.2,0.4,40,41.7
Anthony Davis,NOP,75,1.3,5,0.77,1,0.1,0.2,44,44.4
Giannis Antetokounmpo,MIL,80,1.4,6.2,0.66,0.9,0.2,0.5,42,41.7
DeAndre Jordan,LAC,81,1.7,15.8,0.53,0.9,0,0.1,60,60
Damian Lillard,POR,75,1,3.8,0.94,0.9,0.1,0.2,57,64.3
DeMarcus Cousins,SAC,55,1.9,6.6,0.66,1.2,0.1,0.5,30,31.5
Paul Millsap,ATL,69,1.1,5.8,0.84,0.9,0.1,0.3,41,45.5
Klay Thompson,GSW,78,0.8,3.8,1.03,0.8,0.3,0.4,69,72.4
Rudy Gobert,UTA,81,1.6,12.8,0.5,0.8,0,0.1,33,33.3
Kawhi Leonard,SAS,74,0.8,3.7,0.98,0.8,0.1,0.3,35,37.5
Karl-Anthony Towns,MIN,82,1.2,5.3,0.6,0.7,0.1,0.3,39,41.1
Nikola Jokic,DEN,73,1.5,9.7,0.54,0.8,0.1,0.3,50,52.5
Mike Conley,MEM,69,1.1,6.1,0.73,0.8,0.1,0.4,27,33.3
Hassan Whiteside,MIA,77,1.3,7.7,0.57,0.7,0.2,0.3,70,69.6
Jeff Teague,IND,82,1,6.5,0.64,0.7,0.1,0.3,26,28.3
Andrew Wiggins,MIN,82,0.8,3.4,0.79,0.6,0.1,0.3,36,39.3
JJ Redick,LAC,78,0.7,4.8,1.02,0.7,0.1,0.2,58,66.7
CJ McCollum,POR,80,0.9,4,0.74,0.7,0.1,0.4,34,39.1
Carmelo Anthony,NYK,74,1,4.2,0.73,0.7,0.1,0.3,41,43.2
Devin Booker,PHX,78,1,4.3,0.66,0.7,0.2,0.4,39,41.9
Kyrie Irving,CLE,72,1.1,4.7,0.61,0.7,0.1,0.5,25,25
Kevin Love,CLE,61,1.1,5.9,0.73,0.8,0.1,0.1,44,44.4
Julius Randle,LAL,74,1.2,8.4,0.53,0.6,0.1,0.2,47,50
Kyle Lowry,TOR,60,1,4.8,0.8,0.8,0.2,0.3,59,70.6
Marvin Williams,CHA,76,0.7,6.4,0.87,0.6,0.1,0.1,44,50
Dennis Schroder,ATL,79,1.2,6,0.48,0.6,0.1,0.3,40,40
Harrison Barnes,DAL,79,0.7,3.4,0.86,0.6,0.1,0.2,40,43.3
Kevin Durant,GSW,62,1,4.8,0.71,0.7,0.1,0.3,44,50
Gordon Hayward,UTA,73,0.7,3.6,0.83,0.6,0.1,0.2,33,33.3
Jrue Holiday,NOP,67,0.9,5.2,0.73,0.7,0.2,0.4,43,50
Kemba Walker,CHA,79,0.8,3.6,0.69,0.6,0,0.2,18,23.5
LeBron James,CLE,74,1.4,5.4,0.44,0.6,0.1,0.3,45,47.7
Eric Bledsoe,PHX,66,1.3,5.9,0.51,0.7,0.1,0.3,23,25
LaMarcus Aldridge,SAS,72,0.8,4.6,0.72,0.6,0.1,0.2,53,55.9
Paul George,IND,75,1.1,4.7,0.51,0.5,0.1,0.3,23,26.9
Andre Drummond,DET,81,1.4,9,0.37,0.5,0.1,0.2,47,53.3
Tyler Johnson,MIA,73,0.6,4.1,0.95,0.5,0.1,0.2,31,30.8
Goran Dragic,MIA,73,0.8,3.8,0.71,0.5,0.1,0.3,40,45
Joel Embiid,PHI,31,1.9,8.8,0.69,1.3,0.1,0.3,33,33.3
Ricky Rubio,MIN,75,0.8,6.6,0.64,0.5,0.1,0.2,31,30.8
DeMar DeRozan,TOR,74,0.7,2.6,0.75,0.5,0.1,0.3,25,27.5
Zach Randolph,MEM,73,0.8,5,0.67,0.5,0.1,0.3,40,40
Nikola Vucevic,ORL,75,1,5.9,0.54,0.5,0.1,0.1,64,63.6
Jordan Clarkson,LAL,82,0.7,4.2,0.69,0.5,0.1,0.3,52,61.9
Elfrid Payton,ORL,82,0.8,5.9,0.55,0.5,0.1,0.3,35,34.8
Trevor Ariza,HOU,80,0.7,5.6,0.71,0.5,0.1,0.3,43,47.6
Evan Fournier,ORL,68,0.9,5.4,0.58,0.5,0.1,0.3,20,20
Brook Lopez,BKN,75,1,4.8,0.51,0.5,0.1,0.3,50,55
Lou Williams,LAL,58,0.6,3.4,1.06,0.6,0.1,0.3,53,63.3
Kenneth Faried,DEN,61,0.8,9.1,0.72,0.6,0.1,0.2,45,45.5
Jae Crowder,BOS,72,0.8,6.3,0.64,0.5,0,0.1,30,40
Dwight Howard,ATL,74,1.4,10.4,0.36,0.5,0.1,0.1,78,77.8
Nicolas Batum,CHA,77,0.6,3.8,0.73,0.5,0,0.1,33,44.4
Avery Bradley,BOS,55,0.7,4.4,0.85,0.6,0.2,0.4,50,55
Jamal Crawford,LAC,82,0.6,4.7,0.67,0.4,0.1,0.2,28,36.1
James Johnson,MIA,76,1,7.1,0.45,0.4,0.1,0.3,42,42.3
Ryan Anderson,HOU,72,0.6,4.5,0.8,0.4,0.1,0.2,40,53.3
Andre Iguodala,GSW,76,0.6,9.2,0.67,0.4,0.1,0.2,46,53.8
D'Angelo Russell,LAL,63,1.1,6,0.47,0.5,0.1,0.2,27,30
Gorgui Dieng,MIN,82,1,9.7,0.39,0.4,0.1,0.3,29,31
Yogi Ferrell,DAL,36,0.8,6.9,1.03,0.9,0.2,0.3,60,70
Gerald Henderson,PHI,72,0.5,5.3,0.86,0.4,0,0.1,14,14.3
Nikola Mirotic,CHI,70,0.5,4.9,0.84,0.4,0.1,0.1,62,81.3
Wesley Matthews,DAL,73,0.6,4.2,0.72,0.4,0,0.2,25,33.3
Darren Collison,SAC,68,0.7,5.2,0.67,0.5,0,0.2,21,25
Tim Hardaway Jr.,ATL,79,0.6,4.6,0.61,0.4,0.1,0.3,27,31.8
Blake Griffin,LAC,61,0.9,4.4,0.54,0.5,0,0.2,27,27.3
Dario Saric,PHI,81,0.7,4.8,0.53,0.4,0,0.2,31,30.8
Derrick Rose,NYK,64,0.9,4.8,0.53,0.5,0.1,0.3,29,31
Otto Porter Jr.,WAS,80,0.5,4.8,0.7,0.4,0.1,0.2,41,44.1
Malcolm Delaney,ATL,73,0.6,8.9,0.65,0.4,0,0.1,38,37.5
Steven Adams,OKC,80,1,9,0.36,0.4,0,0.1,29,28.6
Courtney Lee,NYK,77,0.4,3.8,0.94,0.4,0.1,0.1,50,50
Marco Belinelli,CHA,74,0.6,5.5,0.71,0.4,0,0.1,30,30
Enes Freedom,OKC,72,0.6,4.2,0.71,0.4,0,0.1,38,37.5
Trevor Booker,BKN,71,0.6,6,0.63,0.4,0.2,0.2,69,71.9
Sean Kilpatrick,BKN,70,0.7,5,0.59,0.4,0.1,0.3,22,25
Kristaps Porzingis,NYK,66,0.8,4.1,0.58,0.4,0.1,0.2,50,53.6
Markieff Morris,WAS,76,0.9,6.1,0.43,0.4,0,0.1,30,35
Ty Lawson,SAC,69,0.9,7.9,0.47,0.4,0.1,0.2,35,35.3
Alex Len,PHX,77,1,11.9,0.36,0.4,0.1,0.1,40,40
Tobias Harris,DET,82,0.4,2.3,0.93,0.3,0.1,0.1,60,60
Cory Joseph,TOR,80,0.5,4.8,0.68,0.3,0.1,0.2,42,45.8
Aaron Gordon,ORL,80,0.5,3.9,0.66,0.3,0.1,0.2,44,46.9
Kent Bazemore,ATL,73,0.6,5,0.59,0.4,0.1,0.2,38,46.9
T.J. Warren,PHX,67,0.7,4.9,0.59,0.4,0.1,0.3,45,45
JaMychal Green,MEM,77,0.7,8.2,0.49,0.4,0,0.1,25,25
Tristan Thompson,CLE,78,0.8,10,0.45,0.3,0.1,0.2,40,40
