PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Trae Young,ATL,73,1.5,5.7,0.91,1.4,0.2,0.5,42.9,47.1
Kristaps Porzingis,WAS,65,1.5,7.4,0.91,1.4,0.1,0.2,75,87.5
Damian Lillard,POR,58,1.6,5.8,0.84,1.4,0.2,0.5,35.7,42.9
De'Aaron Fox,SAC,73,1.3,5.5,0.84,1.1,0.3,0.6,51.1,52.2
Jalen Brunson,NYK,68,1.3,6.1,0.81,1.1,0.2,0.4,44.8,46.6
Anthony Davis,LAL,56,1.8,7.9,0.73,1.3,0.2,0.3,64.7,64.7
Jayson Tatum,BOS,74,1.1,4,0.9,1,0.1,0.2,62.5,75
Domantas Sabonis,SAC,79,1.6,9.2,0.57,0.9,0.2,0.3,59.1,59.1
Shai Gilgeous-Alexander,OKC,68,1.1,3.8,0.94,1,0.2,0.5,36.4,37.9
Joel Embiid,PHI,66,1.6,5.7,0.63,1,0.2,0.5,33.3,36.7
Giannis Antetokounmpo,MIL,63,1.9,6.4,0.57,1.1,0.3,0.6,43.2,47.3
Nikola Jokic,DEN,69,1.9,9,0.53,1,0.1,0.2,38.5,38.5
Paolo Banchero,ORL,72,1.2,5.3,0.8,0.9,0.2,0.4,41.9,45.2
Bam Adebayo,MIA,75,1.6,8.2,0.54,0.9,0.1,0.3,45.8,45.8
Luka Doncic,DAL,66,1.3,4.4,0.73,1,0.2,0.4,37,42.6
Jordan Poole,GSW,82,1.2,5.9,0.61,0.7,0.2,0.5,37.2,40.7
Julius Randle,NYK,77,1.1,4.5,0.72,0.8,0.1,0.3,36,38
Kelly Olynyk,UTA,68,1.5,12.5,0.58,0.9,0.1,0.2,41.7,41.7
Kevin Durant,BKN,39,1.4,5.5,1.09,1.5,0.1,0.3,40,40
Jrue Holiday,MIL,67,1.2,6.3,0.72,0.9,0.2,0.5,48.5,57.6
Stephen Curry,GSW,56,1.6,6.2,0.67,1,0.2,0.7,32.4,39.2
Donovan Mitchell,CLE,68,1.2,4.8,0.69,0.8,0.1,0.4,28.6,32.1
Harrison Barnes,SAC,82,0.7,5.6,0.93,0.7,0.1,0.2,40,46.7
Anthony Edwards,MIN,79,0.9,3.8,0.7,0.7,0.2,0.3,48,56
Bennedict Mathurin,IND,78,0.8,4.7,0.85,0.7,0.1,0.3,38.1,45.2
Alperen Sengun,HOU,75,1.3,8.9,0.52,0.7,0.1,0.2,61.1,61.1
Bojan Bogdanovic,DET,59,0.9,4.7,0.94,0.8,0.1,0.2,40,45
Darius Garland,CLE,69,0.9,4.4,0.75,0.7,0.1,0.2,52.9,61.8
Devin Booker,PHX,53,1.1,4.4,0.77,0.9,0.2,0.4,45.5,47.7
Buddy Hield,IND,80,0.8,5.2,0.73,0.6,0.1,0.3,47.8,65.2
Kawhi Leonard,LAC,52,0.8,3.7,1.13,0.9,0.2,0.3,50,53.1
Jordan Clarkson,UTA,61,1,4.5,0.76,0.7,0.2,0.5,48.3,55.2
Franz Wagner,ORL,80,0.8,4.7,0.67,0.6,0.1,0.3,37.5,41.7
Dejounte Murray,ATL,74,0.8,3.8,0.75,0.6,0.2,0.3,68.4,76.3
CJ McCollum,NOP,75,0.9,4.4,0.62,0.6,0.2,0.4,46.4,53.6
Jamal Murray,DEN,65,1.3,6.6,0.52,0.7,0.1,0.5,25.7,28.6
Jimmy Butler,MIA,64,0.9,4.7,0.75,0.7,0.1,0.2,36.4,40.9
Jalen Green,HOU,76,0.8,3.4,0.7,0.6,0.1,0.3,34.6,42.3
Wendell Carter Jr.,ORL,57,1.2,8.7,0.6,0.7,0.1,0.2,66.7,72.2
Markelle Fultz,ORL,60,1.3,8.9,0.54,0.7,0.1,0.4,32,32
Austin Reaves,LAL,64,0.7,6.5,0.91,0.6,0.1,0.2,35.7,39.3
DeMar DeRozan,CHI,74,0.7,3.2,0.76,0.6,0.1,0.2,38.9,38.9
Pascal Siakam,TOR,71,0.9,3.9,0.62,0.6,0.1,0.3,36.8,39.5
Desmond Bane,MEM,58,0.8,3.9,0.89,0.7,0.1,0.2,36.4,50
Dennis Schroder,LAL,66,0.8,5.7,0.8,0.6,0,0.1,28.6,35.7
Chris Paul,PHX,59,0.9,6.5,0.73,0.7,0,0.2,20,20
James Harden,PHI,58,1.1,5.3,0.64,0.7,0.1,0.2,77.8,83.3
Paul George,LAC,56,1.1,4.9,0.63,0.7,0.1,0.4,28.6,33.3
Tyrese Haliburton,IND,56,1,5.3,0.7,0.7,0.1,0.4,29.2,33.3
Kyle Kuzma,WAS,64,1.1,4.8,0.56,0.6,0.2,0.5,40,45
Fred VanVleet,TOR,69,1,5,0.56,0.6,0.1,0.5,21.2,27.3
Josh Giddey,OKC,76,1.1,5.8,0.47,0.5,0.2,0.4,46.7,48.3
Tyus Jones,MEM,80,0.5,5,0.9,0.5,0.1,0.2,61.5,69.2
LeBron James,LAL,55,1,3.6,0.67,0.7,0.2,0.4,40.9,45.5
Walker Kessler,UTA,74,0.9,11.6,0.59,0.5,0.1,0.1,80,80
D'Angelo Russell,MIN,54,1.4,7.7,0.51,0.7,0.1,0.3,53.3,73.3
Tyrese Maxey,PHI,60,0.8,4.4,0.75,0.6,0.1,0.3,43.8,56.3
Jaden Ivey,DET,74,0.9,5.1,0.51,0.5,0.1,0.3,42.9,47.6
T.J. McConnell,IND,75,0.5,5.7,0.9,0.5,0.1,0.2,62.5,65.6
Malik Monk,SAC,77,0.5,4,0.85,0.5,0.1,0.2,57.1,60.7
Lauri Markkanen,UTA,66,1,4.6,0.53,0.5,0,0.2,20,23.3
Cam Thomas,BKN,57,0.5,5.1,1.13,0.6,0.1,0.3,46.7,50
Immanuel Quickley,NYK,81,0.6,4.3,0.69,0.4,0.1,0.4,33.3,40
Talen Horton-Tucker,UTA,65,0.8,6.2,0.68,0.5,0.1,0.3,50,55.6
Jabari Smith Jr.,HOU,79,0.7,5.4,0.59,0.4,0,0.2,20,20
Russell Westbrook,LAL,52,1.2,5.9,0.57,0.7,0.2,0.4,45.5,50
Jerami Grant,POR,63,0.7,3.9,0.72,0.5,0,0.1,33.3,38.9
Anfernee Simons,POR,62,0.8,3.8,0.7,0.5,0.1,0.2,53.3,70
RJ Barrett,NYK,73,0.7,3.4,0.64,0.5,0.1,0.3,40.9,45.5
Keldon Johnson,SAS,63,0.7,3.1,0.76,0.5,0.1,0.3,41.2,50
Zach LaVine,CHI,77,0.7,3,0.61,0.4,0.1,0.2,37.5,40.6
Christian Wood,DAL,67,1,6.7,0.48,0.5,0,0.1,37.5,37.5
Gary Trent Jr.,TOR,66,0.5,2.8,1.03,0.5,0,0.1,60,60
