PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Donta Hall,BKN,5,2,38.5,1.4,2.8,1.4,1.8,77.8,77.8
Clint Capela,HOU,39,4.8,38.1,1.21,5.8,2.6,3.9,66.9,66.9
Khem Birch,ORL,48,1.6,34.4,0.9,1.4,0.4,1.1,40.4,40.4
JaVale McGee,LAL,68,2,33.9,1.43,2.8,1.3,1.7,76.5,76.5
Bismack Biyombo,CHA,53,2.5,33,1.2,2.9,1.3,2.1,60.7,60.7
Isaiah Hartenstein,HOU,23,1.3,31.9,1.3,1.7,0.7,1,73.9,73.9
Alex Len,SAC,15,1.7,29.4,1.16,1.9,0.7,1.2,55.6,55.6
Daniel Gafford,CHI,43,1.3,29.3,1.25,1.6,0.7,1,69.8,69.8
Willie Cauley-Stein,GSW,41,2.3,29.2,1.22,2.8,1.2,1.9,65.4,65.4
John Henson,DET,11,1.9,29.2,1.29,2.5,1.1,1.5,70.6,70.6
Ed Davis,UTA,28,0.7,29.2,0.58,0.4,0.2,0.6,31.3,31.3
Ian Mahinmi,WAS,38,2.3,28.9,0.92,2.1,0.8,1.6,46.8,46.8
JaKarr Sampson,IND,34,1.2,28.2,1.5,1.8,0.8,1.1,73,73
Derrick Favors,NOP,51,2.3,27.8,1.24,2.8,1.3,2,66,66
Dwight Howard,LAL,69,1.8,27.6,1.4,2.6,1.1,1.4,76.8,76.8
DeAndre Jordan,BKN,56,2.1,27.6,1.44,2.9,1.3,1.8,72.4,72.4
Jaxson Hayes,NOP,64,1.7,27.5,1.48,2.5,1,1.3,78.3,78.3
Rudy Gobert,UTA,68,3.5,27.4,1.43,5.1,2,2.7,75.3,75.3
Richaun Holmes,SAC,44,2.8,27.1,1.35,3.8,1.7,2.5,68.8,68.8
Johnathan Williams,WAS,15,0.8,26.7,0.92,0.7,0.3,0.7,45.5,45.5
Jarrett Allen,BKN,70,2.5,26.6,1.29,3.3,1.4,2,67.9,67.9
Jakob Poeltl,SAS,66,1.4,26.5,1.35,1.9,0.9,1.3,67.1,67.1
DaQuan Jeffries,SAC,13,0.9,26.1,1.33,1.2,0.5,0.8,63.6,63.6
Dwight Powell,DAL,40,2,26,1.37,2.8,1.2,1.6,73.4,73.4
Anzejs Pasecniks,WAS,27,1.6,25.9,1.07,1.7,0.7,1.3,55.9,55.9
Nerlens Noel,OKC,61,1.6,25.8,1.33,2.2,1,1.4,69.3,69.3
John Henson,CLE,29,1.4,25.6,1.18,1.6,0.7,1.1,60.6,60.6
Robert Williams III,BOS,29,1.1,25.4,1.71,1.8,0.8,1,82.1,82.1
Harry Giles III,SAC,46,1.7,24.7,1.29,2.2,1,1.5,65.7,65.7
Ante Zizic,CLE,22,1,24.7,1.5,1.5,0.7,1,71.4,71.4
Daniel Theis,BOS,65,2,24.5,1.31,2.6,1.1,1.7,66.1,66.1
Damian Jones,ATL,55,1.1,24.5,1.26,1.4,0.5,0.8,65.9,65.9
Bam Adebayo,MIA,72,3.9,24,1.15,4.5,1.8,3.1,59.1,59.1
Cheick Diallo,PHX,47,1,23.8,1.5,1.5,0.7,0.9,73.8,73.8
Rondae Hollis-Jefferson,TOR,60,1.8,23.5,1.09,1.9,0.8,1.4,56.5,56.5
Willie Cauley-Stein,DAL,13,0.9,22.6,1.42,1.3,0.6,0.8,72.7,72.7
Jordan Bell,MIN,20,0.9,22.4,1.41,1.2,0.9,1,78.6,78.6
Drew Eubanks,SAS,22,1,22,1.18,1.2,0.5,0.7,75,75
Ivica Zubac,LAC,72,1.6,21.9,1.3,2.1,0.9,1.3,66.7,66.7
Norvel Pelle,PHI,17,0.6,21.6,0.91,0.6,0.2,0.4,42.9,42.9
Marquese Chriss,GSW,59,1.9,21.3,1.41,2.7,1.1,1.5,70,70
Tony Bradley,UTA,58,0.9,21.3,1.37,1.2,0.5,0.7,71.4,71.4
Willy Hernangomez,CHA,31,1.4,21.2,1.17,1.6,0.6,1.1,58.8,58.8
Zach Collins,POR,11,1.6,20.9,1.22,2,0.9,1.4,66.7,66.7
Hassan Whiteside,POR,67,2.9,20.8,1.35,3.9,1.6,2.3,69.3,69.3
Wendell Carter Jr.,CHI,43,2.3,20.5,1.14,2.7,1.1,1.9,59.8,59.8
