PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Salah Mejri,DAL,34,1.4,38.7,1.02,1.4,0.6,1,55.9,55.9
Tiago Splitter,ATL,36,2.1,38.3,1.27,2.7,1.1,1.8,61.9,61.9
Jeff Withey,UTA,51,1.6,37.3,1.14,1.8,0.8,1.3,60.3,60.3
Andrew Bogut,GSW,70,2,36.6,1.42,2.8,1.4,1.9,75.4,75.4
Omer Asik,NOP,68,1.6,34.8,1.18,1.9,0.7,1.1,64,64
Bismack Biyombo,TOR,82,1.9,34,1.07,2.1,0.8,1.4,56.9,56.9
Kosta Koufos,SAC,78,2.3,32.7,1.14,2.6,1.2,1.9,60.3,60.3
Timofey Mozgov,CLE,76,2,32.3,1.31,2.6,1.1,1.6,68.6,68.6
Marcin Gortat,WAS,75,4.1,31.4,1.13,4.6,2,3.5,57.7,57.7
Zaza Pachulia,DAL,76,3,31.4,1.03,3.1,1.1,2.2,51.2,51.2
Willie Reed,BKN,39,1.4,31,1.19,1.6,0.7,1.1,63.6,63.6
Miles Plumlee,MIL,61,1.5,30.9,1,1.5,0.7,1.2,55.3,55.3
Elton Brand,PHI,17,1.5,30.6,0.92,1.4,0.6,1.4,43.5,43.5
Festus Ezeli,GSW,46,2.1,30.2,1.29,2.7,1.2,1.8,67.9,67.9
Ryan Hollins,MEM,18,1.2,30,1.24,1.4,0.6,0.9,64.7,64.7
Ian Mahinmi,IND,71,2.7,29.6,1.16,3.2,1.3,2.1,62.8,62.8
John Henson,MIL,57,2.1,29.6,1.18,2.5,1,1.5,65.1,65.1
Steven Adams,OKC,80,2.2,29.4,1.29,2.8,1.2,1.8,67.1,67.1
Rudy Gobert,UTA,61,2.9,29.2,1.02,3,1.2,2,58.5,58.5
Clint Capela,HOU,77,2.1,29.2,1.07,2.2,1,1.7,57.4,57.4
JaVale McGee,DAL,34,1.5,29.1,1.3,1.9,0.9,1.3,65.9,65.9
Willie Cauley-Stein,SAC,66,1.9,28.6,1.2,2.3,1,1.5,63.7,63.7
Tristan Thompson,CLE,82,2,28.3,1.12,2.3,1,1.7,56.9,56.9
Greg Smith,MIN,18,0.7,27.7,1.15,0.8,0.4,0.7,58.3,58.3
Ed Davis,POR,81,1.6,27,1.19,1.9,0.8,1.2,63.5,63.5
Dwight Powell,DAL,69,1.6,26.9,1.43,2.2,0.8,1.1,70.1,70.1
Tyson Chandler,PHX,66,2,26.7,1.14,2.2,0.9,1.5,59.2,59.2
Richaun Holmes,PHI,51,1.5,26.2,1.24,1.8,0.7,1.2,61,61
