PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Kevon Looney,GSW,80,2.2,39.1,1.35,2.9,1.3,1.8,70.7,70.7
Damian Jones,GSW,24,1.5,34.3,1.44,2.2,0.9,1.3,73.3,73.3
Bismack Biyombo,CHA,54,1.2,29,1.04,1.3,0.6,1,55.6,55.6
Tyson Chandler,LAL,48,0.9,29,1.18,1.1,0.4,0.6,66.7,66.7
Ivica Zubac,LAL,33,2.2,28.4,1.43,3.2,1.2,1.7,72.7,72.7
Clint Capela,HOU,67,4,28.3,1.35,5.3,2.4,3.5,69.5,69.5
Ed Davis,BKN,81,1.5,28.2,1.26,1.9,0.7,1.2,62.8,62.8
Nerlens Noel,OKC,77,1.3,27.4,1.26,1.6,0.7,1.1,67.9,67.9
Nene,HOU,42,0.9,26.7,1,0.9,0.4,0.7,51.6,51.6
JaVale McGee,LAL,75,2.9,26.5,1.38,4,1.8,2.5,71.4,71.4
Rudy Gobert,UTA,81,3.5,26.4,1.29,4.5,1.8,2.6,69.2,69.2
Jarrett Allen,BKN,80,2.6,26.2,1.32,3.4,1.4,2,67.5,67.5
Tyler Zeller,MEM,4,2.8,26.2,1.54,4.3,1,1.3,80,80
Dwight Powell,DAL,77,2.2,26.1,1.54,3.4,1.4,1.8,78.5,78.5
Shaun Livingston,GSW,64,1.1,25.8,1.26,1.4,0.6,1,64.5,64.5
Jakob Poeltl,SAS,77,1.3,25.6,1.35,1.7,0.8,1.2,67.4,67.4
Devin Robinson,WAS,8,1.3,25,1.8,2.3,1,1.1,88.9,88.9
Cheick Diallo,NOP,64,1.3,24.7,1.24,1.7,0.8,1.1,69,69
Bam Adebayo,MIA,82,2.1,24.5,1.15,2.4,1,1.7,58.2,58.2
Andrew Bogut,GSW,11,1,24.4,1.18,1.2,0.5,1,54.5,54.5
Derrick Favors,UTA,76,2.6,24.3,1.32,3.4,1.5,2.1,69.4,69.4
Jordan Bell,GSW,68,0.9,24,1.15,1,0.5,0.8,62.7,62.7
Kosta Koufos,SAC,42,1.1,23.8,0.91,1,0.5,0.9,50,50
Amir Johnson,PHI,51,1,23.7,1,1,0.4,0.8,50,50
Cody Zeller,CHA,49,2.2,23.2,1.33,3,1.2,1.8,64,64
Daniel Theis,BOS,66,1.2,23.2,1.09,1.3,0.6,1,60.9,60.9
Ian Mahinmi,WAS,34,1.1,23.2,1.11,1.2,0.4,0.7,56,56
Thomas Bryant,WAS,72,2,22.9,1.42,2.8,1.2,1.7,70.6,70.6
Zaza Pachulia,DET,68,1,22.7,1.13,1.2,0.4,0.8,51.9,51.9
Kenneth Faried,HOU,25,2.6,22.6,1.15,3,1.3,2.2,58.2,58.2
Ivica Zubac,LAC,26,2.2,22.2,1.36,2.9,1.2,1.8,66,66
Jon Leuer,DET,38,0.8,22.1,1.31,1.1,0.5,0.7,69.2,69.2
Omri Casspi,MEM,36,1.3,21.9,1.09,1.4,0.6,1,57.1,57.1
Ivan Rabb,MEM,49,1.2,21.5,1.22,1.5,0.6,1,61.7,61.7
Meyers Leonard,POR,61,1.1,21.2,1.29,1.4,0.6,0.8,69.4,69.4
Joakim Noah,MEM,42,1.6,21.1,1.22,2,0.7,1.1,66,66
DeAndre Jordan,NYK,19,2.2,21,1.17,2.5,0.9,1.6,54.8,54.8
Derrick Jones Jr.,MIA,60,1.5,20.9,1.28,1.9,0.8,1.2,67.6,67.6
Johnathan Williams,LAL,24,1.3,20.9,1.23,1.6,0.7,1.1,69.2,69.2
Taj Gibson,MIN,71,2,20.7,1.15,2.3,1,1.8,56.8,56.8
Dante Cunningham,SAS,64,0.6,20.7,1.05,0.6,0.3,0.5,54.3,54.3
Zach Collins,POR,77,1.4,20.2,1.12,1.6,0.6,1.1,55.4,55.4
DeAndre Jordan,DAL,50,2.1,19.9,1.29,2.7,1.1,1.6,65.4,65.4
Khem Birch,ORL,50,0.8,19.9,1.33,1.1,0.5,0.7,67.6,67.6
Richaun Holmes,PHX,70,1.4,19.8,1.35,1.9,0.8,1.2,66.7,66.7
Dwight Howard,WAS,9,2.3,19.8,1.57,3.7,1.7,2.1,78.9,78.9
Steven Adams,OKC,79,2.6,19.6,1.18,3.1,1.4,2.3,62.9,62.9
Aron Baynes,BOS,51,1.1,19.5,1.26,1.4,0.5,0.9,60.9,60.9
Marcin Gortat,LAC,47,1.1,19.4,1.14,1.2,0.6,0.9,59.1,59.1
Cristiano Felicio,CHI,60,0.8,19.4,1.08,0.9,0.4,0.6,61.1,61.1
Tristan Thompson,CLE,43,2.2,18.9,1.06,2.3,1,1.7,58.1,58.1
Wendell Carter Jr.,CHI,44,2,18.5,1.38,2.8,1.2,1.8,70.1,70.1
Domantas Sabonis,IND,74,2.5,18.4,1.17,2.9,1.2,1.8,63.2,63.2
Willie Cauley-Stein,SAC,81,2.1,18.4,1.16,2.5,1.1,1.8,61.6,61.6
Ante Zizic,CLE,59,1.4,18,1.3,1.8,0.7,1.1,65.2,65.2
Michael Kidd-Gilchrist,CHA,64,1.2,18,1.08,1.3,0.5,0.9,53.3,53.3
Willy Hernangomez,CHA,58,1.3,17.9,1.04,1.3,0.6,1,53.3,53.3
Marquese Chriss,CLE,27,1.3,17.9,0.88,1.1,0.5,1.1,41.9,41.9
Montrezl Harrell,LAC,82,2.5,17.2,1.42,3.5,1.5,2,71.9,71.9
Kyle Anderson,MEM,43,1.4,17.2,1.53,2.2,0.9,1.2,75.5,75.5
Mason Plumlee,DEN,82,1.4,17.1,1.3,1.8,0.8,1.1,71.4,71.4
Boban Marjanovic,PHI,22,1.2,17.1,1.33,1.6,0.7,1,68.2,68.2
Jaron Blossomgame,CLE,27,0.8,17.1,1.38,1.1,0.4,0.6,64.7,64.7
Maurice Harkless,POR,60,1.3,16.9,1.44,1.9,0.8,1.1,75,75
Ray Spalding,PHX,13,0.8,16.9,0.9,0.7,0.3,0.5,57.1,57.1
Larry Nance Jr.,CLE,67,1.6,16.8,1.35,2.1,0.9,1.3,70.6,70.6
JaMychal Green,MEM,41,1.7,16.6,1.38,2.3,0.9,1.3,66,66
Boban Marjanovic,LAC,36,1,16.5,1.25,1.3,0.4,0.7,64,64
John Collins,ATL,60,2.8,16.4,1.32,3.7,1.6,2.4,66.7,66.7
Mitchell Robinson,NYK,66,1,16.4,1.32,1.3,0.5,0.7,72.9,72.9
Jonas Valanciunas,TOR,30,1.9,16.4,1.18,2.2,0.9,1.6,58.3,58.3
Salah Mejri,DAL,36,0.7,16.3,1.04,0.7,0.3,0.5,55.6,55.6
Enes Freedom,POR,23,2,16,1.16,2.3,0.9,1.5,61.8,61.8
Jake Layman,POR,71,1.1,15.9,1.39,1.5,0.7,1,75,75
Deandre Ayton,PHX,71,2.4,15.8,1.32,3.2,1.4,2.1,67.1,67.1
Andre Drummond,DET,79,2.8,15.6,1.16,3.3,1.5,2.3,63.2,63.2
Alfonzo McKinnie,GSW,72,0.7,15.6,1.33,0.9,0.4,0.6,67.4,67.4
Hassan Whiteside,MIA,72,1.9,15.3,1.22,2.3,1,1.5,64.8,64.8
Dewayne Dedmon,ATL,64,1.6,15.3,1.29,2,0.8,1.3,65.1,65.1
Doug McDermott,IND,77,1,15.2,1.45,1.4,0.6,0.8,72.3,72.3
Ben Simmons,PHI,79,2.7,15.1,1.3,3.5,1.6,2.3,68.9,68.9
Sam Dekker,WAS,38,1,15.1,1.32,1.3,0.6,0.9,72.7,72.7
Jusuf Nurkic,POR,72,2.4,15,1.22,3,1.2,1.9,63.2,63.2
Rondae Hollis-Jefferson,BKN,59,1.6,14.9,0.96,1.5,0.7,1.4,50.6,50.6
Paul Millsap,DEN,70,1.8,14.3,1.29,2.3,1,1.5,67.6,67.6
Myles Turner,IND,74,1.9,14.3,1.16,2.2,0.9,1.5,58.6,58.6
Alex Len,ATL,76,1.5,14.2,1.13,1.7,0.8,1.3,59.2,59.2
Andre Iguodala,GSW,68,0.8,14.1,1.5,1.2,0.6,0.7,84.8,84.8
Draymond Green,GSW,66,1.3,14,0.98,1.3,0.6,1,57.4,57.4
