PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
Omer Asik,NOP,32,1.3,41.2,1,1.3,0.5,0.9,53.3,53.3
Kosta Koufos,SAC,71,2.6,39,1,2.6,1.2,2.3,51.8,51.8
Willie Reed,MIA,71,1.6,32.9,1.13,1.9,0.8,1.4,59.2,59.2
Miles Plumlee,CHA,13,0.8,32.4,1.46,1.2,0.5,0.6,87.5,87.5
Zaza Pachulia,GSW,70,2,31.2,1.17,2.3,0.9,1.5,63.1,63.1
Bismack Biyombo,ORL,81,2.1,30.8,1.07,2.2,0.9,1.5,57.7,57.7
Brandan Wright,MEM,28,1.8,30.8,1.39,2.4,1.1,1.5,75.6,75.6
Rudy Gobert,UTA,81,3.7,30,1.23,4.5,1.8,2.6,67.8,67.8
Tyson Chandler,PHX,47,2.3,30,1.32,3,1.1,1.7,67.5,67.5
Clint Capela,HOU,65,3.4,29.9,1.39,4.6,2.1,2.8,75.1,75.1
Marcin Gortat,WAS,82,3.1,29.5,1.18,3.7,1.7,2.8,60.6,60.6
Nerlens Noel,DAL,22,2.4,29.5,1.08,2.5,1.1,2,55.6,55.6
Montrezl Harrell,HOU,58,2.2,29.4,1.4,3,1.4,1.9,71.4,71.4
Mason Plumlee,POR,54,3.4,29.2,1.14,3.9,1.6,2.8,59.3,59.3
Alexis Ajinca,NOP,39,1.7,28.9,1.17,2,0.8,1.4,57.1,57.1
Tristan Thompson,CLE,78,2.2,28.6,1.14,2.5,1.2,1.9,62.8,62.8
Amir Johnson,BOS,80,1.8,28.5,1.38,2.4,1,1.5,70.1,70.1
John Henson,MIL,58,2,28.4,1.13,2.3,1,1.6,62.4,62.4
Ed Davis,POR,46,1.3,28.3,1.16,1.6,0.6,1,63,63
Dewayne Dedmon,SAS,76,1.3,27.9,1.28,1.7,0.7,1.1,65.4,65.4
Maurice Ndour,NYK,33,0.9,27,1.03,0.9,0.5,0.7,62.5,62.5
Kenneth Faried,DEN,61,2.4,26.9,1.18,2.9,1.2,2,59.7,59.7
Salah Mejri,DAL,73,0.7,25.7,1.09,0.8,0.3,0.5,55,55
Willie Cauley-Stein,SAC,75,2.1,25.3,1.19,2.5,1.1,1.8,61.9,61.9
Jakob Poeltl,TOR,54,0.8,25.3,1.14,0.9,0.4,0.6,63.6,63.6
Ivica Zubac,LAL,38,1.9,24.9,1.07,2,0.9,1.7,52.4,52.4
Tarik Black,LAL,67,1.4,24.4,0.94,1.4,0.6,1.2,48.1,48.1
Lavoy Allen,IND,61,0.9,24.4,1.02,0.9,0.4,0.8,52.2,52.2
Derrick Favors,UTA,50,2.5,24,1.06,2.7,1.2,2.1,54.2,54.2
Richaun Holmes,PHI,57,2.1,23.9,1.31,2.8,1.3,1.9,67.6,67.6
Ian Mahinmi,WAS,31,1.4,23.9,1.26,1.7,0.7,0.9,72.4,72.4
Mason Plumlee,DEN,27,2.3,23.4,1.03,2.3,1,1.7,58.7,58.7
Nerlens Noel,PHI,29,1.9,23.3,1.26,2.3,1.1,1.6,68.9,68.9
Nene,HOU,67,1.9,23.1,1.37,2.6,1.1,1.5,76.5,76.5
David Lee,SAS,79,1.6,23.1,1.28,2.1,0.9,1.4,65.5,65.5
