PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%
John Henson,MIL,76,3.1,36.4,1.21,3.8,1.6,2.6,63.3,63.3
Emeka Okafor,NOP,26,1.6,34.7,1.12,1.8,0.8,1.3,57.1,57.1
Bismack Biyombo,ORL,82,2.1,33.7,1.18,2.5,1,1.7,60.4,60.4
Marcin Gortat,WAS,82,2.9,31.9,1.21,3.5,1.5,2.5,60.5,60.5
Rudy Gobert,UTA,56,3.8,31.2,1.3,4.9,1.9,2.9,67.7,67.7
Ian Mahinmi,WAS,77,1.6,31,1.15,1.9,0.7,1.2,60.2,60.2
Larry Nance Jr.,CLE,24,2.5,30.6,1.22,3,1.3,2,62.5,62.5
Omri Casspi,GSW,53,1.6,30.4,1.12,1.8,0.8,1.3,60,60
Kevon Looney,GSW,66,1.2,30.1,1.21,1.4,0.6,1,63.5,63.5
Tyler Zeller,MIL,24,1.5,29.8,1.43,2.2,1,1.4,69.7,69.7
Andre Roberson,OKC,39,1.6,29.7,1.24,2,1,1.5,66.7,66.7
Jakob Poeltl,TOR,82,1.8,29.6,1.26,2.3,1.1,1.6,67.7,67.7
Zaza Pachulia,GSW,69,1.6,29.3,1.36,2.2,1,1.3,71,71
Eric Moreland,DET,67,0.8,29.3,0.9,0.7,0.3,0.6,53.7,53.7
Jarrett Allen,BKN,72,2.2,29,1.28,2.8,1.2,1.8,64.4,64.4
Willie Reed,LAC,39,1.2,28,1.44,1.7,0.8,1.1,75.6,75.6
Jordan Bell,GSW,57,1.2,27.8,1.48,1.8,0.9,1.1,76.6,76.6
Miles Plumlee,ATL,55,1.3,27.2,0.96,1.3,0.6,0.9,63.3,63.3
Clint Capela,HOU,74,3.2,26.9,1.25,4.1,1.8,2.7,66.8,66.8
Ed Davis,POR,78,1.4,26.9,1.19,1.7,0.6,1,60.5,60.5
Dwight Powell,DAL,79,1.9,26.8,1.33,2.6,1,1.5,67,67
Amir Johnson,PHI,74,1.3,26.8,1.24,1.6,0.7,1.1,63,63
Khem Birch,ORL,42,1.1,26.6,1.11,1.2,0.5,1,52.4,52.4
Nerlens Noel,DAL,31,1.2,26.1,1.32,1.6,0.7,1,71,71
Bam Adebayo,MIA,69,1.8,25.8,1.2,2.2,0.8,1.3,60,60
Brandan Wright,MEM,28,1.1,25.6,1.23,1.4,0.6,1,58.6,58.6
Mason Plumlee,DEN,74,1.9,25.5,1.29,2.4,1.1,1.5,71.2,71.2
Derrick Favors,UTA,77,2.9,25.3,1.29,3.8,1.6,2.4,66.8,66.8
Tristan Thompson,CLE,53,1.5,25.3,1.23,1.8,0.8,1.2,62.1,62.1
Ekpe Udoh,UTA,63,0.7,25,1.05,0.7,0.3,0.6,51.4,51.4
Noah Vonleh,POR,33,0.9,25,1.16,1.1,0.3,0.6,52.4,52.4
Kosta Koufos,SAC,71,1.6,24.7,1.18,1.9,0.9,1.4,61.4,61.4
Dante Cunningham,NOP,51,1.2,24.4,1.22,1.5,0.7,1.1,60.3,60.3
Richaun Holmes,PHI,48,1.5,24.2,1.39,2,0.9,1.3,69.8,69.8
Taj Gibson,MIN,82,2.6,24,1.24,3.3,1.4,2.3,61.9,61.9
John Collins,ATL,74,2.3,23.3,1.3,3,1.2,1.9,65.5,65.5
Cheick Diallo,NOP,52,1,22.5,1.33,1.3,0.5,0.8,66.7,66.7
Tony Allen,NOP,22,1.2,22.5,0.89,1.1,0.5,1,47.8,47.8
Steven Adams,OKC,76,2.8,21.7,1.29,3.6,1.6,2.2,69.4,69.4
Aron Baynes,BOS,81,1.5,21.6,1.03,1.6,0.6,1.3,49.1,49.1
Isaiah Hicks,NYK,18,1.2,21.6,0.91,1.1,0.4,0.9,43.8,43.8
Tarik Black,HOU,51,0.8,21.4,1.25,1,0.4,0.7,64.7,64.7
Alex Len,PHX,69,1.7,21.3,1.37,2.4,0.9,1.3,68.8,68.8
Tyson Chandler,PHX,46,1.3,20.8,1.3,1.7,0.7,0.9,69.8,69.8
Nene,HOU,52,1.3,20,1.11,1.4,0.6,1,60.8,60.8
Shaun Livingston,GSW,72,1.2,19.9,1.23,1.4,0.7,1,62.7,62.7
Kenneth Faried,DEN,32,1.2,19.9,1.21,1.5,0.6,1,59.4,59.4
Doug McDermott,NYK,55,1.4,19.8,1.35,1.9,0.8,1.3,65.7,65.7
JaKarr Sampson,SAC,22,0.9,19.8,1.47,1.3,0.6,0.9,73.7,73.7
DeAndre Jordan,LAC,77,2.1,19.5,1.41,3,1.3,1.7,75.9,75.9
Larry Nance Jr.,LAL,42,1.5,19.5,1.22,1.9,0.8,1.3,63.6,63.6
Ivan Rabb,MEM,36,1.1,19.3,1.03,1.1,0.4,0.9,51.6,51.6
Jonas Valanciunas,TOR,77,2.2,19.2,1.24,2.8,1.2,1.8,63.4,63.4
Tyler Zeller,BKN,42,1.3,18.8,0.91,1.2,0.5,1,53.7,53.7
Cody Zeller,CHA,33,1.3,18.7,1.29,1.6,0.7,1,71.9,71.9
Timofey Mozgov,BKN,31,0.8,18.7,1.35,1.1,0.5,0.7,71.4,71.4
Willy Hernangomez,CHA,22,1,18.2,1.27,1.3,0.5,0.8,66.7,66.7
Maxi Kleber,DAL,72,0.9,18.1,1.54,1.4,0.6,0.7,79.2,79.2
Salah Mejri,DAL,61,0.6,18.1,1.43,0.9,0.3,0.5,72.4,72.4
Sam Dekker,LAC,73,0.8,18,1.4,1.1,0.5,0.7,74.5,74.5
Deyonta Davis,MEM,62,0.9,17.4,1.2,1.1,0.5,0.8,62.5,62.5
Montrezl Harrell,LAC,76,1.6,17.2,1.32,2.1,0.9,1.4,69.9,69.9
Trevor Booker,PHI,33,0.8,17.2,1.68,1.3,0.5,0.6,81,81
Kyle O'Quinn,NYK,77,1.2,16.9,1.33,1.6,0.6,1,67.6,67.6
Jordan Mickey,MIA,23,0.8,16.7,1.28,1,0.4,0.7,66.7,66.7
Jusuf Nurkic,POR,79,2.6,16.4,1.15,3,1.3,2.2,60.8,60.8
Greg Monroe,PHX,20,1.8,16.3,1.31,2.3,1,1.5,66.7,66.7
Trevor Booker,IND,17,0.9,16.3,0.63,0.6,0.2,0.8,30.8,30.8
Patrick McCaw,GSW,56,0.8,16.1,1.16,0.9,0.4,0.6,63.9,63.9
Andre Drummond,DET,78,2.6,16,1.25,3.2,1.3,2.1,61.9,61.9
Hassan Whiteside,MIA,54,2.2,16,1.29,2.8,1.2,1.8,64.3,64.3
JaMychal Green,MEM,55,1.8,16,1.12,2,0.9,1.5,59.3,59.3
David West,GSW,73,1.1,15.9,1.45,1.5,0.7,0.9,76.6,76.6
Robin Lopez,CHI,64,1.9,15.8,1.25,2.4,1.1,1.7,64.5,64.5
Dewayne Dedmon,ATL,62,1.5,15.6,1.36,2,0.9,1.3,68.7,68.7
Daniel Theis,BOS,63,0.8,15.5,1.54,1.2,0.6,0.7,79.5,79.5
Jahlil Okafor,BKN,26,0.9,15.3,1.33,1.2,0.5,0.8,61.9,61.9
Skal Labissiere,SAC,60,1.4,15,1.17,1.7,0.7,1.2,59.5,59.5
Willie Cauley-Stein,SAC,73,2,14.8,1.24,2.5,1.1,1.7,62.6,62.6
Enes Freedom,NYK,71,1.9,14.7,1.25,2.4,1.1,1.7,61.8,61.8
Cristiano Felicio,CHI,55,0.8,14.7,1.36,1.1,0.5,0.7,77.8,77.8
Troy Williams,NYK,17,1.1,14.7,1.21,1.4,0.6,0.9,62.5,62.5
Corey Brewer,LAL,54,0.6,14.5,1.38,0.9,0.4,0.5,71.4,71.4
Torrey Craig,DEN,39,0.6,14.3,1.36,0.9,0.4,0.5,81,81
Jonathan Isaac,ORL,27,0.9,13.7,1.28,1.2,0.5,0.7,68.4,68.4
Glenn Robinson III,IND,23,0.6,13.7,1.08,0.6,0.2,0.4,55.6,55.6
Johnathan Motley,DAL,11,1.2,13.4,0.92,1.1,0.4,0.9,40,40
Domantas Sabonis,IND,74,1.6,13.3,1.12,1.8,0.7,1.2,57.8,57.8
Kyle Anderson,SAS,74,1.1,13.3,1.48,1.6,0.7,0.9,75.7,75.7
David Nwaba,CHI,70,1.1,13.1,1.35,1.5,0.5,0.8,63.8,63.8
Draymond Green,GSW,70,1.7,13,1.44,2.4,1,1.4,75,75
Mike Scott,WAS,76,1.1,13,1.05,1.1,0.5,0.9,58.5,58.5
Maurice Harkless,POR,59,0.8,12.9,1.23,1,0.4,0.7,64.1,64.1
Al Jefferson,IND,36,0.9,12.9,1.29,1.1,0.4,0.8,59.3,59.3
Pascal Siakam,TOR,81,0.9,12.8,1.29,1.2,0.5,0.8,67.7,67.7
Johnny O'Bryant III,CHA,36,0.7,12.8,1.32,0.9,0.3,0.5,63.2,63.2
Ersan Ilyasova,PHI,23,1.4,12.6,1.15,1.7,0.6,1.1,56,56
Trevor Booker,BKN,18,1.4,12.6,1.08,1.5,0.6,1.1,57.9,57.9
Jeff Green,CLE,78,1.3,12.3,1.49,1.9,0.7,1,73.3,73.3
Rondae Hollis-Jefferson,BKN,68,1.8,12.3,1.12,2,0.7,1.3,54.5,54.5
Michael Kidd-Gilchrist,CHA,74,1.1,12.3,1.32,1.5,0.6,0.9,69.6,69.6
Rodney McGruder,MIA,18,0.6,12.3,1.3,0.7,0.3,0.5,66.7,66.7
Dwight Howard,CHA,81,2.1,12.2,1.33,2.7,1.1,1.5,71.2,71.2
Tyrone Wallace,LAC,30,1.3,12.1,1.15,1.5,0.6,1.1,59.4,59.4
Nikola Vucevic,ORL,57,2.1,11.9,1.15,2.4,1.1,1.8,57.7,57.7
Jarell Martin,MEM,73,1,11.9,1.17,1.2,0.5,0.8,61.4,61.4
Dante Cunningham,BKN,22,0.9,11.7,1.26,1.1,0.5,0.7,68.8,68.8
Anthony Davis,NOP,75,2.9,11.5,1.58,4.5,1.9,2.4,77,77
Zach Collins,POR,66,0.6,11.5,1.07,0.7,0.3,0.5,52.8,52.8
Wes Iwundu,ORL,62,0.5,11.5,1.42,0.7,0.3,0.4,70.4,70.4
Gorgui Dieng,MIN,79,0.7,11.3,1.21,0.9,0.4,0.6,63.6,63.6
Luke Kornet,NYK,20,0.8,11.3,1.56,1.3,0.5,0.7,71.4,71.4
Reggie Bullock,DET,62,1.1,11.2,1.33,1.5,0.7,1.1,66.7,66.7
Marco Belinelli,PHI,28,1.4,11.2,1.24,1.7,0.7,1,65.5,65.5
Dario Saric,PHI,78,1.6,11.1,1.18,1.9,0.8,1.3,58.7,58.7
Justin Jackson,SAC,68,0.8,10.8,1.27,1,0.5,0.7,66,66
Jamel Artis,ORL,15,0.7,10.8,1.2,0.8,0.4,0.7,60,60
Jabari Parker,MIL,31,1.4,10.7,1,1.4,0.6,1.1,54.5,54.5
T.J. Warren,PHX,65,2,10.3,1.31,2.6,1.2,1.8,65.3,65.3
Tyler Cavanaugh,ATL,39,0.5,10.3,1.5,0.7,0.3,0.4,70.6,70.6
Jerami Grant,OKC,81,0.8,10.2,1.38,1.1,0.4,0.6,68.9,68.9
Ersan Ilyasova,ATL,46,1.1,10.2,1.35,1.4,0.7,1,67.4,67.4
Jae Crowder,CLE,53,0.9,10.2,1.3,1.2,0.5,0.7,66.7,66.7
James Ennis III,MEM,45,0.7,10.2,1.3,0.9,0.4,0.6,59.3,59.3
Thabo Sefolosha,UTA,38,0.8,9.9,1.52,1.2,0.5,0.7,74.1,74.1
Marquese Chriss,PHX,72,0.9,9.8,1.25,1.1,0.4,0.7,64,64
Jonas Jerebko,UTA,74,0.5,9.7,1.26,0.6,0.3,0.5,65.7,65.7
C.J. Williams,LAC,38,0.6,9.7,1.41,0.8,0.4,0.5,75,75
Myles Turner,IND,65,1.2,9.6,1.32,1.6,0.5,0.9,60.7,60.7
Dwyane Wade,CLE,46,1.2,9.6,1.36,1.7,0.7,1,71.7,71.7
Andre Iguodala,GSW,64,0.6,9.6,1.39,0.9,0.3,0.4,78.6,78.6
Jae Crowder,UTA,27,1.3,9.6,1.09,1.4,0.6,1,61.5,61.5
James Ennis III,DET,27,0.7,9.6,1.63,1.1,0.4,0.6,80,80
Lance Thomas,NYK,73,0.4,9.6,0.94,0.4,0.1,0.3,40.9,40.9
Julius Randle,LAL,82,1.5,9.4,1.35,2,0.8,1.2,68.8,68.8
Pau Gasol,SAS,77,1,9.4,1.09,1.1,0.4,0.8,55.7,55.7
Nikola Jokic,DEN,75,1.7,9.3,1.18,2,0.9,1.5,58.7,58.7
Malcolm Brogdon,MIL,48,1.2,9.3,1.29,1.5,0.7,1.1,66.7,66.7
Pat Connaughton,POR,82,0.5,9.3,1.36,0.7,0.3,0.5,70,70
Greg Monroe,BOS,26,1,9.3,1.31,1.3,0.7,1,68,68
Devin Harris,DAL,44,0.8,9.2,1.51,1.2,0.5,0.7,72.4,72.4
Josh Huestis,OKC,69,0.3,9.2,1,0.3,0.1,0.3,50,50
Markieff Morris,WAS,73,1.1,9.1,1.32,1.4,0.6,0.9,70.1,70.1
Mike Muscala,ATL,53,0.7,9.1,1.03,0.7,0.3,0.5,55.2,55.2
Ben Simmons,PHI,81,1.6,9,1.48,2.3,1.1,1.4,77.2,77.2
O.G. Anunoby,TOR,74,0.5,8.9,1.57,0.8,0.4,0.4,81.3,81.3
Wilson Chandler,DEN,74,0.9,8.8,1.15,1.1,0.5,0.8,60.3,60.3
Jerryd Bayless,PHI,40,0.7,8.8,1.28,0.9,0.4,0.6,70.8,70.8
Dejounte Murray,SAS,81,0.9,8.7,1.19,1,0.5,0.8,62.9,62.9
Ben McLemore,MEM,56,0.7,8.7,1.25,0.9,0.4,0.7,60.5,60.5
Semi Ojeleye,BOS,73,0.3,8.7,1.1,0.3,0.1,0.2,50,50
Karl-Anthony Towns,MIN,82,1.6,8.5,1.3,2,0.8,1.2,64.4,64.4
Justin Anderson,PHI,38,0.5,8.5,1.55,0.8,0.4,0.5,77.8,77.8
Justise Winslow,MIA,68,0.8,8.3,1.06,0.8,0.3,0.6,50,50
Alex Caruso,LAL,37,0.4,8.3,1.43,0.5,0.3,0.3,83.3,83.3
Otto Porter Jr.,WAS,77,1.1,8.2,1.29,1.4,0.6,0.9,62.5,62.5
Giannis Antetokounmpo,MIL,75,2.1,8.1,1.34,2.7,1.1,1.5,69.8,69.8
Kevin Love,CLE,59,1.3,8.1,1.33,1.7,0.6,1,61,61
Jaylen Brown,BOS,70,1.2,8.1,1.15,1.4,0.6,1,58.9,58.9
