RANKING,PLAYER,TEAM,AGE,GP,W,L,MIN,%FGA 2PT,%FGA 3PT,%PTS 2PT,%PTS 2PT MR,%PTS 3PT,%PTS FBPS,%PTS FT,%PTS OFFTO,%PTS PITP,2FGM %AST,2FGM %UAST,3FGM %AST,3FGM %UAST,FGM %AST,FGM %UAST
430,Charles Bassey,PHI,21,23,11,12,7.3,91.5,8.5,87,2.9,0,2.9,13,2.9,84.1,66.7,33.3,0,0,66.7,33.3
434,Charlie Brown Jr.,PHI,25,22,16,6,8.1,69.2,30.8,60,0,10,26.7,30,30,60,44.4,55.6,100,0,50,50
434,David Duke Jr.,BKN,22,22,10,12,15.5,65.7,34.3,57.7,3.8,26,18.3,16.3,17.3,53.8,56.7,43.3,100,0,66.7,33.3
434,Isaiah Thomas,CHA,33,22,12,10,15.2,50.3,49.7,42.4,16.3,45.7,10.9,11.9,13.6,26.1,48.7,51.3,78.6,21.4,61.2,38.8
434,Jalen Johnson,ATL,20,22,14,8,5.5,68.3,31.7,73.1,0,17.3,15.4,9.6,21.2,73.1,78.9,21.1,100,0,81.8,18.2
434,Olivier Sarr,OKC,23,22,6,16,19.1,71.3,28.7,58.8,6.5,25.5,8.5,15.7,12.4,52.3,77.8,22.2,100,0,82.8,17.2
439,Goran Dragic,BKN,36,21,10,11,23.7,58.3,41.7,52.2,6.4,30.6,15.3,17.2,16.6,45.9,19.5,80.5,87.5,12.5,38.6,61.4
439,KZ Okpala,MIA,23,21,14,7,11.6,62.3,37.7,54.5,2.6,35.1,7.8,10.4,14.3,51.9,76.2,23.8,100,0,83.3,16.7
439,Kai Jones,CHA,21,21,14,7,3,85.7,14.3,72.7,0,13.6,18.2,13.7,18.2,72.7,87.5,12.5,100,0,88.9,11.1
442,Tyler Cook,CHI,24,20,13,7,10,100,0,68.7,0,0,9,31.3,4.5,68.7,78.3,21.7,0,0,78.3,21.7
442,Willie Cauley-Stein,PHI,28,20,12,8,9.1,94.3,5.7,88.2,0,8.8,0,3,23.5,88.2,80,20,100,0,81.3,18.8
444,Haywood Highsmith,MIA,25,19,13,6,8.6,39.1,60.9,32.6,4.7,62.8,11.6,4.6,0,27.9,85.7,14.3,100,0,93.8,6.3
444,Isaiah Livers,DET,23,19,8,11,20.2,28.9,71.1,23.1,6.6,66.9,13.2,10,18.2,16.5,64.3,35.7,96.3,3.7,85.4,14.6
444,Jahmi'us Ramsey,SAC,21,19,2,17,7,69,31,63.3,16.7,25,15,11.7,20,46.7,57.9,42.1,80,20,62.5,37.5
444,Kyle Guy,MIA,24,19,15,4,9.8,38.5,61.5,32.4,13.5,56.8,4.1,10.8,16.2,18.9,50,50,78.6,21.4,65.4,34.6
444,Lindell Wigginton,MIL,24,19,11,8,10.5,57.4,42.6,42.5,0,33.8,12.5,23.7,7.5,42.5,76.5,23.5,100,0,84.6,15.4
444,Malcolm Hill,CHI,26,19,8,11,11.2,30.8,69.2,30.6,8.3,54.2,18.1,15.2,12.5,22.2,63.6,36.4,84.6,15.4,75,25
444,Theo Pinson,DAL,26,19,14,5,7.8,23.1,76.9,16.7,8.3,62.5,4.2,20.8,18.8,8.3,25,75,90,10,71.4,28.6
451,Jay Scrubb,LAC,21,18,8,10,6.7,54.3,45.7,49,12.2,36.7,18.4,14.3,12.2,36.7,33.3,66.7,66.7,33.3,44.4,55.6
451,Markelle Fultz,ORL,24,18,6,12,20,90.3,9.7,81,23.6,6.2,11.3,12.8,20,57.4,17.7,82.3,50,50,19.3,80.7
451,PJ Dozier,DEN,25,18,9,9,18.9,51.5,48.5,43.3,14.4,46.4,8.2,10.3,10.3,28.9,33.3,66.7,86.7,13.3,55.6,44.4
454,Alfonzo McKinnie,CHI,29,17,8,9,12.1,55.7,44.3,50.8,6.8,45.8,23.7,3.4,22,44.1,73.3,26.7,100,0,83.3,16.7
454,Javonte Smart,MIA,23,17,11,6,11.8,55,45,43.1,3.9,47.1,15.7,9.8,21.6,39.2,36.4,63.6,87.5,12.5,57.9,42.1
454,Markieff Morris,MIA,32,17,10,7,17.5,65.8,34.2,63.6,23.3,30.2,7.8,6.2,14,40.3,51.2,48.8,100,0,63,37
454,Mychal Mulder,MIA,28,17,3,14,14.1,29.9,70.1,20.3,2.9,73.9,4.3,5.8,24.6,17.4,57.1,42.9,100,0,87.5,12.5
454,Patrick Williams,CHI,20,17,9,8,24.8,71.6,28.4,51,14.4,29.4,11.8,19.6,3.9,36.6,66.7,33.3,93.3,6.7,74.1,25.9
454,Udoka Azubuike,UTA,22,17,11,6,11.5,100,0,92.5,0,0,0,7.5,7.5,92.5,89.2,10.8,0,0,89.2,10.8
460,Justin Anderson,IND,28,16,3,13,19.7,37.9,62.1,41.2,11.8,44.1,9.8,14.7,13.7,29.4,66.7,33.3,93.3,6.7,77.8,22.2
460,Miye Oni,UTA,24,16,15,1,2.8,11.1,88.9,40,0,60,40,0,40,40,0,100,100,0,50,50
462,Devontae Cacok,SAS,25,15,5,10,8.1,100,0,91.3,0,0,8.7,8.7,30.4,91.3,66.7,33.3,0,0,66.7,33.3
462,Isaac Bonga,TOR,22,15,9,6,4.6,69.2,30.8,33.3,0,25,8.3,41.7,25,33.3,50,50,100,0,66.7,33.3
462,Luke Kornet,BOS,26,15,11,4,6.9,81.5,18.5,86.7,0,0,0,13.3,10,86.7,69.2,30.8,0,0,69.2,30.8
462,Malik Fitts,BOS,24,15,13,2,4.2,47.4,52.6,28.6,0,71.4,19,0,14.3,28.6,100,0,100,0,100,0
462,Neemias Queta,SAC,22,15,4,11,8,100,0,75.6,0,0,8.9,24.4,20,75.6,64.7,35.3,0,0,64.7,35.3
462,Vlatko Cancar,DEN,25,15,7,8,11.8,70.7,29.3,51.6,0,33.9,16.1,14.5,14.5,51.6,93.8,6.3,100,0,95.7,4.3
468,Abdel Nader,PHX,28,14,11,3,10.4,60,40,47.1,0,35.3,20.6,17.6,11.8,47.1,50,50,100,0,66.7,33.3
468,Bol Bol,ORL,22,14,5,9,5.8,85.2,14.8,84.8,12.1,9.1,30.3,6.1,27.3,72.7,100,0,100,0,100,0
468,Greg Monroe,MIN,32,14,7,7,13.9,100,0,84.2,0,0,10.5,15.8,21.1,84.2,56.3,43.8,0,0,56.3,43.8
468,Joe Harris,BKN,30,14,10,4,30.2,29,71,19,2.5,77.8,14.6,3.2,12,16.5,86.7,13.3,100,0,96.4,3.6
468,Kris Dunn,POR,28,14,1,13,24,89.2,10.8,81.1,7.5,2.8,13.2,16.1,19.8,73.6,14,86,100,0,15.9,84.1
468,RJ Nembhard,CLE,23,14,6,8,4.5,88.9,11.1,80,0,0,0,20,0,80,50,50,0,0,50,50
474,Brook Lopez,MIL,34,13,10,3,23,59.5,40.5,52.2,0,35.4,2.5,12.4,12.4,52.2,71.4,28.6,94.7,5.3,78.7,21.3
474,Georgios Kalaitzakis,OKC,23,13,8,5,16.4,61.2,38.8,48.8,2.3,34.9,9.3,16.3,16.3,46.5,52.4,47.6,80,20,61.3,38.7
474,Jamorko Pickett,DET,24,13,4,9,13.6,22,78,20,0,78,12,2,6,20,80,20,92.3,7.7,88.9,11.1
474,Mamadi Diakite,OKC,25,13,4,9,14.4,89.4,10.6,89.3,3.6,0,0,10.7,10.7,85.7,84,16,0,0,84,16
474,Petr Cornelie,DEN,26,13,3,10,2.9,46.7,53.3,57.1,0,21.4,0,21.5,28.6,57.1,100,0,100,0,100,0
474,Sharife Cooper,ATL,21,13,8,5,3,57.1,42.9,57.1,0,42.9,0,0,28.6,57.1,50,50,0,100,33.3,66.7
474,Solomon Hill,ATL,31,13,7,6,10.7,35,65,25,0,75,0,0,0,25,100,0,100,0,100,0
474,Udonis Haslem,MIA,42,13,10,3,6.4,87.1,12.9,81.3,25,9.4,0,9.3,12.5,56.3,76.9,23.1,100,0,78.6,21.4
482,Brodric Thomas,BOS,25,12,8,4,5,50,50,57.1,0,28.6,9.5,14.3,9.5,57.1,83.3,16.7,50,50,75,25
482,Isaiah Todd,WAS,20,12,1,11,6.2,38.5,61.5,30,10,60,25,10,20,20,66.7,33.3,100,0,85.7,14.3
482,Jabari Parker,BOS,27,12,4,8,9.4,57.9,42.1,37.7,7.5,45.3,18.9,17,9.4,30.2,60,40,87.5,12.5,72.2,27.8
482,Marcus Garrett,MIA,23,12,11,1,10.7,81,19,61.5,15.4,23.1,30.8,15.4,46.2,46.2,50,50,100,0,60,40
482,Robert Woodard II,SAS,22,12,0,12,3.5,75,25,28.6,0,42.9,28.6,28.5,0,28.6,100,0,100,0,100,0
482,Tim Frazier,CLE,31,12,1,11,17.3,62.2,37.8,41,15.4,46.2,5.1,12.8,17.9,25.6,37.5,62.5,83.3,16.7,57.1,42.9
482,Yves Pons,MEM,23,12,9,3,5.9,43.8,56.3,30.8,0,69.2,15.4,0,0,30.8,0,100,100,0,60,40
489,Braxton Key,DET,25,11,5,6,17.9,70.8,29.2,68.4,0,22.8,19,8.8,13.9,68.4,74.1,25.9,83.3,16.7,75.8,24.2
489,Collin Sexton,CLE,23,11,7,4,28.8,70.2,29.8,64.8,8,18.8,18.8,16.4,18.2,56.8,42.1,57.9,81.8,18.2,48.5,51.5
489,Devon Dotson,CHI,22,11,5,6,7.7,60.9,39.1,62.1,0,20.7,27.6,17.2,20.7,62.1,55.6,44.4,100,0,63.6,36.4
489,Myles Powell,PHI,24,11,8,3,4.7,64.7,35.3,61.5,0,23.1,23.1,15.4,15.4,61.5,0,100,0,100,0,100
489,Quinndary Weatherspoon,GSW,25,11,8,3,6.7,76.2,23.8,73.3,0,10,16.7,16.7,13.3,73.3,81.8,18.2,100,0,83.3,16.7
489,Tacko Fall,CLE,26,11,4,7,5.3,100,0,83.3,0,0,16.7,16.7,8.3,83.3,60,40,0,0,60,40
495,Chris Silva,MIA,25,10,7,3,9.1,100,0,61.5,0,0,0,38.5,23.1,61.5,75,25,0,0,75,25
495,Louis King,SAC,23,10,2,8,10.4,42.6,57.4,31.1,17.8,53.3,11.1,15.6,15.6,13.3,42.9,57.1,75,25,60,40
495,Reggie Perry,POR,22,10,0,10,18.7,79.7,20.3,80.4,10.9,9.8,13,9.8,25,69.6,67.6,32.4,100,0,70,30
495,Ryan Arcidiacono,NYK,28,10,8,2,7.6,25,75,25,0,75,0,0,0,25,100,0,100,0,100,0
495,Trevelin Queen,HOU,25,10,1,9,7.4,27.3,72.7,27.9,0,62.8,27.9,9.3,27.9,27.9,50,50,55.6,44.4,53.3,46.7
495,Xavier Moon,LAC,27,10,7,3,13.7,72.5,27.5,69,55.2,25.9,10.3,5.1,15.5,13.8,15,85,60,40,24,76
501,Cassius Stanley,DET,22,9,3,6,17.2,63,37,57.7,0,23.1,5.8,19.2,15.4,57.7,60,40,100,0,68.4,31.6
501,Didi Louzada,POR,22,9,0,9,14.4,30.3,69.7,17.1,11.4,77.1,17.1,5.8,42.9,5.7,33.3,66.7,100,0,83.3,16.7
501,Frank Kaminsky,PHX,29,9,8,1,20.1,77.3,22.7,65.3,0,15.8,4.2,18.9,15.8,65.3,71,29,100,0,75,25
501,Freddie Gillespie,ORL,25,9,1,8,13.2,95.5,4.5,85.7,0,0,0,14.3,14.3,85.7,77.8,22.2,0,0,77.8,22.2
501,Jeff Dowtin Jr.,ORL,25,9,4,5,12,65.4,34.6,73.7,31.6,15.8,21.1,10.5,42.1,42.1,14.3,85.7,100,0,25,75
501,Marko Simonovic,CHI,22,9,4,5,3.9,66.7,33.3,35.3,0,17.6,11.8,47.1,23.5,35.3,66.7,33.3,100,0,75,25
501,Michael Porter Jr.,DEN,24,9,5,4,29.4,53.4,46.6,60.7,22.5,33.7,23.6,5.6,20.2,38.2,70.4,29.6,90,10,75.7,24.3
501,Paul Watson,OKC,27,9,2,7,17.4,25.7,74.3,38.7,0,58.1,9.7,3.2,32.3,38.7,50,50,100,0,75,25
501,Xavier Sneed,UTA,24,9,7,2,4.3,20,80,40,0,60,40,0,0,40,0,100,100,0,50,50
510,Hassani Gravett,ORL,25,8,2,6,21.4,31.6,68.4,28,8,66,6,6,22,20,42.9,57.1,72.7,27.3,61.1,38.9
510,Nik Stauskas,BOS,28,8,7,1,4.8,28.6,71.4,11.1,11.1,66.7,22.2,22.2,27.8,0,100,0,75,25,80,20
510,Victor Oladipo,MIA,30,8,4,4,21.6,50.7,49.3,40.4,10.1,45.5,10.1,14.1,15.2,30.3,25,75,46.7,53.3,34.3,65.7
513,Cassius Winston,WAS,24,7,1,6,5.6,45.5,54.5,28.6,14.3,42.9,0,28.5,0,14.3,50,50,100,0,75,25
513,Gabriel Deck,OKC,27,7,2,5,7.9,71.4,28.6,66.7,11.1,33.3,22.2,0,22.2,55.6,66.7,33.3,100,0,75,25
513,James Ennis III,DEN,31,7,3,4,7.9,66.7,33.3,55.2,0,31,13.8,13.8,24.1,55.2,75,25,100,0,81.8,18.2
513,Jaylen Hoard,OKC,23,7,2,5,34.2,72.2,27.8,68,3.9,26.2,1.9,5.8,9.7,64.1,42.9,57.1,88.9,11.1,52.3,47.7
513,Joel Ayayi,WAS,22,7,1,6,2.9,83.3,16.7,100,0,0,0,0,0,100,0,100,0,0,0,100
513,Justin Jackson,PHX,27,7,6,1,5.2,40,60,26.7,0,60,0,13.3,40,26.7,100,0,100,0,100,0
513,Langston Galloway,MIL,30,7,4,3,15.2,38.5,61.5,57.1,14.3,42.9,14.3,0,28.6,42.9,50,50,50,50,50,50
513,Vernon Carey Jr.,WAS,21,7,3,4,6.3,100,0,70,10,0,0,30,20,60,28.6,71.4,0,0,28.6,71.4
521,Aaron Henry,PHI,22,6,6,0,2.8,80,20,100,0,0,0,0,0,100,100,0,0,0,100,0
